competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,passopportunity_count_total,passopportunity_count,pass_count_goalwithin10s,pass_count_shotwithin10s,pass_count_attempted_total,pass_count_attempted,pass_count_completed,pass_pct_completed,pass_avgxpass_attempted,pass_avgdistance,pass_count_longrange_attempted,pass_count_onetouch_attempted,pass_count_quickpass_attempted,pass_count_onetouch_dangerous_attempted,pass_count_quickpass_dangerous_attempted,passopportunity_count_linebreak,pass_count_linebreak_attempted,pass_count_linebreak_completed,passopportunity_count_torun,pass_count_torun_attempted,pass_count_torun_completed,pass_pct_torun_completed,pass_avgxpass_torun_attempted,pass_count_torun_shotwithin10s,pass_count_torun_goalwithin10s,passopportunity_count_dangerous,pass_count_dangerous_attempted,pass_pct_dangerous_completed,pass_count_dangerous_completed,pass_count_difficultpass_attempted
1265,Primeira Liga (PT),223,Aderllan Leandro de Jesus Santos,A. Santos,1989-04-09,65.9,12.72,20.48,17,16,1,804.0,50.25,0.0,0.25,332.0,20.75,16.38,78.92,88.6,19.56,1.56,4.56,4.69,0.0,0.0,13.19,3.94,1.88,6.38,2.44,1.69,69.23,78.21,0.19,0.0,1.06,0.19,33.33,0.06,3.25
1265,Primeira Liga (PT),728,André Geraldes de Barros,André Geraldes,1991-05-02,85.07,17.6,23.04,26,25,1,1451.0,58.04,0.0,0.4,591.0,23.64,19.16,81.05,87.85,17.98,1.48,5.76,4.88,0.52,0.04,14.24,4.48,3.28,11.96,4.32,3.56,82.41,80.99,0.16,0.0,2.6,0.84,57.14,0.48,3.88
1265,Primeira Liga (PT),751,André Alexandre Carreira Sousa,André Sousa,1990-07-09,17.24,3.15,4.22,12,12,0,190.0,15.83,0.08,0.42,56.0,4.67,3.92,83.93,81.31,17.35,0.67,1.42,0.67,0.17,0.0,1.0,0.25,0.17,2.83,0.92,0.58,63.63,65.05,0.25,0.08,2.17,0.5,66.67,0.33,0.92
1265,Primeira Liga (PT),1223,Bas Kuipers,B. Kuipers,1994-08-17,86.8,23.25,22.06,17,17,0,1098.0,64.59,0.29,0.88,405.0,23.82,19.82,83.21,85.09,15.36,0.94,5.41,5.35,0.71,0.35,13.0,3.29,2.41,18.94,6.76,5.18,76.52,76.52,0.41,0.12,8.18,2.0,35.29,0.71,4.76
1265,Primeira Liga (PT),1484,Armindo Tué Na Bangna,Bruma,1994-10-24,11.5,2.89,2.49,3,3,0,50.0,16.67,0.0,0.0,12.0,4.0,3.0,75.0,79.68,10.35,0.0,1.0,0.33,0.0,0.0,2.0,0.33,0.33,5.0,1.0,0.67,66.67,78.5,0.0,0.0,6.0,0.67,100.0,0.67,0.67
1265,Primeira Liga (PT),1652,Carlos dos Santos Rodrigues,Ponck,1995-01-13,67.99,12.91,21.19,16,15,1,752.0,50.13,0.0,0.4,271.0,18.07,15.4,85.24,87.19,16.37,1.0,5.4,3.67,0.0,0.07,12.87,3.8,2.87,6.67,2.4,1.87,77.78,85.19,0.13,0.0,1.87,0.33,40.0,0.13,2.6
1265,Primeira Liga (PT),1946,Cláudio Pires Morais Ramos,Cláudio Ramos,1991-11-16,72.18,25.17,13.5,2,2,0,66.0,33.0,0.0,0.0,24.0,12.0,10.5,87.5,91.25,22.34,2.5,3.0,1.5,0.0,0.0,9.5,2.5,1.5,9.5,2.0,2.0,100.0,92.34,0.0,0.0,0.0,0.0,,0.0,0.0
1265,Primeira Liga (PT),2492,David  Martins Simão,David Simão,1990-05-15,56.78,13.87,14.95,12,11,1,1115.0,101.36,0.18,0.82,345.0,31.36,27.36,87.25,87.24,17.19,2.82,7.73,7.73,0.27,0.36,26.0,6.45,4.91,13.45,4.27,3.27,76.59,69.03,0.18,0.0,7.91,1.36,40.0,0.55,4.55
1265,Primeira Liga (PT),2803,Dodi Lukébakio,D. Lukébakio,1997-09-24,48.89,14.55,10.59,17,17,0,1129.0,66.41,0.12,1.94,290.0,17.06,13.0,76.21,77.26,16.88,1.24,2.65,2.06,0.53,0.53,5.71,1.0,0.35,22.76,5.35,3.41,63.74,62.92,1.06,0.06,22.82,5.53,44.68,2.47,5.06
1265,Primeira Liga (PT),3493,Florian Grillitsch,F. Grillitsch,1995-08-07,62.54,20.93,14.11,20,20,0,3150.0,157.5,0.15,0.95,910.0,45.5,41.35,90.88,92.03,15.82,2.75,11.1,10.7,0.55,0.35,29.95,5.15,3.9,13.9,5.2,4.05,77.88,76.28,0.2,0.1,8.45,1.45,41.38,0.6,4.05
1265,Primeira Liga (PT),3665,Frederico André Ferrão Venâncio,Frederico Venâncio,1993-02-04,89.89,21.62,24.18,22,21,1,2238.0,106.57,0.1,0.9,902.0,42.95,38.95,90.69,93.43,20.55,4.67,8.95,10.71,0.14,0.0,25.14,7.9,6.57,11.24,4.43,3.95,89.25,87.73,0.14,0.05,2.62,0.48,40.0,0.19,3.1
