competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,possession_count_total,possession_count,possession_count_retained,possession_pct_retained,possession_count_shotwithin10s,possession_count_goalwithin10s,possession_avgdistance,possession_avgduration,reception_count_total,reception_count,reception_count_retained,reception_pct_retained,reception_count_intensepressure_tightspace,reception_count_intensepressure_tightspace_retained,reception_pct_intensepressure_tightspace_retained,reception_count_inspace,longcarry_count_total,longcarry_count,longcarry_count_retained,longcarry_count_forwardtrajectory,longcarry_count_forwardtrajectory_retained,longcarry_count_abovehsr,longcarry_count_forwardtrajectory_abovehsr,longcarry_count_forwardtrajectory_abovehsr_retained,longcarry_pct_forwardtrajectory_abovehsr_retained,longcarry_pct_retained,longcarry_pct_forwardtrajectory_retained,possession_count_forwardmomentum,giveandgo_count,possession_count_beatbymovement,possession_count_beatbypossession,possession_count_drawnpressure,possession_count_drawnpressure_retained,possession_pct_drawnpressure_retained,reception_count_intensepressure_constrainedspace,possession_count_escapedpressure,possession_pct_escapedpressure,reception_count_intensepressure,possession_count_intensepressure_progressed,possession_pct_intensepressure_progressed,possession_count_intensepressure_dangercreated,possession_pct_intensepressure_dangercreated
1212,2. Bundesliga (DE),670,Amin Younes,A. Younes,1993-08-06,48.7,12.16,12.12,5,5,0,75.0,15.0,9.8,65.33,1.2,0.2,3.47,1.26,50.0,10.0,6.6,66.0,1.6,1.0,62.5,6.2,10.0,2.0,1.6,0.8,0.6,0.2,0.2,0.2,100.0,80.0,75.0,0.6,0.4,0.0,0.0,0.4,0.2,50.0,2.4,0.4,16.67,3.4,0.2,5.88,0.4,11.76
1212,2. Bundesliga (DE),1442,Branimir Hrgota,B. Hrgota,1993-01-12,93.61,22.77,25.51,31,29,2,1032.0,35.59,21.97,61.73,4.59,0.69,5.77,1.83,630.0,21.72,14.59,67.14,3.21,1.31,40.86,15.0,261.0,9.0,5.03,5.03,2.55,1.03,0.76,0.31,40.91,55.94,50.69,1.03,1.41,0.24,0.86,0.66,0.38,57.89,4.55,0.62,13.64,7.28,1.62,22.27,1.14,15.64
1212,2. Bundesliga (DE),1697,Cédric Itten,C. Itten,1996-12-27,96.2,26.19,26.72,30,29,1,574.0,19.79,9.76,49.3,4.31,0.69,5.23,1.47,378.0,13.03,6.69,51.32,2.59,1.21,46.67,5.62,125.0,4.31,1.97,2.45,0.97,0.93,0.72,0.28,38.09,45.6,39.44,1.24,1.14,0.62,0.45,0.21,0.07,33.33,3.38,0.45,13.26,6.72,0.9,13.33,1.24,18.46
1212,2. Bundesliga (DE),1841,Christian Mathenia,C. Mathenia,1992-03-31,98.36,22.92,26.12,1,1,0,37.0,37.0,29.0,78.38,1.0,0.0,2.97,2.6,22.0,22.0,20.0,90.91,0.0,0.0,,22.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,
1212,2. Bundesliga (DE),2290,Danilo Teodoro Soares,Danilo Soares,1991-10-29,74.97,18.88,20.38,3,3,0,91.0,30.33,19.67,64.83,2.0,0.0,3.67,1.28,58.0,19.33,13.33,68.97,1.33,0.67,50.0,18.0,13.0,4.33,2.67,3.33,2.0,1.0,1.0,1.0,100.0,61.54,60.0,0.33,2.67,0.0,0.0,0.0,0.0,,1.33,0.33,25.0,2.33,0.33,14.29,0.33,14.29
1212,2. Bundesliga (DE),2454,David Kinsombi,D. Kinsombi,1995-12-12,7.2,1.01,1.93,3,3,0,5.0,1.67,1.33,80.0,0.0,0.0,3.5,0.94,3.0,1.0,0.67,66.67,0.33,0.33,100.0,0.67,1.0,0.33,0.33,0.33,0.33,0.0,0.0,0.0,,100.0,100.0,0.33,0.33,0.0,0.0,0.0,0.0,,0.33,0.0,0.0,0.33,0.33,100.0,0.0,0.0
1212,2. Bundesliga (DE),2553,Dawid Kownacki,D. Kownacki,1997-03-14,55.69,14.89,14.42,21,21,0,205.0,9.76,5.29,54.15,1.62,0.43,3.9,1.07,139.0,6.62,4.0,60.43,1.19,0.52,44.0,3.62,30.0,1.43,0.81,0.57,0.14,0.33,0.29,0.05,16.67,56.67,25.0,0.19,1.0,0.24,0.14,0.1,0.05,50.0,2.14,0.14,6.67,3.38,0.43,12.68,0.43,12.68
1212,2. Bundesliga (DE),2938,Edin Džeko,E. Džeko,1986-03-17,59.56,15.37,13.95,11,11,0,178.0,16.18,8.27,51.12,4.64,0.64,3.42,1.01,115.0,10.45,5.55,53.04,2.18,0.82,37.5,5.91,25.0,2.27,1.09,1.18,0.45,0.45,0.36,0.09,25.0,48.0,38.46,0.45,0.64,0.82,0.64,0.27,0.09,33.33,2.64,0.18,6.9,4.55,0.73,16.0,1.91,42.0
1212,2. Bundesliga (DE),3235,Fabian Holland,F. Holland,1990-07-11,35.83,9.08,10.07,21,20,1,278.0,13.9,10.7,76.98,0.85,0.1,4.2,1.53,189.0,9.45,7.7,81.48,0.45,0.05,11.11,8.8,48.0,2.4,1.75,1.45,1.05,0.3,0.25,0.1,40.0,72.92,72.41,0.0,0.75,0.0,0.0,0.1,0.05,50.0,0.65,0.1,15.38,0.9,0.25,27.78,0.05,5.55
1212,2. Bundesliga (DE),3372,Felix Klaus,F. Klaus,1992-09-13,95.1,22.71,25.76,25,23,2,784.0,34.09,21.83,64.03,5.91,0.91,5.95,1.49,547.0,23.78,16.22,68.19,3.0,1.48,49.27,18.17,183.0,7.96,4.52,5.22,2.7,2.83,2.3,0.96,41.51,56.83,51.67,0.91,3.04,0.7,1.09,0.52,0.3,58.33,4.09,0.48,11.7,6.91,1.13,16.35,1.09,15.72
