competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,onballengagement_count_total,onballengagement_count,onballengagement_count_directregain,onballengagement_pct_directregain,onballengagement_count_indirectregain,onballengagement_pct_indirectregain,onballengagement_count_directdisruption,onballengagement_pct_directdisruption,onballengagement_count_indirectdisruption,onballengagement_pct_indirectdisruption,onballengagement_count_abovehsr,onballengagement_count_forcedbackward,onballengagement_pct_forcedbackward,onballengagement_count_beatenbymovement,onballengagement_pct_beatenbymovement,onballengagement_count_beatenbypossession,onballengagement_pct_beatenbypossession,onballengagement_count_pressingchain,onballengagement_count_consecutive,onballengagement_count_forwardtrajectory,onballengagement_count_dangeroussituation,onballengagement_count_dangeroussituation_dangermitigated,onballengagement_pct_dangermitigated,onballengagement_count_linebreakaffected,onballengagement_pct_linebreakaffected
1227,Bundesliga (AT),528,Aleksandar Dragović,A. Dragović,1991-03-06,93.99,22.54,24.96,28,27,1,347.0,12.85,0.85,6.63,3.0,23.34,0.33,2.59,1.04,8.07,1.44,0.19,1.44,0.26,2.02,0.56,4.32,1.56,0.96,2.15,8.81,1.7,13.82,0.33,2.59
1227,Bundesliga (AT),813,Andreas Weimann,A. Weimann,1991-08-05,81.85,23.48,19.17,16,16,0,495.0,30.94,0.38,1.21,4.31,13.94,0.0,0.0,1.31,4.24,7.69,2.75,8.89,0.0,0.0,0.12,0.4,14.75,4.31,11.5,3.31,0.12,1.65,3.12,10.1
1227,Bundesliga (AT),2594,Dejan Stojanović,D. Stojanović,1993-07-19,96.87,24.66,23.1,32,31,1,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1227,Bundesliga (AT),5718,Karim Onisiwo,K. Onisiwo,1992-03-17,32.81,8.75,7.36,21,20,1,316.0,15.8,0.1,0.63,2.3,14.56,0.05,0.32,0.4,2.53,3.2,1.1,6.96,0.05,0.32,0.0,0.0,6.9,2.4,5.25,2.4,0.2,2.96,1.25,7.91
1227,Bundesliga (AT),6468,Lukas Hinterseer,L. Hinterseer,1991-03-28,32.53,7.0,8.08,28,27,1,452.0,16.74,0.22,1.33,2.63,15.71,0.04,0.22,0.96,5.75,3.81,0.93,5.53,0.0,0.0,0.11,0.66,8.78,2.63,6.85,1.7,0.07,0.53,1.41,8.41
1227,Bundesliga (AT),11298,Stefan Lainer,S. Lainer,1992-08-27,89.75,27.47,19.95,25,24,1,640.0,26.67,1.62,6.09,5.38,20.16,0.29,1.09,1.21,4.53,4.79,1.08,4.06,0.42,1.56,0.46,1.72,6.71,3.71,7.62,8.29,1.71,7.68,0.71,2.66
1227,Bundesliga (AT),11299,Valon Berisha,V. Berisha,1993-02-07,61.43,16.17,15.84,8,8,0,270.0,33.75,0.88,2.59,4.38,12.96,0.5,1.48,1.0,2.96,5.88,2.38,7.04,0.0,0.0,0.25,0.74,11.12,7.25,11.62,8.12,0.62,3.59,2.62,7.78
1227,Bundesliga (AT),11536,Jannes Horn,J. Horn,1997-02-06,80.27,23.45,18.5,20,20,0,371.0,18.55,0.6,3.23,3.1,16.71,0.2,1.08,0.9,4.85,1.9,0.9,4.85,0.3,1.62,0.4,2.16,4.7,2.6,5.4,5.55,0.65,3.81,0.7,3.77
1227,Bundesliga (AT),11546,Dominik Prokop,D. Prokop,1997-06-02,27.23,5.94,8.74,14,14,0,231.0,16.5,0.57,3.46,2.43,14.72,0.07,0.43,0.5,3.03,1.64,1.29,7.79,0.0,0.0,0.36,2.16,3.79,2.79,5.14,3.86,0.21,1.97,1.5,9.09
1227,Bundesliga (AT),12051,Alessandro Schöpf,A. Schöpf,1994-02-07,78.15,21.16,19.94,25,25,0,1048.0,41.92,1.36,3.24,7.04,16.79,0.32,0.76,1.68,4.01,4.84,2.28,5.44,0.04,0.1,0.68,1.62,12.8,5.64,10.8,9.24,1.0,3.15,3.96,9.45
1227,Bundesliga (AT),12053,Stefan Hierländer,S. Hierländer,1991-02-03,22.33,5.56,4.29,13,13,0,120.0,9.23,0.15,1.67,2.0,21.67,0.08,0.83,0.77,8.33,2.15,0.23,2.5,0.0,0.0,0.08,0.83,2.15,1.92,1.46,2.15,0.38,3.51,0.31,3.33
