competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,passopportunity_count_total,passopportunity_count,pass_count_goalwithin10s,pass_count_shotwithin10s,pass_count_attempted_total,pass_count_attempted,pass_count_completed,pass_pct_completed,pass_avgxpass_attempted,pass_avgdistance,pass_count_longrange_attempted,pass_count_onetouch_attempted,pass_count_quickpass_attempted,pass_count_onetouch_dangerous_attempted,pass_count_quickpass_dangerous_attempted,passopportunity_count_linebreak,pass_count_linebreak_attempted,pass_count_linebreak_completed,passopportunity_count_torun,pass_count_torun_attempted,pass_count_torun_completed,pass_pct_torun_completed,pass_avgxpass_torun_attempted,pass_count_torun_shotwithin10s,pass_count_torun_goalwithin10s,passopportunity_count_dangerous,pass_count_dangerous_attempted,pass_pct_dangerous_completed,pass_count_dangerous_completed,pass_count_difficultpass_attempted
1209,Niké Liga (SK),1445,Branislav Ňinaj,B. Ňinaj,1994-05-17,77.72,19.4,19.87,16,14,2,1207.0,86.21,0.0,0.5,433.0,30.93,26.0,84.06,87.32,18.76,2.5,6.93,5.14,0.21,0.07,26.14,7.71,6.0,10.71,4.07,3.5,85.96,81.51,0.07,0.0,2.64,0.79,45.45,0.36,4.93
1209,Niké Liga (SK),4147,Guram Kashia,G. Kashia,1987-07-04,81.47,24.8,18.56,15,14,1,1998.0,142.71,0.0,0.36,717.0,51.21,46.71,91.21,92.83,17.96,3.5,12.36,6.93,0.07,0.07,36.21,7.93,6.07,17.71,7.71,7.29,94.45,90.88,0.07,0.0,2.79,0.5,71.43,0.36,4.43
1209,Niké Liga (SK),5882,Kevin Wimmer,K. Wimmer,1992-11-15,68.24,23.24,14.96,15,15,0,1861.0,124.07,0.2,0.93,693.0,46.2,38.47,83.26,85.82,18.95,4.47,9.73,10.07,0.67,0.47,35.87,12.0,8.6,20.53,9.07,6.53,72.06,73.37,0.2,0.07,10.73,3.53,47.17,1.67,9.2
1209,Niké Liga (SK),9107,Róbert Mak,R. Mak,1991-03-08,44.82,15.31,9.56,30,29,1,1112.0,38.34,0.21,1.14,356.0,12.28,10.59,86.24,85.7,13.63,0.48,3.86,1.86,0.62,0.28,2.69,0.59,0.41,11.45,3.62,2.83,78.1,77.68,0.45,0.07,9.34,2.0,60.34,1.21,1.72
1209,Niké Liga (SK),9522,Samuel  Štefánik,S. Štefánik,1991-11-16,80.12,21.61,21.76,32,28,4,3179.0,113.54,0.32,2.29,906.0,32.36,25.64,79.25,81.13,17.29,2.5,8.32,4.89,0.93,0.71,20.57,5.43,3.61,23.25,8.5,6.07,71.43,70.77,1.0,0.18,21.43,5.61,52.23,2.93,7.93
1209,Niké Liga (SK),10767,Vladimír Weiss,V. Weiss,1989-11-30,54.54,17.79,11.82,27,26,1,2830.0,108.85,0.15,1.42,745.0,28.65,23.5,82.01,83.33,15.86,2.08,5.12,4.08,0.73,0.38,18.12,5.15,3.81,25.77,8.0,6.08,75.96,74.96,0.92,0.12,17.12,3.77,50.0,1.88,5.54
1209,Niké Liga (SK),12281,Adam Jakubech,A. Jakubech,1997-01-02,90.74,24.37,22.18,9,8,1,523.0,65.38,0.0,0.0,168.0,21.0,14.5,69.05,83.75,26.88,4.12,4.5,2.12,0.0,0.0,24.5,5.38,1.62,7.88,2.75,2.12,77.27,87.97,0.0,0.0,0.12,0.12,0.0,0.0,2.0
1209,Niké Liga (SK),12567,Erik Sabo,E. Sabo,1991-11-22,89.09,24.69,20.17,28,26,2,3545.0,136.35,0.19,1.19,1223.0,47.04,41.65,88.55,90.5,18.41,3.0,9.23,10.31,0.12,0.15,35.08,8.73,6.46,20.08,7.35,5.62,76.44,76.9,0.42,0.19,6.46,1.35,45.71,0.62,5.73
1209,Niké Liga (SK),12570,Michal Ďuriš,M. Ďuriš,1988-06-01,37.23,9.44,8.15,24,21,3,433.0,20.62,0.14,0.81,121.0,5.76,4.48,77.69,81.51,12.41,0.14,1.9,1.1,0.57,0.14,0.57,0.05,0.05,7.38,2.19,1.43,65.22,73.35,0.33,0.05,6.62,1.62,58.82,0.95,1.05
1209,Niké Liga (SK),12721,Miloš Kratochvíl,M. Kratochvíl,1996-04-26,84.94,23.54,19.21,22,20,2,2377.0,118.85,0.25,1.85,730.0,36.5,30.75,84.25,86.4,14.88,1.25,10.6,9.0,1.0,0.7,16.4,4.3,2.85,15.95,5.9,4.35,73.73,75.33,0.6,0.1,16.9,3.9,64.1,2.5,5.45
1209,Niké Liga (SK),13037,Andraž Šporar,A. Šporar,1994-02-27,78.68,24.24,18.07,13,12,1,558.0,46.5,0.42,2.0,184.0,15.33,12.75,83.15,80.67,13.74,0.42,4.75,2.67,1.08,0.08,1.58,0.58,0.33,16.08,5.33,4.08,76.56,70.85,1.08,0.17,16.75,3.58,74.42,2.67,2.92
1209,Niké Liga (SK),13224,Roman Procházka,R. Procházka,1989-03-14,63.34,17.5,13.43,20,18,2,1447.0,80.39,0.22,1.56,433.0,24.06,19.72,81.99,85.68,14.2,0.83,7.33,4.83,0.89,0.67,11.0,2.5,1.78,11.22,4.33,3.39,78.21,75.45,0.56,0.17,13.94,3.0,51.85,1.56,4.17
1209,Niké Liga (SK),13517,Dominik Sváček,D. Sváček,1997-02-24,82.8,23.51,21.45,4,4,0,303.0,75.75,0.0,0.0,101.0,25.25,20.75,82.18,85.12,25.12,6.5,3.25,2.25,0.0,0.0,22.25,5.0,2.25,14.5,4.5,4.25,94.44,92.03,0.0,0.0,0.0,0.0,,0.0,3.25
1209,Niké Liga (SK),13627,Martin Vantruba,M. Vantruba,1998-02-07,98.45,26.04,22.44,10,7,3,400.0,57.14,0.0,0.14,136.0,19.43,16.0,82.35,90.16,24.52,3.29,5.71,2.29,0.0,0.0,18.0,4.29,2.14,13.0,3.57,3.43,96.0,98.02,0.0,0.0,0.0,0.0,,0.0,1.71
1209,Niké Liga (SK),13707,Ivan Rehák,I. Rehák,2001-04-27,97.51,27.43,22.31,6,5,1,530.0,106.0,0.0,0.2,176.0,35.2,29.0,82.39,86.96,25.27,7.8,6.2,3.8,0.0,0.0,41.6,9.6,6.0,13.6,4.6,4.2,91.3,94.45,0.0,0.0,0.0,0.0,,0.0,3.4
1209,Niké Liga (SK),13708,Dominik Takáč,D. Takáč,1999-01-12,97.74,29.04,22.8,22,21,1,1289.0,61.38,0.05,0.05,400.0,19.05,13.76,72.25,84.86,26.02,3.71,4.24,2.52,0.0,0.0,20.67,5.43,2.24,12.0,3.71,3.43,92.31,95.63,0.0,0.0,0.0,0.0,,0.0,2.38
1209,Niké Liga (SK),13805,Markus Poom,M. Poom,1999-02-27,90.83,25.34,21.72,13,13,0,1349.0,103.77,0.08,1.77,456.0,35.08,28.85,82.24,84.89,20.39,4.77,11.15,8.38,0.62,0.69,12.85,4.46,3.08,12.0,5.31,4.38,82.61,76.3,0.77,0.0,7.85,2.08,59.26,1.23,7.38
1209,Niké Liga (SK),14380,Hilary Gong Chukwah,H. Gong,1998-10-10,60.3,16.65,13.19,17,14,3,682.0,48.71,0.21,1.79,200.0,14.29,10.29,72.0,73.7,13.51,0.36,3.57,2.0,0.43,0.5,2.79,0.86,0.5,17.5,5.64,3.93,69.62,65.71,1.0,0.21,17.14,4.14,55.17,2.29,4.36
1209,Niké Liga (SK),14578,Philip Azango Elayo,P. Azango,1997-05-21,57.49,15.67,12.85,24,23,1,1520.0,66.09,0.22,1.91,389.0,16.91,14.0,82.78,83.39,13.39,0.7,3.7,2.35,0.35,0.39,3.91,0.78,0.61,21.57,5.87,4.52,77.04,75.23,1.17,0.22,20.39,3.61,59.04,2.13,2.96
1209,Niké Liga (SK),14672,Kingsley Madu,K. Madu,1995-12-12,39.47,10.13,9.85,5,5,0,219.0,43.8,0.0,0.4,83.0,16.6,11.8,71.09,85.21,14.3,0.4,4.4,3.8,0.2,0.2,11.8,4.4,2.6,8.0,3.4,2.0,58.82,79.93,0.0,0.0,6.0,1.2,33.34,0.4,3.0
1209,Niké Liga (SK),15520,Danylo Ignatenko,D. Ignatenko,1997-03-13,59.38,20.14,12.13,25,25,0,2602.0,104.08,0.08,1.28,931.0,37.24,33.6,90.23,91.77,17.21,2.76,11.6,8.08,0.56,0.24,17.52,4.92,3.84,11.56,4.72,4.0,84.74,84.67,0.4,0.0,6.76,1.44,50.0,0.72,3.04
1209,Niké Liga (SK),16129,Martin Chrien,M. Chrien,1995-09-08,58.34,13.78,16.52,20,19,1,837.0,44.05,0.11,1.47,266.0,14.0,10.0,71.43,74.13,12.21,0.26,5.16,2.68,0.63,0.53,3.16,0.84,0.58,15.16,4.79,3.21,67.03,68.58,0.53,0.11,11.47,2.47,63.83,1.58,4.0
1209,Niké Liga (SK),16450,Filip Blažek,F. Blažek,1998-03-11,67.39,17.23,16.4,21,19,2,1518.0,79.89,0.0,0.53,554.0,29.16,24.74,84.84,90.58,20.22,2.84,6.42,5.89,0.05,0.11,20.0,5.42,3.95,12.05,4.68,3.79,80.9,81.94,0.16,0.05,2.37,0.63,25.0,0.16,3.37
1209,Niké Liga (SK),16785,Maciej Kevin Dąbrowski,K. Dąbrowski,1998-06-09,96.05,23.54,27.26,13,13,0,576.0,44.31,0.0,0.08,148.0,11.38,7.92,69.59,77.97,28.01,3.08,2.54,0.54,0.0,0.0,23.69,4.77,2.0,6.31,1.23,1.23,100.0,96.94,0.0,0.0,0.0,0.0,,0.0,1.69
1209,Niké Liga (SK),16822,Lukáš Skovajsa,L. Skovajsa,1994-03-27,66.1,17.02,14.98,18,18,0,1198.0,66.56,0.11,0.67,488.0,27.11,22.17,81.76,84.29,18.69,2.67,6.89,6.06,0.28,0.33,16.22,5.56,4.11,11.72,5.06,4.06,80.22,79.79,0.33,0.0,4.89,1.33,45.83,0.61,5.61
1209,Niké Liga (SK),16827,Abdul Musa Zubairu,A. Zubairu,1998-10-03,73.03,20.42,18.52,28,27,1,3527.0,130.63,0.19,2.15,1104.0,40.89,35.67,87.23,88.43,14.64,1.48,9.96,7.07,0.63,0.3,20.15,4.74,3.48,18.22,6.89,5.19,75.27,73.26,0.85,0.07,14.41,3.44,61.29,2.11,5.22
1209,Niké Liga (SK),16830,Jakub Paur,J. Paur,1992-07-04,53.95,14.33,11.94,23,22,1,1097.0,49.86,0.14,1.59,339.0,15.41,12.73,82.6,81.79,13.36,0.64,5.73,3.23,0.68,0.86,4.32,0.95,0.68,12.14,4.73,3.55,75.0,71.72,0.82,0.05,10.5,2.68,66.1,1.77,3.36
1209,Niké Liga (SK),16838,Adrián Slávik,A. Slávik,1999-04-12,29.97,6.16,8.05,11,11,0,124.0,11.27,0.0,0.0,30.0,2.73,1.64,60.0,65.74,15.7,0.18,0.55,0.55,0.0,0.0,0.18,0.0,0.0,3.55,0.82,0.55,66.67,78.58,0.0,0.0,3.82,0.45,40.0,0.18,1.09
