competition_edition,league,player_name,player_short_name,player_id,player_birthdate,minutes_full_all,count_match,count_match_failed,total_distance_full_all,total_metersperminute_full_all,running_distance_full_all,hsr_distance_full_all,hsr_count_full_all,sprint_distance_full_all,sprint_count_full_all,hi_distance_full_all,hi_count_full_all,psv99,psv99_top5,peak_velocity,peak_velocity_top3,medaccel_count_full_all,highaccel_count_full_all,meddecel_count_full_all,highdecel_count_full_all,explacceltohsr_count_full_all,timetohsr_top3,timetohsrpostcod_top3,explacceltosprint_count_full_all,timetosprint_top3,timetosprintpostcod_top3,cod_count_full_all,timeto505around90_top3,timeto505around180_top3
1215,1. HNL (HR),Aleksandar Trajkovski,A. Trajkovski,433,1992-09-05,60.41,9,1,6982.0,115.57,1035.78,368.44,35.11,85.56,5.78,454.0,40.89,27.22,27.84,28.63,29.83,79.44,3.56,65.56,10.11,2.0,0.81,0.85,1.0,1.45,1.63,25.44,2.26,3.18
1215,1. HNL (HR),Ante Rebić,A. Rebić,903,1993-09-21,74.68,26,0,8274.81,110.8,1164.31,547.88,57.58,234.12,13.0,782.0,70.58,30.09,31.62,31.68,33.5,88.31,6.38,72.19,18.38,4.96,0.65,0.66,1.96,1.23,1.39,39.62,1.81,2.59
1215,1. HNL (HR),Dario Melnjak,D. Melnjak,2343,1992-10-31,47.1,22,0,5790.45,122.95,950.55,404.14,35.23,130.45,7.27,534.59,42.5,28.65,30.56,29.89,32.37,61.27,3.59,49.73,9.05,2.64,0.68,0.69,0.82,1.37,1.72,23.05,1.9,2.7
1215,1. HNL (HR),Duje Čop,D. Čop,2882,1990-02-01,41.79,25,0,4950.2,118.44,816.4,335.12,29.84,68.56,4.8,403.68,34.64,27.17,29.06,28.56,31.4,53.8,4.84,42.28,10.4,3.04,0.64,0.69,0.68,1.38,1.43,27.88,1.93,2.76
1215,1. HNL (HR),Filip Krovinović,F. Krovinović,3442,1995-08-29,81.19,29,0,9425.07,116.08,1512.41,463.59,37.24,68.1,3.55,531.69,40.79,26.21,27.86,28.53,30.87,99.59,3.72,79.83,12.59,2.31,0.73,0.76,0.79,1.39,1.98,30.59,1.85,2.69
1215,1. HNL (HR),Josip Radošević,J. Radošević,5484,1994-04-03,96.41,32,0,10453.06,108.42,1478.66,448.44,42.03,92.5,5.28,540.94,47.31,27.08,28.72,29.12,30.83,121.88,4.0,103.56,17.91,2.34,0.69,0.73,0.5,1.39,,33.06,1.9,2.67
1215,1. HNL (HR),Mario Tičinović,M. Tičinović,6908,1991-08-20,78.8,23,1,8667.74,110.0,1214.87,532.43,49.39,166.3,9.43,698.74,58.83,28.22,29.46,29.61,30.83,98.65,5.26,76.91,16.65,3.52,0.72,0.72,0.87,1.47,1.53,35.22,1.86,2.74
1215,1. HNL (HR),Marko Livaja,M. Livaja,6975,1993-08-26,72.91,26,0,7291.5,100.01,786.27,366.0,37.12,127.31,6.77,493.31,43.88,28.84,30.86,30.11,32.0,72.54,4.31,60.04,10.42,3.19,0.69,0.82,1.15,1.51,1.67,23.19,1.9,2.97
1215,1. HNL (HR),Scott McKenna,S. McKenna,9610,1996-11-12,94.91,30,0,9873.4,104.03,1139.07,378.2,35.63,93.67,5.87,471.87,41.5,28.01,29.9,29.72,31.87,111.13,5.27,85.1,11.63,3.6,0.67,0.73,0.87,1.28,1.37,23.27,1.95,2.7
1215,1. HNL (HR),Tomislav Božić,T. Božić,10498,1987-11-01,93.37,26,1,9083.92,97.29,924.73,311.42,29.04,88.77,4.62,400.19,33.65,28.47,30.24,30.07,31.9,91.12,3.73,73.46,9.77,2.92,0.72,0.78,0.5,1.6,,17.54,2.14,2.89
