competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,passopportunity_count_total,passopportunity_count,pass_count_goalwithin10s,pass_count_shotwithin10s,pass_count_attempted_total,pass_count_attempted,pass_count_completed,pass_pct_completed,pass_avgxpass_attempted,pass_avgdistance,pass_count_longrange_attempted,pass_count_onetouch_attempted,pass_count_quickpass_attempted,pass_count_onetouch_dangerous_attempted,pass_count_quickpass_dangerous_attempted,passopportunity_count_linebreak,pass_count_linebreak_attempted,pass_count_linebreak_completed,passopportunity_count_torun,pass_count_torun_attempted,pass_count_torun_completed,pass_pct_torun_completed,pass_avgxpass_torun_attempted,pass_count_torun_shotwithin10s,pass_count_torun_goalwithin10s,passopportunity_count_dangerous,pass_count_dangerous_attempted,pass_pct_dangerous_completed,pass_count_dangerous_completed,pass_count_difficultpass_attempted
1230,Eredivisie (NL),90,Aaron Meijers,A. Meijers,1987-10-28,53.22,13.79,16.33,11,10,1,444.0,44.4,0.0,0.4,179.0,17.9,14.1,78.77,84.43,17.6,1.4,5.6,4.1,0.3,0.1,10.8,4.1,2.8,11.6,4.7,3.7,78.72,78.85,0.1,0.0,4.0,1.0,50.0,0.5,3.8
1230,Eredivisie (NL),348,Alassane Pléa,A. Pléa,1993-03-10,59.09,22.74,12.96,2,2,0,94.0,47.0,1.5,2.5,29.0,14.5,13.0,89.65,82.77,10.2,0.0,7.5,1.0,1.5,0.0,1.5,0.0,0.0,14.5,3.0,2.0,66.67,65.75,0.5,0.0,14.0,4.0,75.0,3.0,1.5
1230,Eredivisie (NL),442,Alen Halilović,A. Halilović,1996-06-18,10.83,3.29,2.16,5,5,0,87.0,17.4,0.2,0.4,22.0,4.4,4.0,90.91,79.98,14.33,0.4,1.6,0.0,0.2,0.0,3.0,0.6,0.4,3.4,1.0,0.8,80.0,63.43,0.4,0.2,3.2,0.6,66.67,0.4,1.2
1230,Eredivisie (NL),715,André Ayew,A. Ayew,1989-12-17,54.36,14.68,14.01,17,16,1,509.0,31.81,0.0,0.62,153.0,9.56,7.81,81.7,81.43,11.82,0.25,2.56,1.62,0.25,0.25,0.62,0.25,0.12,10.5,2.94,2.12,72.34,72.61,0.19,0.0,7.94,1.38,63.64,0.88,2.0
1230,Eredivisie (NL),1197,Bart Nieuwkoop,B. Nieuwkoop,1996-03-07,37.02,10.56,9.22,17,16,1,477.0,29.81,0.06,0.44,193.0,12.06,9.5,78.76,82.42,14.0,0.12,4.0,3.25,0.5,0.31,4.94,1.5,1.19,4.75,2.31,1.75,75.68,73.37,0.25,0.0,3.94,1.31,38.1,0.5,2.44
1230,Eredivisie (NL),1223,Bas Kuipers,B. Kuipers,1994-08-17,22.11,5.86,5.58,7,7,0,165.0,23.57,0.0,0.43,53.0,7.57,6.29,83.02,84.96,15.27,0.57,2.14,1.71,0.14,0.0,4.0,1.0,0.57,3.0,1.0,0.86,85.71,80.15,0.29,0.0,4.14,0.57,75.0,0.43,1.57
1230,Eredivisie (NL),1337,Bertrand Isidore Traoré,B. Traoré,1995-09-06,62.76,22.3,17.98,1,1,0,67.0,67.0,0.0,1.0,20.0,20.0,15.0,75.0,84.75,11.05,0.0,3.0,4.0,1.0,0.0,3.0,0.0,0.0,32.0,10.0,8.0,80.0,74.62,1.0,0.0,19.0,4.0,50.0,2.0,3.0
1230,Eredivisie (NL),1435,Bram Nuytinck,B. Nuytinck,1990-05-04,49.67,13.92,10.99,7,6,1,321.0,53.5,0.0,0.17,148.0,24.67,19.67,79.73,89.82,17.92,1.5,7.17,5.17,0.67,0.0,10.5,2.33,1.5,6.33,2.67,2.17,81.25,89.53,0.0,0.0,1.83,0.67,0.0,0.0,2.5
1230,Eredivisie (NL),1440,Brandley Kuwas,B. Kuwas,1992-09-19,68.87,17.99,21.13,31,30,1,1916.0,63.87,0.17,2.2,474.0,15.8,12.73,80.59,82.16,14.83,0.87,2.87,2.1,0.43,0.37,4.73,1.3,1.03,21.07,5.9,4.63,78.53,76.34,1.23,0.13,18.33,3.7,70.27,2.6,2.97
1230,Eredivisie (NL),1509,Bruno Martins Indi,B. Martins Indi,1992-02-08,87.97,23.71,27.06,25,25,0,2913.0,116.52,0.04,0.64,1149.0,45.96,41.36,89.99,92.32,19.9,4.0,6.56,12.36,0.08,0.16,29.68,8.8,7.0,14.76,6.0,5.4,90.0,83.54,0.2,0.0,3.56,0.92,47.83,0.44,4.0
1230,Eredivisie (NL),1541,Bryan Linssen,B. Linssen,1990-10-08,74.69,23.64,16.93,32,28,4,843.0,30.11,0.04,1.25,281.0,10.04,7.46,74.38,72.5,13.5,0.46,3.54,2.04,0.82,0.68,2.75,0.57,0.39,10.18,3.57,2.61,73.0,64.73,0.68,0.0,10.96,3.07,61.63,1.89,3.75
1230,Eredivisie (NL),2300,Danny Bakker,D. Bakker,1995-01-16,95.99,23.76,28.63,29,26,3,3129.0,120.35,0.19,1.23,1083.0,41.65,35.88,86.15,88.38,18.17,3.19,8.08,5.81,0.23,0.23,38.31,11.15,9.38,24.42,7.69,6.46,84.0,80.63,0.38,0.08,8.77,1.62,42.86,0.69,5.46
1230,Eredivisie (NL),2548,Davy Klaassen,D. Klaassen,1993-02-21,68.78,22.79,18.11,30,29,1,1650.0,56.9,0.14,1.48,623.0,21.48,18.41,85.71,83.17,13.29,0.86,10.59,4.07,1.24,0.38,5.48,1.79,1.24,9.97,4.31,3.76,87.2,75.52,0.62,0.07,8.93,2.69,76.92,2.07,3.76
1230,Eredivisie (NL),2614,Denis Odoi,D. Odoi,1988-05-27,86.7,24.7,23.3,19,18,1,1685.0,93.61,0.0,0.61,613.0,34.06,28.56,83.85,87.03,16.41,1.72,7.28,7.44,0.17,0.22,20.56,6.0,3.89,20.94,7.89,6.11,77.47,77.77,0.22,0.0,7.61,1.67,40.0,0.67,5.33
1230,Eredivisie (NL),2776,Dion Malone,D. Malone,1989-02-13,23.0,5.09,7.49,11,9,2,117.0,13.0,0.0,0.11,51.0,5.67,5.11,90.2,88.86,17.01,0.11,1.67,1.0,0.0,0.0,2.22,0.33,0.33,1.56,0.67,0.56,83.33,82.73,0.11,0.0,0.0,0.0,,0.0,0.67
1230,Eredivisie (NL),4318,Hidde Jurjus,H. Jurjus,1994-02-09,86.34,21.38,25.53,7,7,0,727.0,103.86,0.0,0.14,204.0,29.14,18.57,63.73,77.85,29.74,7.86,4.14,2.43,0.0,0.0,54.0,13.29,5.57,15.29,4.14,3.43,82.76,88.21,0.0,0.14,0.0,0.0,,0.0,6.71
1230,Eredivisie (NL),4545,Ivan Perišić,I. Perišić,1989-02-02,77.2,27.06,17.92,30,29,1,2651.0,91.41,0.66,2.69,919.0,31.69,24.21,76.39,77.07,15.14,2.28,10.48,4.34,1.83,0.52,9.17,2.62,1.69,29.83,10.21,6.66,65.2,64.62,1.24,0.31,30.97,7.83,43.61,3.41,9.69
1230,Eredivisie (NL),4568,Ivo Daniel Ferreira Mendonca Pinto,Ivo Pinto,1990-01-07,78.19,18.29,23.2,28,28,0,1995.0,71.25,0.21,1.32,736.0,26.29,19.46,74.05,77.09,14.83,1.57,7.11,5.25,1.0,0.36,12.89,4.64,2.93,21.46,9.04,6.5,71.94,70.14,0.71,0.18,9.96,2.96,38.55,1.14,8.29
