competition_edition,league,player_id,runtype_run_in_behind,player_name,player_short_name,runtype_run_ahead_of_the_ball
1209,Niké Liga (SK),1445,0.0,Branislav Ňinaj,B. Ňinaj,0.42
1209,Niké Liga (SK),4147,0.0,Guram Kashia,G. Kashia,0.0
1209,Niké Liga (SK),5882,0.36,Kevin Wimmer,K. Wimmer,2.09
1209,Niké Liga (SK),9107,5.5,Róbert Mak,R. Mak,4.45
1209,Niké Liga (SK),9522,2.9,Samuel  Štefánik,S. Štefánik,5.81
1209,Niké Liga (SK),10767,2.74,Vladimír Weiss,V. Weiss,5.53
1209,Niké Liga (SK),12567,0.61,Erik Sabo,E. Sabo,1.78
1209,Niké Liga (SK),12570,3.21,Michal Ďuriš,M. Ďuriš,3.0
1209,Niké Liga (SK),12721,0.4,Miloš Kratochvíl,M. Kratochvíl,1.53
1209,Niké Liga (SK),13037,13.5,Andraž Šporar,A. Šporar,4.5
1209,Niké Liga (SK),13224,0.83,Roman Procházka,R. Procházka,2.08
1209,Niké Liga (SK),13805,2.0,Markus Poom,M. Poom,6.0
1209,Niké Liga (SK),14380,4.0,Hilary Gong Chukwah,H. Gong,4.75
1209,Niké Liga (SK),14578,4.56,Philip Azango Elayo,P. Azango,7.31
1209,Niké Liga (SK),14672,0.0,Kingsley Madu,K. Madu,1.75
1209,Niké Liga (SK),15520,0.06,Danylo Ignatenko,D. Ignatenko,2.83
1209,Niké Liga (SK),16129,1.73,Martin Chrien,M. Chrien,4.64
1209,Niké Liga (SK),16450,0.23,Filip Blažek,F. Blažek,0.62
1209,Niké Liga (SK),16822,0.27,Lukáš Skovajsa,L. Skovajsa,2.55
1209,Niké Liga (SK),16827,0.42,Abdul Musa Zubairu,A. Zubairu,2.37
1209,Niké Liga (SK),16830,3.73,Jakub Paur,J. Paur,2.8
1209,Niké Liga (SK),16838,1.57,Adrián Slávik,A. Slávik,1.14
1209,Niké Liga (SK),16861,12.0,Dávid Strelec,D. Strelec,6.0
1209,Niké Liga (SK),16863,0.06,Kenan Bajrič,K. Bajrič,1.0
1209,Niké Liga (SK),17002,1.67,Łukasz Wolsztyński,Ł. Wolsztyński,6.33
1209,Niké Liga (SK),17203,0.0,Svetozar Marković,S. Marković,0.0
1209,Niké Liga (SK),17307,1.17,Kristóf Domonkos,K. Domonkos,3.0
1209,Niké Liga (SK),17308,3.0,Christián Herc,C. Herc,3.25
1209,Niké Liga (SK),17309,0.0,Kristián Koštrna,K. Koštrna,1.07
1209,Niké Liga (SK),17314,0.29,Martin Bednár,M. Bednár,0.67
1209,Niké Liga (SK),17316,1.41,César Rodolfo Blackman Camarena ,C. Blackman,6.12
1209,Niké Liga (SK),17328,0.06,Taras Bondarenko,T. Bondarenko,0.56
1209,Niké Liga (SK),17859,1.87,Tigran Barseghyan,T. Barseghyan,3.0
1209,Niké Liga (SK),18683,0.0,Sean Goss,S. Goss,0.5
1209,Niké Liga (SK),18693,2.53,Osman Kakay,O. Kakay,5.24
1209,Niké Liga (SK),20060,0.58,Michal Sipľak,M. Sipľak,2.89
1209,Niké Liga (SK),20064,0.33,Milan Dimun,M. Dimun,1.56
1209,Niké Liga (SK),22117,0.0,Loïc Bessilé,L. Bessilé,0.15
1209,Niké Liga (SK),23737,2.79,Kelvin Ofori,K. Ofori,5.29
1209,Niké Liga (SK),24017,5.0,Erik Daniel,E. Daniel,9.35
1209,Niké Liga (SK),24104,1.0,Michal Škvarka,M. Škvarka,2.5
1209,Niké Liga (SK),24209,0.08,Peter Pokorný,P. Pokorný,0.54
1209,Niké Liga (SK),24210,0.5,Martin Šulek,M. Šulek,1.6
1209,Niké Liga (SK),24211,0.86,Michal Tomič,M. Tomič,2.57
1209,Niké Liga (SK),24212,0.0,Ján Bernát,J. Bernát,0.0
1209,Niké Liga (SK),24216,0.11,Dominik Špiriak,D. Špiriak,1.68
1209,Niké Liga (SK),24217,0.0,Alexander Mojžiš,A. Mojžiš,0.73
1209,Niké Liga (SK),24218,0.77,Martin Gamboš,M. Gamboš,2.85
1209,Niké Liga (SK),24389,2.67,Luka Silagadze,L. Silagadze,8.0
1209,Niké Liga (SK),26093,8.55,Andreas Gruber,A. Gruber,9.05
1209,Niké Liga (SK),27754,2.0,Leonardo Lukačević,L. Lukačević,2.5
1209,Niké Liga (SK),29610,0.0,Denys Taraduda,D. Taraduda,0.0
1209,Niké Liga (SK),29645,0.31,Jakub  Holúbek,J. Holúbek,3.56
1209,Niké Liga (SK),30010,0.78,Moritz Römling,M. Römling,3.44
1209,Niké Liga (SK),31119,3.25,Roman Potočný,R. Potočný,3.75
1209,Niké Liga (SK),32033,0.14,Daniels Balodis,D. Balodis,0.43
1209,Niké Liga (SK),32171,2.5,Marko Tolić,M. Tolić,4.1
1209,Niké Liga (SK),32187,4.0,Edin Julardžija,E. Julardžija,10.5
1209,Niké Liga (SK),32323,0.72,Lukáš Pauschek,L. Pauschek,3.33
1209,Niké Liga (SK),32369,8.0,Gytis Paulauskas,G. Paulauskas,5.4
1209,Niké Liga (SK),32547,1.5,Lukáš  Juliš,L. Juliš,1.25
1209,Niké Liga (SK),32574,1.64,Filip Souček,F. Souček,5.0
1209,Niké Liga (SK),32614,0.06,Daniel Köstl,D. Köstl,0.62
1209,Niké Liga (SK),32699,0.0,Patrik Šimko,P. Šimko,1.71
1209,Niké Liga (SK),33588,8.32,Marko Roginić ,M. Roginić,5.53
1209,Niké Liga (SK),34134,0.0,Taras Kacharaba,T. Kacharaba,0.53
1209,Niké Liga (SK),34195,0.44,Emilian  Metu,E. Metu,2.89
1209,Niké Liga (SK),34742,2.61,Ben Cottrell,B. Cottrell,9.22
