competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,onballengagement_count_total,onballengagement_count,onballengagement_count_directregain,onballengagement_pct_directregain,onballengagement_count_indirectregain,onballengagement_pct_indirectregain,onballengagement_count_directdisruption,onballengagement_pct_directdisruption,onballengagement_count_indirectdisruption,onballengagement_pct_indirectdisruption,onballengagement_count_abovehsr,onballengagement_count_forcedbackward,onballengagement_pct_forcedbackward,onballengagement_count_beatenbymovement,onballengagement_pct_beatenbymovement,onballengagement_count_beatenbypossession,onballengagement_pct_beatenbypossession,onballengagement_count_pressingchain,onballengagement_count_consecutive,onballengagement_count_forwardtrajectory,onballengagement_count_dangeroussituation,onballengagement_count_dangeroussituation_dangermitigated,onballengagement_pct_dangermitigated,onballengagement_count_linebreakaffected,onballengagement_pct_linebreakaffected
1189,Superliga (DK),173,Adam Buksa,A. Buksa,1996-07-12,80.04,21.9,16.31,3,3,0,90.0,30.0,0.33,1.11,4.67,15.56,0.33,1.11,3.0,10.0,5.67,2.33,7.78,0.0,0.0,0.33,1.11,15.67,6.33,10.67,1.0,0.0,0.0,1.0,3.33
1189,Superliga (DK),2217,Daniel Mathias Høegh,D. Høegh,1991-01-06,95.16,27.8,28.71,30,28,2,404.0,14.43,0.71,4.95,3.89,26.98,0.07,0.49,0.29,1.98,1.82,0.14,0.99,0.86,5.94,0.36,2.48,1.54,1.21,3.39,9.14,2.04,14.74,0.21,1.49
1189,Superliga (DK),2252,Daniel Wass,D. Wass,1989-05-31,61.92,16.53,18.12,26,25,1,700.0,28.0,0.76,2.71,4.32,15.43,0.16,0.57,0.88,3.14,3.92,0.96,3.43,0.16,0.57,0.84,3.0,7.16,4.4,6.8,11.12,1.68,6.27,1.8,6.43
1189,Superliga (DK),4286,Henrik Dalsgaard,H. Dalsgaard,1989-07-27,82.86,24.76,21.32,32,32,0,403.0,12.59,0.66,5.21,2.59,20.59,0.16,1.24,0.38,2.98,1.66,0.09,0.74,0.44,3.47,0.72,5.71,2.0,1.25,2.22,7.16,1.28,11.45,0.25,1.98
1189,Superliga (DK),4830,Jay-Roy Grot,J. Grot,1998-03-13,78.98,22.8,22.9,29,28,1,1280.0,45.71,0.64,1.41,5.39,11.8,0.11,0.23,1.14,2.5,8.0,2.29,5.0,0.0,0.0,0.11,0.23,23.64,6.89,14.71,2.82,0.32,0.89,5.11,11.17
1189,Superliga (DK),4983,Jesper Hansen,J. Hansen,1985-03-31,99.16,29.88,25.75,30,30,0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1189,Superliga (DK),5224,Jonas Lössl,J. Lössl,1989-02-01,102.62,26.58,28.04,5,5,0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1189,Superliga (DK),5334,Jordi Vanlerberghe,J. Vanlerberghe,1996-06-27,59.65,17.64,17.63,15,14,1,234.0,16.71,1.43,8.55,2.57,15.38,0.36,2.14,0.43,2.56,2.43,0.14,0.85,0.36,2.14,0.93,5.56,2.64,1.86,3.71,9.07,2.21,13.99,0.79,4.7
1189,Superliga (DK),5843,Kevin Mbabu,K. Mbabu,1995-04-19,54.61,15.37,14.0,25,25,0,465.0,18.6,0.92,4.95,2.48,13.33,0.48,2.58,1.2,6.45,3.08,0.96,5.16,0.4,2.15,0.4,2.15,4.4,3.0,5.76,7.28,1.12,7.34,0.96,5.16
1189,Superliga (DK),5899,Kian Hansen,K. Hansen,1989-03-03,41.06,14.33,11.22,5,5,0,25.0,5.0,0.2,4.0,0.8,16.0,0.0,0.0,0.2,4.0,0.8,0.2,4.0,0.4,8.0,0.0,0.0,1.2,0.4,0.4,3.2,1.0,18.33,0.0,0.0
1189,Superliga (DK),6058,Lasse Nielsen,L. Nielsen,1988-01-08,96.56,25.81,28.45,27,27,0,522.0,19.33,1.07,5.56,4.3,22.22,0.19,0.96,1.0,5.17,3.04,0.44,2.3,1.0,5.17,0.7,3.64,4.3,1.89,4.48,10.19,2.15,12.06,0.26,1.34
1189,Superliga (DK),7040,Martin Hansen,M. Hansen,1990-06-15,102.02,26.1,29.0,3,3,0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1189,Superliga (DK),7157,Mathias Jattah-Njie Jørgensen,M. Jørgensen,1990-04-23,102.19,31.83,24.87,12,12,0,155.0,12.92,0.67,5.16,2.75,21.29,0.25,1.93,0.17,1.29,2.17,0.33,2.58,0.42,3.23,0.75,5.81,2.0,0.58,1.67,7.5,2.08,16.1,0.25,1.93
1189,Superliga (DK),7429,Michael Gregoritsch,M. Gregoritsch,1994-04-18,39.0,10.99,10.86,11,11,0,265.0,24.09,0.36,1.51,2.09,8.68,0.09,0.38,0.64,2.64,4.09,1.82,7.55,0.0,0.0,0.0,0.0,14.36,3.73,8.64,1.18,0.09,0.28,3.27,13.58
1189,Superliga (DK),8352,Pantelis Hatzidiakos,P. Hatzidiakos,1997-01-18,85.62,28.28,21.27,28,28,0,351.0,12.54,0.64,5.13,2.82,22.51,0.18,1.42,0.5,3.99,1.71,0.21,1.71,0.5,3.99,0.39,3.13,2.5,1.18,2.68,6.39,1.57,14.83,0.25,1.99
1189,Superliga (DK),9624,Sean Klaiber,S. Klaiber,1994-07-31,95.01,27.65,27.71,13,13,0,370.0,28.46,1.85,6.49,5.31,18.65,0.31,1.08,1.54,5.4,3.85,1.15,4.05,0.85,2.97,0.92,3.24,6.38,3.46,6.62,11.77,2.31,8.44,1.38,4.87
1189,Superliga (DK),10454,Tom Trybull,T. Trybull,1993-03-09,9.12,4.45,1.84,1,1,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
1189,Superliga (DK),10839,Wessel Dammers,W. Dammers,1995-03-01,97.0,28.01,29.65,32,30,2,468.0,15.6,0.87,5.56,3.27,20.94,0.57,3.63,0.6,3.85,2.03,0.17,1.07,0.83,5.34,0.5,3.21,2.2,1.63,2.37,10.03,2.67,19.07,0.07,0.43
1189,Superliga (DK),11192,Thomas Delaney,T. Delaney,1991-09-03,54.56,17.3,13.86,22,22,0,514.0,23.36,0.64,2.72,4.36,18.68,0.45,1.95,0.41,1.75,3.59,1.32,5.64,0.14,0.58,0.18,0.78,6.5,3.64,5.14,6.18,1.05,5.72,2.32,9.92
1189,Superliga (DK),11193,Andreas Cornelius,A. Cornelius,1993-03-16,49.87,14.43,11.62,18,18,0,331.0,18.39,0.0,0.0,2.0,10.88,0.06,0.3,1.06,5.74,3.72,1.28,6.95,0.0,0.0,0.0,0.0,11.11,2.39,6.56,0.89,0.06,1.19,2.44,13.29
1189,Superliga (DK),11491,Viktor Claesson,V. Claesson,1992-01-02,49.99,16.94,12.2,30,30,0,982.0,32.73,0.43,1.32,4.0,12.22,0.07,0.2,0.9,2.75,4.87,1.9,5.8,0.03,0.1,0.2,0.61,17.37,7.33,9.73,2.23,0.17,0.67,3.97,12.12
1189,Superliga (DK),11509,Lukas Lerager,L. Lerager,1993-07-12,76.97,26.9,18.79,17,17,0,626.0,36.82,2.0,5.43,8.0,21.72,0.18,0.48,1.12,3.03,5.41,2.24,6.07,0.29,0.8,0.24,0.64,11.94,5.88,8.18,10.53,2.0,6.09,2.82,7.67
1189,Superliga (DK),11538,Patrick Pentz,P. Pentz,1997-01-02,99.39,27.79,28.46,31,30,1,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1189,Superliga (DK),11640,Philip Billing,P. Billing,1996-06-11,86.2,25.43,20.05,20,20,0,815.0,40.75,1.7,4.17,6.8,16.69,0.4,0.98,1.1,2.7,7.95,1.9,4.66,0.4,0.98,0.35,0.86,12.5,6.85,11.4,12.55,2.05,5.94,2.85,6.99
1189,Superliga (DK),11956,Rúnar Alex Rúnarsson,R. Rúnarsson,1995-02-18,101.52,31.08,25.86,2,2,0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1189,Superliga (DK),12026,Birger Solberg Meling,B. Meling,1994-12-17,53.27,16.42,13.59,18,18,0,308.0,17.11,0.67,3.9,3.28,19.16,0.17,0.97,0.72,4.22,3.0,0.94,5.52,0.28,1.62,0.44,2.6,5.11,2.17,5.28,4.83,1.0,7.62,0.33,1.95
1189,Superliga (DK),12642,Mohamed Amine Elyounoussi,M. Elyounoussi,1994-08-04,89.12,28.12,22.18,30,30,0,1770.0,59.0,1.13,1.92,7.2,12.2,0.47,0.79,2.2,3.73,8.4,3.9,6.61,0.07,0.11,0.23,0.4,28.9,11.17,19.53,5.17,0.63,1.43,7.7,13.05
1189,Superliga (DK),12675,Emmanuel Bonaventure Dennis,E. Dennis,1997-11-15,47.56,12.94,10.81,11,10,1,249.0,24.9,0.5,2.01,2.8,11.24,0.2,0.8,1.6,6.43,5.9,1.4,5.62,0.0,0.0,0.2,0.8,10.7,4.3,7.5,2.1,0.4,2.12,2.2,8.83
1189,Superliga (DK),12881,Peter Ankersen,P. Ankersen,1990-09-22,93.21,32.34,24.85,30,29,1,703.0,24.24,1.03,4.27,5.03,20.77,0.17,0.71,1.17,4.84,3.69,1.07,4.41,0.45,1.85,1.21,4.98,5.0,3.07,5.55,10.69,1.72,8.84,0.83,3.41
1189,Superliga (DK),12885,Rasmus Falk Jensen,R. Falk,1992-01-15,97.1,28.38,27.49,29,28,1,1765.0,63.04,2.11,3.34,9.79,15.52,0.61,0.96,1.93,3.06,5.96,3.75,5.95,0.29,0.45,0.89,1.42,21.29,10.96,20.36,15.96,1.57,2.94,5.71,9.07
1189,Superliga (DK),13292,Mikkel Duelund,M. Duelund,1997-06-29,66.65,16.68,21.14,25,25,0,1337.0,53.48,0.64,1.2,5.88,11.0,0.36,0.67,1.6,2.99,10.76,4.08,7.63,0.08,0.15,0.52,0.97,24.12,10.96,17.52,6.52,0.76,2.65,6.48,12.12
1189,Superliga (DK),13484,Dominik Kotarski,D. Kotarski,2000-02-10,100.63,32.44,25.07,31,31,0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1189,Superliga (DK),13547,Oliver Olsen,O. Olsen,2000-08-13,95.01,27.22,30.23,17,16,1,572.0,35.75,1.5,4.2,6.31,17.66,0.62,1.75,1.62,4.55,6.19,1.19,3.32,0.5,1.4,0.94,2.62,5.94,5.31,9.75,14.19,2.81,8.87,1.0,2.8
1189,Superliga (DK),13923,Andrew Hjulsager,A. Hjulsager,1995-01-15,69.81,19.13,20.24,24,24,0,1198.0,49.92,1.75,3.51,7.12,14.27,0.21,0.42,1.75,3.51,6.54,3.67,7.34,0.12,0.25,0.5,1.0,17.88,9.0,14.96,9.12,1.08,3.59,5.17,10.35
1189,Superliga (DK),14272,Tim Freriks,T. Freriks,1998-10-02,56.39,16.0,17.53,23,23,0,670.0,29.13,0.22,0.75,2.87,9.85,0.04,0.15,1.09,3.73,3.65,1.87,6.42,0.04,0.15,0.13,0.45,14.17,4.0,8.57,2.0,0.04,0.44,3.52,12.09
1189,Superliga (DK),14294,Leeroy Owusu,L. Owusu,1996-08-13,90.95,26.77,26.09,32,31,1,951.0,30.68,0.81,2.63,5.68,18.51,0.42,1.37,1.52,4.94,3.42,1.55,5.05,0.48,1.58,0.68,2.21,7.65,3.97,8.9,10.19,1.81,7.09,1.77,5.78
1189,Superliga (DK),14314,Mees Hoedemakers,M. Hoedemakers,1998-02-18,33.14,9.3,9.49,19,19,0,393.0,20.68,0.63,3.05,3.21,15.52,0.26,1.27,0.63,3.05,2.37,0.95,4.58,0.11,0.51,0.42,2.04,5.26,3.79,5.79,6.79,1.21,6.3,2.05,9.92
1189,Superliga (DK),14628,Aurélio Gabriel Ulineia Buta,Aurélio Buta,1997-02-10,50.91,14.06,13.19,12,12,0,200.0,16.67,0.5,3.0,3.25,19.5,0.25,1.5,0.75,4.5,3.08,0.33,2.0,0.33,2.0,0.33,2.0,3.33,1.67,5.67,4.83,1.17,10.15,0.67,4.0
1189,Superliga (DK),14729,Tobias Salquist Nielsen,T. Salquist,1995-05-18,92.34,31.71,25.05,29,28,1,396.0,14.14,1.0,7.07,3.43,24.24,0.11,0.76,0.43,3.03,2.54,0.29,2.02,0.86,6.06,0.54,3.79,1.75,1.29,2.11,9.46,2.54,19.63,0.14,1.01
1189,Superliga (DK),15863,German Onugkha,G. Onugkha,1996-07-06,14.36,7.69,2.47,1,1,0,8.0,8.0,0.0,0.0,3.0,37.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,,0.0,0.0
1189,Superliga (DK),16274,Stephen Odey,S. Odey,1998-01-15,18.94,6.04,4.48,6,6,0,63.0,10.5,0.17,1.59,1.5,14.29,0.0,0.0,0.5,4.76,0.83,0.83,7.94,0.17,1.59,0.17,1.59,4.5,1.83,3.5,0.67,0.0,0.0,1.5,14.29
1189,Superliga (DK),16383,Patrick Mortensen,P. Mortensen,1989-07-13,76.56,23.88,19.23,32,32,0,1328.0,41.5,0.31,0.75,4.97,11.97,0.09,0.23,0.78,1.88,5.38,2.5,6.02,0.03,0.08,0.0,0.0,22.94,7.09,15.53,2.16,0.16,0.58,5.41,13.03
1189,Superliga (DK),16434,Mads Hedenstad Christiansen,M. Hedenstad,2000-10-21,104.36,32.23,22.34,1,1,0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1189,Superliga (DK),16436,Jens Martin Gammelby,J. Gammelby,1995-02-05,97.39,28.79,33.98,32,31,1,900.0,29.03,0.48,1.67,4.42,15.22,0.26,0.89,1.23,4.22,3.03,2.74,9.44,0.42,1.44,1.03,3.55,6.68,2.68,9.68,9.26,1.26,5.07,1.81,6.22
1189,Superliga (DK),16441,Mikael Uhre,M. Uhre,1994-09-30,42.23,11.56,8.18,6,6,0,89.0,14.83,0.17,1.12,2.5,16.86,0.0,0.0,1.33,8.99,2.5,0.67,4.49,0.0,0.0,0.33,2.25,4.67,1.83,5.17,3.33,0.17,2.05,1.0,6.74
1189,Superliga (DK),16466,Nicolai Larsen,N. Larsen,1991-03-09,97.34,28.64,34.06,31,30,1,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1189,Superliga (DK),16473,Jonathan Amon,J. Amon,1999-04-30,23.59,6.37,5.85,10,10,0,121.0,12.1,0.3,2.48,0.7,5.79,0.1,0.83,0.4,3.3,2.4,1.1,9.09,0.1,0.83,0.2,1.65,6.0,1.7,4.6,1.4,0.2,4.08,1.9,15.7
1189,Superliga (DK),16499,Edward Chilufya,E. Chilufya,1999-09-17,36.58,10.65,9.07,12,12,0,228.0,19.0,0.33,1.75,2.58,13.6,0.0,0.0,1.25,6.58,4.5,1.25,6.58,0.08,0.44,0.08,0.44,8.08,3.42,6.58,2.33,0.5,2.98,1.83,9.65
1189,Superliga (DK),16519,Kevin Enkido Yakob,K. Yakob,2000-10-10,59.64,17.94,14.69,26,26,0,781.0,30.04,1.42,4.74,4.85,16.13,0.27,0.9,1.04,3.46,4.15,1.77,5.89,0.15,0.51,0.42,1.41,9.58,5.31,8.15,7.38,1.23,4.78,2.19,7.3
1189,Superliga (DK),17310,Marko Divković,M. Divković,1999-06-11,87.58,24.04,25.15,30,29,1,935.0,32.24,0.9,2.78,4.79,14.87,0.34,1.07,1.45,4.49,6.66,1.83,5.67,0.14,0.43,0.66,2.03,10.03,4.24,11.21,9.48,1.03,4.34,2.72,8.45
1189,Superliga (DK),17412,Alexi Pitu,A. Pitu,2002-06-05,24.41,6.27,7.77,8,8,0,160.0,20.0,0.5,2.5,2.12,10.63,0.0,0.0,0.75,3.75,2.62,1.25,6.25,0.12,0.62,0.38,1.87,9.12,4.25,6.38,3.38,0.38,1.4,1.75,8.75
1189,Superliga (DK),18579,Ben Godfrey,B. Godfrey,1998-01-15,101.98,24.35,27.95,12,11,1,199.0,18.09,0.82,4.52,5.18,28.64,0.18,1.01,0.64,3.52,2.73,0.18,1.01,0.36,2.01,1.09,6.03,2.91,1.82,4.64,10.18,1.82,10.89,0.18,1.01
1189,Superliga (DK),18662,Kristian Pedersen,K. Pedersen,1994-08-04,19.47,3.2,7.33,6,6,0,25.0,4.17,0.17,4.0,0.5,12.0,0.17,4.0,0.67,16.0,0.67,0.17,4.0,0.17,4.0,0.0,0.0,0.83,0.17,0.67,2.0,0.33,7.67,0.0,0.0
1189,Superliga (DK),18956,Mads Bech Sørensen,M. Bech,1999-01-07,96.67,27.54,22.66,29,29,0,548.0,18.9,0.72,3.83,4.1,21.72,0.24,1.28,1.0,5.29,3.0,0.34,1.83,0.45,2.37,0.41,2.19,3.83,1.97,4.48,9.1,1.62,10.38,0.21,1.1
1189,Superliga (DK),19068,Felix Beijmo,F. Beijmo,1998-01-31,95.53,28.72,24.43,32,32,0,788.0,24.62,1.28,5.2,4.38,17.77,0.38,1.52,0.91,3.68,3.34,1.03,4.19,0.34,1.4,0.72,2.92,6.28,3.06,7.22,9.5,1.62,8.06,0.88,3.55
1189,Superliga (DK),19077,Jean-Manuel Mbom,J. Mbom,2000-02-24,77.18,21.22,22.59,23,23,0,591.0,25.7,0.91,3.55,4.13,16.07,0.3,1.18,1.3,5.08,2.87,1.78,6.94,0.22,0.85,1.0,3.89,4.61,3.74,6.35,10.04,1.74,7.14,1.26,4.91
1189,Superliga (DK),19132,Andreas Poulsen,A. Poulsen,1999-10-13,85.29,25.49,29.05,24,24,0,837.0,34.88,1.25,3.58,5.75,16.49,0.54,1.55,1.25,3.58,4.75,3.08,8.84,0.75,2.15,1.08,3.11,9.08,5.12,10.62,12.83,1.75,6.57,1.58,4.54
1189,Superliga (DK),19366,Jann-Fiete Arp,J. Arp,2000-01-06,82.0,23.14,23.76,30,29,1,1718.0,59.24,1.59,2.68,8.17,13.8,0.28,0.47,1.9,3.2,8.59,4.48,7.57,0.07,0.12,0.48,0.81,25.0,11.55,20.34,7.93,0.86,1.64,6.34,10.71
1189,Superliga (DK),19485,Janni Serra,J. Serra,1998-03-13,31.87,8.56,8.8,20,20,0,419.0,20.95,0.25,1.19,2.85,13.6,0.1,0.48,0.5,2.39,2.75,0.85,4.06,0.05,0.24,0.15,0.72,11.15,3.3,6.8,1.75,0.2,2.47,2.55,12.17
1189,Superliga (DK),19888,Martin Erlić,M. Erlić,1998-01-24,86.68,25.05,18.86,18,18,0,290.0,16.11,0.44,2.76,3.78,23.45,0.28,1.72,0.56,3.45,2.17,0.56,3.45,0.67,4.14,0.22,1.38,3.22,1.61,3.33,8.89,1.33,9.09,0.33,2.07
1189,Superliga (DK),20040,Bartosz Slisz,B. Slisz,1999-03-29,101.69,25.37,27.74,14,14,0,639.0,45.64,2.36,5.16,8.21,18.0,0.43,0.94,1.07,2.35,7.79,1.0,2.19,0.29,0.63,0.71,1.56,12.07,6.14,9.43,17.5,3.14,7.15,2.93,6.42
1189,Superliga (DK),23178,Nicolas Bürgy,N. Bürgy,1995-08-07,95.56,27.8,27.62,28,28,0,609.0,21.75,1.14,5.26,4.57,21.02,0.36,1.64,0.96,4.43,2.89,0.5,2.3,0.61,2.79,0.68,3.12,5.61,2.29,6.07,10.36,2.39,12.62,0.68,3.12
1189,Superliga (DK),23507,Daníel Leó Grétarsson,D. Grétarsson,1995-10-02,86.9,21.44,28.01,27,24,3,680.0,28.33,1.33,4.71,4.33,15.29,0.46,1.62,0.96,3.38,2.71,1.42,5.0,0.25,0.88,0.79,2.79,7.75,3.75,8.83,10.29,1.71,7.18,1.0,3.53
1189,Superliga (DK),23927,Paul Izzo,P. Izzo,1995-01-06,97.98,28.7,30.48,26,25,1,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1189,Superliga (DK),24884,Stefan Velkov,S. Velkov,1996-12-12,98.5,24.85,29.61,20,20,0,312.0,15.6,0.9,5.77,3.05,19.55,0.2,1.28,0.85,5.45,2.3,0.15,0.96,0.8,5.13,0.4,2.56,3.45,0.95,3.3,8.0,1.5,10.46,0.2,1.28
1189,Superliga (DK),25041,Mats Köhlert,M. Köhlert,1998-05-02,81.74,24.28,23.88,21,20,1,699.0,34.95,1.35,3.86,6.8,19.46,0.2,0.57,1.45,4.15,5.9,2.2,6.29,0.8,2.29,0.95,2.72,7.2,6.55,11.6,11.7,1.9,7.1,1.95,5.58
1189,Superliga (DK),26175,Lucas Lissens,L. Lissens,2001-07-25,51.69,13.45,16.74,15,14,1,197.0,14.07,0.64,4.57,2.07,14.72,0.14,1.01,0.57,4.06,1.57,0.71,5.08,0.43,3.05,0.43,3.05,2.86,2.21,3.21,7.07,1.79,15.46,0.36,2.54
1189,Superliga (DK),26221,Jordan Larsson,J. Larsson,1997-06-20,79.1,24.86,19.73,33,33,0,1392.0,42.18,1.03,2.44,5.64,13.36,0.33,0.79,1.24,2.95,8.39,3.33,7.9,0.09,0.22,0.18,0.43,19.12,7.82,14.36,4.73,0.39,1.22,6.06,14.37
1189,Superliga (DK),26781,Rami Al Hajj,R. Al Hajj,2001-09-17,46.14,14.07,15.71,22,21,1,727.0,34.62,0.43,1.24,3.81,11.0,0.1,0.27,0.95,2.75,3.71,3.24,9.35,0.1,0.28,0.62,1.79,13.81,5.67,12.24,5.48,0.62,2.98,4.43,12.79
1189,Superliga (DK),27343,Nicolai Poulsen,N. Poulsen,1993-08-15,72.54,21.92,18.01,20,20,0,630.0,31.5,0.9,2.86,5.85,18.57,0.15,0.48,1.15,3.65,3.65,1.85,5.87,0.4,1.27,0.4,1.27,7.9,4.6,8.0,11.65,1.8,6.28,2.15,6.83
1189,Superliga (DK),27344,Frederik Tingager,F. Tingager,1993-02-22,65.16,19.28,17.37,20,20,0,199.0,9.95,0.4,4.02,2.5,25.13,0.1,1.0,0.55,5.53,1.75,0.25,2.51,0.7,7.03,0.4,4.02,1.15,0.7,1.35,6.25,1.45,16.42,0.1,1.01
1189,Superliga (DK),27347,Gift Links,G. Links,1998-10-02,92.01,27.98,23.91,32,32,0,1303.0,40.72,1.94,4.76,6.34,15.58,0.25,0.61,1.69,4.14,6.88,2.44,5.99,0.41,1.0,0.72,1.76,11.56,6.25,14.5,10.34,1.91,5.42,2.31,5.68
1189,Superliga (DK),27375,Daniel Anyembe,D. Anyembe,1998-07-22,91.91,25.72,27.11,29,29,0,384.0,13.24,1.03,7.81,2.45,18.49,0.21,1.56,0.55,4.17,1.86,0.38,2.86,0.45,3.39,0.38,2.86,1.97,1.0,2.45,7.14,1.28,10.75,0.45,3.39
1189,Superliga (DK),27377,Nicklas Røjkjær,N. Røjkjær,1998-07-24,95.73,34.68,26.06,22,22,0,1531.0,69.59,1.09,1.57,10.82,15.55,0.55,0.78,1.45,2.09,7.91,4.55,6.53,0.09,0.13,1.0,1.44,26.5,16.64,16.91,16.5,2.0,3.45,7.64,10.97
