competition_edition,league,player_name,player_short_name,player_id,player_birthdate,minutes_full_all,count_match,count_match_failed,total_distance_full_all,total_metersperminute_full_all,running_distance_full_all,hsr_distance_full_all,hsr_count_full_all,sprint_distance_full_all,sprint_count_full_all,hi_distance_full_all,hi_count_full_all,psv99,psv99_top5,peak_velocity,peak_velocity_top3,medaccel_count_full_all,highaccel_count_full_all,meddecel_count_full_all,highdecel_count_full_all,explacceltohsr_count_full_all,timetohsr_top3,timetohsrpostcod_top3,explacceltosprint_count_full_all,timetosprint_top3,timetosprintpostcod_top3,cod_count_full_all,timeto505around90_top3,timeto505around180_top3
1194,Jupiler Pro League (BE),Alireza Jahanbakhsh,A. Jahanbakhsh,609,1993-08-11,48.71,21,0,5566.95,114.29,911.14,340.62,31.24,82.67,4.95,423.29,36.19,27.73,29.46,29.06,31.13,61.0,3.67,50.05,9.57,2.52,0.71,0.74,0.81,1.41,1.91,18.71,2.22,2.71
1194,Jupiler Pro League (BE),Benito Raman,B. Raman,1266,1994-11-07,41.32,29,0,4304.76,104.18,522.24,283.69,32.48,161.41,8.34,445.1,40.83,30.53,32.32,31.28,32.87,44.31,4.55,34.28,9.59,3.76,0.64,0.72,1.62,1.2,1.41,24.66,1.83,2.67
1194,Jupiler Pro League (BE),Birger Verstraete,B. Verstraete,1353,1994-04-16,73.93,25,0,8623.36,116.64,1408.28,415.96,37.76,103.08,5.96,519.04,43.72,27.95,30.44,29.85,32.07,89.04,3.08,72.56,11.6,1.76,0.72,0.76,0.76,1.42,1.56,28.88,1.98,2.8
1194,Jupiler Pro League (BE),Boli Bolingoli-Mbombo,B. Bolingoli-Mbombo,1386,1995-07-01,42.62,3,0,5047.0,118.43,801.33,333.33,32.0,108.0,6.33,441.33,38.33,29.53,29.53,30.97,30.97,65.67,4.33,52.33,13.67,2.67,0.76,,0.0,,,25.0,2.26,
1194,Jupiler Pro League (BE),Brandon Mechele,B. Mechele,1441,1993-01-28,97.6,39,0,10673.82,109.37,1462.23,503.64,46.13,153.9,8.85,657.54,54.97,28.72,30.42,30.42,32.37,125.38,4.92,99.28,12.28,2.67,0.68,0.73,0.64,1.45,1.61,27.79,1.93,2.67
1194,Jupiler Pro League (BE),Bryan Heynen,B. Heynen,1539,1997-02-06,97.56,40,0,11498.38,117.86,1647.58,461.88,42.15,102.08,5.88,563.95,48.02,27.24,29.5,29.1,31.37,110.83,2.75,99.55,9.8,1.6,0.71,0.76,0.53,1.37,1.67,37.75,1.91,2.88
1194,Jupiler Pro League (BE),Dennis Praet,D. Praet,2645,1994-05-14,89.59,30,1,10126.2,113.03,1516.97,485.8,44.4,103.97,6.2,589.77,50.6,27.37,28.82,29.11,30.97,97.9,5.3,85.8,12.07,3.33,0.64,0.65,0.77,1.29,1.4,39.8,1.81,2.56
1194,Jupiler Pro League (BE),Gyrano Kerk,G. Kerk,4167,1995-12-02,82.67,26,1,8302.42,100.43,1017.12,526.08,59.35,262.65,14.27,788.73,73.62,31.06,32.9,32.56,34.93,90.77,9.62,74.73,16.69,7.38,0.59,0.59,3.12,1.12,1.22,41.81,1.82,2.72
1194,Jupiler Pro League (BE),Hannes Van der Bruggen,H. Van der Bruggen,4193,1993-04-01,86.2,32,0,10475.81,121.53,2073.91,580.59,42.25,66.31,4.22,646.91,46.47,26.1,28.08,28.02,30.03,111.91,2.81,92.75,12.41,0.88,0.82,0.96,0.09,,,35.53,1.93,2.68
1194,Jupiler Pro League (BE),Hans Vanaken,H. Vanaken,4202,1992-08-24,95.68,39,0,11322.26,118.34,1815.85,575.28,46.67,124.87,6.08,700.15,52.74,27.49,30.04,29.3,31.77,104.21,2.82,90.21,10.77,1.67,0.7,0.75,0.31,1.51,2.09,35.54,1.83,2.69
