competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,passopportunity_count_total,passopportunity_count,pass_count_goalwithin10s,pass_count_shotwithin10s,pass_count_attempted_total,pass_count_attempted,pass_count_completed,pass_pct_completed,pass_avgxpass_attempted,pass_avgdistance,pass_count_longrange_attempted,pass_count_onetouch_attempted,pass_count_quickpass_attempted,pass_count_onetouch_dangerous_attempted,pass_count_quickpass_dangerous_attempted,passopportunity_count_linebreak,pass_count_linebreak_attempted,pass_count_linebreak_completed,passopportunity_count_torun,pass_count_torun_attempted,pass_count_torun_completed,pass_pct_torun_completed,pass_avgxpass_torun_attempted,pass_count_torun_shotwithin10s,pass_count_torun_goalwithin10s,passopportunity_count_dangerous,pass_count_dangerous_attempted,pass_pct_dangerous_completed,pass_count_dangerous_completed,pass_count_difficultpass_attempted
1227,Bundesliga (AT),528,Aleksandar Dragović,A. Dragović,1991-03-06,93.99,22.54,24.96,28,27,1,3355.0,124.26,0.11,0.63,1167.0,43.22,38.07,88.09,90.96,20.89,4.93,9.48,8.04,0.15,0.04,29.89,7.78,6.0,9.33,3.67,3.22,87.88,86.7,0.15,0.0,1.63,0.41,27.27,0.11,5.04
1227,Bundesliga (AT),813,Andreas Weimann,A. Weimann,1991-08-05,81.85,23.48,19.17,16,16,0,554.0,34.62,0.0,0.69,201.0,12.56,9.31,74.13,76.31,14.15,0.31,4.56,2.5,0.31,0.44,1.94,0.5,0.25,12.94,4.94,3.5,70.89,70.58,0.25,0.0,8.94,2.25,58.33,1.31,3.75
1227,Bundesliga (AT),2594,Dejan Stojanović,D. Stojanović,1993-07-19,96.87,24.66,23.1,32,31,1,2348.0,75.74,0.0,0.16,692.0,22.32,14.42,64.6,78.78,34.1,7.19,4.42,1.71,0.0,0.0,35.74,9.74,4.16,10.65,2.42,2.16,89.33,90.38,0.0,0.0,0.0,0.0,,0.0,3.19
1227,Bundesliga (AT),5718,Karim Onisiwo,K. Onisiwo,1992-03-17,32.81,8.75,7.36,21,20,1,341.0,17.05,0.15,0.6,97.0,4.85,3.45,71.13,72.72,10.49,0.1,2.25,0.9,0.95,0.05,0.4,0.1,0.0,7.3,2.45,1.65,67.35,67.64,0.35,0.1,7.55,1.65,60.61,1.0,1.45
1227,Bundesliga (AT),6468,Lukas Hinterseer,L. Hinterseer,1991-03-28,32.53,7.0,8.08,28,27,1,506.0,18.74,0.0,0.37,148.0,5.48,3.85,70.27,74.13,9.44,0.0,1.74,1.56,0.33,0.22,0.56,0.11,0.04,6.11,2.0,1.41,70.37,72.11,0.19,0.0,5.33,1.11,43.33,0.48,1.67
1227,Bundesliga (AT),11298,Stefan Lainer,S. Lainer,1992-08-27,89.75,27.47,19.95,25,24,1,3674.0,153.08,0.42,2.5,1171.0,48.79,38.5,78.91,78.92,15.71,3.0,10.04,10.46,1.25,1.17,36.67,9.75,6.46,43.54,15.04,10.75,71.47,68.7,1.12,0.12,19.96,6.38,47.71,3.04,14.33
1227,Bundesliga (AT),11299,Valon Berisha,V. Berisha,1993-02-07,61.43,16.17,15.84,8,8,0,684.0,85.5,0.0,0.62,229.0,28.62,24.88,86.9,84.16,17.56,3.75,9.75,5.88,0.88,0.88,13.25,3.75,3.0,17.12,7.12,5.62,78.95,73.27,0.38,0.0,10.5,3.5,50.0,1.75,5.38
1227,Bundesliga (AT),11536,Jannes Horn,J. Horn,1997-02-06,80.27,23.45,18.5,20,20,0,2631.0,131.55,0.15,1.45,855.0,42.75,37.2,87.02,86.51,16.67,2.8,7.5,10.85,0.35,0.9,34.95,6.35,5.45,33.8,10.8,9.05,83.8,78.17,0.7,0.2,17.95,3.8,46.05,1.75,7.45
1227,Bundesliga (AT),11546,Dominik Prokop,D. Prokop,1997-06-02,27.23,5.94,8.74,14,14,0,408.0,29.14,0.07,0.64,118.0,8.43,6.5,77.12,80.47,16.11,0.93,2.79,1.36,0.64,0.21,4.21,0.71,0.43,9.07,3.14,2.14,68.18,71.21,0.36,0.0,8.29,1.93,55.56,1.07,1.79
1227,Bundesliga (AT),12051,Alessandro Schöpf,A. Schöpf,1994-02-07,78.15,21.16,19.94,25,25,0,3332.0,133.28,0.28,2.88,983.0,39.32,34.44,87.59,86.18,14.33,1.24,10.08,8.12,0.76,0.96,15.64,3.4,2.64,26.52,9.28,7.84,84.48,79.06,1.16,0.24,22.08,4.24,62.26,2.64,5.84
