competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,onballengagement_count_total,onballengagement_count,onballengagement_count_directregain,onballengagement_pct_directregain,onballengagement_count_indirectregain,onballengagement_pct_indirectregain,onballengagement_count_directdisruption,onballengagement_pct_directdisruption,onballengagement_count_indirectdisruption,onballengagement_pct_indirectdisruption,onballengagement_count_abovehsr,onballengagement_count_forcedbackward,onballengagement_pct_forcedbackward,onballengagement_count_beatenbymovement,onballengagement_pct_beatenbymovement,onballengagement_count_beatenbypossession,onballengagement_pct_beatenbypossession,onballengagement_count_pressingchain,onballengagement_count_consecutive,onballengagement_count_forwardtrajectory,onballengagement_count_dangeroussituation,onballengagement_count_dangeroussituation_dangermitigated,onballengagement_pct_dangermitigated,onballengagement_count_linebreakaffected,onballengagement_pct_linebreakaffected
1191,Czech Liga (CZ),574,Alexis Alégué Elandi,A. Alégué,1996-12-23,64.64,15.82,16.81,29,26,3,657.0,25.27,0.46,1.83,2.81,11.11,0.35,1.37,0.96,3.81,5.23,1.69,6.7,0.0,0.0,0.31,1.22,8.19,4.0,7.19,3.77,0.35,1.43,2.54,10.05
1191,Czech Liga (CZ),5690,Kamil Vacek,K. Vacek,1987-05-18,54.51,13.17,16.35,4,3,1,73.0,24.33,0.33,1.37,5.67,23.29,0.33,1.37,1.33,5.48,2.33,1.33,5.48,0.0,0.0,0.33,1.37,5.0,2.67,5.67,10.0,0.67,2.89,2.0,8.22
1191,Czech Liga (CZ),6467,Lukáš Haraslín,L. Haraslín,1996-05-26,72.12,24.46,12.79,27,26,1,479.0,18.42,0.65,3.55,2.88,15.66,0.23,1.25,0.92,5.01,4.23,1.08,5.85,0.04,0.21,0.12,0.63,7.65,2.58,6.23,2.54,0.15,0.91,1.23,6.68
1191,Czech Liga (CZ),6472,Lukáš Mareček,L. Mareček,1990-04-17,79.09,16.13,22.87,16,15,1,446.0,29.73,1.13,3.81,4.93,16.59,0.2,0.67,1.07,3.59,2.73,0.87,2.91,0.2,0.67,1.13,3.81,7.6,3.4,8.33,11.6,1.07,3.98,3.2,10.76
1191,Czech Liga (CZ),7118,Matěj Vydra,M. Vydra,1992-05-01,57.3,14.56,13.49,23,22,1,491.0,22.32,0.5,2.24,3.77,16.9,0.18,0.81,1.18,5.3,4.32,1.59,7.13,0.09,0.41,0.18,0.81,9.59,3.18,6.36,2.0,0.32,2.43,1.36,6.11
1191,Czech Liga (CZ),7534,Mick van Buren,M. van Buren,1992-08-24,70.74,16.93,19.95,23,23,0,872.0,37.91,0.83,2.18,4.48,11.81,0.39,1.03,1.35,3.55,7.04,2.7,7.11,0.04,0.11,0.17,0.46,17.61,6.09,12.96,4.96,0.48,2.22,3.91,10.32
1191,Czech Liga (CZ),8523,Pavel Kadeřábek,P. Kadeřábek,1992-04-25,69.52,21.44,13.1,22,21,1,326.0,15.52,0.38,2.45,3.48,22.39,0.19,1.23,0.43,2.76,2.52,0.86,5.52,0.05,0.31,0.24,1.53,4.67,1.76,4.57,4.43,0.67,4.95,1.05,6.75
1191,Czech Liga (CZ),10603,Václav Pilař,V. Pilař,1988-10-13,54.94,14.09,15.17,24,24,0,498.0,20.75,0.75,3.61,2.88,13.86,0.17,0.8,0.92,4.42,3.33,1.25,6.02,0.08,0.4,0.08,0.4,6.96,1.96,7.17,3.0,0.25,1.29,1.88,9.04
1191,Czech Liga (CZ),10762,Vladimír Darida,V. Darida,1990-08-08,92.69,21.89,26.34,32,32,0,1835.0,57.34,1.97,3.43,8.59,14.99,0.66,1.14,2.03,3.54,7.59,3.84,6.7,0.12,0.22,0.88,1.53,17.16,8.84,17.47,17.66,2.69,5.01,6.03,10.52
1191,Czech Liga (CZ),11273,Tomáš Koubek,T. Koubek,1992-08-26,98.41,21.95,22.89,33,32,1,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1191,Czech Liga (CZ),12651,Michal Sadílek,M. Sadílek,1999-05-31,79.06,19.21,15.77,29,28,1,923.0,32.96,1.18,3.58,5.89,17.88,0.43,1.3,1.07,3.25,6.0,1.71,5.2,0.04,0.11,0.18,0.54,9.14,5.39,9.32,10.11,1.39,6.24,2.04,6.18
1191,Czech Liga (CZ),12704,Giannis-Fivos Botos,G. Botos,2000-12-20,54.99,12.84,13.85,20,20,0,544.0,27.2,0.35,1.29,4.5,16.54,0.15,0.55,1.7,6.25,5.5,1.9,6.99,0.05,0.18,0.3,1.1,8.1,4.45,8.8,5.05,0.25,1.14,1.85,6.8
1191,Czech Liga (CZ),12710,Jan Hanuš,J. Hanuš,1988-04-28,98.66,24.01,24.67,26,23,3,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1191,Czech Liga (CZ),12715,David Lischka,D. Lischka,1997-08-15,93.15,23.35,24.29,22,21,1,340.0,16.19,1.05,6.47,3.0,18.53,0.1,0.59,0.57,3.53,2.33,0.29,1.77,0.67,4.12,0.9,5.59,2.95,1.14,3.48,8.62,1.29,8.41,0.29,1.76
1191,Czech Liga (CZ),12716,Eduard Sobol,E. Sobol,1995-04-20,77.23,17.82,20.65,12,10,2,229.0,22.9,0.4,1.75,2.8,12.23,0.2,0.87,1.3,5.68,3.0,1.3,5.68,0.2,0.87,0.4,1.75,5.6,2.6,9.6,7.1,1.0,5.22,1.1,4.8
1191,Czech Liga (CZ),12719,Tomáš Holeš,T. Holeš,1993-03-31,92.51,23.03,18.02,25,24,1,471.0,19.62,1.33,6.79,4.0,20.38,0.46,2.34,1.04,5.31,2.67,0.96,4.88,0.21,1.06,0.88,4.46,4.0,2.25,4.79,7.08,1.29,7.48,0.71,3.61
1191,Czech Liga (CZ),12723,Lukáš Masopust,L. Masopust,1993-02-12,64.81,15.44,15.92,26,25,1,561.0,22.44,0.72,3.21,4.52,20.14,0.08,0.36,0.76,3.39,4.28,0.8,3.57,0.28,1.25,0.4,1.78,6.6,2.8,6.72,6.12,0.76,4.69,2.08,9.27
1191,Czech Liga (CZ),12724,Michal Trávník,M. Trávník,1994-05-17,90.18,21.3,22.68,26,26,0,970.0,37.31,1.15,3.09,5.54,14.84,0.23,0.62,1.54,4.12,4.54,2.35,6.29,0.38,1.03,0.62,1.65,8.77,5.19,11.08,9.54,1.92,5.84,3.12,8.35
1191,Czech Liga (CZ),12726,Dominik Pleštil,D. Pleštil,1999-08-09,32.33,8.08,7.81,13,13,0,142.0,10.92,0.0,0.0,1.46,13.38,0.08,0.7,0.31,2.82,2.85,1.08,9.86,0.0,0.0,0.15,1.41,3.69,1.31,3.62,1.38,0.15,1.91,0.69,6.34
1191,Czech Liga (CZ),12730,Jan Chramosta,J. Chramosta,1990-10-12,55.66,14.18,13.76,30,27,3,638.0,23.63,0.56,2.35,2.7,11.44,0.15,0.63,0.96,4.08,3.7,1.93,8.15,0.04,0.16,0.26,1.1,10.33,3.19,8.59,2.59,0.22,1.24,2.78,11.76
