competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,optionoffered_count_total,optionoffered_count,optionoffered_count_targeted,optionoffered_count_received,optionoffered_count_shotwithin10s,optionoffered_count_goalwithin10s,optionoffered_count_linebreak,optionoffered_count_dangerous,optionoffered_count_inspace,optionoffered_count_wide,optionoffered_count_insidedefensiveshape,optionoffered_count_outsidedefensiveshape,optionoffered_count_penaltyarea,optionoffered_count_penaltyarea_received,optionoffered_count_penaltyarea_shotwithin10s,optionoffered_count_penaltyarea_goalwithin10s
1196,Super League (CH),390,Albian Ajeti,A. Ajeti,1997-02-26,52.82,15.36,12.51,32,32,0,2345.0,73.28,20.38,11.16,2.03,0.12,19.53,34.53,2.34,8.66,60.66,12.62,17.84,2.03,1.0,0.12
1196,Super League (CH),535,Alexander Hack,A. Hack,1993-09-08,93.59,21.14,22.9,13,13,0,811.0,62.38,20.31,19.38,0.92,0.08,1.31,2.92,18.85,14.31,9.0,53.38,3.23,0.54,0.31,0.08
1196,Super League (CH),673,Amir Abrashi,A. Abrashi,1990-03-27,50.02,10.89,15.01,11,11,0,485.0,44.09,8.91,8.09,0.27,0.0,4.64,2.73,6.55,12.82,32.45,11.64,0.91,0.0,0.0,0.0
1196,Super League (CH),943,Anto Grgić,A. Grgić,1996-11-28,95.69,28.24,23.0,36,36,0,4001.0,111.14,41.44,39.58,1.78,0.14,13.36,2.78,35.31,19.53,70.0,41.14,0.81,0.14,0.08,0.0
1196,Super League (CH),1287,Benjamin Kololli,B. Kololli,1992-05-15,50.78,13.51,13.58,28,28,0,1858.0,66.36,17.5,13.25,1.5,0.11,20.0,17.11,7.0,21.61,47.54,18.82,9.43,1.18,0.57,0.07
1196,Super League (CH),2509,David von Ballmoos,D. von Ballmoos,1994-12-30,98.54,28.89,24.33,15,15,0,955.0,63.67,28.13,27.93,0.0,0.0,0.0,0.0,29.0,0.07,0.0,63.67,0.0,0.0,0.0,0.0
1196,Super League (CH),3228,Ezgjan Alioski,E. Alioski,1992-02-12,49.23,14.49,11.06,20,20,0,1422.0,71.1,24.35,22.55,1.7,0.05,10.05,7.7,20.25,53.35,8.05,63.05,2.35,0.35,0.15,0.0
1196,Super League (CH),4090,Gregory Wüthrich,G. Wüthrich,1994-12-04,83.06,24.48,19.72,25,25,0,2109.0,84.36,28.72,27.72,0.24,0.0,1.04,3.2,28.2,16.08,8.12,76.24,2.96,0.2,0.08,0.0
1196,Super League (CH),4521,Ivan Ricardo Neves Abreu Cavaleiro,I. Cavaleiro,1993-10-18,70.61,16.18,17.73,13,13,0,983.0,75.62,25.38,19.46,1.69,0.38,21.92,13.15,11.69,37.54,35.54,40.08,5.0,0.69,0.38,0.15
1196,Super League (CH),4702,Jan Bamert,J. Bamert,1998-03-09,86.03,18.84,22.23,33,31,2,1448.0,46.71,16.97,16.13,0.26,0.06,0.58,1.87,16.42,9.84,4.97,41.74,1.68,0.1,0.03,0.0
1196,Super League (CH),5123,Joël Mall,J. Mall,1991-04-05,93.72,27.25,24.15,28,28,0,1109.0,39.61,15.32,15.25,0.0,0.0,0.0,0.0,15.64,0.04,0.07,39.54,0.0,0.0,0.0,0.0
1196,Super League (CH),6166,Leonardo Bertone,L. Bertone,1994-03-14,97.09,21.46,24.63,33,31,2,2427.0,78.29,20.84,18.74,1.35,0.06,8.39,7.13,16.48,22.97,51.35,26.94,1.87,0.1,0.03,0.0
1196,Super League (CH),6241,Linus Obexer,L. Obexer,1997-06-05,91.77,22.57,24.07,2,2,0,170.0,85.0,30.0,26.5,3.0,0.0,13.0,8.5,23.5,51.5,13.0,72.0,0.5,0.0,0.0,0.0
