competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,optionoffered_count_total,optionoffered_count,optionoffered_count_targeted,optionoffered_count_received,optionoffered_count_shotwithin10s,optionoffered_count_goalwithin10s,optionoffered_count_linebreak,optionoffered_count_dangerous,optionoffered_count_inspace,optionoffered_count_wide,optionoffered_count_insidedefensiveshape,optionoffered_count_outsidedefensiveshape,optionoffered_count_penaltyarea,optionoffered_count_penaltyarea_received,optionoffered_count_penaltyarea_shotwithin10s,optionoffered_count_penaltyarea_goalwithin10s
1209,Niké Liga (SK),1445,Branislav Ňinaj,B. Ňinaj,1994-05-17,77.72,19.4,19.87,16,14,2,925.0,66.07,21.36,20.36,0.36,0.0,1.86,2.5,19.93,21.29,8.21,57.86,2.29,0.21,0.07,0.0
1209,Niké Liga (SK),4147,Guram Kashia,G. Kashia,1987-07-04,81.47,24.8,18.56,15,14,1,1379.0,98.5,37.29,36.86,0.21,0.07,1.14,2.93,36.71,24.64,5.43,93.07,3.0,0.43,0.21,0.07
1209,Niké Liga (SK),5882,Kevin Wimmer,K. Wimmer,1992-11-15,68.24,23.24,14.96,15,15,0,1482.0,98.8,36.27,35.4,0.53,0.0,4.53,5.33,33.73,42.93,9.67,89.13,2.93,0.33,0.13,0.0
1209,Niké Liga (SK),9107,Róbert Mak,R. Mak,1991-03-08,44.82,15.31,9.56,30,29,1,2043.0,70.45,19.45,13.38,1.62,0.14,23.28,23.66,7.72,19.24,43.76,26.69,11.72,1.28,0.59,0.07
1209,Niké Liga (SK),9522,Samuel  Štefánik,S. Štefánik,1991-11-16,80.12,21.61,21.76,32,28,4,2782.0,99.36,26.29,23.07,1.93,0.25,18.54,11.14,18.64,20.96,69.07,30.29,3.0,0.29,0.18,0.04
1209,Niké Liga (SK),10767,Vladimír Weiss,V. Weiss,1989-11-30,54.54,17.79,11.82,27,26,1,2082.0,80.08,29.35,26.23,1.0,0.12,17.38,8.81,21.73,42.81,31.5,48.58,1.92,0.31,0.08,0.04
1209,Niké Liga (SK),12281,Adam Jakubech,A. Jakubech,1997-01-02,90.74,24.37,22.18,9,8,1,335.0,41.88,13.62,13.62,0.0,0.0,0.0,0.0,14.75,0.12,0.0,41.88,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),12567,Erik Sabo,E. Sabo,1991-11-22,89.09,24.69,20.17,28,26,2,2425.0,93.27,34.58,33.27,0.92,0.12,4.27,3.58,32.31,20.04,21.12,72.15,1.69,0.19,0.15,0.04
1209,Niké Liga (SK),12570,Michal Ďuriš,M. Ďuriš,1988-06-01,37.23,9.44,8.15,24,21,3,993.0,47.29,11.38,6.29,1.24,0.19,14.33,19.38,3.05,6.1,38.9,8.38,8.86,0.52,0.43,0.14
1209,Niké Liga (SK),12721,Miloš Kratochvíl,M. Kratochvíl,1996-04-26,84.94,23.54,19.21,22,20,2,2247.0,112.35,30.4,28.4,1.7,0.2,14.05,10.9,23.0,25.7,89.8,22.55,4.4,0.75,0.45,0.05
1209,Niké Liga (SK),13037,Andraž Šporar,A. Šporar,1994-02-27,78.68,24.24,18.07,13,12,1,1335.0,111.25,32.33,17.42,3.17,0.75,32.33,41.25,7.08,12.67,89.5,21.75,18.25,1.33,1.0,0.25
1209,Niké Liga (SK),13224,Roman Procházka,R. Procházka,1989-03-14,63.34,17.5,13.43,20,18,2,1470.0,81.67,20.67,17.44,1.28,0.17,10.72,8.94,14.5,20.5,56.5,25.17,2.89,0.22,0.11,0.0
1209,Niké Liga (SK),13517,Dominik Sváček,D. Sváček,1997-02-24,82.8,23.51,21.45,4,4,0,187.0,46.75,18.25,18.25,0.0,0.0,0.0,0.0,19.5,0.0,0.25,46.5,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),13627,Martin Vantruba,M. Vantruba,1998-02-07,98.45,26.04,22.44,10,7,3,275.0,39.29,15.57,15.43,0.0,0.0,0.0,0.0,16.29,0.0,0.0,39.29,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),13707,Ivan Rehák,I. Rehák,2001-04-27,97.51,27.43,22.31,6,5,1,261.0,52.2,27.2,27.2,0.0,0.0,0.0,0.0,28.8,0.0,0.0,52.2,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),13708,Dominik Takáč,D. Takáč,1999-01-12,97.74,29.04,22.8,22,21,1,954.0,45.43,13.86,13.76,0.0,0.0,0.0,0.0,14.05,0.05,0.0,45.43,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),13805,Markus Poom,M. Poom,1999-02-27,90.83,25.34,21.72,13,13,0,1115.0,85.77,24.92,22.85,1.15,0.0,11.69,6.31,19.46,13.46,58.31,27.46,2.08,0.15,0.08,0.0
1209,Niké Liga (SK),14380,Hilary Gong Chukwah,H. Gong,1998-10-10,60.3,16.65,13.19,17,14,3,977.0,69.79,21.43,15.36,2.29,0.5,25.0,13.29,9.71,36.86,25.5,44.29,6.07,0.71,0.5,0.21
1209,Niké Liga (SK),14578,Philip Azango Elayo,P. Azango,1997-05-21,57.49,15.67,12.85,24,23,1,1700.0,73.91,23.57,16.7,1.91,0.17,24.83,17.7,9.78,24.43,44.74,29.17,7.48,0.7,0.13,0.0
1209,Niké Liga (SK),14672,Kingsley Madu,K. Madu,1995-12-12,39.47,10.13,9.85,5,5,0,184.0,36.8,12.4,12.0,0.4,0.0,4.0,1.6,11.8,22.8,4.8,32.0,0.2,0.0,0.0,0.0
1209,Niké Liga (SK),15520,Danylo Ignatenko,D. Ignatenko,1997-03-13,59.38,20.14,12.13,25,25,0,2339.0,93.56,29.4,28.0,1.04,0.08,8.96,3.52,25.12,14.92,49.52,44.04,1.8,0.16,0.04,0.0
1209,Niké Liga (SK),16129,Martin Chrien,M. Chrien,1995-09-08,58.34,13.78,16.52,20,19,1,1223.0,64.37,19.05,11.84,1.53,0.16,19.89,14.74,6.11,21.74,47.42,16.95,8.47,0.95,0.47,0.11
1209,Niké Liga (SK),16450,Filip Blažek,F. Blažek,1998-03-11,67.39,17.23,16.4,21,19,2,1181.0,62.16,21.42,20.68,0.47,0.05,2.32,1.84,21.21,16.05,5.84,56.32,1.32,0.16,0.11,0.05
1209,Niké Liga (SK),16785,Maciej Kevin Dąbrowski,K. Dąbrowski,1998-06-09,96.05,23.54,27.26,13,13,0,426.0,32.77,7.92,7.92,0.0,0.0,0.0,0.0,7.85,0.0,0.15,32.62,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),16822,Lukáš Skovajsa,L. Skovajsa,1994-03-27,66.1,17.02,14.98,18,18,0,1128.0,62.67,18.83,17.22,0.5,0.06,7.0,3.94,16.06,36.17,8.0,54.67,1.61,0.28,0.06,0.0
1209,Niké Liga (SK),16827,Abdul Musa Zubairu,A. Zubairu,1998-10-03,73.03,20.42,18.52,28,27,1,2694.0,99.78,31.11,29.0,1.63,0.11,9.63,3.67,24.89,29.0,63.78,36.0,1.7,0.19,0.07,0.0
1209,Niké Liga (SK),16830,Jakub Paur,J. Paur,1992-07-04,53.95,14.33,11.94,23,22,1,1701.0,77.32,19.68,14.14,1.23,0.14,22.55,21.91,8.45,16.86,62.18,15.14,9.64,1.09,0.41,0.05
1209,Niké Liga (SK),16838,Adrián Slávik,A. Slávik,1999-04-12,29.97,6.16,8.05,11,11,0,229.0,20.82,4.91,2.45,0.36,0.0,6.27,6.09,1.82,11.0,5.45,15.36,3.09,0.09,0.09,0.0
1209,Niké Liga (SK),16861,Dávid Strelec,D. Strelec,2001-04-04,51.86,15.63,11.53,3,3,0,220.0,73.33,17.0,10.0,1.33,0.33,25.0,28.0,5.67,7.33,61.0,12.33,12.0,1.0,0.67,0.0
1209,Niké Liga (SK),16863,Kenan Bajrič,K. Bajrič,1994-12-20,98.3,29.7,22.38,27,26,1,3045.0,117.12,42.04,40.19,0.54,0.08,2.58,4.38,39.77,30.62,12.92,104.19,2.88,0.12,0.08,0.04
1209,Niké Liga (SK),17002,Łukasz Wolsztyński,Ł. Wolsztyński,1994-12-08,41.32,10.01,12.2,8,8,0,410.0,51.25,16.12,9.25,1.75,0.12,14.75,17.62,3.12,5.5,44.75,6.5,8.38,0.88,0.75,0.0
1209,Niké Liga (SK),17170,Nikita Mihhailov,N. Mihhailov,2002-06-20,38.19,8.56,9.5,3,3,0,102.0,34.0,8.67,7.33,0.33,0.0,5.0,5.33,6.67,13.0,15.67,18.33,2.0,0.33,0.0,0.0
1209,Niké Liga (SK),17203,Svetozar Marković,S. Marković,2000-03-23,97.79,27.64,22.61,13,12,1,1319.0,109.92,35.25,34.17,0.25,0.17,1.75,3.17,34.75,18.67,8.42,101.5,2.75,0.42,0.17,0.08
1209,Niké Liga (SK),17213,Aleksandar Popović,A. Popović,1999-09-27,96.22,27.08,22.9,23,21,2,819.0,39.0,15.67,15.57,0.0,0.05,0.0,0.0,15.86,0.0,0.1,38.9,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),17294,Benjamín Szaráz,B. Száraz,1998-03-09,93.8,21.5,28.64,16,15,1,403.0,26.87,11.73,11.53,0.0,0.0,0.0,0.0,12.07,0.0,0.0,26.87,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),17307,Kristóf Domonkos,K. Domonkos,1998-08-17,46.38,9.28,12.62,10,10,0,444.0,44.4,12.1,9.3,0.8,0.1,10.0,7.3,6.3,12.6,37.1,7.3,3.2,0.4,0.3,0.1
1209,Niké Liga (SK),17308,Christián Herc,C. Herc,1998-09-30,32.15,9.68,7.2,8,7,1,274.0,39.14,7.0,5.14,1.14,0.0,10.86,10.43,3.29,10.29,33.43,5.71,4.14,0.57,0.43,0.0
1209,Niké Liga (SK),17309,Kristián Koštrna,K. Koštrna,1993-12-15,82.09,22.76,18.41,20,19,1,1735.0,91.32,32.47,31.42,0.63,0.0,3.26,1.11,31.0,37.95,5.47,85.84,0.68,0.11,0.0,0.0
1209,Niké Liga (SK),17314,Martin Bednár,M. Bednár,1999-04-22,92.09,25.22,23.81,31,30,1,2615.0,87.17,28.2,26.33,0.67,0.03,4.6,5.7,25.4,17.03,21.83,65.33,3.57,0.23,0.13,0.0
1209,Niké Liga (SK),17316,César Rodolfo Blackman Camarena ,C. Blackman,1998-04-02,87.47,26.36,19.46,27,26,1,2960.0,113.85,37.54,34.15,2.15,0.46,17.92,7.23,30.81,84.54,13.54,100.31,3.19,0.46,0.12,0.08
1209,Niké Liga (SK),17328,Taras Bondarenko,T. Bondarenko,1992-09-23,87.97,21.98,23.96,27,27,0,1853.0,68.63,27.15,26.33,0.56,0.0,1.67,1.81,26.48,15.59,6.78,61.85,1.37,0.3,0.11,0.0
1209,Niké Liga (SK),17859,Tigran Barseghyan,T. Barseghyan,1993-09-22,68.83,19.46,15.51,25,24,1,2040.0,85.0,29.08,23.58,3.29,0.5,26.17,16.75,14.58,34.33,44.08,40.92,5.75,0.75,0.29,0.04
1209,Niké Liga (SK),18683,Sean Goss,S. Goss,1995-10-01,68.93,18.14,14.87,7,7,0,524.0,74.86,26.14,25.43,1.57,0.29,2.86,1.14,24.71,15.86,23.57,51.29,0.57,0.0,0.0,0.0
1209,Niké Liga (SK),18693,Osman Kakay,O. Kakay,1997-08-25,62.01,16.19,15.9,29,28,1,1923.0,68.68,21.32,18.14,1.25,0.14,12.0,8.82,15.32,39.68,10.14,58.54,3.46,0.25,0.11,0.0
1209,Niké Liga (SK),19307,Jan-Christoph Bartels,J. Bartels,1999-01-13,98.5,26.87,24.16,6,6,0,298.0,49.67,17.0,17.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,49.67,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),20060,Michal Sipľak,M. Sipľak,1996-02-02,93.05,22.45,26.11,27,27,0,2127.0,78.78,27.3,25.41,0.93,0.04,8.96,4.74,24.41,45.15,6.44,72.33,2.04,0.19,0.04,0.0
1209,Niké Liga (SK),20064,Milan Dimun,M. Dimun,1996-09-19,72.84,18.17,21.68,15,14,1,970.0,69.29,24.0,22.64,0.93,0.21,5.86,2.71,18.64,18.36,36.43,32.86,1.43,0.14,0.0,0.0
1209,Niké Liga (SK),22117,Loïc Bessilé,L. Bessilé,1999-02-19,94.9,26.07,22.63,21,21,0,1823.0,86.81,31.19,29.95,0.24,0.0,0.76,2.33,30.0,8.57,5.67,81.14,2.05,0.38,0.14,0.0
1209,Niké Liga (SK),23737,Kelvin Ofori,K. Ofori,2001-07-27,50.3,18.33,10.05,14,14,0,1198.0,85.57,27.0,21.71,2.86,0.57,26.64,16.64,15.0,32.57,51.0,34.57,5.21,0.36,0.21,0.07
1209,Niké Liga (SK),24017,Erik Daniel,E. Daniel,1992-02-04,85.64,19.55,24.3,29,28,1,2654.0,94.79,33.25,22.5,2.86,0.25,26.18,18.96,16.04,45.61,37.0,57.79,8.54,0.89,0.36,0.07
1209,Niké Liga (SK),24096,Martin Trnovský,M. Trnovský,2000-06-07,99.43,33.66,18.96,6,6,0,293.0,48.83,16.83,16.67,0.0,0.0,0.0,0.0,17.0,0.0,0.0,48.83,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),24104,Michal Škvarka,M. Škvarka,1992-08-19,44.55,13.01,13.68,2,2,0,138.0,69.0,23.0,20.0,1.0,0.0,7.5,6.5,17.5,17.5,43.0,26.0,1.5,0.0,0.0,0.0
1209,Niké Liga (SK),24209,Peter Pokorný,P. Pokorný,2001-08-08,62.89,18.87,13.94,20,19,1,1417.0,74.58,24.11,22.84,0.68,0.0,6.21,3.26,20.11,9.84,41.26,33.32,2.16,0.21,0.11,0.0
1209,Niké Liga (SK),24210,Martin Šulek,M. Šulek,1998-01-15,47.17,10.88,12.78,10,10,0,406.0,40.6,13.9,11.1,1.1,0.1,8.5,4.7,9.4,22.5,10.4,30.2,3.5,0.8,0.5,0.1
1209,Niké Liga (SK),24211,Michal Tomič,M. Tomič,1999-03-30,36.62,9.28,8.2,12,11,1,386.0,35.09,10.27,8.82,0.91,0.09,7.18,3.0,7.82,24.82,5.0,30.09,0.82,0.09,0.09,0.0
1209,Niké Liga (SK),24212,Ján Bernát,J. Bernát,2001-01-10,43.29,12.13,8.2,10,10,0,568.0,56.8,15.5,13.2,1.0,0.2,15.8,11.3,9.2,23.3,36.2,20.6,4.5,0.6,0.2,0.0
1209,Niké Liga (SK),24215,Dávid Šipoš,D. Šipoš,1998-08-14,93.23,24.71,24.72,6,5,1,165.0,33.0,16.2,16.2,0.0,0.0,0.0,0.0,17.2,0.0,0.2,32.8,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),24216,Dominik Špiriak,D. Špiriak,1999-03-22,96.02,21.9,27.11,26,25,1,1432.0,57.28,18.92,17.56,0.2,0.0,2.16,1.64,17.32,17.68,6.92,50.36,0.84,0.04,0.0,0.0
1209,Niké Liga (SK),24217,Alexander Mojžiš,A. Mojžiš,1999-01-02,86.74,20.14,22.88,22,21,1,1152.0,54.86,19.24,18.29,0.57,0.0,1.62,1.62,18.33,22.05,7.48,47.38,1.29,0.14,0.14,0.0
1209,Niké Liga (SK),24218,Martin Gamboš,M. Gamboš,1998-01-23,49.18,11.4,14.0,20,19,1,867.0,45.63,10.84,9.21,0.89,0.0,6.95,4.89,6.26,14.16,33.26,12.37,2.05,0.42,0.16,0.0
1209,Niké Liga (SK),24389,Luka Silagadze,L. Silagadze,1999-04-21,58.93,14.81,17.59,14,11,3,745.0,67.73,17.91,12.64,1.73,0.09,20.18,13.91,7.82,27.27,36.55,31.18,5.27,0.27,0.0,0.0
1209,Niké Liga (SK),26093,Andreas Gruber,A. Gruber,1995-06-29,69.87,19.71,15.96,29,27,2,2533.0,93.81,20.44,13.0,2.3,0.37,33.41,27.04,8.44,31.44,63.11,30.7,13.41,1.15,0.56,0.04
1209,Niké Liga (SK),26946,Daiki Matsuoka,D. Matsuoka,2001-06-01,37.87,11.34,8.94,8,7,1,324.0,46.29,12.14,11.0,0.0,0.0,5.86,5.0,9.43,12.0,27.71,18.57,2.14,0.0,0.0,0.0
1209,Niké Liga (SK),27754,Leonardo Lukačević,L. Lukačević,1999-01-21,51.28,13.44,13.33,12,12,0,633.0,52.75,17.5,15.33,1.17,0.0,8.0,8.75,12.17,34.42,9.42,43.33,5.0,0.83,0.42,0.0
1209,Niké Liga (SK),29610,Denys Taraduda,D. Taraduda,2000-08-17,94.13,25.94,21.52,11,11,0,1056.0,96.0,32.27,31.18,0.73,0.0,1.0,2.55,31.36,13.82,7.27,88.73,2.45,0.27,0.0,0.0
1209,Niké Liga (SK),29645,Jakub  Holúbek,J. Holúbek,1991-01-12,72.06,19.25,16.24,17,17,0,1242.0,73.06,23.82,21.71,0.88,0.24,7.47,4.41,21.24,49.12,10.76,62.29,1.59,0.24,0.0,0.0
1209,Niké Liga (SK),30010,Moritz Römling,M. Römling,2001-04-30,34.84,9.29,8.31,11,11,0,370.0,33.64,9.82,8.73,0.64,0.0,8.64,5.0,7.0,22.64,4.64,29.0,1.73,0.09,0.0,0.0
1209,Niké Liga (SK),31119,Roman Potočný,R. Potočný,1991-04-25,57.2,12.03,17.56,17,16,1,1018.0,63.62,18.38,9.56,1.25,0.12,14.56,22.62,2.94,13.5,49.88,13.75,12.38,1.62,0.69,0.06
1209,Niké Liga (SK),32033,Daniels Balodis,D. Balodis,1998-06-10,73.92,16.29,21.95,16,16,0,904.0,56.5,18.56,18.19,0.19,0.06,0.81,1.38,17.94,18.94,4.44,52.06,1.5,0.06,0.0,0.0
1209,Niké Liga (SK),32171,Marko Tolić,M. Tolić,1996-07-05,71.49,22.2,15.56,10,10,0,1013.0,101.3,38.5,32.0,3.9,0.2,19.2,16.2,24.3,28.5,58.0,43.3,7.4,1.5,0.7,0.1
1209,Niké Liga (SK),32187,Edin Julardžija,E. Julardžija,2001-01-21,33.87,9.08,8.9,9,9,0,458.0,50.89,10.67,8.44,1.22,0.0,12.11,10.22,5.78,14.22,41.89,9.0,4.0,0.56,0.44,0.0
1209,Niké Liga (SK),32323,Lukáš Pauschek,L. Pauschek,1992-12-09,97.97,26.43,26.62,18,18,0,1726.0,95.89,34.22,31.72,0.94,0.0,13.61,6.28,28.72,57.17,13.44,82.44,2.28,0.22,0.06,0.0
1209,Niké Liga (SK),32369,Gytis Paulauskas,G. Paulauskas,1999-09-27,86.96,23.69,24.25,15,15,0,1563.0,104.2,29.4,14.0,1.87,0.2,26.6,43.47,3.2,13.0,86.27,17.93,23.0,2.4,1.27,0.13
1209,Niké Liga (SK),32547,Lukáš  Juliš,L. Juliš,1994-12-02,28.93,8.0,7.8,15,15,0,589.0,39.27,9.73,5.2,0.27,0.0,12.93,12.13,2.4,9.0,26.8,12.47,5.53,0.13,0.07,0.0
1209,Niké Liga (SK),32574,Filip Souček,F. Souček,2000-09-18,67.84,17.03,17.92,19,19,0,1524.0,80.21,21.74,18.37,1.53,0.16,18.79,9.11,13.84,25.42,54.37,25.84,3.0,0.37,0.16,0.0
1209,Niké Liga (SK),32614,Daniel Köstl,D. Köstl,1998-05-23,94.02,21.08,26.7,21,21,0,1053.0,50.14,19.95,19.05,0.33,0.0,1.33,2.14,19.05,12.9,6.38,43.76,2.1,0.48,0.24,0.0
1209,Niké Liga (SK),32699,Patrik Šimko,P. Šimko,1991-07-08,86.47,19.89,25.72,19,19,0,1513.0,79.63,21.32,20.11,1.37,0.0,7.95,3.37,17.58,18.16,55.58,24.05,1.47,0.16,0.11,0.0
1209,Niké Liga (SK),33588,Marko Roginić ,M. Roginić,1995-09-05,75.27,18.2,20.51,30,29,1,2472.0,85.24,25.0,14.62,1.83,0.41,23.72,24.1,7.41,21.07,52.45,32.79,9.86,0.97,0.41,0.17
1209,Niké Liga (SK),34134,Taras Kacharaba,T. Kacharaba,1995-01-07,95.81,28.42,21.95,25,23,2,2555.0,111.09,45.74,44.96,0.74,0.04,0.74,1.57,45.35,17.57,4.35,106.74,1.04,0.09,0.0,0.0
1209,Niké Liga (SK),34195,Emilian  Metu,E. Metu,2003-04-18,42.08,10.19,12.11,15,15,0,707.0,47.13,9.93,8.6,0.6,0.0,6.87,4.13,6.2,10.67,37.73,9.4,1.53,0.2,0.07,0.0
1209,Niké Liga (SK),34742,Ben Cottrell,B. Cottrell,2001-10-31,83.85,23.21,21.43,26,25,1,2888.0,115.52,31.52,26.36,2.24,0.16,24.2,19.32,19.72,50.68,70.76,44.76,8.92,1.28,0.56,0.04
1209,Niké Liga (SK),35194,Nándor Tamás,N. Tamás,2000-10-24,62.02,14.37,18.09,28,27,1,1527.0,56.56,18.3,11.44,1.48,0.04,15.19,11.52,7.0,28.07,19.78,36.78,5.44,0.67,0.15,0.0
1209,Niké Liga (SK),36932,Niko Janković,N. Janković,2001-08-25,38.72,11.11,8.45,14,13,1,655.0,50.38,16.38,13.38,0.92,0.0,11.77,9.08,10.62,18.62,31.31,19.08,4.23,0.23,0.08,0.0
