competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,offballrun_count_total,offballrun_count,offballrun_count_shotwithin10s,offballrun_count_goalwithin10s,offballrun_count_targeted,offballrun_count_received,offballrun_avgdistance,offballrun_count_abovehsr,offballrun_count_penaltyarea,offballrun_count_dangerous,offballrun_count_dangerous_targeted,offballrun_count_dangerous_received
1227,Bundesliga (AT),528,Aleksandar Dragović,A. Dragović,1991-03-06,93.99,22.54,24.96,28,27,1,124.0,4.59,0.0,0.0,1.78,1.74,10.83,0.44,0.0,0.04,0.0,0.0
1227,Bundesliga (AT),813,Andreas Weimann,A. Weimann,1991-08-05,81.85,23.48,19.17,16,16,0,505.0,31.56,0.88,0.0,9.06,5.19,14.7,11.62,9.94,18.81,5.25,2.12
1227,Bundesliga (AT),2594,Dejan Stojanović,D. Stojanović,1993-07-19,96.87,24.66,23.1,32,31,1,16.0,0.52,0.0,0.0,0.23,0.23,5.71,0.0,0.0,0.0,0.0,0.0
1227,Bundesliga (AT),5718,Karim Onisiwo,K. Onisiwo,1992-03-17,32.81,8.75,7.36,21,20,1,231.0,11.55,0.2,0.0,4.1,1.5,13.63,2.6,3.55,7.1,2.5,0.75
1227,Bundesliga (AT),6468,Lukas Hinterseer,L. Hinterseer,1991-03-28,32.53,7.0,8.08,28,27,1,253.0,9.37,0.3,0.0,3.37,2.0,14.16,3.04,2.3,5.56,1.67,0.89
1227,Bundesliga (AT),11298,Stefan Lainer,S. Lainer,1992-08-27,89.75,27.47,19.95,25,24,1,627.0,26.12,0.79,0.0,9.21,8.12,13.19,8.38,1.67,3.92,1.17,0.75
1227,Bundesliga (AT),11299,Valon Berisha,V. Berisha,1993-02-07,61.43,16.17,15.84,8,8,0,217.0,27.12,0.38,0.0,9.25,7.75,12.94,5.62,1.75,4.62,1.25,0.88
1227,Bundesliga (AT),11536,Jannes Horn,J. Horn,1997-02-06,80.27,23.45,18.5,20,20,0,308.0,15.4,0.35,0.05,5.5,4.65,12.85,3.95,0.6,1.75,0.35,0.2
1227,Bundesliga (AT),11546,Dominik Prokop,D. Prokop,1997-06-02,27.23,5.94,8.74,14,14,0,103.0,7.36,0.43,0.07,2.57,1.71,14.04,2.5,1.57,3.86,1.14,0.64
1227,Bundesliga (AT),12051,Alessandro Schöpf,A. Schöpf,1994-02-07,78.15,21.16,19.94,25,25,0,933.0,37.32,0.92,0.24,12.0,10.24,12.74,6.64,3.0,8.72,2.36,1.64
1227,Bundesliga (AT),12053,Stefan Hierländer,S. Hierländer,1991-02-03,22.33,5.56,4.29,13,13,0,100.0,7.69,0.15,0.0,1.46,1.08,13.29,1.62,0.85,2.46,0.38,0.15
1227,Bundesliga (AT),12150,Jon Gorenc- tankovič,J. Gorenc Stankovič,1996-01-14,94.08,22.98,19.93,29,29,0,318.0,10.97,0.28,0.0,3.07,2.48,10.68,0.66,0.45,1.03,0.21,0.14
1227,Bundesliga (AT),12351,Aleksa Terzić,A. Terzić,1999-08-17,53.94,16.61,11.14,21,21,0,405.0,19.29,0.43,0.05,6.62,5.81,14.36,6.1,1.14,3.29,0.76,0.48
1227,Bundesliga (AT),12820,Lenny Pintor,L. Pintor,2000-08-05,9.93,3.8,1.42,2,2,0,17.0,8.5,0.0,0.0,2.0,2.0,11.61,0.5,0.0,0.5,0.0,0.0
1227,Bundesliga (AT),13344,Jean Harisson Marcelin,J. Marcelin,2000-02-12,62.9,12.55,18.73,2,2,0,4.0,2.0,0.0,0.0,1.0,1.0,9.11,0.0,0.0,0.0,0.0,0.0
