competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,passopportunity_count_total,passopportunity_count,pass_count_goalwithin10s,pass_count_shotwithin10s,pass_count_attempted_total,pass_count_attempted,pass_count_completed,pass_pct_completed,pass_avgxpass_attempted,pass_avgdistance,pass_count_longrange_attempted,pass_count_onetouch_attempted,pass_count_quickpass_attempted,pass_count_onetouch_dangerous_attempted,pass_count_quickpass_dangerous_attempted,passopportunity_count_linebreak,pass_count_linebreak_attempted,pass_count_linebreak_completed,passopportunity_count_torun,pass_count_torun_attempted,pass_count_torun_completed,pass_pct_torun_completed,pass_avgxpass_torun_attempted,pass_count_torun_shotwithin10s,pass_count_torun_goalwithin10s,passopportunity_count_dangerous,pass_count_dangerous_attempted,pass_pct_dangerous_completed,pass_count_dangerous_completed,pass_count_difficultpass_attempted
1194,Jupiler Pro League (BE),609,Alireza Jahanbakhsh,A. Jahanbakhsh,1993-08-11,48.71,12.7,12.39,21,21,0,1190.0,56.67,0.1,1.48,357.0,17.0,12.0,70.59,74.04,14.58,0.71,4.71,4.05,0.86,0.86,5.71,1.71,1.1,20.43,6.38,3.9,61.19,66.19,0.48,0.0,16.33,4.33,47.25,2.05,5.71
1194,Jupiler Pro League (BE),1266,Benito Raman,B. Raman,1994-11-07,41.8,10.83,10.16,28,28,0,603.0,21.54,0.11,0.57,175.0,6.25,4.36,69.71,70.9,16.47,0.54,1.82,0.68,0.36,0.18,0.86,0.29,0.18,10.21,3.04,1.96,64.71,65.92,0.39,0.07,8.29,2.04,54.39,1.11,2.29
1194,Jupiler Pro League (BE),1353,Birger Verstraete,B. Verstraete,1994-04-16,74.44,17.77,19.49,26,25,1,1692.0,67.68,0.28,0.92,561.0,22.44,19.16,85.38,89.22,17.36,1.72,7.84,4.12,0.44,0.04,9.36,2.4,1.76,8.68,2.88,2.52,87.5,83.58,0.12,0.08,4.6,1.04,69.23,0.72,2.72
1194,Jupiler Pro League (BE),1386,Boli Bolingoli-Mbombo,B. Bolingoli-Mbombo,1995-07-01,42.62,8.75,14.19,3,3,0,129.0,43.0,0.0,0.33,45.0,15.0,12.0,80.0,88.99,14.59,0.67,3.67,3.67,0.0,0.0,8.67,3.0,2.67,10.67,4.0,3.33,83.33,85.95,0.33,0.0,3.33,0.67,50.0,0.33,1.0
1194,Jupiler Pro League (BE),1441,Brandon Mechele,B. Mechele,1993-01-28,97.66,30.95,22.84,39,38,1,6103.0,160.61,0.13,1.21,2410.0,63.42,59.24,93.4,94.69,18.6,4.18,11.32,13.95,0.21,0.11,41.87,11.0,9.32,16.82,6.82,6.08,89.19,87.31,0.32,0.05,3.58,0.84,53.12,0.45,3.74
1194,Jupiler Pro League (BE),1539,Bryan Heynen,B. Heynen,1997-02-06,98.38,31.26,24.29,40,39,1,6889.0,176.64,0.33,3.36,2185.0,56.03,49.67,88.65,88.53,16.57,3.1,12.56,14.77,0.67,0.97,39.97,10.1,8.33,27.85,11.18,9.05,80.96,76.34,1.33,0.21,19.46,3.9,55.26,2.15,7.26
1194,Jupiler Pro League (BE),1971,Colin Coosemans,C. Coosemans,1992-08-03,100.1,26.89,24.94,38,36,2,2731.0,75.86,0.03,0.14,782.0,21.72,16.19,74.55,83.9,25.99,4.69,3.11,2.17,0.0,0.0,31.5,7.11,3.14,15.06,5.17,3.89,75.27,82.97,0.03,0.03,0.06,0.03,0.0,0.0,3.39
1194,Jupiler Pro League (BE),2550,Davy Roef,D. Roef,1994-02-06,99.78,26.49,28.42,41,39,2,2816.0,72.21,0.0,0.1,986.0,25.28,19.69,77.89,84.35,26.08,5.69,4.97,3.85,0.03,0.0,29.69,7.95,3.85,14.69,5.18,4.72,91.09,93.1,0.0,0.0,0.08,0.05,100.0,0.05,3.33
1194,Jupiler Pro League (BE),2645,Dennis Praet,D. Praet,1994-05-14,89.58,23.78,23.16,31,30,1,3710.0,123.67,0.03,1.73,1147.0,38.23,31.53,82.48,85.8,17.78,3.1,11.67,6.43,0.63,0.5,19.57,3.87,2.6,18.27,6.97,5.33,76.56,74.57,0.63,0.03,11.47,2.93,50.0,1.47,7.0
1194,Jupiler Pro League (BE),4167,Gyrano Kerk,G. Kerk,1995-12-02,82.67,21.13,22.38,27,26,1,1511.0,58.12,0.15,1.58,384.0,14.77,10.08,68.23,71.64,13.4,0.42,5.04,1.35,1.31,0.54,3.23,1.0,0.54,22.88,5.96,3.62,60.65,66.49,0.77,0.12,19.81,4.85,49.21,2.38,5.54
