competition_edition,league,player_name,player_short_name,player_id,player_birthdate,minutes_full_all,count_match,count_match_failed,total_distance_full_all,total_metersperminute_full_all,running_distance_full_all,hsr_distance_full_all,hsr_count_full_all,sprint_distance_full_all,sprint_count_full_all,hi_distance_full_all,hi_count_full_all,psv99,psv99_top5,peak_velocity,peak_velocity_top3,medaccel_count_full_all,highaccel_count_full_all,meddecel_count_full_all,highdecel_count_full_all,explacceltohsr_count_full_all,timetohsr_top3,timetohsrpostcod_top3,explacceltosprint_count_full_all,timetosprint_top3,timetosprintpostcod_top3,cod_count_full_all,timeto505around90_top3,timeto505around180_top3
1196,Super League (CH),Albian Ajeti,A. Ajeti,390,1997-02-26,52.82,32,0,5745.69,108.78,809.38,358.22,36.25,117.25,7.28,475.47,43.53,28.87,31.42,30.09,33.0,61.31,4.97,48.69,12.12,3.19,0.67,0.68,0.91,1.38,1.54,26.81,1.93,2.63
1196,Super League (CH),Alexander Hack,A. Hack,535,1993-09-08,93.59,13,0,9560.23,102.15,1172.15,382.23,35.46,84.85,5.23,467.08,40.69,27.69,28.92,29.51,31.6,103.77,5.38,80.46,13.46,3.54,0.75,0.84,0.92,1.52,1.57,25.08,2.07,2.72
1196,Super League (CH),Amir Abrashi,A. Abrashi,673,1990-03-27,50.58,10,1,6005.5,118.73,937.6,316.5,28.2,61.0,3.7,377.5,31.9,26.94,27.86,28.46,29.8,57.7,2.0,48.9,8.2,1.4,0.74,0.88,0.6,1.77,,27.8,1.93,2.64
1196,Super League (CH),Anto Grgić,A. Grgić,943,1996-11-28,95.69,36,0,10818.53,113.06,1608.97,416.33,37.11,71.36,3.75,487.69,40.86,26.71,28.5,28.7,30.37,107.58,3.25,94.31,10.56,1.61,0.71,0.75,0.39,1.63,1.73,33.19,1.94,2.58
1196,Super League (CH),Benjamin Kololli,B. Kololli,1287,1992-05-15,50.78,28,0,5966.29,117.5,900.61,348.0,31.89,95.39,5.25,443.39,37.14,28.14,30.36,29.5,31.9,61.39,3.36,51.96,9.57,2.0,0.71,0.74,0.32,1.69,1.69,18.43,2.02,2.57
1196,Super League (CH),Ezgjan Alioski,E. Alioski,3228,1992-02-12,49.23,20,0,5485.15,111.41,821.65,357.8,31.9,170.95,7.1,528.75,39.0,29.62,31.84,30.57,32.63,58.4,3.6,47.9,9.65,2.5,0.68,0.81,0.75,1.54,,17.6,2.07,2.6
1196,Super League (CH),Gregory Wüthrich,G. Wüthrich,4090,1994-12-04,83.07,25,0,8767.0,105.54,1079.96,364.96,35.44,106.64,6.08,471.6,41.52,28.36,30.72,30.0,32.6,93.96,5.64,70.96,13.84,3.52,0.65,0.73,0.6,1.44,,24.32,1.93,2.77
1196,Super League (CH),Ivan Ricardo Neves Abreu Cavaleiro,I. Cavaleiro,4521,1993-10-18,70.61,13,0,7675.23,108.7,1108.92,496.92,48.46,159.08,9.77,656.0,58.23,28.18,29.22,29.58,30.9,80.85,5.92,67.08,13.15,4.08,0.68,0.72,1.23,1.4,1.48,33.69,1.99,2.75
1196,Super League (CH),Jan Bamert,J. Bamert,4702,1998-03-09,83.97,33,1,8678.0,103.35,1247.61,414.61,35.91,130.27,6.58,544.88,42.48,28.09,30.16,29.49,32.1,90.91,5.09,70.88,12.73,3.55,0.67,0.72,1.48,1.26,1.35,22.79,1.93,2.86
1196,Super League (CH),Leonardo Bertone,L. Bertone,6166,1994-03-14,97.17,32,1,10887.0,112.05,1890.22,796.81,60.69,154.12,8.69,950.94,69.38,27.19,28.5,29.11,30.73,104.75,4.25,84.03,14.16,2.62,0.68,0.87,0.88,1.45,1.83,31.56,1.95,2.74
1196,Super League (CH),Linus Obexer,L. Obexer,6241,1997-06-05,84.09,2,0,8872.0,105.5,1135.0,368.5,40.0,118.0,7.5,486.5,47.5,28.55,28.55,30.8,,99.0,5.0,82.5,15.5,1.5,,,0.5,,,33.0,,
1196,Super League (CH),Loris Benito,L. Benito,6296,1992-01-07,94.45,33,0,10580.42,112.03,1460.85,523.18,52.0,202.06,10.79,725.24,62.79,30.06,32.48,31.79,34.5,112.73,6.61,90.0,16.27,4.85,0.6,0.6,1.52,1.29,1.56,29.42,1.91,2.67
1196,Super League (CH),Luca Zuffi,L. Zuffi,6343,1990-03-27,80.8,28,0,9620.07,119.06,1499.89,388.54,32.21,49.32,2.82,437.86,35.04,25.86,27.56,27.59,29.53,97.71,2.75,87.57,8.75,1.18,0.69,0.76,0.32,1.58,,27.68,2.07,2.63
1196,Super League (CH),Marco Bürki,M. Bürki,6758,1993-07-10,90.65,33,0,9699.76,107.0,1399.42,488.94,41.55,115.82,6.61,604.76,48.15,28.46,30.76,30.04,32.53,103.03,6.27,79.64,13.42,3.82,0.6,0.67,0.94,1.23,1.37,26.82,1.81,2.59
1196,Super League (CH),Mattia Bottani,M. Bottani,7274,1991-05-24,28.15,21,0,3286.19,116.73,522.33,250.9,23.48,89.62,5.29,340.52,28.76,29.47,31.84,30.34,33.2,32.71,2.43,25.95,5.33,1.86,0.68,0.68,0.9,1.4,1.44,17.86,1.84,2.55
1196,Super League (CH),Michael Frey,M. Frey,7426,1994-07-19,80.52,14,0,9037.57,112.24,1366.0,494.14,48.36,101.57,6.5,595.71,54.86,27.06,28.12,29.2,30.9,104.14,6.43,83.14,18.79,4.0,0.76,0.91,0.57,1.97,,38.0,1.91,2.83
1196,Super League (CH),Noë Dussenne,N. Dussenne,8109,1992-04-07,98.02,3,0,9618.33,98.13,1254.0,462.33,42.33,139.0,6.33,601.33,48.67,28.93,28.93,30.87,30.87,109.33,5.67,84.67,11.0,2.67,,,1.33,,,18.33,2.45,
1196,Super League (CH),Numa Lavanchy,N. Lavanchy,8126,1993-08-25,97.38,37,0,11101.84,114.01,1556.19,758.7,77.54,308.59,18.3,1067.3,95.84,29.74,31.74,31.39,33.27,114.57,10.38,96.41,24.08,8.0,0.57,0.57,3.14,1.14,1.14,57.0,1.82,2.48
1196,Super League (CH),Raúl Marcelo Bobadilla,R. Bobadilla,8893,1987-06-18,12.36,2,0,1427.5,115.51,226.5,60.5,7.5,17.0,2.0,77.5,9.5,25.7,25.7,29.35,,17.5,0.5,14.0,1.5,0.5,,,0.0,,,8.0,,
1196,Super League (CH),Remo Arnold,R. Arnold,8918,1997-01-17,81.75,30,0,8927.57,109.21,1172.1,355.73,30.57,79.7,4.37,435.43,34.93,27.79,30.78,29.56,31.77,93.07,4.1,74.83,10.43,2.43,0.76,0.76,0.7,1.51,1.51,23.17,2.0,2.8
1196,Super League (CH),Renato Steffen,R. Steffen,8939,1991-11-03,74.12,29,0,7933.38,107.04,1111.93,459.55,45.21,176.45,9.0,636.0,54.21,29.86,32.28,31.21,33.73,81.1,5.07,68.03,12.83,3.76,0.65,0.66,1.0,1.44,1.5,27.69,1.85,2.73
1196,Super League (CH),Roman Buess,R. Buess,9253,1992-09-21,43.2,24,0,4878.17,112.92,715.83,306.04,28.29,77.04,4.75,383.08,33.04,27.3,29.18,28.57,31.27,49.33,3.38,38.75,9.17,2.33,0.72,0.76,0.75,1.45,1.86,17.04,2.02,2.89
1196,Super League (CH),Saidy Janko,S. Janko,9447,1995-10-22,69.54,26,0,7964.62,114.53,1089.27,532.15,55.15,272.81,14.27,804.96,69.42,31.02,33.5,32.24,35.03,84.04,7.04,69.81,14.27,6.0,0.57,0.59,3.19,1.14,1.21,27.73,1.87,2.65
1196,Super League (CH),Sandro Lauper,S. Lauper,9540,1996-10-25,76.12,33,0,8053.48,105.8,1071.82,328.36,31.48,97.76,5.58,426.12,37.06,28.44,31.18,30.01,33.1,88.27,4.79,72.21,9.12,3.15,0.64,0.69,0.76,1.27,1.27,21.06,2.08,2.63
