competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,passopportunity_count_total,passopportunity_count,pass_count_goalwithin10s,pass_count_shotwithin10s,pass_count_attempted_total,pass_count_attempted,pass_count_completed,pass_pct_completed,pass_avgxpass_attempted,pass_avgdistance,pass_count_longrange_attempted,pass_count_onetouch_attempted,pass_count_quickpass_attempted,pass_count_onetouch_dangerous_attempted,pass_count_quickpass_dangerous_attempted,passopportunity_count_linebreak,pass_count_linebreak_attempted,pass_count_linebreak_completed,passopportunity_count_torun,pass_count_torun_attempted,pass_count_torun_completed,pass_pct_torun_completed,pass_avgxpass_torun_attempted,pass_count_torun_shotwithin10s,pass_count_torun_goalwithin10s,passopportunity_count_dangerous,pass_count_dangerous_attempted,pass_pct_dangerous_completed,pass_count_dangerous_completed,pass_count_difficultpass_attempted
1191,Czech Liga (CZ),574,Alexis Alégué Elandi,A. Alégué,1996-12-23,64.64,15.82,16.81,29,26,3,1803.0,69.35,0.38,2.31,476.0,18.31,13.96,76.26,75.31,13.82,0.58,4.27,2.96,0.46,0.35,3.92,1.15,0.81,24.04,6.15,4.65,75.63,70.12,1.04,0.31,23.0,5.0,62.31,3.12,5.58
1191,Czech Liga (CZ),5690,Kamil Vacek,K. Vacek,1987-05-18,54.51,13.17,16.35,4,3,1,189.0,63.0,0.0,0.67,60.0,20.0,18.0,90.0,89.31,17.14,1.33,4.67,5.33,0.33,0.33,16.0,3.0,2.33,9.0,2.33,1.67,71.43,82.87,0.33,0.0,5.0,1.0,100.0,1.0,2.33
1191,Czech Liga (CZ),6467,Lukáš Haraslín,L. Haraslín,1996-05-26,72.12,24.46,12.79,27,26,1,1981.0,76.19,0.23,2.65,597.0,22.96,18.81,81.91,78.57,13.4,0.65,5.65,3.04,0.77,0.46,5.81,0.85,0.62,31.08,8.38,6.23,74.31,67.18,1.31,0.12,32.73,7.04,60.11,4.23,6.04
1191,Czech Liga (CZ),6472,Lukáš Mareček,L. Mareček,1990-04-17,79.09,16.13,22.87,16,15,1,1093.0,72.87,0.2,1.07,374.0,24.93,19.67,78.88,82.03,15.8,1.13,8.0,4.47,0.33,0.07,14.67,4.93,3.8,11.8,5.27,4.6,87.34,80.69,0.13,0.07,4.27,0.8,58.33,0.47,5.2
1191,Czech Liga (CZ),7118,Matěj Vydra,M. Vydra,1992-05-01,57.3,14.56,13.49,23,22,1,813.0,36.95,0.23,1.82,241.0,10.95,8.59,78.42,75.83,12.57,0.36,4.05,2.05,1.05,0.91,1.55,0.41,0.23,13.68,4.41,3.18,72.16,69.44,0.64,0.14,14.68,4.23,69.89,2.95,3.41
1191,Czech Liga (CZ),7534,Mick van Buren,M. van Buren,1992-08-24,70.74,16.93,19.95,23,23,0,1222.0,53.13,0.09,1.35,348.0,15.13,10.65,70.4,76.63,13.36,0.57,5.3,2.0,1.22,0.22,3.04,0.87,0.52,22.87,6.65,4.17,62.75,70.22,0.91,0.04,16.26,3.7,45.88,1.7,4.09
1191,Czech Liga (CZ),8523,Pavel Kadeřábek,P. Kadeřábek,1992-04-25,69.52,21.44,13.1,22,21,1,1497.0,71.29,0.14,1.05,574.0,27.33,22.86,83.63,83.8,15.6,0.95,8.05,5.33,1.19,0.43,13.43,4.19,3.1,21.38,7.76,5.81,74.85,72.43,0.57,0.05,10.52,3.38,56.34,1.9,5.76
1191,Czech Liga (CZ),10603,Václav Pilař,V. Pilař,1988-10-13,54.94,14.09,15.17,24,24,0,1310.0,54.58,0.12,1.0,332.0,13.83,10.42,75.3,76.49,13.53,0.46,3.25,1.75,0.54,0.29,4.92,0.96,0.71,23.29,5.58,3.79,67.91,68.5,0.54,0.12,15.79,3.12,52.0,1.62,3.96
1191,Czech Liga (CZ),10762,Vladimír Darida,V. Darida,1990-08-08,92.69,21.89,26.34,32,32,0,4272.0,133.5,0.25,2.03,1309.0,40.91,33.16,81.05,82.08,15.83,2.88,10.75,8.22,1.09,0.72,17.97,4.69,3.41,30.28,11.0,8.25,75.0,72.55,1.06,0.12,20.16,5.19,57.83,3.0,9.06
1191,Czech Liga (CZ),11273,Tomáš Koubek,T. Koubek,1992-08-26,98.41,21.95,22.89,33,32,1,2456.0,76.75,0.03,0.19,743.0,23.22,18.22,78.47,85.88,26.43,5.19,4.0,3.22,0.0,0.0,27.34,6.5,3.38,15.72,4.56,4.19,91.78,93.7,0.03,0.0,0.0,0.0,,0.0,2.16
1191,Czech Liga (CZ),12651,Michal Sadílek,M. Sadílek,1999-05-31,79.06,19.21,15.77,29,28,1,2254.0,80.5,0.11,2.04,766.0,27.36,22.82,83.42,84.67,16.67,2.14,9.5,5.11,1.04,0.75,8.86,2.36,1.82,12.82,5.29,4.07,77.03,76.59,0.79,0.04,12.43,2.93,60.98,1.79,4.71
1191,Czech Liga (CZ),12704,Giannis-Fivos Botos,G. Botos,2000-12-20,54.99,12.84,13.85,20,20,0,857.0,42.85,0.05,1.15,268.0,13.4,9.95,74.25,76.85,14.49,0.95,4.35,2.6,0.7,0.55,2.95,0.8,0.45,16.8,5.15,3.2,62.14,64.09,0.5,0.05,13.35,3.45,53.62,1.85,3.6
1191,Czech Liga (CZ),12710,Jan Hanuš,J. Hanuš,1988-04-28,98.66,24.01,24.67,26,23,3,1114.0,48.43,0.0,0.0,371.0,16.13,13.17,81.67,86.53,24.35,3.13,1.7,2.43,0.0,0.0,17.26,4.0,2.13,9.52,3.74,3.39,90.7,93.41,0.0,0.0,0.04,0.04,100.0,0.04,1.83
