competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,passopportunity_count_total,passopportunity_count,pass_count_goalwithin10s,pass_count_shotwithin10s,pass_count_attempted_total,pass_count_attempted,pass_count_completed,pass_pct_completed,pass_avgxpass_attempted,pass_avgdistance,pass_count_longrange_attempted,pass_count_onetouch_attempted,pass_count_quickpass_attempted,pass_count_onetouch_dangerous_attempted,pass_count_quickpass_dangerous_attempted,passopportunity_count_linebreak,pass_count_linebreak_attempted,pass_count_linebreak_completed,passopportunity_count_torun,pass_count_torun_attempted,pass_count_torun_completed,pass_pct_torun_completed,pass_avgxpass_torun_attempted,pass_count_torun_shotwithin10s,pass_count_torun_goalwithin10s,passopportunity_count_dangerous,pass_count_dangerous_attempted,pass_pct_dangerous_completed,pass_count_dangerous_completed,pass_count_difficultpass_attempted
1212,2. Bundesliga (DE),670,Amin Younes,A. Younes,1993-08-06,48.7,12.16,12.12,5,5,0,215.0,43.0,0.0,0.8,66.0,13.2,9.2,69.7,71.33,14.72,0.6,4.0,2.4,0.8,1.2,5.2,1.4,0.6,13.2,5.2,3.4,65.39,64.84,0.4,0.0,13.2,4.2,61.91,2.6,4.8
1212,2. Bundesliga (DE),1442,Branimir Hrgota,B. Hrgota,1993-01-12,93.61,22.77,25.51,31,29,2,2771.0,95.55,0.38,2.28,755.0,26.03,20.41,78.41,78.65,14.44,1.07,5.9,5.83,0.55,1.0,8.38,2.45,1.76,29.48,10.14,7.59,74.83,74.01,1.59,0.28,24.31,5.66,61.59,3.48,6.55
1212,2. Bundesliga (DE),1697,Cédric Itten,C. Itten,1996-12-27,96.2,26.19,26.72,30,29,1,1217.0,41.97,0.17,1.28,365.0,12.59,9.24,73.42,74.06,11.91,0.28,4.21,2.07,0.72,0.52,0.86,0.38,0.31,20.55,6.62,4.72,71.36,69.64,0.93,0.17,14.69,3.41,54.55,1.86,3.79
1212,2. Bundesliga (DE),1841,Christian Mathenia,C. Mathenia,1992-03-31,98.36,22.92,26.12,1,1,0,80.0,80.0,0.0,1.0,30.0,30.0,29.0,96.67,88.44,32.65,16.0,9.0,4.0,0.0,0.0,31.0,9.0,8.0,19.0,8.0,8.0,100.0,93.0,1.0,0.0,0.0,0.0,,0.0,2.0
1212,2. Bundesliga (DE),2290,Danilo Teodoro Soares,Danilo Soares,1991-10-29,74.97,18.88,20.38,3,3,0,215.0,71.67,0.0,0.67,75.0,25.0,18.67,74.67,78.4,15.2,0.67,6.67,4.67,0.0,0.0,21.33,6.33,5.0,26.33,12.0,9.67,80.56,72.82,0.67,0.0,9.33,2.67,37.5,1.0,6.33
1212,2. Bundesliga (DE),2454,David Kinsombi,D. Kinsombi,1995-12-12,7.2,1.01,1.93,3,3,0,16.0,5.33,0.0,0.0,4.0,1.33,1.33,100.0,84.95,13.14,0.0,0.67,0.33,0.0,0.0,1.33,0.33,0.33,0.67,0.33,0.33,100.0,90.22,0.0,0.0,0.67,0.0,,0.0,0.33
1212,2. Bundesliga (DE),2553,Dawid Kownacki,D. Kownacki,1997-03-14,55.69,14.89,14.42,21,21,0,458.0,21.81,0.24,0.62,143.0,6.81,5.0,73.43,78.26,14.45,0.33,2.86,1.57,0.14,0.52,1.14,0.48,0.24,6.86,2.57,1.86,72.22,73.78,0.48,0.24,3.52,1.19,48.0,0.57,1.48
1212,2. Bundesliga (DE),2938,Edin Džeko,E. Džeko,1986-03-17,59.56,15.37,13.95,11,11,0,384.0,34.91,0.09,1.55,125.0,11.36,7.91,69.6,68.61,12.29,0.36,5.55,1.55,2.18,0.55,1.82,0.82,0.18,15.55,5.09,3.73,73.21,64.12,0.91,0.18,16.36,5.27,51.72,2.73,4.73
1212,2. Bundesliga (DE),3235,Fabian Holland,F. Holland,1990-07-11,35.83,9.08,10.07,21,20,1,746.0,37.3,0.1,0.6,245.0,12.25,10.5,85.71,83.95,16.78,0.85,2.75,2.5,0.1,0.05,7.1,1.75,1.35,8.65,3.2,2.7,84.38,77.72,0.2,0.05,3.1,0.75,73.33,0.55,2.5
1212,2. Bundesliga (DE),3372,Felix Klaus,F. Klaus,1992-09-13,95.1,22.71,25.76,25,23,2,1890.0,82.17,0.57,3.09,603.0,26.22,20.7,78.94,77.83,14.0,0.91,6.3,5.7,1.0,0.78,7.43,1.91,1.39,25.57,8.57,6.48,75.63,72.14,1.48,0.26,22.74,6.04,54.68,3.3,7.43
