competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,possession_count_total,possession_count,possession_count_retained,possession_pct_retained,possession_count_shotwithin10s,possession_count_goalwithin10s,possession_avgdistance,possession_avgduration,reception_count_total,reception_count,reception_count_retained,reception_pct_retained,reception_count_intensepressure_tightspace,reception_count_intensepressure_tightspace_retained,reception_pct_intensepressure_tightspace_retained,reception_count_inspace,longcarry_count_total,longcarry_count,longcarry_count_retained,longcarry_count_forwardtrajectory,longcarry_count_forwardtrajectory_retained,longcarry_count_abovehsr,longcarry_count_forwardtrajectory_abovehsr,longcarry_count_forwardtrajectory_abovehsr_retained,longcarry_pct_forwardtrajectory_abovehsr_retained,longcarry_pct_retained,longcarry_pct_forwardtrajectory_retained,possession_count_forwardmomentum,giveandgo_count,possession_count_beatbymovement,possession_count_beatbypossession,possession_count_drawnpressure,possession_count_drawnpressure_retained,possession_pct_drawnpressure_retained,reception_count_intensepressure_constrainedspace,possession_count_escapedpressure,possession_pct_escapedpressure,reception_count_intensepressure,possession_count_intensepressure_progressed,possession_pct_intensepressure_progressed,possession_count_intensepressure_dangercreated,possession_pct_intensepressure_dangercreated
1196,Super League (CH),390,Albian Ajeti,A. Ajeti,1997-02-26,52.82,15.36,12.51,32,32,0,400.0,12.5,6.06,48.5,3.03,0.22,4.83,1.33,258.0,8.06,4.03,50.0,2.84,1.16,40.66,2.34,87.0,2.72,1.72,0.78,0.28,0.47,0.19,0.03,16.67,63.22,36.0,0.66,1.09,1.06,0.31,0.0,0.0,,3.59,0.5,13.91,5.78,0.5,8.65,1.44,24.86
1196,Super League (CH),535,Alexander Hack,A. Hack,1993-09-08,93.59,21.14,22.9,13,13,0,492.0,37.85,27.08,71.54,1.62,0.15,3.64,1.27,264.0,20.31,16.69,82.2,0.23,0.0,0.0,18.38,76.0,5.85,4.15,3.46,2.62,0.62,0.15,0.08,50.0,71.05,75.56,0.08,0.0,0.0,0.08,0.77,0.46,60.0,0.54,0.0,0.0,1.08,0.54,50.0,0.08,7.14
1196,Super League (CH),673,Amir Abrashi,A. Abrashi,1990-03-27,50.02,10.89,15.01,11,11,0,185.0,16.82,13.18,78.38,1.0,0.09,2.48,0.84,91.0,8.27,7.18,86.81,0.36,0.36,100.0,6.36,15.0,1.36,1.09,0.55,0.45,0.27,0.18,0.18,100.0,80.0,83.33,0.27,0.27,0.0,0.09,0.0,0.0,,0.64,0.18,28.57,1.09,0.36,33.33,0.09,8.33
1196,Super League (CH),943,Anto Grgić,A. Grgić,1996-11-28,95.69,28.24,23.0,36,36,0,1984.0,55.11,47.11,85.48,3.19,0.28,2.95,1.06,1492.0,41.44,36.47,88.0,0.89,0.5,56.25,34.64,191.0,5.31,4.75,2.17,2.06,0.47,0.25,0.22,88.89,89.53,94.87,1.06,0.97,0.03,0.08,0.36,0.25,69.23,1.94,0.31,15.71,3.69,0.58,15.79,0.14,3.76
1196,Super League (CH),1287,Benjamin Kololli,B. Kololli,1992-05-15,50.78,13.51,13.58,28,28,0,491.0,17.54,11.57,65.99,2.5,0.21,5.91,1.7,328.0,11.71,8.18,69.82,2.39,1.39,58.21,6.82,126.0,4.5,3.14,2.29,1.43,0.71,0.57,0.29,50.0,69.84,62.5,0.57,1.21,0.68,0.5,0.29,0.21,75.0,2.93,0.54,18.29,4.75,0.68,14.29,1.0,21.05
1196,Super League (CH),2509,David von Ballmoos,D. von Ballmoos,1994-12-30,98.54,28.89,24.33,15,15,0,614.0,40.93,30.73,75.08,0.0,0.0,5.01,3.39,428.0,28.53,22.87,80.14,0.4,0.27,66.67,27.93,124.0,8.27,6.0,6.0,4.73,0.0,0.0,0.0,,72.58,78.89,0.0,0.0,0.0,0.0,0.27,0.13,50.0,0.67,0.13,20.0,0.73,0.4,54.55,0.0,0.0
1196,Super League (CH),3228,Ezgjan Alioski,E. Alioski,1992-02-12,49.23,14.49,11.06,20,20,0,584.0,29.2,21.05,72.09,3.15,0.15,3.98,1.43,442.0,22.1,16.7,75.57,1.15,0.55,47.83,19.8,92.0,4.6,3.25,3.1,2.15,1.05,0.9,0.65,72.22,70.65,69.36,0.1,1.2,0.15,0.05,0.35,0.3,85.71,1.8,0.3,16.67,2.95,0.45,15.25,0.45,15.25
1196,Super League (CH),4090,Gregory Wüthrich,G. Wüthrich,1994-12-04,83.06,24.48,19.72,25,25,0,1037.0,41.48,34.48,83.12,0.92,0.12,4.97,1.64,703.0,28.12,25.28,89.9,0.04,0.0,0.0,27.32,196.0,7.84,6.68,4.76,3.88,1.12,0.56,0.44,78.57,85.2,81.51,0.04,0.32,0.08,0.04,0.6,0.28,46.67,0.2,0.0,0.0,0.36,0.04,11.11,0.0,0.0
1196,Super League (CH),4521,Ivan Ricardo Neves Abreu Cavaleiro,I. Cavaleiro,1993-10-18,70.61,16.18,17.73,13,13,0,352.0,27.08,16.38,60.51,2.23,0.38,6.58,1.88,237.0,18.23,11.31,62.03,3.77,1.69,44.9,11.54,101.0,7.77,3.62,4.08,1.54,1.77,0.85,0.23,27.27,46.54,37.73,0.92,4.62,0.15,0.62,0.54,0.15,28.57,4.77,0.46,9.68,6.85,1.15,16.85,0.92,13.48
1196,Super League (CH),4702,Jan Bamert,J. Bamert,1998-03-09,86.03,18.84,22.23,33,31,2,968.0,31.23,23.84,76.34,1.32,0.19,4.32,1.53,541.0,17.45,15.06,86.32,0.1,0.1,100.0,15.81,155.0,5.0,3.77,2.9,2.42,0.97,0.52,0.35,68.75,75.48,83.33,0.13,0.06,0.0,0.29,0.39,0.19,50.0,0.29,0.06,22.22,0.52,0.16,31.25,0.0,0.0
1196,Super League (CH),5123,Joël Mall,J. Mall,1991-04-05,93.72,27.25,24.15,28,28,0,721.0,25.75,16.93,65.74,0.0,0.0,4.98,3.25,441.0,15.75,11.11,70.52,0.29,0.04,12.5,15.14,142.0,5.07,2.93,3.39,2.07,0.0,0.0,0.0,,57.75,61.05,0.0,0.0,0.0,0.0,0.21,0.11,50.0,0.39,0.07,18.18,0.54,0.11,20.0,0.0,0.0
1196,Super League (CH),6166,Leonardo Bertone,L. Bertone,1994-03-14,97.09,21.46,24.63,33,31,2,1225.0,39.52,26.45,66.94,4.1,0.35,3.21,1.11,608.0,19.61,14.61,74.51,1.1,0.55,50.0,16.06,152.0,4.9,3.42,2.77,1.81,0.77,0.45,0.26,57.14,69.74,65.12,0.35,1.94,0.16,0.03,0.13,0.1,75.0,1.61,0.1,6.0,3.39,0.9,26.67,0.42,12.38
1196,Super League (CH),6241,Linus Obexer,L. Obexer,1997-06-05,91.77,22.57,24.07,2,2,0,83.0,41.5,21.0,50.6,4.0,0.0,4.51,1.37,53.0,26.5,13.5,50.94,1.5,0.0,0.0,23.0,16.0,8.0,2.5,5.0,1.5,1.5,1.0,0.0,0.0,31.25,30.0,0.0,2.0,0.0,1.5,2.0,0.0,0.0,2.0,0.0,0.0,3.5,0.5,14.28,0.5,14.29
