competition_edition,league,player_name,player_short_name,player_id,player_birthdate,minutes_full_all,count_match,count_match_failed,total_distance_full_all,total_metersperminute_full_all,running_distance_full_all,hsr_distance_full_all,hsr_count_full_all,sprint_distance_full_all,sprint_count_full_all,hi_distance_full_all,hi_count_full_all,psv99,psv99_top5,peak_velocity,peak_velocity_top3,medaccel_count_full_all,highaccel_count_full_all,meddecel_count_full_all,highdecel_count_full_all,explacceltohsr_count_full_all,timetohsr_top3,timetohsrpostcod_top3,explacceltosprint_count_full_all,timetosprint_top3,timetosprintpostcod_top3,cod_count_full_all,timeto505around90_top3,timeto505around180_top3
1212,2. Bundesliga (DE),Amin Younes,A. Younes,670,1993-08-06,48.7,5,0,5875.2,120.63,1042.6,393.4,31.0,66.4,3.8,459.8,34.8,26.3,26.3,27.68,28.17,61.8,2.8,51.0,9.8,1.8,0.9,,0.4,,,23.0,2.07,
1212,2. Bundesliga (DE),Branimir Hrgota,B. Hrgota,1442,1993-01-12,91.0,33,0,9975.67,109.62,1292.61,471.67,43.36,115.03,6.91,586.7,50.27,27.94,30.58,29.83,32.27,81.73,3.09,68.0,12.76,1.97,0.72,0.76,0.42,1.62,1.65,36.48,1.85,2.75
1212,2. Bundesliga (DE),Cédric Itten,C. Itten,1697,1996-12-27,96.2,30,0,10283.8,106.9,1190.6,452.4,45.73,137.33,7.67,589.73,53.4,28.15,29.78,29.78,31.63,98.03,6.17,82.67,15.07,3.53,0.66,0.77,0.87,1.32,1.71,33.77,2.02,2.83
1212,2. Bundesliga (DE),Danilo Teodoro Soares,Danilo Soares,2290,1991-10-29,74.97,3,0,8402.33,112.07,1192.0,485.0,42.33,159.67,7.67,644.67,50.0,28.1,28.1,29.77,29.77,90.67,6.0,74.67,15.0,4.33,,,1.0,,,31.67,2.7,
1212,2. Bundesliga (DE),David Kinsombi,D. Kinsombi,2454,1995-12-12,16.22,1,2,2184.0,134.68,482.0,123.0,8.0,0.0,0.0,123.0,8.0,23.6,23.6,24.7,,27.0,1.0,20.0,2.0,0.0,,,0.0,,,9.0,,
1212,2. Bundesliga (DE),Dawid Kownacki,D. Kownacki,2553,1997-03-14,55.69,21,0,6179.1,110.95,909.05,458.81,43.52,172.19,9.71,631.0,53.24,28.79,30.24,29.97,31.8,65.76,7.0,54.48,12.0,5.1,0.62,0.63,1.38,1.38,1.43,29.48,1.8,2.52
1212,2. Bundesliga (DE),Edin Džeko,E. Džeko,2938,1986-03-17,59.57,11,0,6346.18,106.54,793.45,296.73,28.09,49.73,3.45,346.45,31.55,26.9,28.0,28.3,29.7,62.64,3.73,58.09,6.82,2.36,0.88,0.92,0.36,,,21.91,2.26,3.1
1212,2. Bundesliga (DE),Fabian Holland,F. Holland,3235,1990-07-11,40.63,19,2,4511.53,111.05,632.58,202.53,18.37,43.47,2.74,246.0,21.11,25.79,28.68,27.03,31.07,44.95,2.16,39.0,6.79,1.32,0.75,0.83,0.32,1.95,1.95,14.58,1.99,2.94
1212,2. Bundesliga (DE),Felix Klaus,F. Klaus,3372,1992-09-13,94.65,27,0,11068.3,116.94,1641.3,594.52,53.96,189.33,9.67,783.85,63.63,29.41,31.46,31.36,34.13,101.0,4.15,85.15,13.93,3.07,0.6,0.61,1.11,1.43,1.44,41.11,1.9,2.63
1212,2. Bundesliga (DE),Felix Passlack,F. Passlack,3375,1998-05-29,40.13,16,0,4862.12,121.16,845.5,356.75,31.69,122.81,6.19,479.56,37.88,29.09,31.32,30.12,32.63,56.0,4.19,44.75,9.12,3.12,0.62,0.68,0.81,1.22,,23.0,1.96,2.79
1212,2. Bundesliga (DE),Håvard Kallevik Nielsen,H. Nielsen,4168,1993-07-15,14.61,10,0,1704.6,116.67,204.6,76.9,8.2,38.0,1.3,114.9,9.5,27.41,29.66,27.87,30.73,18.5,0.7,14.0,2.1,0.2,,,0.0,,,5.6,2.58,
1212,2. Bundesliga (DE),Jean-Paul Boëtius,J. Boëtius,4864,1994-03-22,39.51,4,0,5034.25,127.42,939.75,244.25,22.0,66.25,4.25,310.5,26.25,28.02,28.02,29.32,30.5,46.25,1.5,40.5,4.0,1.0,,,0.25,,,18.25,2.44,
1212,2. Bundesliga (DE),John Anthony Brooks,J. Brooks,5168,1993-01-28,8.07,1,0,899.0,111.45,171.0,25.0,2.0,8.0,0.0,33.0,2.0,21.9,21.9,23.0,,11.0,2.0,7.0,3.0,0.0,,,0.0,,,2.0,,
1212,2. Bundesliga (DE),Jorrit Hendrix,J. Hendrix,5375,1995-02-06,95.09,31,0,11704.0,123.09,2027.84,671.06,52.26,134.9,8.03,805.97,60.29,27.56,29.52,29.64,31.6,112.29,3.1,96.48,12.58,1.87,0.67,0.72,0.45,1.65,,37.65,1.94,2.78
1212,2. Bundesliga (DE),Julian Green,J. Green,5573,1995-06-06,55.81,23,0,6494.78,116.37,962.22,276.0,24.91,48.65,3.04,324.65,27.96,26.77,28.92,28.24,30.8,63.09,1.83,54.35,7.52,1.26,0.67,0.7,0.17,1.84,,18.61,2.04,2.79
1212,2. Bundesliga (DE),Kenan Karaman,K. Karaman,5775,1994-03-05,94.28,32,0,10537.88,111.77,1541.56,560.69,52.84,152.06,8.22,712.75,61.06,28.18,30.78,30.04,32.6,100.97,5.03,85.97,17.16,3.84,0.55,0.69,0.38,1.42,1.53,37.53,1.88,2.48
1212,2. Bundesliga (DE),Kevin Vogt,K. Vogt,5880,1991-09-23,70.43,10,0,7456.9,105.88,970.0,296.0,28.0,101.7,5.8,397.7,33.8,29.25,30.94,30.45,32.43,73.3,3.4,61.1,7.4,2.2,0.7,0.8,0.5,,,17.2,1.89,2.81
1212,2. Bundesliga (DE),Marvin Marcel  Schulz,M. Schulz,7086,1995-01-15,58.22,24,0,6909.62,118.68,1113.92,410.5,34.54,106.75,5.83,517.25,40.38,28.15,29.76,29.37,31.23,62.25,1.96,57.12,7.96,1.04,0.65,0.68,0.29,1.54,1.54,25.46,1.88,2.74
1212,2. Bundesliga (DE),Matthias Zimmermann,M. Zimmermann,7268,1992-06-16,53.33,23,0,5982.78,112.17,859.0,351.91,31.52,111.91,5.96,463.83,37.48,27.19,29.16,28.5,30.73,67.91,4.48,56.0,12.04,2.78,0.69,0.73,0.65,1.5,1.81,20.43,2.13,2.78
1212,2. Bundesliga (DE),Noah Joel Sarenren Bazee,N. Sarenren Bazee,8108,1996-08-21,44.4,25,0,5220.48,117.57,804.28,344.88,32.48,129.6,6.36,474.48,38.84,29.24,32.3,30.38,33.3,53.16,3.92,44.08,7.84,2.76,0.64,0.81,0.8,1.38,1.63,21.44,1.82,2.7
