competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,optionoffered_count_total,optionoffered_count,optionoffered_count_targeted,optionoffered_count_received,optionoffered_count_shotwithin10s,optionoffered_count_goalwithin10s,optionoffered_count_linebreak,optionoffered_count_dangerous,optionoffered_count_inspace,optionoffered_count_wide,optionoffered_count_insidedefensiveshape,optionoffered_count_outsidedefensiveshape,optionoffered_count_penaltyarea,optionoffered_count_penaltyarea_received,optionoffered_count_penaltyarea_shotwithin10s,optionoffered_count_penaltyarea_goalwithin10s
1191,Czech Liga (CZ),574,Alexis Alégué Elandi,A. Alégué,1996-12-23,64.64,15.82,16.81,29,26,3,1939.0,74.58,24.73,18.12,2.0,0.23,25.46,10.31,11.19,42.92,31.12,43.46,2.62,0.12,0.04,0.0
1191,Czech Liga (CZ),5690,Kamil Vacek,K. Vacek,1987-05-18,54.51,13.17,16.35,4,3,1,164.0,54.67,17.33,15.67,0.67,0.0,9.0,4.67,14.33,10.33,36.67,18.0,1.33,0.0,0.0,0.0
1191,Czech Liga (CZ),6467,Lukáš Haraslín,L. Haraslín,1996-05-26,72.12,24.46,12.79,27,26,1,2406.0,92.54,30.62,25.04,3.46,0.31,34.15,21.23,18.85,57.5,26.5,66.04,8.77,1.31,0.54,0.04
1191,Czech Liga (CZ),6472,Lukáš Mareček,L. Mareček,1990-04-17,79.09,16.13,22.87,16,15,1,803.0,53.53,14.47,13.93,0.67,0.07,4.93,1.53,12.33,18.8,30.33,23.2,0.8,0.0,0.0,0.0
1191,Czech Liga (CZ),7118,Matěj Vydra,M. Vydra,1992-05-01,57.3,14.56,13.49,23,22,1,1532.0,69.64,20.32,12.77,2.64,0.32,18.0,27.64,6.0,11.27,56.91,12.73,11.32,1.14,0.59,0.09
1191,Czech Liga (CZ),7534,Mick van Buren,M. van Buren,1992-08-24,70.74,16.93,19.95,23,23,0,2006.0,87.22,26.57,16.91,1.48,0.13,27.04,24.48,9.61,23.39,58.96,28.26,11.26,1.17,0.35,0.04
1191,Czech Liga (CZ),8523,Pavel Kadeřábek,P. Kadeřábek,1992-04-25,69.52,21.44,13.1,22,21,1,1802.0,85.81,26.76,23.57,1.14,0.24,19.95,9.14,21.0,60.52,10.86,74.95,4.9,0.76,0.19,0.05
1191,Czech Liga (CZ),10603,Václav Pilař,V. Pilař,1988-10-13,54.94,14.09,15.17,24,24,0,1457.0,60.71,19.71,13.79,0.92,0.12,19.58,11.92,9.92,26.38,29.96,30.75,4.83,0.54,0.17,0.0
1191,Czech Liga (CZ),10762,Vladimír Darida,V. Darida,1990-08-08,92.69,21.89,26.34,32,32,0,3631.0,113.47,35.16,29.38,2.22,0.31,17.0,15.53,23.91,33.81,81.81,31.66,7.19,0.72,0.34,0.12
1191,Czech Liga (CZ),11273,Tomáš Koubek,T. Koubek,1992-08-26,98.41,21.95,22.89,33,32,1,1092.0,34.12,14.09,13.94,0.0,0.0,0.03,0.0,14.38,0.06,0.06,34.06,0.0,0.0,0.0,0.0
1191,Czech Liga (CZ),12651,Michal Sadílek,M. Sadílek,1999-05-31,79.06,19.21,15.77,29,28,1,2457.0,87.75,21.93,18.64,1.61,0.11,10.21,11.64,15.21,28.29,57.64,30.11,6.82,0.93,0.29,0.04
1191,Czech Liga (CZ),12704,Giannis-Fivos Botos,G. Botos,2000-12-20,54.99,12.84,13.85,20,20,0,1389.0,69.45,19.35,13.05,1.5,0.0,18.0,16.5,8.35,19.45,53.5,15.95,7.1,0.65,0.3,0.0
1191,Czech Liga (CZ),12710,Jan Hanuš,J. Hanuš,1988-04-28,98.66,24.01,24.67,26,23,3,845.0,36.74,11.09,10.91,0.0,0.0,0.0,0.0,11.48,0.0,0.04,36.7,0.0,0.0,0.0,0.0
1191,Czech Liga (CZ),12715,David Lischka,D. Lischka,1997-08-15,93.15,23.35,24.29,22,21,1,1228.0,58.48,21.24,20.14,0.19,0.0,1.05,3.71,20.24,8.86,8.0,50.48,3.57,0.24,0.1,0.0
1191,Czech Liga (CZ),12716,Eduard Sobol,E. Sobol,1995-04-20,77.23,17.82,20.65,12,10,2,577.0,57.7,19.9,17.0,0.7,0.0,9.7,5.1,15.1,44.4,8.8,48.9,2.4,0.1,0.1,0.0
1191,Czech Liga (CZ),12719,Tomáš Holeš,T. Holeš,1993-03-31,92.51,23.03,18.02,25,24,1,1927.0,80.29,26.62,25.21,0.79,0.12,1.12,4.88,24.29,37.04,10.25,70.04,4.58,0.38,0.17,0.04
1191,Czech Liga (CZ),12723,Lukáš Masopust,L. Masopust,1993-02-12,64.81,15.44,15.92,26,25,1,1516.0,60.64,18.04,16.28,0.8,0.12,8.32,4.48,14.08,17.96,31.88,28.76,2.56,0.4,0.12,0.04
1191,Czech Liga (CZ),12724,Michal Trávník,M. Trávník,1994-05-17,90.18,21.3,22.68,26,26,0,2472.0,95.08,31.08,27.42,1.85,0.0,16.96,8.38,21.58,33.92,54.31,40.77,2.88,0.38,0.15,0.0
1191,Czech Liga (CZ),12726,Dominik Pleštil,D. Pleštil,1999-08-09,32.33,8.08,7.81,13,13,0,435.0,33.46,9.15,4.23,0.31,0.08,8.77,14.31,1.08,7.54,21.46,12.0,8.46,0.38,0.08,0.0
1191,Czech Liga (CZ),12730,Jan Chramosta,J. Chramosta,1990-10-12,55.66,14.18,13.76,30,27,3,1787.0,66.19,16.19,10.52,1.56,0.19,23.26,21.3,5.59,18.81,42.96,23.22,9.93,1.0,0.48,0.04
1191,Czech Liga (CZ),12792,Ondřej Kolář,O. Kolář,1994-10-17,32.88,5.1,10.76,1,1,0,10.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
