competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,possession_count_total,possession_count,possession_count_retained,possession_pct_retained,possession_count_shotwithin10s,possession_count_goalwithin10s,possession_avgdistance,possession_avgduration,reception_count_total,reception_count,reception_count_retained,reception_pct_retained,reception_count_intensepressure_tightspace,reception_count_intensepressure_tightspace_retained,reception_pct_intensepressure_tightspace_retained,reception_count_inspace,longcarry_count_total,longcarry_count,longcarry_count_retained,longcarry_count_forwardtrajectory,longcarry_count_forwardtrajectory_retained,longcarry_count_abovehsr,longcarry_count_forwardtrajectory_abovehsr,longcarry_count_forwardtrajectory_abovehsr_retained,longcarry_pct_forwardtrajectory_abovehsr_retained,longcarry_pct_retained,longcarry_pct_forwardtrajectory_retained,possession_count_forwardmomentum,giveandgo_count,possession_count_beatbymovement,possession_count_beatbypossession,possession_count_drawnpressure,possession_count_drawnpressure_retained,possession_pct_drawnpressure_retained,reception_count_intensepressure_constrainedspace,possession_count_escapedpressure,possession_pct_escapedpressure,reception_count_intensepressure,possession_count_intensepressure_progressed,possession_pct_intensepressure_progressed,possession_count_intensepressure_dangercreated,possession_pct_intensepressure_dangercreated
1173,Super Liga (RS),222,Adem Ljajić,A. Ljajić,1991-09-29,75.62,26.0,13.62,2,2,0,119.0,59.5,51.5,86.55,7.5,0.5,4.91,1.9,94.0,47.0,41.5,88.29,2.0,1.5,75.0,41.5,26.0,13.0,12.0,5.5,5.0,0.0,0.0,0.0,,92.31,90.91,0.5,4.5,0.0,1.0,1.5,1.5,100.0,2.0,0.0,0.0,4.0,0.5,12.5,0.5,12.5
1173,Super Liga (RS),397,Aldo Kalulu Kyatengwa,A. Kalulu,1996-01-21,44.79,13.15,7.79,2,2,0,36.0,18.0,13.5,75.0,3.0,0.0,6.97,1.85,25.0,12.5,10.5,84.0,1.0,1.0,100.0,8.5,7.0,3.5,2.5,3.0,2.0,1.5,1.5,1.0,66.67,71.43,66.67,0.0,3.5,0.0,0.0,0.0,0.0,,1.5,0.5,33.33,4.5,1.5,33.33,1.0,22.22
1173,Super Liga (RS),6969,Marko Arnautović,M. Arnautović,1989-04-19,64.83,22.35,13.21,16,15,1,335.0,22.33,14.93,66.87,5.13,1.2,4.24,1.39,264.0,17.6,12.33,70.08,4.27,2.4,56.25,9.8,62.0,4.13,2.6,2.07,1.2,0.27,0.2,0.13,66.67,62.9,58.07,1.27,1.73,1.13,0.47,0.2,0.13,66.67,5.6,0.93,16.67,8.13,0.87,10.66,2.73,33.61
1173,Super Liga (RS),6984,Marko Poletanović,M. Poletanović,1993-07-20,38.64,9.58,10.48,19,19,0,387.0,20.37,17.05,83.72,1.42,0.16,4.46,1.54,252.0,13.26,11.42,86.11,0.26,0.05,20.0,10.79,77.0,4.05,3.58,1.68,1.42,0.37,0.21,0.05,25.0,88.31,84.38,0.32,0.47,0.05,0.05,0.05,0.05,100.0,0.42,0.0,0.0,1.16,0.26,22.73,0.05,4.55
1173,Super Liga (RS),7149,Matheus Lima Magalhães,Matheus,1992-03-29,98.47,33.39,19.52,31,29,2,805.0,27.76,21.21,76.4,0.1,0.03,2.74,1.93,521.0,17.97,15.38,85.6,0.31,0.21,66.67,17.55,61.0,2.1,1.03,1.45,0.72,0.0,0.0,0.0,,49.18,50.0,0.0,0.0,0.0,0.0,0.07,0.07,100.0,0.48,0.14,28.57,0.69,0.45,65.0,0.0,0.0
1173,Super Liga (RS),7652,Miloš Kosanović,M. Kosanović,1990-05-28,85.03,25.77,21.63,10,9,1,517.0,57.44,50.44,87.81,0.56,0.0,3.35,1.78,403.0,44.78,41.33,92.31,0.22,0.11,50.0,43.33,50.0,5.56,4.67,3.0,2.44,0.44,0.11,0.0,0.0,84.0,81.48,0.0,0.56,0.0,0.0,0.78,0.56,71.43,0.56,0.22,40.0,1.0,0.56,55.56,0.0,0.0
1173,Super Liga (RS),7659,Miloš Veljković,M. Veljković,1995-09-26,93.99,30.56,18.25,15,14,1,853.0,60.93,54.07,88.75,2.14,0.21,4.26,1.61,614.0,43.86,40.57,92.51,0.36,0.0,0.0,41.93,145.0,10.36,9.64,7.43,6.86,0.5,0.07,0.07,100.0,93.1,92.31,0.07,0.0,0.0,0.0,0.57,0.07,12.5,0.36,0.0,0.0,0.57,0.0,0.0,0.14,25.0
1173,Super Liga (RS),7809,Muhamed Bešić,M. Bešić,1992-09-10,76.87,19.52,22.46,21,20,1,814.0,40.7,33.1,81.33,1.15,0.1,8.51,2.72,532.0,26.6,23.1,86.84,0.3,0.15,50.0,24.15,309.0,15.45,13.05,7.25,5.9,1.85,1.1,0.65,59.09,84.47,81.38,0.4,1.0,0.0,0.15,1.55,0.95,61.29,0.55,0.2,36.36,1.35,0.25,18.52,0.05,3.7
1173,Super Liga (RS),7922,Nenad Tomović,N. Tomović,1987-08-30,89.66,21.69,23.67,29,27,2,1056.0,39.11,32.22,82.39,1.11,0.07,5.58,1.81,664.0,24.59,21.89,89.01,0.0,0.0,,22.96,244.0,9.04,7.59,5.07,4.37,1.26,0.56,0.41,73.33,84.02,86.13,0.04,0.41,0.0,0.04,0.78,0.33,42.86,0.04,0.0,0.0,0.37,0.15,40.0,0.0,0.0
1173,Super Liga (RS),8772,Rade Krunić,R. Krunić,1993-10-07,77.31,26.42,15.16,25,23,2,1231.0,53.52,46.13,86.19,4.61,0.48,4.64,1.46,859.0,37.35,33.35,89.29,1.13,0.78,69.23,30.52,263.0,11.43,10.22,4.74,4.09,1.57,1.04,0.87,83.33,89.35,86.24,1.57,1.13,0.17,0.39,0.39,0.3,77.78,1.91,0.3,15.91,3.04,0.65,21.43,0.52,17.14
