competition_edition,league,player_name,player_short_name,player_id,player_birthdate,minutes_full_all,count_match,count_match_failed,total_distance_full_all,total_metersperminute_full_all,running_distance_full_all,hsr_distance_full_all,hsr_count_full_all,sprint_distance_full_all,sprint_count_full_all,hi_distance_full_all,hi_count_full_all,psv99,psv99_top5,peak_velocity,peak_velocity_top3,medaccel_count_full_all,highaccel_count_full_all,meddecel_count_full_all,highdecel_count_full_all,explacceltohsr_count_full_all,timetohsr_top3,timetohsrpostcod_top3,explacceltosprint_count_full_all,timetosprint_top3,timetosprintpostcod_top3,cod_count_full_all,timeto505around90_top3,timeto505around180_top3
1230,Eredivisie (NL),Aaron Meijers,A. Meijers,90,1987-10-28,47.12,12,0,5347.25,113.48,786.58,294.17,25.0,71.83,3.67,366.0,28.67,26.77,28.62,27.95,30.5,58.83,2.67,48.83,7.92,2.08,0.84,1.01,0.58,,,15.5,2.2,2.85
1230,Eredivisie (NL),Alassane Pléa,A. Pléa,348,1993-03-10,59.09,2,0,6582.5,111.39,958.0,506.0,41.5,126.5,8.5,632.5,50.0,28.2,28.2,29.45,,78.5,4.5,67.5,9.0,2.0,,,0.5,,,27.0,,
1230,Eredivisie (NL),Alen Halilović,A. Halilović,442,1996-06-18,10.83,5,0,1198.0,110.62,244.2,54.4,3.8,5.6,0.4,60.0,4.2,23.3,23.3,24.22,25.57,13.2,0.8,10.6,0.6,0.0,,,0.0,,,2.6,,
1230,Eredivisie (NL),André Ayew,A. Ayew,715,1989-12-17,54.36,16,1,5947.12,109.4,889.56,347.12,30.31,63.69,4.19,410.81,34.5,27.08,28.38,28.47,30.1,64.75,4.44,54.5,9.0,2.88,0.74,0.92,0.06,,,19.81,1.89,2.9
1230,Eredivisie (NL),Bart Nieuwkoop,B. Nieuwkoop,1197,1996-03-07,38.36,16,1,4433.56,115.57,640.25,278.31,25.88,100.56,5.31,378.88,31.19,29.02,31.58,30.24,32.9,45.12,3.31,37.81,7.31,2.44,0.65,0.68,0.69,1.15,1.37,15.06,2.06,2.73
1230,Eredivisie (NL),Bas Kuipers,B. Kuipers,1223,1994-08-17,22.11,7,0,2675.14,121.01,474.29,246.71,18.57,60.0,3.71,306.71,22.29,26.93,28.06,27.89,29.37,30.14,2.0,23.71,5.0,1.14,0.92,,0.29,,,12.57,2.39,3.02
1230,Eredivisie (NL),Bertrand Isidore Traoré,B. Traoré,1337,1995-09-06,62.77,1,0,7615.0,121.32,1244.0,583.0,56.0,345.0,14.0,928.0,70.0,31.5,31.5,32.3,,96.0,4.0,70.0,18.0,1.0,,,0.0,,,35.0,,
1230,Eredivisie (NL),Bram Nuytinck,B. Nuytinck,1435,1990-05-04,51.03,6,1,5275.83,103.38,693.67,250.33,20.67,67.17,3.33,317.5,24.0,27.1,27.36,28.05,28.7,50.0,2.67,39.33,4.33,1.17,1.01,,0.33,,,15.5,2.37,
1230,Eredivisie (NL),Brandley Kuwas,B. Kuwas,1440,1992-09-19,68.0,32,0,7181.41,105.61,927.47,407.53,38.44,143.12,6.94,550.66,45.38,28.63,31.68,29.93,33.23,71.81,4.53,60.16,9.84,2.72,0.64,0.65,0.72,1.24,1.82,28.16,1.8,2.72
1230,Eredivisie (NL),Bruno Martins Indi,B. Martins Indi,1509,1992-02-08,87.48,26,0,9270.88,105.98,1195.08,334.54,28.08,66.5,3.85,401.04,31.92,26.67,28.52,28.34,30.87,95.12,3.88,77.0,7.92,1.88,0.64,0.75,0.35,1.44,,18.77,1.97,2.97
1230,Eredivisie (NL),Bryan Linssen,B. Linssen,1541,1990-10-08,74.51,32,0,8301.03,111.4,1176.94,564.09,49.62,160.44,8.94,724.53,58.56,27.86,29.66,29.63,31.53,77.62,5.56,64.31,10.75,3.91,0.65,0.67,0.97,1.44,1.53,32.81,1.77,2.6
1230,Eredivisie (NL),Danny Bakker,D. Bakker,2300,1995-01-16,96.43,30,0,10701.8,110.98,1577.47,512.97,41.53,150.8,6.63,663.77,48.17,27.81,29.5,29.63,31.53,110.47,5.4,88.87,12.6,3.1,0.7,0.77,0.73,1.48,1.56,26.03,2.05,2.68
1230,Eredivisie (NL),Davy Klaassen,D. Klaassen,2548,1993-02-21,67.45,30,0,8698.13,128.96,1621.9,564.57,39.07,88.93,4.4,653.5,43.47,26.29,27.52,28.35,30.0,79.7,2.73,68.37,8.53,1.57,0.74,0.82,0.23,1.9,,26.27,1.82,2.8
1230,Eredivisie (NL),Denis Odoi,D. Odoi,2614,1988-05-27,86.7,18,1,9582.33,110.52,1279.06,482.22,43.89,164.0,8.94,646.22,52.83,28.63,29.9,30.19,31.5,104.56,6.28,87.78,14.17,3.72,0.71,0.89,1.39,1.34,1.9,25.11,2.09,2.8
1230,Eredivisie (NL),Dion Malone,D. Malone,2776,1989-02-13,23.87,11,0,2525.09,105.81,327.09,119.45,10.09,40.18,1.55,159.64,11.64,27.26,29.94,28.04,31.13,24.73,1.64,21.82,3.0,0.45,0.84,,0.27,1.58,,6.27,2.31,2.96
