competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,onballengagement_count_total,onballengagement_count,onballengagement_count_directregain,onballengagement_pct_directregain,onballengagement_count_indirectregain,onballengagement_pct_indirectregain,onballengagement_count_directdisruption,onballengagement_pct_directdisruption,onballengagement_count_indirectdisruption,onballengagement_pct_indirectdisruption,onballengagement_count_abovehsr,onballengagement_count_forcedbackward,onballengagement_pct_forcedbackward,onballengagement_count_beatenbymovement,onballengagement_pct_beatenbymovement,onballengagement_count_beatenbypossession,onballengagement_pct_beatenbypossession,onballengagement_count_pressingchain,onballengagement_count_consecutive,onballengagement_count_forwardtrajectory,onballengagement_count_dangeroussituation,onballengagement_count_dangeroussituation_dangermitigated,onballengagement_pct_dangermitigated,onballengagement_count_linebreakaffected,onballengagement_pct_linebreakaffected
1209,Niké Liga (SK),1445,Branislav Ňinaj,B. Ňinaj,1994-05-17,77.72,19.4,19.87,16,14,2,204.0,14.57,1.29,8.82,2.79,19.12,0.21,1.47,0.5,3.43,2.5,0.36,2.45,0.43,2.94,0.29,1.96,2.21,1.29,2.71,8.0,1.57,11.31,0.21,1.47
1209,Niké Liga (SK),4147,Guram Kashia,G. Kashia,1987-07-04,81.47,24.8,18.56,15,14,1,188.0,13.43,1.29,9.57,2.71,20.21,0.29,2.13,0.64,4.79,2.07,0.14,1.06,1.07,7.98,0.36,2.66,1.86,0.93,3.79,7.64,1.93,15.45,0.21,1.6
1209,Niké Liga (SK),5882,Kevin Wimmer,K. Wimmer,1992-11-15,68.24,23.24,14.96,15,15,0,208.0,13.87,0.93,6.73,3.47,25.0,0.13,0.96,0.73,5.29,2.0,0.2,1.44,1.0,7.21,0.47,3.37,1.6,1.8,3.07,7.87,1.33,9.93,0.27,1.92
1209,Niké Liga (SK),9107,Róbert Mak,R. Mak,1991-03-08,44.82,15.31,9.56,30,29,1,558.0,19.24,0.45,2.33,2.79,14.52,0.1,0.54,0.76,3.94,3.83,1.55,8.07,0.03,0.18,0.21,1.07,7.66,3.76,6.69,2.31,0.34,6.26,1.52,7.89
1209,Niké Liga (SK),9522,Samuel  Štefánik,S. Štefánik,1991-11-16,80.12,21.61,21.76,32,28,4,1108.0,39.57,1.64,4.15,5.89,14.89,0.25,0.63,2.0,5.05,3.79,2.71,6.86,0.18,0.45,0.36,0.9,13.96,5.86,11.36,9.64,1.43,3.95,3.43,8.66
1209,Niké Liga (SK),10767,Vladimír Weiss,V. Weiss,1989-11-30,54.54,17.79,11.82,27,26,1,490.0,18.85,0.5,2.65,2.73,14.49,0.12,0.61,0.77,4.08,4.08,1.0,5.31,0.04,0.2,0.35,1.84,6.23,2.88,5.58,3.23,0.35,2.59,1.31,6.94
1209,Niké Liga (SK),12281,Adam Jakubech,A. Jakubech,1997-01-02,90.74,24.37,22.18,9,8,1,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1209,Niké Liga (SK),12567,Erik Sabo,E. Sabo,1991-11-22,89.09,24.69,20.17,28,26,2,517.0,19.88,1.08,5.42,3.35,16.83,0.31,1.55,0.58,2.9,2.65,0.65,3.29,0.27,1.35,0.42,2.13,3.92,2.88,4.08,8.88,1.5,8.86,0.96,4.83
1209,Niké Liga (SK),12570,Michal Ďuriš,M. Ďuriš,1988-06-01,37.23,9.44,8.15,24,21,3,336.0,16.0,0.48,2.98,2.38,14.88,0.05,0.3,0.57,3.57,3.19,0.95,5.95,0.05,0.3,0.0,0.0,6.67,2.71,5.95,0.81,0.05,0.75,1.24,7.74
1209,Niké Liga (SK),12721,Miloš Kratochvíl,M. Kratochvíl,1996-04-26,84.94,23.54,19.21,22,20,2,800.0,40.0,1.9,4.75,7.85,19.63,0.3,0.75,1.45,3.62,6.25,1.5,3.75,0.45,1.12,0.75,1.87,10.85,6.05,9.5,12.7,2.2,5.72,2.6,6.5
1209,Niké Liga (SK),13037,Andraž Šporar,A. Šporar,1994-02-27,78.68,24.24,18.07,13,12,1,231.0,19.25,0.08,0.43,3.33,17.32,0.17,0.87,0.83,4.33,6.25,0.92,4.76,0.0,0.0,0.08,0.43,8.67,1.67,8.33,1.83,0.0,0.0,1.83,9.52
1209,Niké Liga (SK),13224,Roman Procházka,R. Procházka,1989-03-14,63.34,17.5,13.43,20,18,2,555.0,30.83,1.28,4.15,5.33,17.3,0.22,0.72,1.0,3.24,3.89,1.94,6.31,0.22,0.72,0.39,1.26,9.83,5.44,8.11,8.17,1.0,4.34,2.06,6.67
1209,Niké Liga (SK),13517,Dominik Sváček,D. Sváček,1997-02-24,82.8,23.51,21.45,4,4,0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1209,Niké Liga (SK),13627,Martin Vantruba,M. Vantruba,1998-02-07,98.45,26.04,22.44,10,7,3,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1209,Niké Liga (SK),13707,Ivan Rehák,I. Rehák,2001-04-27,97.51,27.43,22.31,6,5,1,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1209,Niké Liga (SK),13708,Dominik Takáč,D. Takáč,1999-01-12,97.74,29.04,22.8,22,21,1,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1209,Niké Liga (SK),13805,Markus Poom,M. Poom,1999-02-27,90.83,25.34,21.72,13,13,0,418.0,32.15,0.85,2.63,6.38,19.86,0.23,0.72,1.62,5.02,3.31,2.08,6.46,0.31,0.96,0.77,2.39,6.54,3.77,7.46,13.15,1.92,6.67,2.38,7.42
1209,Niké Liga (SK),14380,Hilary Gong Chukwah,H. Gong,1998-10-10,60.3,16.65,13.19,17,14,3,399.0,28.5,0.93,3.26,4.43,15.54,0.07,0.25,1.0,3.51,5.36,2.0,7.02,0.07,0.25,0.5,1.75,10.14,5.29,9.86,3.71,0.29,1.19,1.79,6.26
1209,Niké Liga (SK),14578,Philip Azango Elayo,P. Azango,1997-05-21,57.49,15.67,12.85,24,23,1,526.0,22.87,0.7,3.04,4.3,18.82,0.0,0.0,0.78,3.42,3.13,1.22,5.32,0.04,0.19,0.39,1.71,6.7,3.7,6.22,3.96,0.52,3.77,1.65,7.22
1209,Niké Liga (SK),14672,Kingsley Madu,K. Madu,1995-12-12,39.47,10.13,9.85,5,5,0,45.0,9.0,0.0,0.0,1.2,13.33,0.2,2.22,0.4,4.45,1.4,0.6,6.67,0.6,6.66,0.0,0.0,1.2,1.2,0.8,4.4,1.0,11.57,0.2,2.22
1209,Niké Liga (SK),15520,Danylo Ignatenko,D. Ignatenko,1997-03-13,59.38,20.14,12.13,25,25,0,435.0,17.4,0.64,3.68,3.28,18.85,0.36,2.07,0.6,3.45,2.08,0.56,3.22,0.24,1.38,0.36,2.07,2.96,2.68,3.96,7.32,0.96,7.16,1.0,5.75
1209,Niké Liga (SK),16129,Martin Chrien,M. Chrien,1995-09-08,58.34,13.78,16.52,20,19,1,535.0,28.16,0.63,2.24,3.74,13.27,0.11,0.37,1.0,3.55,5.37,2.11,7.48,0.11,0.37,0.16,0.56,12.37,4.53,10.0,3.79,0.32,1.42,2.42,8.6
1209,Niké Liga (SK),16450,Filip Blažek,F. Blažek,1998-03-11,67.39,17.23,16.4,21,19,2,286.0,15.05,0.68,4.54,3.0,19.93,0.26,1.75,0.89,5.94,2.47,0.11,0.7,0.58,3.85,0.32,2.1,2.84,1.84,4.05,6.84,1.32,9.79,0.42,2.8
1209,Niké Liga (SK),16785,Maciej Kevin Dąbrowski,K. Dąbrowski,1998-06-09,96.05,23.54,27.26,13,13,0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1209,Niké Liga (SK),16822,Lukáš Skovajsa,L. Skovajsa,1994-03-27,66.1,17.02,14.98,18,18,0,369.0,20.5,1.0,4.88,3.72,18.16,0.39,1.9,0.89,4.33,2.94,0.5,2.44,0.67,3.25,0.89,4.34,2.89,3.06,4.89,9.17,1.67,10.38,0.56,2.71
1209,Niké Liga (SK),16827,Abdul Musa Zubairu,A. Zubairu,1998-10-03,73.03,20.42,18.52,28,27,1,1188.0,44.0,1.33,3.03,7.56,17.17,0.22,0.51,1.67,3.79,4.93,2.56,5.81,0.44,1.01,1.3,2.95,10.74,9.52,9.0,15.89,2.07,5.26,3.7,8.42
1209,Niké Liga (SK),16830,Jakub Paur,J. Paur,1992-07-04,53.95,14.33,11.94,23,22,1,606.0,27.55,0.95,3.47,4.64,16.83,0.27,0.99,0.91,3.3,4.73,1.45,5.28,0.18,0.66,0.41,1.49,9.68,5.82,7.82,4.5,0.68,3.98,2.0,7.26
1209,Niké Liga (SK),16838,Adrián Slávik,A. Slávik,1999-04-12,29.97,6.16,8.05,11,11,0,122.0,11.09,0.27,2.46,2.09,18.85,0.36,3.28,0.55,4.92,2.45,0.73,6.56,0.18,1.64,0.27,2.46,2.27,2.0,3.36,3.27,0.64,8.17,0.64,5.74
1209,Niké Liga (SK),16861,Dávid Strelec,D. Strelec,2001-04-04,51.86,15.63,11.53,3,3,0,34.0,11.33,0.0,0.0,0.33,2.94,0.0,0.0,1.0,8.83,3.67,1.33,11.76,0.0,0.0,0.0,0.0,6.0,2.67,4.67,0.0,0.0,,1.0,8.82
1209,Niké Liga (SK),16863,Kenan Bajrič,K. Bajrič,1994-12-20,98.3,29.7,22.38,27,26,1,510.0,19.62,1.46,7.45,4.04,20.59,0.27,1.37,0.88,4.51,4.04,0.42,2.16,0.81,4.12,0.5,2.55,2.58,2.27,4.08,10.62,2.08,11.91,0.58,2.94
1209,Niké Liga (SK),17002,Łukasz Wolsztyński,Ł. Wolsztyński,1994-12-08,41.32,10.01,12.2,8,8,0,221.0,27.62,0.25,0.9,3.62,13.12,0.25,0.9,1.5,5.43,3.0,1.38,4.98,0.0,0.0,0.12,0.45,12.38,4.12,8.5,2.38,0.38,1.66,1.88,6.79
1209,Niké Liga (SK),17170,Nikita Mihhailov,N. Mihhailov,2002-06-20,38.19,8.56,9.5,3,3,0,54.0,18.0,1.0,5.56,3.67,20.37,0.0,0.0,1.33,7.41,4.33,0.67,3.7,0.0,0.0,1.0,5.56,3.67,1.33,2.33,5.67,0.33,1.64,0.67,3.7
1209,Niké Liga (SK),17203,Svetozar Marković,S. Marković,2000-03-23,97.79,27.64,22.61,13,12,1,180.0,15.0,0.58,3.89,3.42,22.78,0.33,2.22,0.42,2.78,1.83,0.17,1.11,0.5,3.33,0.08,0.56,2.0,1.5,2.83,8.08,1.75,12.58,0.0,0.0
1209,Niké Liga (SK),17213,Aleksandar Popović,A. Popović,1999-09-27,96.22,27.08,22.9,23,21,2,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1209,Niké Liga (SK),17294,Benjamín Szaráz,B. Száraz,1998-03-09,93.8,21.5,28.64,16,15,1,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1209,Niké Liga (SK),17307,Kristóf Domonkos,K. Domonkos,1998-08-17,46.38,9.28,12.62,10,10,0,223.0,22.3,0.3,1.35,2.5,11.21,0.2,0.9,0.8,3.59,3.3,2.1,9.42,0.2,0.9,0.1,0.45,7.9,3.8,7.6,6.1,0.5,3.07,2.0,8.97
1209,Niké Liga (SK),17308,Christián Herc,C. Herc,1998-09-30,32.15,9.68,7.2,8,7,1,112.0,16.0,0.14,0.89,2.71,16.96,0.29,1.79,0.57,3.57,2.14,0.29,1.78,0.0,0.0,0.14,0.89,4.43,3.29,4.29,4.0,0.86,8.21,1.0,6.25
1209,Niké Liga (SK),17309,Kristián Koštrna,K. Koštrna,1993-12-15,82.09,22.76,18.41,20,19,1,328.0,17.26,1.05,6.1,3.84,22.26,0.11,0.61,0.37,2.13,1.74,0.68,3.96,0.26,1.52,0.84,4.88,3.42,1.84,4.63,7.42,1.26,7.63,0.53,3.05
1209,Niké Liga (SK),17314,Martin Bednár,M. Bednár,1999-04-22,92.09,25.22,23.81,31,30,1,654.0,21.8,1.0,4.59,3.93,18.04,0.4,1.83,1.03,4.74,3.2,0.87,3.98,0.8,3.67,0.63,2.91,4.57,3.03,5.17,9.67,1.77,9.1,1.1,5.05
1209,Niké Liga (SK),17316,César Rodolfo Blackman Camarena ,C. Blackman,1998-04-02,87.47,26.36,19.46,27,26,1,656.0,25.23,1.35,5.33,4.46,17.68,0.23,0.91,0.88,3.51,3.38,1.19,4.73,0.5,1.98,0.54,2.13,5.42,3.73,7.38,7.69,0.96,4.3,0.85,3.35
1209,Niké Liga (SK),17328,Taras Bondarenko,T. Bondarenko,1992-09-23,87.97,21.98,23.96,27,27,0,395.0,14.63,0.48,3.29,3.04,20.76,0.19,1.27,0.93,6.33,1.67,0.19,1.27,0.63,4.3,0.52,3.54,2.04,1.37,2.44,7.85,1.07,7.78,0.26,1.77
