competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,offballrun_count_total,offballrun_count,offballrun_count_shotwithin10s,offballrun_count_goalwithin10s,offballrun_count_targeted,offballrun_count_received,offballrun_avgdistance,offballrun_count_abovehsr,offballrun_count_penaltyarea,offballrun_count_dangerous,offballrun_count_dangerous_targeted,offballrun_count_dangerous_received
1191,Czech Liga (CZ),574,Alexis Alégué Elandi,A. Alégué,1996-12-23,64.64,15.82,16.81,29,26,3,436.0,16.77,1.12,0.19,7.65,5.54,13.0,5.85,1.31,4.85,1.73,0.88
1191,Czech Liga (CZ),5690,Kamil Vacek,K. Vacek,1987-05-18,54.51,13.17,16.35,4,3,1,49.0,16.33,0.33,0.0,6.0,5.33,10.1,0.67,0.67,3.0,0.67,0.33
1191,Czech Liga (CZ),6467,Lukáš Haraslín,L. Haraslín,1996-05-26,72.12,24.46,12.79,27,26,1,570.0,21.92,1.58,0.23,8.96,6.85,13.58,6.35,4.0,10.12,3.62,2.77
1191,Czech Liga (CZ),6472,Lukáš Mareček,L. Mareček,1990-04-17,79.09,16.13,22.87,16,15,1,175.0,11.67,0.2,0.0,3.93,3.8,12.64,1.13,0.27,0.6,0.27,0.2
1191,Czech Liga (CZ),7118,Matěj Vydra,M. Vydra,1992-05-01,57.3,14.56,13.49,23,22,1,428.0,19.45,1.27,0.23,6.95,4.32,14.83,6.86,5.68,13.18,4.45,2.41
1191,Czech Liga (CZ),7534,Mick van Buren,M. van Buren,1992-08-24,70.74,16.93,19.95,23,23,0,690.0,30.0,1.0,0.13,10.17,6.74,14.8,9.52,5.91,12.65,3.61,1.57
1191,Czech Liga (CZ),8523,Pavel Kadeřábek,P. Kadeřábek,1992-04-25,69.52,21.44,13.1,22,21,1,406.0,19.33,0.52,0.14,6.57,5.38,14.4,5.81,2.71,5.19,1.62,1.05
1191,Czech Liga (CZ),10603,Václav Pilař,V. Pilař,1988-10-13,54.94,14.09,15.17,24,24,0,375.0,15.62,0.67,0.12,6.75,4.83,12.29,3.67,2.25,6.04,2.33,1.33
1191,Czech Liga (CZ),10762,Vladimír Darida,V. Darida,1990-08-08,92.69,21.89,26.34,32,32,0,1145.0,35.78,0.88,0.28,11.28,8.84,14.29,8.75,4.78,10.12,2.28,1.28
1191,Czech Liga (CZ),11273,Tomáš Koubek,T. Koubek,1992-08-26,98.41,21.95,22.89,33,32,1,9.0,0.28,0.0,0.0,0.16,0.16,5.71,0.0,0.0,0.0,0.0,0.0
1191,Czech Liga (CZ),12651,Michal Sadílek,M. Sadílek,1999-05-31,79.06,19.21,15.77,29,28,1,726.0,25.93,0.61,0.04,7.18,5.71,13.38,6.14,3.89,6.46,1.61,0.86
1191,Czech Liga (CZ),12704,Giannis-Fivos Botos,G. Botos,2000-12-20,54.99,12.84,13.85,20,20,0,464.0,23.2,0.9,0.0,8.45,5.7,14.5,7.45,3.8,9.75,3.2,2.05
1191,Czech Liga (CZ),12710,Jan Hanuš,J. Hanuš,1988-04-28,98.66,24.01,24.67,26,23,3,6.0,0.26,0.0,0.0,0.04,0.04,5.84,0.0,0.0,0.0,0.0,0.0
1191,Czech Liga (CZ),12715,David Lischka,D. Lischka,1997-08-15,93.15,23.35,24.29,22,21,1,85.0,4.05,0.05,0.0,1.29,1.1,10.62,0.48,0.57,0.71,0.24,0.1
1191,Czech Liga (CZ),12716,Eduard Sobol,E. Sobol,1995-04-20,77.23,17.82,20.65,12,10,2,142.0,14.2,0.2,0.0,5.4,4.3,13.15,3.2,0.5,3.3,0.8,0.3
1191,Czech Liga (CZ),12719,Tomáš Holeš,T. Holeš,1993-03-31,92.51,23.03,18.02,25,24,1,314.0,13.08,0.33,0.08,4.88,4.46,12.54,1.96,0.75,1.08,0.42,0.29
1191,Czech Liga (CZ),12723,Lukáš Masopust,L. Masopust,1993-02-12,64.81,15.44,15.92,26,25,1,421.0,16.84,0.32,0.08,4.96,4.2,12.9,2.84,0.88,2.24,0.68,0.4
1191,Czech Liga (CZ),12724,Michal Trávník,M. Trávník,1994-05-17,90.18,21.3,22.68,26,26,0,684.0,26.31,0.69,0.0,10.0,8.5,13.73,5.35,1.5,4.38,1.27,0.81
1191,Czech Liga (CZ),12726,Dominik Pleštil,D. Pleštil,1999-08-09,32.33,8.08,7.81,13,13,0,136.0,10.46,0.15,0.08,3.69,1.85,15.63,4.08,2.92,5.85,1.77,0.62
1191,Czech Liga (CZ),12730,Jan Chramosta,J. Chramosta,1990-10-12,55.66,14.18,13.76,30,27,3,591.0,21.89,0.85,0.11,6.85,4.78,14.27,6.15,3.59,10.26,2.63,1.63
1191,Czech Liga (CZ),12792,Ondřej Kolář,O. Kolář,1994-10-17,32.88,5.1,10.76,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1191,Czech Liga (CZ),12797,Jan Bořil,J. Bořil,1991-01-11,86.52,21.81,17.49,22,22,0,326.0,14.82,0.27,0.05,4.59,3.68,13.32,2.14,2.18,3.59,0.59,0.41
1191,Czech Liga (CZ),12804,Michal Frydrych,M. Frydrych,1990-02-27,90.57,24.25,20.72,20,19,1,103.0,5.42,0.05,0.0,1.79,1.53,11.06,0.32,0.63,1.05,0.16,0.05
1191,Czech Liga (CZ),12806,Jaroslav Zelený,J. Zelený,1992-08-20,78.73,25.04,15.62,25,24,1,366.0,15.25,0.17,0.04,5.12,4.62,12.59,3.75,0.96,2.54,0.54,0.21
1191,Czech Liga (CZ),12807,Jan Matoušek,J. Matoušek,1998-05-09,60.81,15.22,16.02,15,14,1,301.0,21.5,0.93,0.14,7.29,4.21,14.86,7.71,4.71,10.79,2.93,1.14
1191,Czech Liga (CZ),12808,Matěj Valenta,M. Valenta,2000-02-09,41.67,11.67,8.01,22,20,2,215.0,10.75,0.5,0.0,3.7,3.05,13.34,2.2,0.65,2.75,0.75,0.5
1191,Czech Liga (CZ),13222,Lukáš Hejda,L. Hejda,1990-03-09,11.95,3.62,3.1,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,1.0,0.0,0.0
1191,Czech Liga (CZ),13228,Michael Krmenčík,M. Krmenčík,1993-03-15,33.78,8.58,7.26,28,28,0,261.0,9.32,0.32,0.04,2.39,1.46,14.0,2.36,2.43,6.14,1.36,0.82
1191,Czech Liga (CZ),13229,Patrik Hrošovský,P. Hrošovský,1992-04-22,96.26,27.52,21.33,16,16,0,435.0,27.19,0.56,0.06,9.06,8.44,12.21,5.38,2.38,6.38,1.12,0.81
1191,Czech Liga (CZ),13230,Jan Kovařík,J. Kovařík,1988-06-19,46.15,12.08,10.91,24,23,1,239.0,10.39,0.3,0.04,3.57,2.09,14.7,2.96,3.26,5.7,1.35,0.57
1191,Czech Liga (CZ),13232,Tomáš Chorý,T. Chorý,1995-01-26,86.07,19.9,17.32,24,24,0,731.0,30.46,1.96,0.33,11.79,7.04,14.45,10.33,9.08,14.58,4.67,2.46
1191,Czech Liga (CZ),13233,Milan Havel,M. Havel,1994-08-07,65.25,16.28,16.37,26,23,3,415.0,18.04,0.57,0.0,6.83,5.0,15.59,6.3,3.52,6.57,1.83,0.83
1191,Czech Liga (CZ),13253,Milan Petržela,M. Petržela,1983-06-19,41.76,10.52,9.21,18,18,0,214.0,11.89,0.33,0.06,3.72,3.0,12.93,3.22,1.28,4.33,0.89,0.61
