competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,optionoffered_count_total,optionoffered_count,optionoffered_count_targeted,optionoffered_count_received,optionoffered_count_shotwithin10s,optionoffered_count_goalwithin10s,optionoffered_count_linebreak,optionoffered_count_dangerous,optionoffered_count_inspace,optionoffered_count_wide,optionoffered_count_insidedefensiveshape,optionoffered_count_outsidedefensiveshape,optionoffered_count_penaltyarea,optionoffered_count_penaltyarea_received,optionoffered_count_penaltyarea_shotwithin10s,optionoffered_count_penaltyarea_goalwithin10s
1208,1. SNL (SI),1302,Benjamin Tetteh,B. Tetteh,1997-07-10,64.57,17.56,14.45,27,24,3,1756.0,73.17,24.12,14.33,2.12,0.29,20.79,34.29,4.04,10.88,50.75,22.42,17.92,2.46,0.88,0.17
1208,1. SNL (SI),2587,Dejan Lazarević,D. Lazarević,1990-02-15,17.41,2.08,5.28,2,2,0,19.0,9.5,2.0,1.0,0.5,0.0,3.5,2.5,0.0,2.0,5.5,4.0,0.0,0.0,0.0,0.0
1208,1. SNL (SI),2990,Hillel El Arbi Soudani,H. Soudani,1987-11-25,50.17,13.12,11.92,29,27,2,1465.0,54.26,17.15,10.78,1.93,0.3,15.85,21.07,6.19,16.74,24.3,29.96,10.89,1.44,0.78,0.07
1208,1. SNL (SI),3494,Florian  Hartherz,F. Hartherz,1993-05-29,72.0,22.16,17.17,16,13,3,1186.0,91.23,30.69,29.0,0.62,0.31,8.08,6.23,28.08,68.15,7.08,84.15,2.46,0.15,0.0,0.0
1208,1. SNL (SI),4212,Haris Vučkič,H. Vučkič,1992-08-21,71.43,16.48,22.57,13,12,1,919.0,76.58,22.83,17.42,1.33,0.0,19.25,15.08,10.5,21.67,59.25,17.33,6.33,0.58,0.25,0.0
1208,1. SNL (SI),4757,Jasmin Kurtič,J. Kurtič,1989-01-10,28.9,7.0,7.12,10,9,1,258.0,28.67,8.56,7.33,0.44,0.0,3.67,4.11,6.78,9.44,18.89,9.78,2.22,0.33,0.11,0.0
1208,1. SNL (SI),5482,Josip Iličić,J. Iličić,1988-01-29,66.59,18.46,15.51,28,23,5,1784.0,77.57,23.48,17.74,2.3,0.43,23.35,19.3,11.61,17.48,53.0,24.57,8.3,0.83,0.3,0.04
1208,1. SNL (SI),6459,Luka Krajnc,L. Krajnc,1994-09-19,81.77,24.19,16.66,14,13,1,1033.0,79.46,29.38,28.62,0.46,0.0,1.38,1.69,29.23,24.46,7.15,72.31,1.46,0.08,0.08,0.0
1208,1. SNL (SI),9811,Sheyi Ojo,S. Ojo,1997-06-19,82.33,22.73,18.42,28,26,2,2364.0,90.92,32.0,27.0,2.5,0.19,19.62,12.08,23.35,61.31,19.81,71.12,5.23,0.62,0.27,0.04
1208,1. SNL (SI),10497,Tomi Jurić,T. Jurić,1991-07-22,46.67,11.93,12.57,8,5,3,273.0,54.6,14.8,6.8,0.8,0.2,14.2,18.4,1.6,7.6,39.8,14.8,9.2,0.8,0.2,0.0
1208,1. SNL (SI),10594,Uroš Korun,U. Korun,1987-05-25,78.84,20.86,22.63,13,9,4,587.0,65.22,22.78,21.33,0.11,0.0,1.33,1.44,21.44,4.11,7.22,58.0,0.78,0.11,0.0,0.0
