competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,optionoffered_count_total,optionoffered_count,optionoffered_count_targeted,optionoffered_count_received,optionoffered_count_shotwithin10s,optionoffered_count_goalwithin10s,optionoffered_count_linebreak,optionoffered_count_dangerous,optionoffered_count_inspace,optionoffered_count_wide,optionoffered_count_insidedefensiveshape,optionoffered_count_outsidedefensiveshape,optionoffered_count_penaltyarea,optionoffered_count_penaltyarea_received,optionoffered_count_penaltyarea_shotwithin10s,optionoffered_count_penaltyarea_goalwithin10s
1215,1. HNL (HR),433,Aleksandar Trajkovski,A. Trajkovski,1992-09-05,61.32,15.75,17.47,9,8,1,646.0,80.75,22.12,13.12,1.38,0.12,27.38,20.88,7.12,18.25,66.38,14.38,8.88,0.25,0.25,0.0
1215,1. HNL (HR),903,Ante Rebić,A. Rebić,1993-09-21,74.67,22.68,16.71,26,25,1,2325.0,93.0,27.92,20.48,2.76,0.32,35.04,26.96,11.8,39.56,48.68,44.32,12.44,1.24,0.64,0.12
1215,1. HNL (HR),2343,Dario Melnjak,D. Melnjak,1992-10-31,45.14,13.96,10.39,22,20,2,1167.0,58.35,17.15,14.7,1.2,0.05,11.65,8.45,12.95,34.95,13.2,45.15,3.25,0.25,0.25,0.0
1215,1. HNL (HR),2882,Duje Čop,D. Čop,1990-02-01,41.79,11.1,10.15,25,25,0,1253.0,50.12,13.36,6.8,0.84,0.08,13.0,21.72,2.4,9.76,38.32,11.8,12.44,0.8,0.28,0.04
1215,1. HNL (HR),3442,Filip Krovinović,F. Krovinović,1995-08-29,79.95,24.43,17.84,29,27,2,2933.0,108.63,33.81,29.63,2.04,0.15,26.7,17.11,23.93,30.44,76.56,32.07,6.22,0.56,0.37,0.0
1215,1. HNL (HR),5483,Josip Posavec,J. Posavec,1996-03-10,98.09,26.7,25.42,32,31,1,1506.0,48.58,18.94,18.9,0.0,0.0,0.0,0.0,19.74,0.1,0.03,48.55,0.0,0.0,0.0,0.0
1215,1. HNL (HR),5484,Josip Radošević,J. Radošević,1994-04-03,96.41,25.15,26.82,32,32,0,3236.0,101.12,28.47,26.47,0.97,0.09,12.81,3.81,22.06,21.91,71.41,29.72,0.72,0.06,0.03,0.0
1215,1. HNL (HR),6908,Mario Tičinović,M. Tičinović,1991-08-20,78.22,18.11,22.31,24,22,2,1367.0,62.14,21.23,18.59,0.91,0.09,10.64,4.5,17.64,46.59,5.86,56.27,1.5,0.14,0.05,0.05
1215,1. HNL (HR),6975,Marko Livaja,M. Livaja,1993-08-26,73.07,22.28,17.44,26,25,1,2221.0,88.84,29.64,18.56,3.48,0.48,28.24,36.76,8.6,12.76,62.44,26.4,21.0,2.6,1.2,0.2
1215,1. HNL (HR),9610,Scott McKenna,S. McKenna,1996-11-12,94.91,29.26,22.93,30,30,0,3247.0,108.23,47.93,47.03,0.5,0.07,0.87,2.07,48.3,11.87,6.0,102.23,1.8,0.17,0.13,0.0
1215,1. HNL (HR),10498,Tomislav Božić,T. Božić,1987-11-01,93.37,23.62,24.29,27,26,1,1923.0,73.96,26.35,25.54,0.54,0.04,0.96,3.04,25.54,21.73,8.23,65.73,2.65,0.15,0.12,0.0
1215,1. HNL (HR),11837,Dominik Livaković,D. Livaković,1995-01-09,96.49,31.8,23.4,14,14,0,509.0,36.36,17.43,17.21,0.0,0.0,0.0,0.0,17.71,0.0,0.0,36.36,0.0,0.0,0.0,0.0
1215,1. HNL (HR),12171,Rafael Euclides Soares Camacho,Rafael Camacho,2000-05-22,42.81,9.49,12.34,9,9,0,397.0,44.11,13.33,8.89,0.56,0.0,14.78,10.89,6.0,21.89,20.0,24.11,4.33,0.56,0.11,0.0
1215,1. HNL (HR),12194,Ronaël Pierre-Gabriel,R. Pierre-Gabriel,1998-06-13,43.23,9.73,5.62,1,1,0,55.0,55.0,11.0,9.0,0.0,0.0,6.0,4.0,9.0,48.0,8.0,47.0,3.0,0.0,0.0,0.0
1215,1. HNL (HR),12221,Yassine Benrahou,Y. Benrahou,1999-01-24,53.86,16.99,11.43,4,3,1,276.0,92.0,28.33,20.67,0.67,0.0,33.67,11.0,16.67,29.67,68.67,23.33,2.0,0.0,0.0,0.0
1215,1. HNL (HR),12372,Smail Prevljak,S. Prevljak,1995-05-10,84.81,22.47,22.74,32,32,0,2860.0,89.38,25.84,13.0,1.94,0.53,25.0,37.97,5.19,14.06,69.62,19.75,16.41,1.47,0.66,0.19
1215,1. HNL (HR),12418,Amer Gojak,A. Gojak,1997-02-13,58.23,15.32,14.62,30,29,1,1900.0,65.52,18.03,13.48,1.31,0.14,21.17,14.76,9.9,23.14,42.76,22.76,6.9,0.62,0.34,0.03
1215,1. HNL (HR),12421,Marko Lešković,M. Lešković,1991-04-27,44.2,10.62,13.32,4,3,1,113.0,37.67,11.33,11.0,0.33,0.0,1.0,2.0,10.67,3.33,4.0,33.67,1.0,0.33,0.33,0.0
1215,1. HNL (HR),12428,Kévin Theophile-Catherine,K. Theophile-Catherine,1989-10-28,74.13,21.09,16.28,3,3,0,262.0,87.33,32.0,30.67,0.0,0.0,2.33,1.0,32.0,12.0,8.67,78.67,0.67,0.33,0.0,0.0
1215,1. HNL (HR),12429,Marin Leovac,M. Leovac,1988-08-07,30.73,8.95,7.42,8,8,0,316.0,39.5,12.25,11.12,0.5,0.0,6.88,3.5,11.12,29.38,4.62,34.88,1.0,0.12,0.0,0.0
1215,1. HNL (HR),12592,Borna  Barišić,B. Barišić,1992-11-10,66.77,17.72,16.93,10,10,0,706.0,70.6,24.2,23.0,0.7,0.0,7.0,3.4,21.6,56.3,3.9,66.7,1.6,0.2,0.0,0.0
1215,1. HNL (HR),12593,Marko Rog ,M. Rog,1995-07-19,10.52,2.67,1.52,2,2,0,35.0,17.5,4.0,3.5,0.0,0.0,1.0,5.5,2.5,3.5,14.0,3.5,3.5,0.5,0.0,0.0
1215,1. HNL (HR),13013,Miha Zajc,M. Zajc,1994-07-01,71.21,22.61,17.62,24,24,0,2731.0,113.79,31.29,26.88,2.71,0.58,30.42,24.67,20.08,33.21,88.04,25.75,9.25,1.08,0.62,0.12
1215,1. HNL (HR),13038,Leo Štulac,L. Štulac,1994-09-26,71.73,18.81,20.39,10,10,0,943.0,94.3,27.9,24.7,0.9,0.0,10.6,5.5,22.9,31.7,54.5,39.8,2.0,0.0,0.0,0.0
1215,1. HNL (HR),13301,Mateo Barać,M. Barać,1994-07-20,63.18,14.01,21.31,9,9,0,342.0,38.0,13.22,12.89,0.22,0.0,0.22,0.11,13.11,6.11,2.78,35.22,0.33,0.0,0.0,0.0
1215,1. HNL (HR),13308,Dejan Ljubičić,D. Ljubičić,1997-10-08,71.68,21.12,18.51,15,15,0,1605.0,107.0,25.67,20.8,2.8,0.4,26.0,24.07,15.47,18.27,89.27,17.73,8.2,0.73,0.27,0.0
1215,1. HNL (HR),13582,Mario Šitum,M. Šitum,1992-04-04,42.89,11.52,11.01,16,15,1,603.0,40.2,13.4,12.2,0.53,0.2,6.2,2.27,11.6,29.2,6.2,34.0,1.4,0.07,0.0,0.0
1215,1. HNL (HR),13583,Luka Menalo,L. Menalo,1996-07-22,56.74,15.86,13.74,15,15,0,1004.0,66.93,19.33,14.53,1.27,0.33,21.87,17.93,10.87,34.33,26.93,40.0,8.67,0.53,0.27,0.07
1215,1. HNL (HR),13609,Dario Maresić,D. Maresić,1999-09-29,96.29,27.17,25.34,34,33,1,3385.0,102.58,43.0,42.06,0.7,0.12,1.03,1.36,43.42,22.52,6.18,96.39,1.0,0.09,0.09,0.0
1215,1. HNL (HR),13775,Domagoj Antolić,D. Antolić,1990-06-30,53.43,16.3,12.04,12,12,0,911.0,75.92,23.92,22.17,1.08,0.08,11.58,4.25,19.17,25.17,48.58,27.33,0.92,0.08,0.0,0.0
1215,1. HNL (HR),13779,Marko Vešović,M. Vešović,1991-08-28,83.63,22.87,21.34,26,25,1,2196.0,87.84,26.4,21.72,1.64,0.24,18.16,8.24,19.28,66.48,9.88,77.96,4.0,0.6,0.16,0.04
1215,1. HNL (HR),13785,Sandro Kulenović,S. Kulenović,1999-12-04,37.57,10.88,7.71,16,16,0,737.0,46.06,13.25,7.25,1.06,0.19,11.62,22.06,2.31,6.75,35.19,10.88,11.19,0.88,0.56,0.19
1215,1. HNL (HR),14125,Ismael Bennacer,I. Bennacer,1997-12-01,57.36,17.49,13.64,18,18,0,1497.0,83.17,29.44,27.72,1.33,0.28,13.28,4.0,24.17,25.22,48.72,34.44,0.61,0.06,0.0,0.0
1215,1. HNL (HR),14128,Arnel Jakupović,A. Jakupović,1998-05-29,78.59,20.15,21.37,30,29,1,2535.0,87.41,25.1,14.1,1.69,0.07,22.86,34.14,6.38,11.48,72.38,15.03,18.72,1.38,0.69,0.07
1215,1. HNL (HR),14144,Marko Pajač,M. Pajač,1993-05-11,93.37,25.55,24.53,29,28,1,2976.0,106.29,40.93,37.43,1.86,0.18,21.18,5.93,35.29,84.5,14.57,91.71,1.46,0.25,0.14,0.0
1215,1. HNL (HR),14566,Ivan Fiolić,I. Fiolić,1996-04-29,34.31,9.07,9.3,22,21,1,979.0,46.62,13.05,11.05,1.24,0.0,12.48,10.1,7.95,15.0,31.33,15.29,4.05,0.67,0.14,0.0
1215,1. HNL (HR),14593,Jakov Filipović,J. Filipović,1992-10-17,96.65,24.2,27.84,34,33,1,2504.0,75.88,25.06,24.67,0.36,0.0,0.7,1.91,24.67,8.18,5.55,70.33,1.7,0.39,0.21,0.0
1215,1. HNL (HR),16063,Josip Mišić,J. Mišić,1994-06-28,92.29,28.37,22.08,31,31,0,3139.0,101.26,33.97,32.81,1.39,0.35,10.1,2.06,29.77,17.77,60.1,41.16,0.26,0.03,0.0,0.0
1215,1. HNL (HR),16455,Ante Erceg,A. Erceg,1989-12-12,56.41,14.99,15.32,20,20,0,1618.0,80.9,24.8,15.4,1.9,0.05,22.45,25.95,8.15,23.45,51.15,29.75,12.25,0.85,0.5,0.0
1215,1. HNL (HR),16555,Michele Šego,M. Šego,2000-08-05,70.59,21.77,15.26,32,30,2,2554.0,85.13,23.13,14.67,2.27,0.5,27.47,33.5,8.37,26.17,49.6,35.53,16.07,1.67,0.87,0.27
1215,1. HNL (HR),16558,Jurica Pršir,J. Pršir,2000-05-29,83.45,21.52,23.71,33,32,1,3421.0,106.91,31.06,23.22,2.25,0.22,28.28,23.16,16.41,37.25,73.5,33.41,9.91,0.69,0.47,0.0
1215,1. HNL (HR),16571,Davor Matijaš,D. Matijaš,1999-08-23,98.11,24.53,28.21,36,35,1,1196.0,34.17,12.6,12.51,0.0,0.0,0.0,0.0,13.06,0.0,0.0,34.17,0.0,0.0,0.0,0.0
1215,1. HNL (HR),16573,Tonio Teklić,T. Teklić,1999-09-09,67.85,18.03,18.36,13,13,0,922.0,70.92,21.54,18.85,2.0,0.0,19.54,7.08,12.92,26.92,48.92,22.0,2.31,0.15,0.0,0.0
1215,1. HNL (HR),16577,Roberto Punčec,R. Punčec,1991-10-27,75.66,17.72,22.08,19,19,0,999.0,52.58,16.95,16.47,0.05,0.0,0.32,1.16,16.95,7.68,3.79,48.79,1.16,0.0,0.0,0.0
1215,1. HNL (HR),16580,Leonard Zuta,L. Zuta,1992-08-09,78.33,19.64,20.38,19,18,1,1308.0,72.67,23.28,21.56,0.78,0.06,5.11,2.11,21.17,49.11,5.06,67.61,0.5,0.0,0.0,0.0
1215,1. HNL (HR),16586,Adrian Liber,A. Liber,2001-01-09,39.74,9.42,9.96,15,15,0,649.0,43.27,10.47,7.73,0.67,0.0,13.0,8.93,5.13,11.87,34.13,9.13,2.33,0.33,0.2,0.0
1215,1. HNL (HR),16589,Jakov Puljić,J. Puljić,1993-08-04,96.19,21.48,27.65,31,29,2,2693.0,92.86,27.83,15.45,2.52,0.38,23.1,35.48,7.03,12.97,73.66,19.21,16.76,1.69,0.93,0.24
1215,1. HNL (HR),16591,Josip Mitrović,J. Mitrović,2000-06-11,83.55,21.69,22.02,30,29,1,2764.0,95.31,27.34,19.48,1.93,0.17,28.62,20.28,13.07,52.0,34.1,61.21,9.38,1.03,0.38,0.1
1215,1. HNL (HR),16592,Domagoj Pavičić,D. Pavičić,1994-03-09,64.97,16.22,18.56,32,31,1,2557.0,82.48,24.13,19.06,1.52,0.26,19.0,16.71,13.55,35.42,53.81,28.68,7.1,0.58,0.19,0.03
1215,1. HNL (HR),16599,Stjepan Lončar,S. Lončar,1996-11-10,91.26,24.32,24.87,33,33,0,3686.0,111.7,33.18,26.12,2.09,0.21,30.03,16.79,19.45,33.45,80.18,31.52,5.36,0.58,0.24,0.0
1215,1. HNL (HR),16601,Ivica Ivušić,I. Ivušić,1995-02-01,99.35,29.3,21.31,15,14,1,528.0,37.71,14.71,14.57,0.0,0.0,0.0,0.0,14.86,0.0,0.0,37.71,0.0,0.0,0.0,0.0
1215,1. HNL (HR),16603,Stjepan Radeljić,S. Radeljić,1997-09-05,87.52,23.23,22.46,25,24,1,2016.0,84.0,37.04,36.58,0.71,0.04,1.33,2.71,37.25,19.5,6.25,77.75,1.92,0.33,0.21,0.04
1215,1. HNL (HR),16610,Marko  Malenica,M. Malenica,1994-02-08,98.27,25.7,25.89,30,30,0,1100.0,36.67,13.77,13.73,0.0,0.0,0.0,0.0,14.03,0.0,0.0,36.67,0.0,0.0,0.0,0.0
1215,1. HNL (HR),16616,Robert Mudražija,R. Mudražija,1997-05-05,13.26,3.55,3.7,5,5,0,102.0,20.4,4.6,3.4,0.2,0.0,5.4,4.8,1.8,5.0,16.4,4.0,1.4,0.2,0.0,0.0
1215,1. HNL (HR),16618,Alen Grgić,A. Grgić,1994-08-10,64.18,19.21,17.97,8,7,1,537.0,76.71,23.29,16.14,2.43,0.0,25.0,20.43,11.14,42.43,28.0,48.71,9.71,0.86,0.29,0.0
1215,1. HNL (HR),16620,Marin Pilj,M. Pilj,1996-12-03,48.24,12.07,14.53,8,8,0,389.0,48.62,15.12,14.12,0.88,0.0,6.5,3.75,12.5,5.5,32.38,16.25,1.5,0.25,0.12,0.0
1215,1. HNL (HR),16628,Mihail Caimacov,M. Caimacov,1998-07-22,64.16,15.82,17.24,15,15,0,1124.0,74.93,21.93,18.47,0.67,0.07,16.6,8.4,14.8,24.8,53.07,21.87,1.93,0.33,0.13,0.07
1215,1. HNL (HR),16902,Gregor Sikošek,G. Sikošek,1994-02-13,56.83,12.96,16.12,11,11,0,471.0,42.82,14.45,12.73,0.91,0.18,5.09,3.18,11.73,31.64,5.36,37.45,1.09,0.18,0.09,0.09
1215,1. HNL (HR),17024,Hubert Sobol,H. Sobol,2000-06-25,12.54,2.93,3.47,8,8,0,120.0,15.0,4.38,2.25,0.12,0.12,4.0,5.0,0.88,5.0,7.5,7.5,1.75,0.12,0.0,0.0
1215,1. HNL (HR),17221,Justas Lasickas,J. Lasickas,1997-10-06,57.41,15.02,14.24,29,28,1,1807.0,64.54,20.36,17.64,0.82,0.04,13.46,7.54,15.96,36.04,22.61,41.93,2.82,0.29,0.11,0.04
1215,1. HNL (HR),17350,Filip Jović,F. Jović,2000-02-27,62.56,16.34,16.0,5,4,1,198.0,49.5,17.25,15.5,0.75,0.0,7.25,2.25,15.5,38.75,2.75,46.75,0.75,0.0,0.0,0.0
1215,1. HNL (HR),17868,Ilija Nestorovski,I. Nestorovski,1990-03-12,79.0,20.54,20.12,24,23,1,2119.0,92.13,29.09,17.35,2.3,0.22,25.57,29.83,7.48,15.83,73.39,18.74,15.0,1.35,0.87,0.13
1215,1. HNL (HR),19139,Törles Knöll,T. Knöll,1997-09-13,44.59,10.39,14.14,5,5,0,234.0,46.8,12.4,7.2,0.6,0.0,12.8,22.4,2.8,5.6,36.0,10.8,10.6,0.8,0.2,0.0
1215,1. HNL (HR),19154,Joszip Elez,J. Elez,1994-04-25,76.51,16.96,22.08,5,3,2,176.0,58.67,20.67,20.33,0.33,0.0,0.67,2.0,20.33,11.33,7.33,51.33,2.67,0.0,0.0,0.0
1215,1. HNL (HR),22120,Ismaël Chester Diallo,I. Diallo,1997-01-29,12.86,2.87,3.03,1,1,0,11.0,11.0,3.0,3.0,0.0,0.0,3.0,2.0,2.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0
1215,1. HNL (HR),22910,Marijan Čabraja,M. Čabraja,1997-02-25,92.82,23.13,27.14,31,30,1,2751.0,91.7,36.5,34.8,1.33,0.07,4.2,2.37,34.63,54.67,8.37,83.33,0.53,0.03,0.0,0.0
1215,1. HNL (HR),24023,Marcel Heister,M. Heister,1992-07-29,74.16,18.94,20.82,31,31,0,2152.0,69.42,21.65,19.42,0.68,0.03,9.74,2.65,18.19,52.29,4.87,64.55,0.68,0.1,0.0,0.0
1215,1. HNL (HR),24098,Zvonimir Šarlija ,Z. Šarlija,1996-08-29,88.92,27.73,20.29,27,26,1,3076.0,118.31,40.92,39.92,0.38,0.0,0.85,2.73,42.15,18.42,7.58,110.73,2.5,0.27,0.19,0.0
1215,1. HNL (HR),24132,Mario Mladenovski,M. Mladenovski,2000-09-16,68.62,16.15,20.8,22,22,0,1175.0,53.41,18.45,17.82,0.23,0.0,0.41,1.23,18.09,11.73,4.68,48.73,0.73,0.0,0.0,0.0
1215,1. HNL (HR),24321,Édgar González Estrada,Édgar González,1997-04-01,74.54,21.63,18.26,6,6,0,608.0,101.33,40.33,39.5,0.33,0.0,1.0,4.33,40.17,12.33,8.0,93.33,3.0,0.17,0.0,0.0
1215,1. HNL (HR),24336,Stefan Perić,S. Perić,1997-02-13,88.23,21.68,25.63,29,29,0,1996.0,68.83,25.38,24.38,0.17,0.0,2.0,1.24,24.52,28.59,4.66,64.17,1.1,0.03,0.0,0.0
1215,1. HNL (HR),24774,Gonzalo Villar del Fraile,Gonzalo Villar,1998-03-23,37.46,11.87,7.68,11,11,0,667.0,60.64,18.82,17.0,0.91,0.09,8.18,5.91,13.55,18.73,44.45,16.18,1.45,0.18,0.09,0.0
1215,1. HNL (HR),24928,Hugo Guillamón Sanmartín,Hugo Guillamón,2000-01-31,64.2,19.82,14.43,23,22,1,2203.0,100.14,31.05,29.64,0.91,0.05,14.36,3.73,26.64,18.41,70.55,29.59,0.82,0.05,0.0,0.0
