competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,onballengagement_count_total,onballengagement_count,onballengagement_count_directregain,onballengagement_pct_directregain,onballengagement_count_indirectregain,onballengagement_pct_indirectregain,onballengagement_count_directdisruption,onballengagement_pct_directdisruption,onballengagement_count_indirectdisruption,onballengagement_pct_indirectdisruption,onballengagement_count_abovehsr,onballengagement_count_forcedbackward,onballengagement_pct_forcedbackward,onballengagement_count_beatenbymovement,onballengagement_pct_beatenbymovement,onballengagement_count_beatenbypossession,onballengagement_pct_beatenbypossession,onballengagement_count_pressingchain,onballengagement_count_consecutive,onballengagement_count_forwardtrajectory,onballengagement_count_dangeroussituation,onballengagement_count_dangeroussituation_dangermitigated,onballengagement_pct_dangermitigated,onballengagement_count_linebreakaffected,onballengagement_pct_linebreakaffected
1173,Super Liga (RS),222,Adem Ljajić,A. Ljajić,1991-09-29,75.62,26.0,13.62,2,2,0,41.0,20.5,1.5,7.32,2.5,12.19,0.0,0.0,0.5,2.44,3.0,1.0,4.88,0.0,0.0,1.5,7.32,7.5,2.5,6.0,4.0,0.0,0.0,1.5,7.32
1173,Super Liga (RS),397,Aldo Kalulu Kyatengwa,A. Kalulu,1996-01-21,44.79,13.15,7.79,2,2,0,27.0,13.5,0.5,3.7,2.0,14.82,0.0,0.0,2.0,14.82,2.5,1.0,7.41,0.0,0.0,0.0,0.0,2.5,2.5,6.5,2.0,0.0,0.0,0.5,3.7
1173,Super Liga (RS),6969,Marko Arnautović,M. Arnautović,1989-04-19,64.83,22.35,13.21,16,15,1,257.0,17.13,0.47,2.72,3.4,19.84,0.0,0.0,1.0,5.84,4.07,0.87,5.06,0.0,0.0,0.07,0.39,8.33,2.2,5.8,0.87,0.0,0.0,1.0,5.84
1173,Super Liga (RS),6984,Marko Poletanović,M. Poletanović,1993-07-20,38.64,9.58,10.48,19,19,0,391.0,20.58,1.0,4.86,3.16,15.34,0.11,0.51,0.74,3.58,2.32,1.16,5.63,0.11,0.51,0.47,2.3,5.16,3.32,5.84,7.95,0.63,4.22,1.74,8.44
1173,Super Liga (RS),7149,Matheus Lima Magalhães,Matheus,1992-03-29,98.47,33.39,19.52,31,29,2,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1173,Super Liga (RS),7652,Miloš Kosanović,M. Kosanović,1990-05-28,85.03,25.77,21.63,10,9,1,94.0,10.44,0.0,0.0,3.0,28.72,0.11,1.06,0.56,5.32,1.11,0.0,0.0,0.22,2.13,0.56,5.32,1.67,0.89,1.89,6.67,1.11,10.91,0.0,0.0
1173,Super Liga (RS),7659,Miloš Veljković,M. Veljković,1995-09-26,93.99,30.56,18.25,15,14,1,161.0,11.5,0.5,4.35,3.07,26.71,0.21,1.86,0.71,6.21,1.0,0.36,3.11,0.21,1.86,0.21,1.86,1.79,1.0,2.79,5.07,1.14,12.15,0.21,1.86
1173,Super Liga (RS),7809,Muhamed Bešić,M. Bešić,1992-09-10,76.87,19.52,22.46,21,20,1,384.0,19.2,0.8,4.17,2.95,15.36,0.5,2.6,0.65,3.39,2.5,0.7,3.65,0.5,2.6,0.45,2.34,3.95,2.0,4.9,9.2,2.0,13.13,1.15,5.99
1173,Super Liga (RS),7922,Nenad Tomović,N. Tomović,1987-08-30,89.66,21.69,23.67,29,27,2,368.0,13.63,0.7,5.16,2.96,21.74,0.15,1.09,0.44,3.26,2.93,0.19,1.36,1.0,7.34,0.67,4.89,2.41,1.3,2.41,7.56,1.48,12.07,0.15,1.09
1173,Super Liga (RS),8772,Rade Krunić,R. Krunić,1993-10-07,77.31,26.42,15.16,25,23,2,583.0,25.35,1.78,7.03,5.39,21.27,0.17,0.69,1.09,4.29,4.74,1.09,4.29,0.13,0.51,0.35,1.37,7.13,3.26,5.83,7.26,1.13,4.76,1.26,4.97
1173,Super Liga (RS),9664,Sebastian Polter,S. Polter,1991-04-01,53.5,15.88,10.98,17,17,0,290.0,17.06,0.18,1.03,2.76,16.21,0.06,0.34,1.24,7.24,4.65,0.71,4.14,0.0,0.0,0.06,0.34,6.53,2.06,6.47,0.65,0.0,0.0,0.88,5.17
1173,Super Liga (RS),9982,Stefan Mitrović,S. Mitrović,1990-05-22,87.66,24.09,20.06,15,15,0,161.0,10.73,0.47,4.35,2.4,22.36,0.07,0.62,0.33,3.11,1.53,0.13,1.24,0.33,3.11,0.27,2.48,1.6,0.6,2.13,6.6,1.47,13.86,0.07,0.62
1173,Super Liga (RS),9990,Stefan Šćepović,S. Šćepović,1990-01-10,39.97,10.95,9.5,11,11,0,122.0,11.09,0.18,1.64,1.45,13.12,0.09,0.82,0.45,4.1,3.64,0.36,3.28,0.0,0.0,0.09,0.82,4.82,1.18,2.45,0.64,0.18,8.57,1.27,11.47
1173,Super Liga (RS),10597,Uroš Vitas,U. Vitas,1992-07-06,79.99,19.32,21.27,23,21,2,227.0,10.81,0.57,5.29,2.0,18.5,0.0,0.0,0.43,3.96,2.1,0.38,3.52,0.67,6.17,0.52,4.85,1.52,0.76,2.76,6.38,1.0,11.2,0.48,4.41
1173,Super Liga (RS),10765,Vladimir Stojković,V. Stojković,1983-07-28,100.55,25.52,25.09,10,8,2,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1173,Super Liga (RS),11186,Olivier Thill,O. Thill,1996-12-17,67.97,17.14,19.77,13,13,0,697.0,53.62,1.0,1.86,8.54,15.92,0.46,0.86,1.69,3.16,6.46,4.08,7.61,0.15,0.29,0.54,1.0,21.15,10.62,16.54,7.69,0.69,1.8,5.77,10.76
1173,Super Liga (RS),11290,Alexandre Oukidja,A. Oukidja,1988-07-19,104.5,28.45,25.42,1,1,0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1173,Super Liga (RS),11815,Milan Rodić,M. Rodić,1991-04-02,72.38,20.1,15.59,12,11,1,145.0,13.18,0.64,4.83,3.0,22.76,0.27,2.07,0.64,4.83,2.09,0.18,1.38,0.91,6.9,0.64,4.83,3.82,1.0,3.55,5.0,1.18,12.46,0.27,2.07
1173,Super Liga (RS),11819,Nemanja Radonjić,N. Radonjić,1996-02-15,39.85,12.33,8.99,10,10,0,164.0,16.4,0.3,1.83,3.0,18.29,0.0,0.0,0.4,2.44,2.1,1.2,7.32,0.1,0.61,0.0,0.0,6.7,3.3,6.3,2.0,0.1,1.43,1.3,7.93
