id,name,coach,stadium.id,stadium.name,stadium.city,stadium.capacity,stadium
3347,Nassaji Mazandaran,,1796.0,Azadi Stadium,Teheran,80000.0,
3359,CD Arnedo,,2980.0,Estadio Sendero,Arnedo,4500.0,
5212,Pallokerho-35 ry,,7019.0,Oulunkylän jalkapallostadion,Helsinki,2700.0,
2337,"Chicago Red Stars, Women",,2395.0,SeatGeek Stadium,Bridgeview,20000.0,
3389,SC Vianense,,3017.0,Estádio Dr. José de Matos,Viana do Castelo,3000.0,
3400,Mexico Under 17,,597.0,Estadio Azul,Mexico City,,
3409,Diagoras Rodou FC,,3020.0,Diagoras Stadium,Rhodes,3700.0,
3417,SG Barockstadt Fulda-Lehnerz,,3031.0,Sportpark Johannisau,Fulda,18000.0,
3423,Hapoel Petah Tikva FC,,1290.0,Hamoshava Stadium,Petah Tikva,11500.0,
2147,Al Wahda FC,,2037.0,King Abdulaziz Stadium,,,
3445,Netherlands Under 16,,162.0,Johan Cruijff ArenA,Amsterdam,53031.0,
2799,KFUM-Kameratene Fotball,,1492.0,Intility Arena,Oslo,16555.0,
3461,"Club América, Women",,3063.0,Instalaciones Club América Coapa Cancha 1,México,2000.0,
3479,Rampla Juniors Fútbol Club,,1285.0,Estadio Centenario,Montevideo,60235.0,
3487,Shenzhen Peng City FC,,3078.0,Bao'an Stadium,Shenzhen,44050.0,
3495,"Mynavi Sendai, Women",,1169.0,Yurtec Stadium,Sendai,19694.0,
3308,Brighton & Hove Albion Under 21,,1668.0,AMEX Elite Football Performance Centre,Lancing,1000.0,
3551,Norway Under 16,,2734.0,Røabanen,Oslo,3230.0,
3566,University College Dublin FC,,3215.0,UCD Bowl,Dublin,3.0,
4256,Wofoo Tai Po FC,,3896.0,Tai Po Sports Ground,Hong Kong,3200.0,
3594,SS Virtus,,1476.0,Stadio Fonte Dell'ovo,San Marino,500.0,
3601,FC Sellier & Bellot Vlašim,,3243.0,Stadion Kollárova ulice,Vlašim,1500.0,
3609,FK Atyrau Under 18,,3251.0,Munaishy Stadium,Atyrau,8900.0,
2623,"Australia U20, Women",,2251.0,Alejandro Morera Soto,Alajuela,,
3623,NK Radomlje,,358.0,Sportni Park Domzale,Domzale,3100.0,
3630,CA Estudiantes de Caseros,,3267.0,Estadio Ciudad de Caseros,Caseros,16740.0,
3637,Fylkir FC,,3272.0,Würth völlurinn,Reykjavík,2872.0,
3644,FC Lokomotiv Sofia 1929,,3277.0,Lokomotiv Stadium Sofia,Sofia,25000.0,
3650,FK Tikveš,,3281.0,Gradski Stadion Kavadarci,Kavadarci,3000.0,
3656,FK Aktobe Under 18,,3239.0,Ortalyq stadıon,Kustanay,8432.0,
3668,FC Vysočina Jihlava,,3296.0,Stadion v Jiráskově ulici,Jihlava,4082.0,
3674,FK Ordabasy Shymkent Under 18,,3301.0,Kazhymukan Munaitpasov Stadium,Shymkent,20000.0,
3680,Quilmes AC,,3306.0,Estadio Centenario Ciudad de Quilmes,Quilmes,30200.0,
3686,HK Kópavogur,,1454.0,Kopavogsvollur,Kopavogur,3009.0,
3692,Atlético Gimnasia y Esgrima de Mendoza,,3314.0,Estadio Víctor Antonio Legrotaglie,Mendoza,14000.0,
1559,CA Progreso,,1379.0,Parque Abraham Paladino,Montevideo,8000.0,
3700,Bromley FC,,3350.0,Hayes Lane,Bromley,5000.0,
3710,GOŠK Gabela,,3356.0,Podavala,Gabela,5000.0,
3715,KFC Komárno,,2969.0,Štadión FC ViOn,Zlaté Moravce,4008.0,
3719,MZKS Chrobry Głogów,,3361.0,Stadion Chrobry Glogow ,Głogów,2817.0,
3723,FK Sloboda Tuzla,,2273.0,Tusanj,Tuzla,,
3727,Hannover 96 Under 19,,499.0,HDI Arena,Hannover,49000.0,
3454,Portuguesa FC,,3057.0,Estadio Nacional Brígido Iriarte,Caracas,12500.0,
3733,FC Baník Ostrava II,,1327.0,Městský Stadion,Ostrava,15123.0,
3736,SG Dynamo Dresden Under 19,,511.0,Rudolf-Harbig-Stadion,Dresden,32066.0,
3740,SV Meppen 1912 Under 19,,1532.0,Hänsch-Arena,Meppen,13696.0,
3743,TSV Alemannia Aachen,,3367.0,Neuer Tivoli,Aix-la-Chapelle,32960.0,
3662,"FC Juárez, Women",,1306.0,Estadio Olímpico Benito Juárez,Ciudad Juárez,19703.0,
3698,"Boldklubben af 1893, Women",,2450.0,Østerbro Stadion,Copenhagen,7000.0,
3747,Real Santa Cruz,,3373.0,Estadio Juan Carlos Durán,Santa Cruz de la Sierra,25000.0,
3436,"Netherlands Under 16, Women",,162.0,Johan Cruijff ArenA,Amsterdam,53031.0,
3705,FC Rot-Weiß Erfurt Under 19,,2680.0,Steigerwaldstadion,Erfurt,18611.0,
2037,FC Viktoria 1889 Berlin U17,,1833.0,Friedrich-Ebert-Stadion,Berlin,5000.0,
5315,Stockport County FC U21,,2589.0,Edgeley Park,Stockport,10832.0,
3469,Offenbacher FC Kickers 1901,,3068.0,Stadion am Bieberer Berg,Offenbach am Main,20500.0,
3026,Hamburger SV Under 19,,2751.0,Sportpark Eimsbüttel,Hamburg,2018.0,
3542,Trelleborg FF,,3123.0,Vångavallen,Trelleborg,7400.0,
5356,FK Irtysh Pavlodar Under 18,,402.0,Pavlodar Central Stadium,Pavlodar,15000.0,
3309,Norwich City FC Under 21,,469.0,Carrow Road,Norwich,27244.0,
3330,Colima FC,,2958.0,Estadio Olímpico Universitario de Colima,Colima,11812.0,
2760,El Paso Locomotive FC,,2422.0,Southwest University Park,El Paso,9500.0,
3348,Servette FC II,,2971.0,Centre Sportif Bois-des-Frères Terrain 1 Libellules,Vernier,1000.0,
2728,FC Cincinnati II,,2393.0,NKU Soccer Stadium,Newport,1000.0,
2816,Salford City FC,,2587.0,The Peninsula Stadium,Salford,5108.0,
2744,Colorado Rapids II,,2407.0,University of Denver Soccer Stadium,Denver,2000.0,
2998,"Djurgårdens IF DFF, Women",,2682.0,Grimsta IP,Stockholm,5000.0,
3360,Gernika Club,,2981.0,Urbieta Udal Kiroldegia,Guernica,5000.0,
3020,"Football Club Fleury 91, Women",,2742.0,Stade Walter-Felder,Fleury-Mérogis,1000.0,
3042,SV Atlas Delmenhorst,,2763.0,Städtisches Stadion,Delmenhorst,5000.0,
3080,"Botswana, Women",,2171.0,National Stadium,Singapur,,
3130,Fagiano Okayama,,2822.0,Kanko Stadium,Okayama,20000.0,
3161,Al Khaleej Club (Saihat),,2844.0,Prince Saud Bin Jalawi Stadium,Al Khobar,15000.0,
3240,Al Bukayriyah FC,,2921.0,Al-Bukiryah Club Stadium,Al Bukayriyah,3000.0,
3251,US Catanzaro 1929,,2926.0,Stadio Nicola Ceravolo,Catanzaro,14650.0,
3262,Coton Sport FC,,2933.0,Stade de la Réunification,Douala,30000.0,
3371,AEK Athens FC Under 19,,2989.0,Kicks Academy,Spata,1500.0,
4761,FC Ajka,,6314.0,Ajkai Városi Sportcentrum,Ajka,5000.0,
4795,SC East Bengal,,6364.0,East Bengal,Kolkatta ,23500.0,
3390,United States Under 17,,1409.0,Soldier Field,Chicago,61500.0,
3401,Burkina Faso Under 17,,1778.0,Stade du 4 Août,Ouagadougou,40000.0,
3410,FK Kairat Almaty Under 18,,117.0,Central Stadium,Yekaterinburg,,
3418,1. FSV Mainz 05 II,,2271.0,Stadion am Bruchweg,13508,,
3424,Esporte Clube Água Santa,,3041.0,Estádio Distrital do Inamar,Diadema,10000.0,
3437,"1. FC Köln, Women",,2003.0,Franz-Kremer-Stadion,Cologne,,
3446,Gremio Esportivo Brasil,,1121.0,Arena Do Gremio,Porto Alegre,55662.0,
4822,AS de Gabès,,6451.0,Stade de Gabès,Gabès,15000.0,
3462,"CF Tigres de la UANL, Women",,1307.0,Estadio Universitario,San Nicolás de los Garza,42000.0,
3470,TSV Schott Mainz,,3069.0,Mainz Golden Eagles Stadium,Mainz,2500.0,
3480,Ehime FC,,3075.0,Ningineer Stadium,Matsuyama,21419.0,
3488,Kagoshima United FC,,3080.0,Shiranami Stadium,Kagoshima,20000.0,
5213,US Yacoub El Mansour,,6661.0,Olympic Stadium Rabat,Rabat,21000.0,
3063,Korea Republic Under 20,,1797.0,Seoul Olympic Stadium,Seoul,69950.0,
3147,Al Ain FC,,2834.0,King Saud bin Abdul Aziz Sports City,Al-Bahah,10000.0,
3543,Amazonas FC,,613.0,Arena da Amazônia,Manaus,,
3552,Sousa EC,,3137.0,Estádio Governador Antônio Mariz,Sousa,,
3567,Cobh Ramblers FC,,3216.0,St Colman's Park,Cobh,4.0,
3584,NK Nafta 1903 Lendava,,3231.0,Lendava Sports Park,Lendava,2000.0,
3595,CA Atlanta,,3237.0,Estadio Don León Kolbowski,Buenos Aires,18000.0,
3602,MKP Pogoń Siedlce,,3244.0,Stadion ROSRRiT,Siedlce,2901.0,
3610,CA Chacarita Juniors,,3252.0,Estadio Chacarita Juniors,Villa Maipú,24300.0,
3617,CA Racing de Córdoba,,3258.0,Estadio Miguel Sancho,Córdoba,15000.0,
3624,FK Isloch Minsk Raion,,1980.0,Stadion FK Minsk,Minsk,,
3631,Club Social y Atlético Guillermo Brown de Puerto M,,3268.0,Estadio Raúl Conti,Puerto Madryn,15000.0,
3638,FK Varnsdorf,,3273.0,Stadion v Kotlině,Varnsdorf,5.0,
3645,Kolding IF,,2723.0,Autocentralen Park,Kolding,12000.0,
3651,FK MAS Táborsko,,3282.0,Stadion Kvapilova,Tábor,1350.0,
3657,AA Estudiantes de Río Cuarto,,3286.0,Estadio Ciudad de Río Cuarto Antonio Candini,Rio Cuarto,12000.0,
3663,CA San Telmo,,3291.0,Estadio Dr. Osvaldo Baletto,Dock Sud,7500.0,
3669,Club Social y Deportivo Madryn,,3297.0,Estadio Abel Satre,Puerto Madryn,3500.0,
3675,Marsaxlokk FC,,213.0,Mfa Centenary Stadium,Ta' Qali,3000.0,
3687,KF Malisheva,,3311.0,Stadiumi Liman Gegaj,Malishevë,1750.0,
3701,FC Livyi Bereh,,3351.0, Arena Livyi Bereh,Kiev,4700.0,
3706,ASK Voitsberg,,3353.0,Hans-Blümel-Stadion,Voitsberg,2000.0,
3711,1.SK Prostějov,,3357.0,Stadion Za Místním nádražím,Prostějov,3500.0,
3716,SK Slavia Praha II,,2604.0,Stadion Na Chvalech,Chvaly,3400.0,
5316,FK Atyrau,,3251.0,Munaishy Stadium,Atyrau,8900.0,
3731,NK Posušje,,3363.0,Mokri Dolac Stadium ,Posušje,8000.0,
3734,TSV 1860 München U19,,2046.0,Städtisches Stadion an der Grünwalder Straße,München,,
3741,Berliner AK 07 Under 19,,3365.0,Poststadion,Berlin,15000.0,
3744,VfL Wolfsburg Under 19,,1865.0,Aok Stadion,Wolfsburg,5200.0,
3616,"Club Santos Laguna, Women",,595.0,Estadio Corona,Torreon,,
2252,1. FC Nürnberg U19,,3368.0,Sportpark Valznerweiher,Nuremberg,,
3748,AD Fafe,,3374.0,Parque Municipal dos Desportos de Fafe,Fafe,8000.0,
3750,Levanger FK,,3376.0,TOBB ARENA Levanger,Levanger,6000.0,
3752,IK Start,,3378.0,Sparebanken Sør Arena,Kristiansand,14563.0,
808,"Canada, Women",,3058.0,Shell Energy Stadium,Houston,22.0,
3737,SV Wehen Wiesbaden Under 19,,1151.0,Brita Arena,Wiesbaden,12566.0,
3696,FC Carl Zeiss Jena Under 19,,110.0,Ernst-Happel-Stadion,,,
3537,"Switzerland Under 17, Women",,126.0,Stade de Suisse,Bern,31789.0,
3724,Borussia VfL Mönchengladbach Under 19,,1973.0,Fohlenplatz am Borussia-Park (Platz 10),Mönchengladbach,,
3728,Kieler SV Holstein 1900 Under 19,,515.0,Holstein-Stadion,Kiel,11386.0,
3720,Nyíregyháza Spartacus FC,,5914.0,Városi Stadion,Nyíregyháza,,
2578,"Germany U17, Women",,1863.0,Fc Bayern Campus,Munich,2500.0,
3035,Chinese Taipei,,2756.0,Kaohsiung Stadium,Taiwan‎,55000.0,
5357,SC União Torreense Under 23,,7442.0,Estádio Municipal da Lourinhã,Lourinhã,10000.0,
5378,GD Chaves Under 19,,325.0,Estadio Municipal Eng. Manuel Branco Teixeira,Chaves,9000.0,
3681,Thór Akureyri,,8235.0,Vís Völlurinn,Akureyri,,
3310,Aston Villa FC Under 18 Academy,,2950.0,Bodymoor Heath Training Ground,Bodymoor Heath,1000.0,
2572,Sampaio Corrêa FC,,2237.0,Estádio Governador João Castelo - Castelão,São Luis  ,,
2761,Memphis 901 FC,,2423.0,AutoZone Park,Memphis,10000.0,
3489,"Albirex Niigata, Women",,2677.0,Denka Big Swan Stadium,Niigata,42300.0,
3331,Cancún FC,,2959.0,Estadio Andres Quintana Roo,Cancún,20000.0,
2817,Stevenage FC,,2588.0,The Lamex Stadium,Stevenage,6722.0,
2497,Zebbug Rangers FC,,3649.0,Zebbug Ground,Zebbug,1000.0,
2999,"Linköpings FC, Women",,2729.0,Arena Linköping,Linköping,7400.0,
3021,"Rodez Aveyron Football, Women",,2743.0,Stade de la Roque 1,Onet-le-Château,1000.0,
3043,VfB Lübeck,,2764.0,Stadion an der Lohmühle,10800,10800.0,
3064,Iraq Under 20,,1968.0,Al-Zawraa Stadium,Baghdad,,
3081,"Burkina Faso, Women",,1778.0,Stade du 4 Août,Ouagadougou,40000.0,
3131,Mito Hollyhock,,2823.0,K's denki Stadium Mito,Mito,12000.0,
3148,Al Riyadh SC,,2835.0,Prince Turki bin Abdul Aziz Stadium,Riyadh,15000.0,
3162,Al Hazem,,2845.0,Al Hazm Club Stadium,Ar Rass,8000.0,
3241,Al Adalah Club,,2842.0,Prince Abdullah Bin Jalawi Stadium,Al Hasa,19550.0,
3252,AC FeralpiSalò,,2927.0,Stadio Lino Turina,Salò,2500.0,
3263,Sestao River Club,,2934.0,Campo Municipal de Las Llanas,Sestao,4367.0,
3349,SC Brühl St. Gallen,,2972.0,Paul-Grüninger-Stadion,Saint-Gall,4200.0,
3361,Chesterfield FC,,2982.0,Proact Stadium,Chesterfield,10500.0,
3380,FC Machida Zelvia,,3011.0,Machida Gion Stadium,Machida,15489.0,
3391,Japan Under 17,,1163.0,Ajinomoto Stadium,Tokyo,49970.0,
3402,Venezuela Under 17,,2051.0,Estadio Olímpico,Montevideo,9500.0,
3411,FO Zhas Kyran Under 18,,2705.0,Stélios-Kyriakídis Stadium,Paphos,9400.0,
3438,"TSV Bayer 04 Leverkusen, Women",,1832.0,Jugendfußball-Zentrum Leverkusen,Leverkusen,3000.0,
3455,Real Estelí FC,,3059.0,Estadio Independencia,Estelí,4800.0,
3463,"Club Necaxa, Women",,599.0,Estadio Victoria,Aguascalientes,,
3471,EC São Luiz,,3071.0,Estádio 19 de Outubro,Ijuí,8000.0,
3481,Qingdao West Coast FC,,3076.0,Qingdao West Coast University City Stadium,Qingdao,20000.0,
3625,Deportivo Toluca FC,,594.0,Estadio Nemesio Diez,Toluca,,
5214,Kawkab Athlétique Club de Marrakech,,7053.0,Stade El Harti,Marrakesh,10000.0,
2729,Real Monarchs SLC,,2394.0,Zions Bank Stadium,Herriman,5000.0,
3538,Deportivo Rayo Zuliano,,3057.0,Estadio Nacional Brígido Iriarte,Caracas,12500.0,
863,Columbus Crew Soccer Club,,3145.0,Lower.com Field,Columbus,,
3544,Paysandu SC,,3124.0,Estádio da Curuzu,Belém,16.0,
3568,Kerry FC,,3217.0,Mounthawk Park,Tralee,1150.0,
3585,CA Defensores Unidos,,3232.0,Gigante de Villa Fox,Zárate,6000.0,
3596,CA San Miguel,,3238.0,Estadio Ciudad de San Miguel,San Miguel,3200.0,
3603,Vaasan Palloseura,,3245.0,Elisa,Vaasa,6009.0,
3611,FA Šiauliai,,3253.0, Stade central de Šiauliai,Šiauliai,4000.0,
3618,ND Primorje,,3259.0,Ajdovščina Stadium,Ajdovščina,1630.0,
3632,Puebla FC,,603.0,Estadio Cuauhtémoc,Puebla,,
3639,Atlas FC,,601.0,Estadio Jalisco,Guadalajara,,
3646,OKS Odra Opole,,3278.0,Municipal Stadium,Opole,3300.0,
3652,MFK Chrudim,,3283.0,Stadion Za Vodojemem,Chrudim,1500.0,
3658,CA Defensores de Belgrano,,3287.0,Estadio Juan Pasquale,Buenos Aires,9000.0,
3664,CA Talleres Remedios de Escalada,,3292.0,Estadio Pablo Comelli,Remedios de Escalada,18000.0,
3670,FC Roskilde,,3298.0,Roskilde Idrætspark,Roskilde,6000.0,
3676,Augnablik Kópavogur,,3302.0,Fífan,Kópavogur,2000.0,
3682,UMF Fjölnir,,3307.0,Extra völlurinn,Reykjavík,2000.0,
3688,Haukar Hafnarfjörður,,3269.0,BIRTU völlurinn,Hafnarfjörður,2120.0,
2745,Portland Timbers II,,615.0,Providence Park,Portland,,
3697,Győri ETO FC,,3349.0,ETO Park,Győr,15600.0,
3707,SV Sandhausen Under 19,,514.0,BWT-Stadion am Hardtwald,Sandhausen,12100.0,
3717,FC Hennef 05 Under 19,,3360.0,Stadion im Sportzentrum Hennef,Hennef,2258.0,
2148,FC Goa,,1916.0,Jawaharlal Nehru Stadium,Goa,25000.0,
4257,Southern District Recreation & Sports Association,,3897.0,Aberdeen Sports Ground,Hong Kong,9000.0,
3729,Esenler Erokspor,,3362.0,Esenler Stadium,Istanbul,5296.0,
3372,Olympiacos FC Under 19,,2990.0,Stadio Spyros Yalabidis,Athens,4000.0,
3735,Hannover 96 II,,499.0,HDI Arena,Hannover,49000.0,
3738,1. FC Magdeburg Under 19,,518.0,MDCC-Arena,Magdeburg,27250.0,
3742,FK Viktoria Žižkov,,3366.0, FK Viktoria Stadion,Prague,3327.0,
3745,FC Erzgebirge Aue Under 19,,508.0,Sparkassen Erzgebirgsstadion,Aue,15690.0,
3702,"CD Guadalajara, Women",,1308.0,Estadio Omnilife,Zapopan,46355.0,
3704,"Odense BK, Women",,1144.0,Nature Energy Park,Odense,15761.0,
3746,SpVgg Ansbach 09,,3371.0,Xaver-Bertsch-Sportpark,Ansbach,5000.0,
3749,Sogndal Fotball,,3375.0,Fosshaugane Campus,Sogndal,5622.0,
3751,Egersunds IK,,3377.0,B&G Banen,Egersund,1613.0,
3753,Ranheim Fotball,,3379.0,Ranheim Extra Arena,Trondheim,3000.0,
3754,Kongsvinger IL,,3380.0,Gjemselund Stadion,5684,5684.0,
3755,FC Lyn Oslo,,3381.0,Bislett Stadion,Oslo,,
3712,SSV Jahn 2000 Regensburg Under 19,,3358.0,Jahnstadion Regensburg,Ratisbonne,15210.0,
5266,Brechin City FC,,7220.0,Glebe Park,Brechin,3960.0,
3425,AA Internacional de Limeira,,3042.0,Estádio Major José Levy Sobrinho,Limeira,,
2608,"Germany U20, Women",,2251.0,Alejandro Morera Soto,Alajuela,,
5317,FK Yelimay Semey,,7336.0,Spartak Stadium,Semey,8000.0,
3721,1. FC Union Berlin Under 19,,507.0,An der alten Forsterei,Berlin,22012.0,
1424,CSD Colo Colo,,1126.0,Monumental David Arellano,Santiago,47347.0,
3447,El Salvador U17,,604.0,El Cobre,El Salvador,,
5358,CF Estrela da Amadora Under 23,,6239.0,Estádio das Seixas,,,
5401,Uzbekistan U23,,7481.0,JAR Stadium,Tashkent,8500.0,
4762,Szentlőrinc SE,,6315.0,Szentlőrinci Sportpálya,Szentlőrinc,1200.0,
3311,FK IMT Novi Beograd,,1326.0,Vozdovac Stadium,Belgrade,5200.0,
4796,Kerala Blasters FC,,6365.0,Jawaharlal Nehru International Stadium,Kochi,41000.0,
4823,CA Bizertin,,6452.0,Stade du 15-Octobre,Bizerte,20000.0,
2762,San Diego Loyal SC,,2080.0,Torero Stadium,San Diego,6000.0,
3332,Club Leones Negros de la Universidad de Guadalajar,,601.0,Estadio Jalisco,Guadalajara,,
2573,Tombense FC,,2238.0,Estádio Antônio Guimarães de Almeida,Tombos,,
2818,Harrogate Town FC,,2581.0,Wetherby Road,Harrogate,3852.0,
3350,Bumamuru FC,,2973.0,Stade Urunani de Buganda,Burundi,7000.0,
3362,FC Baden,,2983.0,Esp Stadium,Fislisbach,7000.0,
4848,Al Raed Club Under 18,,2044.0,King Abdullah Sport City Stadium,Buraidah,,
5215,Olympique Dcheïra,,3609.0,Adrar,Agadir,45480.0,
2730,Chicago Fire II,,2395.0,SeatGeek Stadium,Bridgeview,20000.0,
5267,Fraserburgh FC,,7221.0,Bellslea Park,Fraserburgh,3000.0,
2746,Detroit City FC,,2409.0,Keyworth Stadium,Hamtramck,7933.0,
3022,"Stade de Reims, Women",,2744.0,Stade Louis Blériot N°2,Bétheny,1000.0,
3044,Poland Under 19,,2540.0,Stade de l'armée polonaise,Varsovie,31800.0,
3082,"Togo, Women",,1774.0,Stade de Kégué,Lome,30000.0,
3163,Al Qaisoma,,2846.0,Al-Batin FC Stadium,Hafar al-Batin,6000.0,
3242,Al Jandal SC,,2849.0,Al-Oruba Club Stadium,Sakakah,8000.0,
3253,Panserraikos FC,,2928.0,Dimotiko Stadio Serron,Serres,9500.0,
3373,ThespaKusatsu Gunma,,2991.0,Shoda Shoyu Stadium Gunma,Maebashi,15250.0,
3381,Fujieda MYFC,,3012.0,Fujieda City General Sports Park,Fujieda,13000.0,
3264,"Aalborg BK, Women",,2935.0,AaB's Anlæg,Aalborg,1000.0,
3392,Panama Under 17,,1601.0,Estadio Rommel Fernández,Panama City,32000.0,
3403,Morocco Under 17,,2541.0,Complexe Sportif Prince Moulay Abdellah,Rabat,52000.0,
3412,FK Taraz Under 18,,2807.0,Ortalıq Stadion,Taraz,23000.0,
4921,SC Telstar VVNH,,6591.0,Sportpark Schoonenberg 711 Stadion,Velsen-Zuid,4200.0,
2226,Tajikistan,,1564.0,5 Ocak Fatih Terim,Adana,16095.0,
3456,CS Herediano,,3060.0,Estadio Carlos Alvarado,Santiago,2000.0,
3464,"Querétaro FC, Women",,3064.0,Estadio Olímpico Alameda,Querétaro,4500.0,
3472,Imbabura SC,,3072.0,Ibarra Olympic Stadium,Ibarra,18600.0,
3482,Nova Iguaçu FC,,2500.0,Estádio Mané Garrincha,Brasilia,72788.0,
4987,Utsikten BK,,337.0,Bravida Arena,Gothenburg,6500.0,
3498,"AC Nagano Parceiro, Women",,3085.0,Nagano U Stadium,Nagano,15491.0,
3539,Universitario de Vinto,,1373.0,Estadio Félix Capriles,Cochabamba,27588.0,
3545,Remo Stars FC,,3131.0,Remo star stadium,Ikenne,20000.0,
5430,Nk Veres Rivne Under 19,,7501.0, NTB Veres,Rivne,200.0,
3569,Wexford FC,,3218.0,Ferrycarrig Park,Wexford,2.0,
3586,CA Brown de Adrogué,,3233.0,Lorenzo Arandilla Stadium,Adrogué,4500.0,
3597,FK Tobol Kostanay Under 18,,3239.0,Ortalyq stadıon,Kustanay,8432.0,
3604,MKP Kotwica Kołobrzeg,,3246.0,Municipal Stadium them. Sebastiana Karpiniuka,Kołobrzeg,5000.0,
3612,CSyD Tristán Suárez,,3254.0,Estadio 20 de Octubre,Tristán Suárez,15000.0,
3619,JK Tallinna Kalev,,371.0,Kadriorg Stadium,Tallinn,5000.0,
3626,Thróttur Reykjavík,,3263.0,AVIS VÖLLURINN,Reykjavík,3000.0,
3633,KÁ Ásvellir,,3269.0,BIRTU völlurinn,Hafnarfjörður,2120.0,
3640,FK Shakhtyor Karagandy Under 18,,1650.0,Shakhtyor Stadium,Karaganda,19000.0,
3647,FK Aksu Under 18,,402.0,Pavlodar Central Stadium,Pavlodar,15000.0,
3653,ÍA Akranes,,3284.0,ELKEM völlurinn,Akranes,5550.0,
3659,FC Corvinul Hunedoara,,3288.0,Michael Klein Stadium,Hunedoara,16500.0,
3665,FK Tekstilac Odžaci,,3293.0,Odžaci City Stadium,Odžaci,3000.0,
3671,Keflavík ÍF,,3299.0,HS Orku völlurinn,Keflavík,2554.0,
3677,ÍR Reykjavík,,3303.0,Hertz-völlurinn,Reykjavik,1500.0,
3683,Club Argentino Agropecuario de Carlos Casares,,3308.0,Ofelia Rosenzuaig,Carlos Casares,5000.0,
3689,ÍH Hafnarfjörður,,3312.0,Skessan,Hafnarfjörður,1000.0,
4048,Davao Aguilas FC,,3653.0,Rizal Memorial Stadium,Manila,12873.0,
3703,TSG 1899 Hoffenheim Under 19,,3352.0,PreZero Arena,Sinsheim,30150.0,
3708,SV 07 Elversberg Under 19,,3354.0,Ursapharm-Arena an der Kaiserlinde,Elversberg,9970.0,
3713,FSV Frankfurt Under 19,,1996.0,PSD Bank Arena,Frankfurt,,
3739,PFC Beroe Stara Zagora,,3364.0,Beroe Stadium,Stara Zagora,12128.0,
4868,Hyères Football Club,,6522.0,Stade Perruc,Hyères,1760.0,
4887,AFC Toronto,,2397.0,York Lions Stadium,Toronto,4000.0,
4904,CA Huracán Reserves,,6569.0,Polideportivo La Quemita,Buenos Aires,150.0,
4937,Football Balagne Île Rousse,,6605.0,Stade Jacques Ambroggi,Monticello ,1500.0,
4954,Uewer Nidder Käerjéng 97,,6625.0,Käerjenger Dribbel,Bascharage,2400.0,
3499,"RB Omiya Ardija, Women",,2821.0,NACK5 Stadium Omiya,Saitama,15500.0,
4968,"Algeria, Women",,2042.0,Stade Olympique 5 Juillet 1962,Alger,85000.0,
3490,"AS Elfen Saitama, Women",,3081.0,Kumagaya Athletic Stadium,Kumagaya,15392.0,
5006,CD Tenerife B,,6724.0,Ciudad Deportiva Javier Pérez,San Cristóbal de La Laguna,2000.0,
5025,PFC Dobrudzha 1919 Dobrich,,3629.0,Spartak Stadium,Varna,,
2609,"Costa Rica U20, Women",,2778.0,Estadio Panamericano,San Cristóbal,2800.0,
3448,"Costa Rica U17, Women",,442.0,Estadio Nacional de Costa Rica,San Jose,35100.0,
5043,Xerez CD,,1805.0,Chapin,Jerez de la Frontera,20523.0,
7,Beerschot AC,,1259.0,Olympisch Stadion,Antwerp,12771.0,
13,RAEC Mons,,1714.0,Charles Tondreau Stadion,Hammerfest,12662.0,
14,FCV Dender EH,,1715.0,Van Roystadion,Denderleeuw,6429.0,
16,KV Mechelen,,246.0,Afas Stadion,Alkmaar,17023.0,
18,KSV Roeselare,,1716.0,Schierveldestadion,Roeselare,9653.0,
4763,Soroksár Sport Club 1905,,6317.0,Szamosi Mihály Sporttelep,Budapest,5000.0,
20,Tubize,,1717.0,Stade Leburton,Tubize,8100.0,
22,KVC Westerlo,,1718.0,Het Kuipje,Westerlo,8035.0,
2131,FK Istiqlol Dushanbe,,1899.0,Central Republican Stadium ,Dushanbe,24000.0,
4797,Punjab FC,,6366.0,Jawaharlal Nehru Stadium,Delhi,60254.0,
27,Oud-Heverlee Leuven,,1254.0,Den Dreef Stadium,Heverlee,,
4824,ES Zarzis,,6455.0,Stade Olympique Zarzis,Zarzis,10000.0,
4849,Al Watan Under 18,,6500.0, Department of Education Stadium,Jazan,10000.0,
4869,Angoulême Charente FC,,6524.0,Stade Camille-Lebon,Angoulême,6500.0,
35,Sunderland,,1417.0,Stadium of Light,Sunderland,48707.0,
4888,Vancouver Rise FC,,2396.0,Swangard Stadium,Burnaby,5290.0,
4922,"FC Utrecht, Women",,1545.0,Sportcomplex Zoudenbalch,Utrecht,450.0,
4938,A.S. Beauvais Oise,,453.0,Stade Pierre Brisson,Beauvais,10178.0,
4955,FC Marisca Mersch,,6626.0,Schintgespesch,Mersch,1000.0,
54,Blackpool,,1540.0,Bloomfield Road,Blackpool,12555.0,
5101,FC Dinamo City,,629.0,Elbasan Arena,Elbasan,12800.0,
4969,"Tanzania, Women",,3603.0,Stade municipal de Berkane,Berkane,15000.0,
3496,"Cerezo Osaka, Women",,3084.0,Yodoko Sakura Stadium,Osaka,24481.0,
4988,Korea DPR Under 17 W,,1615.0,1st of May Stadium,Pyongyang,150000.0,
5007,CD Colonia Moscardó,,6725.0,Estadio Román Valero,Moscardó,12000.0,
5026,FC Rapperswil-Jona,,5559.0,Sportstadion Grünfeld,Jona,2700.0,
