competition_edition,league,player_name,player_short_name,player_id,player_birthdate,minutes_full_all,count_match,count_match_failed,total_distance_full_all,total_metersperminute_full_all,running_distance_full_all,hsr_distance_full_all,hsr_count_full_all,sprint_distance_full_all,sprint_count_full_all,hi_distance_full_all,hi_count_full_all,psv99,psv99_top5,peak_velocity,peak_velocity_top3,medaccel_count_full_all,highaccel_count_full_all,meddecel_count_full_all,highdecel_count_full_all,explacceltohsr_count_full_all,timetohsr_top3,timetohsrpostcod_top3,explacceltosprint_count_full_all,timetosprint_top3,timetosprintpostcod_top3,cod_count_full_all,timeto505around90_top3,timeto505around180_top3
1207,Liga I (RO),Alexandru Chipciu,A. Chipciu,78,1989-05-18,88.62,31,5,9250.61,104.38,1168.68,471.74,43.03,131.39,7.81,603.13,50.84,27.8,29.7,29.52,31.5,91.29,5.52,82.26,11.81,4.0,0.62,0.64,1.06,1.38,1.63,25.71,2.05,2.61
1207,Liga I (RO),Cristian Manea,C. Manea,2049,1997-08-09,71.17,20,3,8064.3,113.3,1205.5,493.15,41.8,144.65,7.45,637.8,49.25,28.02,29.52,29.45,31.4,88.4,5.1,74.95,12.45,3.3,0.74,0.81,0.95,1.57,,24.55,1.9,2.78
1207,Liga I (RO),Damjan Djoković,D. Djoković,2149,1990-04-18,70.36,25,5,7897.8,112.25,1257.64,349.16,29.52,55.04,3.16,404.2,32.68,26.34,28.2,27.84,30.33,89.36,2.6,73.08,10.44,1.16,0.75,0.81,0.2,1.55,,24.68,1.99,2.73
1207,Liga I (RO),Dan Nistor,D. Nistor,2153,1988-05-06,66.46,26,5,7671.04,115.43,1174.15,396.85,36.42,98.23,5.92,495.08,42.35,27.08,29.78,28.82,31.7,77.35,2.92,66.19,10.35,1.62,0.72,0.86,0.35,1.46,,21.38,1.96,2.65
1207,Liga I (RO),Denis Alibec,D. Alibec,2609,1991-01-05,63.16,18,2,6250.72,98.96,709.06,304.5,32.56,114.39,6.61,418.89,39.17,28.79,30.6,29.83,32.0,64.67,4.89,54.94,10.33,4.11,0.72,0.77,1.0,1.39,1.83,18.56,1.92,3.1
1207,Liga I (RO),Florin Bejan,F. Bejan,3514,1991-03-28,64.96,11,0,6960.91,107.16,792.73,251.73,20.64,58.64,2.73,310.36,23.36,26.52,27.3,27.61,28.27,72.55,2.36,61.36,6.73,0.64,0.88,1.04,0.0,,,15.73,2.44,2.95
1207,Liga I (RO),George Pușcaș,G. Pușcaș,3830,1996-04-08,58.07,7,0,6031.57,103.86,681.86,305.57,33.71,119.57,6.29,425.14,40.0,28.99,30.06,30.21,32.03,59.71,4.57,48.57,11.29,4.14,0.69,0.78,1.43,1.44,,21.57,2.24,3.12
1207,Liga I (RO),Georgi Milanov,G. Milanov,3836,1992-02-19,34.36,29,4,3865.07,112.5,526.07,197.97,18.9,65.34,3.45,263.31,22.34,28.21,30.92,29.0,31.67,42.83,1.83,36.07,5.72,1.28,0.79,0.92,0.24,1.96,,10.86,2.05,2.73
1207,Liga I (RO),Gheorghe Grozav,G. Grozav,3876,1990-09-29,84.73,35,3,8899.97,105.04,1110.11,441.46,44.06,170.26,8.83,611.71,52.89,29.91,32.44,31.42,33.93,79.14,4.6,64.31,12.54,3.51,0.61,0.61,1.11,1.27,1.54,26.97,1.72,2.68
1207,Liga I (RO),Islam Slimani,I. Slimani,4491,1988-06-18,42.75,11,3,4249.55,99.4,540.91,238.36,22.55,48.18,3.45,286.55,26.0,27.05,27.8,28.16,29.37,51.36,3.36,42.09,7.91,2.09,0.79,0.8,0.36,2.25,,18.18,2.15,2.78
1207,Liga I (RO),Kurt Zouma,K. Zouma,6012,1994-10-27,41.62,3,0,3787.67,91.01,331.0,95.0,11.67,36.0,2.0,131.0,13.67,28.7,28.7,29.37,29.37,42.67,2.33,32.67,5.0,0.67,,,0.0,,,7.67,,
1207,Liga I (RO),László Kleinheisler,L. Kleinheisler,6063,1994-04-08,62.28,6,2,7076.83,113.63,972.0,376.5,33.67,74.0,4.5,450.5,38.17,26.85,27.16,28.27,28.83,69.33,3.5,62.17,9.33,2.83,0.75,0.79,0.67,,,18.83,2.26,
1207,Liga I (RO),Marcus Coco,M. Coco,6848,1996-06-24,79.34,8,0,8101.12,102.11,1032.0,441.38,47.25,201.12,10.62,642.5,57.88,30.15,30.8,31.65,32.87,95.5,7.0,78.0,16.5,4.5,0.6,0.66,0.88,1.42,1.42,31.25,2.12,2.81
1207,Liga I (RO),Mihai Roman,M. Roman,7584,1992-05-31,24.7,1,0,2748.0,111.26,370.0,136.0,14.0,47.0,3.0,183.0,17.0,30.2,30.2,30.5,,25.0,1.0,21.0,4.0,0.0,,,0.0,,,10.0,,
1207,Liga I (RO),Paul Papp,P. Papp,8475,1989-11-11,92.46,32,3,9534.5,103.12,1132.59,325.78,26.62,54.53,2.97,380.31,29.59,26.34,28.46,28.09,30.63,97.28,4.41,76.22,10.28,2.31,0.81,0.91,0.22,,,20.09,2.03,2.84
1207,Liga I (RO),Pedro Nuno Fernandes Ferreira,Pedro Nuno,8582,1995-01-13,71.06,23,1,8418.3,118.48,1571.22,460.0,40.13,107.0,5.22,567.0,45.35,26.83,28.82,28.7,30.93,89.52,3.39,77.65,8.78,1.74,0.69,0.79,0.43,1.52,1.81,26.74,1.99,2.75
1207,Liga I (RO),Stipe Perica,S. Perica,10140,1995-07-07,34.67,14,2,3562.86,102.76,481.14,205.79,19.86,69.07,3.21,274.86,23.07,27.97,30.1,28.81,31.03,39.64,3.07,30.79,7.29,2.29,0.73,0.75,1.07,1.33,,12.71,2.13,3.05
