competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,onballengagement_count_total,onballengagement_count,onballengagement_count_directregain,onballengagement_pct_directregain,onballengagement_count_indirectregain,onballengagement_pct_indirectregain,onballengagement_count_directdisruption,onballengagement_pct_directdisruption,onballengagement_count_indirectdisruption,onballengagement_pct_indirectdisruption,onballengagement_count_abovehsr,onballengagement_count_forcedbackward,onballengagement_pct_forcedbackward,onballengagement_count_beatenbymovement,onballengagement_pct_beatenbymovement,onballengagement_count_beatenbypossession,onballengagement_pct_beatenbypossession,onballengagement_count_pressingchain,onballengagement_count_consecutive,onballengagement_count_forwardtrajectory,onballengagement_count_dangeroussituation,onballengagement_count_dangeroussituation_dangermitigated,onballengagement_pct_dangermitigated,onballengagement_count_linebreakaffected,onballengagement_pct_linebreakaffected
1194,Jupiler Pro League (BE),609,Alireza Jahanbakhsh,A. Jahanbakhsh,1993-08-11,48.71,12.7,12.39,21,21,0,429.0,20.43,0.48,2.33,3.19,15.62,0.05,0.23,0.95,4.66,2.57,1.19,5.83,0.0,0.0,0.29,1.4,6.86,2.71,6.14,3.57,0.24,1.99,1.43,6.99
1194,Jupiler Pro League (BE),1266,Benito Raman,B. Raman,1994-11-07,41.8,10.83,10.16,28,28,0,403.0,14.39,0.32,2.23,1.68,11.66,0.04,0.25,0.54,3.72,3.57,0.86,5.96,0.0,0.0,0.04,0.25,5.79,2.04,4.39,0.71,0.0,0.0,1.11,7.69
1194,Jupiler Pro League (BE),1353,Birger Verstraete,B. Verstraete,1994-04-16,74.44,17.77,19.49,26,25,1,789.0,31.56,1.48,4.69,4.32,13.69,0.12,0.38,1.08,3.42,4.32,1.24,3.93,0.32,1.01,0.36,1.14,6.56,5.08,8.44,11.68,1.32,4.36,2.68,8.49
1194,Jupiler Pro League (BE),1386,Boli Bolingoli-Mbombo,B. Bolingoli-Mbombo,1995-07-01,42.62,8.75,14.19,3,3,0,83.0,27.67,0.67,2.41,4.0,14.46,0.67,2.41,1.67,6.02,4.33,3.0,10.84,0.0,0.0,0.33,1.21,4.67,6.33,9.67,20.67,1.0,3.41,2.33,8.43
1194,Jupiler Pro League (BE),1441,Brandon Mechele,B. Mechele,1993-01-28,97.66,30.95,22.84,39,38,1,698.0,18.37,0.97,5.3,4.05,22.06,0.34,1.86,0.79,4.3,3.18,0.58,3.15,0.97,5.3,0.66,3.58,4.18,1.74,3.58,9.03,2.11,12.57,0.42,2.29
1194,Jupiler Pro League (BE),1539,Bryan Heynen,B. Heynen,1997-02-06,98.38,31.26,24.29,40,39,1,1789.0,45.87,1.79,3.91,7.23,15.76,0.41,0.89,1.38,3.02,4.54,3.31,7.21,0.33,0.73,0.67,1.45,13.41,7.46,14.03,12.54,2.1,4.98,3.49,7.6
1194,Jupiler Pro League (BE),1971,Colin Coosemans,C. Coosemans,1992-08-03,100.1,26.89,24.94,38,36,2,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1194,Jupiler Pro League (BE),2550,Davy Roef,D. Roef,1994-02-06,99.78,26.49,28.42,41,39,2,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1194,Jupiler Pro League (BE),2645,Dennis Praet,D. Praet,1994-05-14,89.58,23.78,23.16,31,30,1,1118.0,37.27,1.77,4.74,5.83,15.65,0.3,0.81,1.27,3.4,3.97,2.3,6.17,0.4,1.07,0.47,1.25,9.0,5.17,10.77,12.23,1.93,6.4,2.53,6.8
1194,Jupiler Pro League (BE),4167,Gyrano Kerk,G. Kerk,1995-12-02,82.67,21.13,22.38,27,26,1,973.0,37.42,1.0,2.67,6.04,16.14,0.12,0.31,1.65,4.42,7.85,1.81,4.83,0.04,0.1,0.27,0.72,13.81,5.12,13.46,3.96,0.38,1.33,2.42,6.47
1194,Jupiler Pro League (BE),4193,Hannes Van der Bruggen,H. Van der Bruggen,1993-04-01,86.2,20.02,22.96,32,32,0,1448.0,45.25,1.69,3.73,7.06,15.61,0.41,0.9,1.62,3.59,4.19,2.19,4.83,0.31,0.69,0.91,2.0,12.81,6.97,11.41,13.66,1.75,4.35,2.69,5.94
1194,Jupiler Pro League (BE),4202,Hans Vanaken,H. Vanaken,1992-08-24,96.27,30.92,22.47,39,38,1,1472.0,38.74,0.95,2.45,5.0,12.91,0.42,1.09,1.34,3.47,5.08,2.55,6.59,0.13,0.34,0.53,1.36,13.5,5.68,11.45,8.58,1.11,4.3,2.95,7.61
1194,Jupiler Pro League (BE),4271,Hendrik Van Crombrugge,H. Van Crombrugge,1993-04-30,101.5,33.17,23.14,12,12,0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1194,Jupiler Pro League (BE),4899,Jelle Vossen,J. Vossen,1989-03-22,33.61,9.65,7.48,17,17,0,253.0,14.88,0.35,2.37,2.0,13.44,0.06,0.4,0.71,4.74,3.76,0.94,6.32,0.0,0.0,0.0,0.0,7.65,2.35,4.29,0.59,0.18,5.0,2.0,13.44
1194,Jupiler Pro League (BE),5143,Joey Pelupessy,J. Pelupessy,1993-05-15,99.86,22.41,28.17,2,2,0,52.0,26.0,0.5,1.92,8.0,30.77,0.0,0.0,1.0,3.85,4.0,1.0,3.85,0.5,1.92,1.5,5.77,3.5,3.0,4.0,10.5,1.0,3.81,2.5,9.62
1194,Jupiler Pro League (BE),5369,Joris Kayembe Ditu ,J. Kayembe,1994-08-08,82.45,25.89,20.49,28,27,1,649.0,24.04,1.41,5.86,4.52,18.8,0.37,1.54,1.33,5.55,3.7,0.81,3.39,0.56,2.31,0.85,3.54,3.93,3.37,6.52,9.96,1.67,7.55,0.56,2.31
1194,Jupiler Pro League (BE),6777,Marco Ilaimaharitra,M. Ilaimaharitra,1995-07-26,85.77,19.71,24.88,31,31,0,1244.0,40.13,0.97,2.41,5.71,14.23,0.29,0.72,1.1,2.73,5.06,2.45,6.11,0.32,0.8,0.61,1.53,9.97,6.35,12.94,14.97,1.45,4.28,4.26,10.61
1194,Jupiler Pro League (BE),7209,Mats Rits,M. Rits,1993-07-18,33.91,6.09,10.91,3,3,0,25.0,8.33,0.67,8.0,1.33,16.0,0.0,0.0,0.33,4.0,0.67,0.0,0.0,0.0,0.0,0.33,4.0,2.0,0.67,1.67,6.67,0.67,8.0,0.33,4.0
1194,Jupiler Pro League (BE),8035,Nicolas Rommens,N. Rommens,1994-12-17,24.75,3.83,8.02,1,1,0,5.0,5.0,0.0,0.0,2.0,40.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1194,Jupiler Pro League (BE),8109,Noë Dussenne,N. Dussenne,1992-04-07,87.59,21.61,23.22,22,21,1,331.0,15.76,0.81,5.14,2.95,18.73,0.14,0.91,0.67,4.23,2.71,0.24,1.51,0.86,5.44,0.38,2.42,2.14,1.81,3.38,8.86,2.1,13.78,0.1,0.6
1194,Jupiler Pro League (BE),8701,Pieter Gerkens,P. Gerkens,1995-02-17,88.9,20.79,23.59,35,35,0,1746.0,49.89,1.34,2.69,8.51,17.07,0.2,0.4,1.83,3.67,5.09,3.34,6.7,0.23,0.46,0.6,1.2,17.06,9.23,14.03,11.54,1.14,2.69,4.69,9.39
1194,Jupiler Pro League (BE),9073,Rob Schoofs,R. Schoofs,1994-03-23,61.98,16.86,16.09,36,36,0,1150.0,31.94,1.03,3.22,5.31,16.61,0.22,0.7,1.17,3.65,2.86,1.92,6.0,0.17,0.52,0.39,1.22,8.61,5.31,8.67,8.92,1.06,3.91,2.86,8.96
1194,Jupiler Pro League (BE),9259,Roman Neustädter,R. Neustädter,1988-02-18,83.99,20.43,23.38,18,17,1,209.0,12.29,0.53,4.31,2.59,21.05,0.18,1.44,0.76,6.22,2.41,0.24,1.91,1.06,8.61,0.53,4.31,1.41,1.0,1.94,8.88,2.0,17.56,0.12,0.96
