competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,offballrun_count_total,offballrun_count,offballrun_count_shotwithin10s,offballrun_count_goalwithin10s,offballrun_count_targeted,offballrun_count_received,offballrun_avgdistance,offballrun_count_abovehsr,offballrun_count_penaltyarea,offballrun_count_dangerous,offballrun_count_dangerous_targeted,offballrun_count_dangerous_received
1189,Superliga (DK),173,Adam Buksa,A. Buksa,1996-07-12,80.04,21.9,16.31,3,3,0,60.0,20.0,1.0,0.33,6.33,3.67,14.9,7.67,6.67,13.0,3.67,2.33
1189,Superliga (DK),2217,Daniel Mathias Høegh,D. Høegh,1991-01-06,95.16,27.8,28.71,30,28,2,135.0,4.82,0.0,0.0,1.39,1.32,11.21,0.18,0.14,0.18,0.0,0.0
1189,Superliga (DK),2252,Daniel Wass,D. Wass,1989-05-31,61.92,16.53,18.12,26,25,1,461.0,18.44,0.68,0.04,5.04,4.44,15.07,3.84,1.72,3.92,0.8,0.6
1189,Superliga (DK),4286,Henrik Dalsgaard,H. Dalsgaard,1989-07-27,82.86,24.76,21.32,32,32,0,204.0,6.38,0.03,0.03,2.94,2.91,11.52,0.66,0.31,0.38,0.09,0.09
1189,Superliga (DK),4830,Jay-Roy Grot,J. Grot,1998-03-13,78.98,22.8,22.9,29,28,1,685.0,24.46,1.11,0.25,8.11,4.54,15.22,8.54,7.14,15.43,4.46,2.11
1189,Superliga (DK),4983,Jesper Hansen,J. Hansen,1985-03-31,99.16,29.88,25.75,30,30,0,21.0,0.7,0.0,0.0,0.3,0.3,7.21,0.0,0.0,0.0,0.0,0.0
1189,Superliga (DK),5224,Jonas Lössl,J. Lössl,1989-02-01,102.62,26.58,28.04,5,5,0,3.0,0.6,0.0,0.0,0.4,0.4,5.37,0.0,0.0,0.0,0.0,0.0
1189,Superliga (DK),5334,Jordi Vanlerberghe,J. Vanlerberghe,1996-06-27,59.65,17.64,17.63,15,14,1,102.0,7.29,0.14,0.0,2.43,2.07,12.09,1.14,0.43,0.43,0.0,0.0
1189,Superliga (DK),5843,Kevin Mbabu,K. Mbabu,1995-04-19,54.61,15.37,14.0,25,25,0,289.0,11.56,0.12,0.0,4.16,3.64,15.9,3.2,0.68,0.96,0.28,0.16
1189,Superliga (DK),5899,Kian Hansen,K. Hansen,1989-03-03,41.06,14.33,11.22,5,5,0,17.0,3.4,0.0,0.0,1.6,1.6,10.36,0.2,0.0,0.0,0.0,0.0
1189,Superliga (DK),6058,Lasse Nielsen,L. Nielsen,1988-01-08,96.56,25.81,28.45,27,27,0,186.0,6.89,0.0,0.0,2.0,1.67,10.93,0.56,0.37,0.48,0.19,0.04
1189,Superliga (DK),7040,Martin Hansen,M. Hansen,1990-06-15,102.02,26.1,29.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1189,Superliga (DK),7157,Mathias Jattah-Njie Jørgensen,M. Jørgensen,1990-04-23,102.19,31.83,24.87,12,12,0,64.0,5.33,0.0,0.0,2.17,2.17,8.89,0.17,0.08,0.08,0.0,0.0
1189,Superliga (DK),7429,Michael Gregoritsch,M. Gregoritsch,1994-04-18,39.0,10.99,10.86,11,11,0,105.0,9.55,0.36,0.0,3.0,1.64,14.61,2.55,3.0,6.55,1.91,0.82
1189,Superliga (DK),8352,Pantelis Hatzidiakos,P. Hatzidiakos,1997-01-18,85.62,28.28,21.27,28,28,0,195.0,6.96,0.0,0.0,3.11,3.04,10.06,0.61,0.04,0.18,0.04,0.0
1189,Superliga (DK),9624,Sean Klaiber,S. Klaiber,1994-07-31,95.01,27.65,27.71,13,13,0,281.0,21.62,0.54,0.15,8.23,7.31,12.6,5.0,1.85,4.46,1.08,0.69
1189,Superliga (DK),10454,Tom Trybull,T. Trybull,1993-03-09,9.12,4.45,1.84,1,1,0,3.0,3.0,1.0,0.0,2.0,2.0,12.74,0.0,1.0,1.0,1.0,1.0
1189,Superliga (DK),10839,Wessel Dammers,W. Dammers,1995-03-01,97.0,28.01,29.65,32,30,2,212.0,7.07,0.03,0.0,3.13,3.07,10.96,0.53,0.07,0.13,0.03,0.0
1189,Superliga (DK),11192,Thomas Delaney,T. Delaney,1991-09-03,54.56,17.3,13.86,22,22,0,291.0,13.23,0.18,0.0,3.68,3.5,11.68,1.23,0.68,1.45,0.27,0.14
1189,Superliga (DK),11193,Andreas Cornelius,A. Cornelius,1993-03-16,49.87,14.43,11.62,18,18,0,296.0,16.44,0.61,0.06,5.33,2.78,12.67,4.17,4.61,10.89,2.94,1.22
1189,Superliga (DK),11491,Viktor Claesson,V. Claesson,1992-01-02,49.99,16.94,12.2,30,30,0,794.0,26.47,0.67,0.23,6.87,4.6,12.8,4.57,5.97,13.3,3.23,1.7
1189,Superliga (DK),11509,Lukas Lerager,L. Lerager,1993-07-12,76.97,26.9,18.79,17,17,0,316.0,18.59,0.41,0.0,4.24,3.53,12.54,3.29,2.0,5.53,0.76,0.41
1189,Superliga (DK),11538,Patrick Pentz,P. Pentz,1997-01-02,99.39,27.79,28.46,31,30,1,11.0,0.37,0.0,0.0,0.2,0.2,6.3,0.0,0.0,0.0,0.0,0.0
1189,Superliga (DK),11640,Philip Billing,P. Billing,1996-06-11,86.2,25.43,20.05,20,20,0,467.0,23.35,0.65,0.1,5.9,4.9,11.78,3.25,1.95,4.7,1.0,0.7
1189,Superliga (DK),11956,Rúnar Alex Rúnarsson,R. Rúnarsson,1995-02-18,101.52,31.08,25.86,2,2,0,2.0,1.0,0.0,0.0,0.5,0.5,6.52,0.0,0.0,0.0,0.0,0.0
1189,Superliga (DK),12026,Birger Solberg Meling,B. Meling,1994-12-17,53.27,16.42,13.59,18,18,0,343.0,19.06,0.5,0.06,5.89,5.11,14.62,4.44,2.28,4.78,1.33,1.11
1189,Superliga (DK),12642,Mohamed Amine Elyounoussi,M. Elyounoussi,1994-08-04,89.12,28.12,22.18,30,30,0,1041.0,34.7,1.63,0.17,11.33,7.57,12.57,8.63,7.63,18.3,5.2,2.87
1189,Superliga (DK),12675,Emmanuel Bonaventure Dennis,E. Dennis,1997-11-15,47.56,12.94,10.81,11,10,1,150.0,15.0,0.4,0.0,4.8,3.3,12.02,3.9,3.0,7.9,2.0,1.3
1189,Superliga (DK),12881,Peter Ankersen,P. Ankersen,1990-09-22,93.21,32.34,24.85,30,29,1,733.0,25.28,0.97,0.1,11.0,9.79,13.56,5.97,2.52,5.34,2.31,1.55
1189,Superliga (DK),12885,Rasmus Falk Jensen,R. Falk,1992-01-15,97.1,28.38,27.49,29,28,1,700.0,25.0,0.43,0.11,8.11,7.64,10.82,1.57,1.43,3.14,0.71,0.54
1189,Superliga (DK),13292,Mikkel Duelund,M. Duelund,1997-06-29,66.65,16.68,21.14,25,25,0,723.0,28.92,1.2,0.24,8.88,6.08,15.06,8.24,3.76,12.84,3.64,2.24
1189,Superliga (DK),13484,Dominik Kotarski,D. Kotarski,2000-02-10,100.63,32.44,25.07,31,31,0,18.0,0.58,0.0,0.0,0.19,0.19,6.58,0.03,0.0,0.0,0.0,0.0
1189,Superliga (DK),13547,Oliver Olsen,O. Olsen,2000-08-13,95.01,27.22,30.23,17,16,1,374.0,23.38,1.06,0.06,7.81,6.12,14.42,7.88,2.81,4.88,1.5,0.94
1189,Superliga (DK),13923,Andrew Hjulsager,A. Hjulsager,1995-01-15,69.81,19.13,20.24,24,24,0,759.0,31.62,1.0,0.17,9.62,7.08,13.94,8.21,3.46,9.21,2.25,1.21
1189,Superliga (DK),14272,Tim Freriks,T. Freriks,1998-10-02,56.39,16.0,17.53,23,23,0,393.0,17.09,0.61,0.13,5.39,2.65,14.87,5.78,5.39,11.57,3.3,1.35
1189,Superliga (DK),14294,Leeroy Owusu,L. Owusu,1996-08-13,90.95,26.77,26.09,32,31,1,645.0,20.81,1.23,0.19,9.26,8.0,13.54,5.77,2.42,4.39,1.55,1.16
1189,Superliga (DK),14314,Mees Hoedemakers,M. Hoedemakers,1998-02-18,33.14,9.3,9.49,19,19,0,137.0,7.21,0.05,0.0,2.79,2.47,11.3,0.95,0.84,1.74,0.37,0.16
1189,Superliga (DK),14628,Aurélio Gabriel Ulineia Buta,Aurélio Buta,1997-02-10,50.91,14.06,13.19,12,12,0,158.0,13.17,0.25,0.08,3.92,3.33,13.67,3.75,1.17,2.92,0.83,0.67
1189,Superliga (DK),14729,Tobias Salquist Nielsen,T. Salquist,1995-05-18,92.34,31.71,25.05,29,28,1,166.0,5.93,0.11,0.0,2.21,2.11,10.61,0.32,0.14,0.18,0.11,0.04
1189,Superliga (DK),15863,German Onugkha,G. Onugkha,1996-07-06,14.36,7.69,2.47,1,1,0,5.0,5.0,0.0,0.0,0.0,0.0,10.79,1.0,2.0,2.0,0.0,0.0
1189,Superliga (DK),16274,Stephen Odey,S. Odey,1998-01-15,18.94,6.04,4.48,6,6,0,67.0,11.17,0.5,0.0,4.33,2.83,14.02,2.5,1.67,4.83,1.67,0.67
1189,Superliga (DK),16383,Patrick Mortensen,P. Mortensen,1989-07-13,76.56,23.88,19.23,32,32,0,691.0,21.59,0.72,0.12,5.0,2.28,15.13,5.47,9.12,16.84,3.59,1.25
1189,Superliga (DK),16434,Mads Hedenstad Christiansen,M. Hedenstad,2000-10-21,104.36,32.23,22.34,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
