competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,optionoffered_count_total,optionoffered_count,optionoffered_count_targeted,optionoffered_count_received,optionoffered_count_shotwithin10s,optionoffered_count_goalwithin10s,optionoffered_count_linebreak,optionoffered_count_dangerous,optionoffered_count_inspace,optionoffered_count_wide,optionoffered_count_insidedefensiveshape,optionoffered_count_outsidedefensiveshape,optionoffered_count_penaltyarea,optionoffered_count_penaltyarea_received,optionoffered_count_penaltyarea_shotwithin10s,optionoffered_count_penaltyarea_goalwithin10s
1173,Super Liga (RS),222,Adem Ljajić,A. Ljajić,1991-09-29,75.62,26.0,13.62,2,2,0,241.0,120.5,49.5,47.5,3.0,0.0,17.5,14.5,42.0,48.5,59.5,61.0,4.0,0.0,0.0,0.0
1173,Super Liga (RS),397,Aldo Kalulu Kyatengwa,A. Kalulu,1996-01-21,44.79,13.15,7.79,2,2,0,128.0,64.0,19.0,13.5,1.5,0.0,26.5,15.0,9.0,42.0,17.5,46.5,4.5,0.5,0.0,0.0
1173,Super Liga (RS),6969,Marko Arnautović,M. Arnautović,1989-04-19,64.83,22.35,13.21,16,15,1,1491.0,99.4,33.2,21.07,3.73,0.93,29.0,43.4,10.0,11.8,70.33,29.07,20.6,1.87,1.07,0.13
1173,Super Liga (RS),6984,Marko Poletanović,M. Poletanović,1993-07-20,38.64,9.58,10.48,19,19,0,833.0,43.84,13.95,12.89,0.74,0.11,4.0,2.42,11.11,10.68,29.37,14.47,0.58,0.05,0.0,0.0
1173,Super Liga (RS),7149,Matheus Lima Magalhães,Matheus,1992-03-29,98.47,33.39,19.52,31,29,2,1379.0,47.55,17.62,17.55,0.0,0.0,0.0,0.0,18.1,0.14,0.1,47.45,0.0,0.0,0.0,0.0
1173,Super Liga (RS),7652,Miloš Kosanović,M. Kosanović,1990-05-28,85.03,25.77,21.63,10,9,1,885.0,98.33,44.33,44.0,0.22,0.0,0.89,0.44,45.11,12.33,3.56,94.78,0.56,0.11,0.0,0.0
1173,Super Liga (RS),7659,Miloš Veljković,M. Veljković,1995-09-26,93.99,30.56,18.25,15,14,1,1612.0,115.14,45.07,43.5,0.86,0.07,0.57,4.57,43.14,17.71,8.79,106.36,4.64,1.0,0.5,0.07
1173,Super Liga (RS),7809,Muhamed Bešić,M. Bešić,1992-09-10,76.87,19.52,22.46,21,20,1,1396.0,69.8,26.55,25.8,0.45,0.05,2.55,0.5,24.95,15.9,20.75,49.05,0.05,0.0,0.0,0.0
1173,Super Liga (RS),7922,Nenad Tomović,N. Tomović,1987-08-30,89.66,21.69,23.67,29,27,2,1772.0,65.63,24.3,23.44,0.33,0.0,0.78,1.78,23.78,6.33,5.11,60.52,1.44,0.07,0.0,0.0
1173,Super Liga (RS),8772,Rade Krunić,R. Krunić,1993-10-07,77.31,26.42,15.16,25,23,2,2656.0,115.48,39.13,37.09,2.35,0.26,13.43,7.0,30.83,16.26,83.61,31.87,2.13,0.13,0.04,0.0
1173,Super Liga (RS),9664,Sebastian Polter,S. Polter,1991-04-01,53.5,15.88,10.98,17,17,0,1259.0,74.06,19.88,10.18,1.29,0.18,22.88,34.29,3.12,8.59,63.18,10.88,20.35,1.24,0.41,0.06
