competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,passopportunity_count_total,passopportunity_count,pass_count_goalwithin10s,pass_count_shotwithin10s,pass_count_attempted_total,pass_count_attempted,pass_count_completed,pass_pct_completed,pass_avgxpass_attempted,pass_avgdistance,pass_count_longrange_attempted,pass_count_onetouch_attempted,pass_count_quickpass_attempted,pass_count_onetouch_dangerous_attempted,pass_count_quickpass_dangerous_attempted,passopportunity_count_linebreak,pass_count_linebreak_attempted,pass_count_linebreak_completed,passopportunity_count_torun,pass_count_torun_attempted,pass_count_torun_completed,pass_pct_torun_completed,pass_avgxpass_torun_attempted,pass_count_torun_shotwithin10s,pass_count_torun_goalwithin10s,passopportunity_count_dangerous,pass_count_dangerous_attempted,pass_pct_dangerous_completed,pass_count_dangerous_completed,pass_count_difficultpass_attempted
1396,Eliteserien (NO),4560,Iver Tobias Rørvik Fossum,I. Fossum,1996-07-15,68.59,18.74,17.64,13,12,1,1053.0,87.75,0.33,2.08,342.0,28.5,25.0,87.72,86.82,13.08,0.5,7.42,8.33,1.0,0.5,12.0,2.08,2.0,13.75,4.75,3.83,80.7,78.12,0.67,0.17,12.75,2.92,62.86,1.83,4.33
1396,Eliteserien (NO),4626,Jakob Let Haugaard,J. Haugaard,1992-05-01,99.01,30.24,30.67,16,16,0,2128.0,133.0,0.12,0.25,596.0,37.25,28.56,76.68,82.88,28.85,10.25,5.62,4.0,0.0,0.0,62.75,13.69,7.88,18.75,6.81,6.25,91.74,87.55,0.19,0.06,0.0,0.0,,0.0,5.56
1396,Eliteserien (NO),5035,Jo Inge Berget,J. Berget,1990-09-11,26.05,6.7,7.46,8,8,0,170.0,21.25,0.0,0.75,53.0,6.62,5.38,81.13,81.21,15.52,0.38,1.5,1.88,0.25,0.38,1.75,0.25,0.25,5.62,2.12,1.62,76.47,69.92,0.5,0.0,5.5,1.25,70.0,0.88,1.5
1396,Eliteserien (NO),6545,Magnus  Wolff Eikrem,M. Wolff Eikrem,1990-08-08,47.49,12.77,15.06,12,12,0,639.0,53.25,0.08,1.58,217.0,18.08,15.25,84.33,78.1,14.24,1.17,7.08,3.58,0.58,0.58,6.08,2.25,1.33,15.33,5.83,5.08,87.14,67.83,1.17,0.08,15.33,3.5,76.19,2.67,4.92
1396,Eliteserien (NO),7208,Mats  Møller Dæhli,M. Møller Dæhli,1995-03-02,83.48,27.84,21.84,8,8,0,1965.0,245.62,0.38,3.38,515.0,64.38,58.38,90.68,90.98,14.91,1.88,11.12,12.75,0.12,0.5,57.38,11.5,10.38,25.38,8.75,7.75,88.57,83.51,0.38,0.0,14.88,2.0,43.75,0.88,6.62
1396,Eliteserien (NO),7389,Menno Koch,M. Koch,1994-07-02,62.12,12.96,19.41,9,9,0,384.0,42.67,0.0,0.0,162.0,18.0,16.67,92.59,95.04,16.89,0.67,4.0,4.67,0.0,0.0,7.56,1.56,1.11,5.0,2.11,2.11,100.0,98.26,0.0,0.0,0.11,0.0,,0.0,0.89
1396,Eliteserien (NO),8175,Ole Kristian Selnæs,O. Selnæs,1994-07-07,74.54,20.5,18.92,13,12,1,1670.0,139.17,0.5,2.17,526.0,43.83,38.58,88.02,87.94,14.47,2.58,12.67,9.33,0.75,0.5,20.33,4.67,4.0,14.75,5.33,4.58,85.94,79.5,0.58,0.08,12.33,2.75,72.73,2.0,5.25
1396,Eliteserien (NO),11774,Fredrik Gulbrandsen,F. Gulbrandsen,1992-09-10,51.42,16.81,12.47,15,15,0,339.0,22.6,0.07,0.67,97.0,6.47,5.13,79.38,78.62,10.49,0.27,3.07,1.0,0.67,0.27,1.0,0.13,0.13,9.13,2.53,2.07,81.58,68.92,0.53,0.07,7.0,1.87,82.14,1.53,1.67
1396,Eliteserien (NO),12011,Jonas Svensson,J. Svensson,1993-03-06,56.19,16.88,13.36,11,10,1,833.0,83.3,0.1,1.4,289.0,28.9,25.2,87.2,85.92,14.15,0.7,7.5,7.7,0.6,0.3,17.3,5.0,4.1,17.6,6.6,5.6,84.85,83.59,0.7,0.1,7.2,1.9,63.16,1.2,4.5
1396,Eliteserien (NO),12028,Sigurd Rosted,S. Rosted,1994-07-22,96.47,25.66,30.55,6,6,0,771.0,128.5,0.0,1.17,252.0,42.0,38.33,91.27,90.7,17.13,2.83,6.5,9.33,0.33,0.0,32.33,8.0,6.5,12.5,5.0,4.5,90.0,83.63,0.33,0.0,2.83,1.33,62.5,0.83,4.83
