competition_edition,league,player_id,runtype_run_in_behind,player_name,player_short_name,runtype_cross_receiver_run,runtype_overlap_run,runtype_underlap_run,runtype_coming_short_run,runtype_pulling_half_space_run,runtype_run_ahead_of_the_ball,runtype_pulling_wide_run,runtype_support_run,runtype_dropping_off_run
1207,Liga I (RO),78,0.31,Alexandru Chipciu,A. Chipciu,0.5,1.62,1.12,0.19,0.0,3.62,0.88,5.44,0.88
1207,Liga I (RO),2049,0.75,Cristian Manea,C. Manea,0.58,2.42,0.92,0.25,0.08,5.25,1.5,5.75,0.92
1207,Liga I (RO),2149,0.31,Damjan Djoković,D. Djoković,0.38,0.38,0.38,5.77,0.77,1.62,0.46,4.69,2.0
1207,Liga I (RO),2153,1.92,Dan Nistor,D. Nistor,2.17,0.33,1.42,4.17,1.92,5.17,1.08,4.08,0.5
1207,Liga I (RO),2609,3.62,Denis Alibec,D. Alibec,2.25,0.25,0.0,0.75,0.12,3.5,0.12,1.38,0.0
1207,Liga I (RO),3514,0.0,Florin Bejan,F. Bejan,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.67,0.83
1207,Liga I (RO),3836,0.38,Georgi Milanov,G. Milanov,0.54,0.23,0.77,1.85,0.38,2.69,0.31,2.15,0.62
1207,Liga I (RO),3876,1.43,Gheorghe Grozav,G. Grozav,2.14,0.43,0.14,1.86,0.36,4.0,0.43,3.79,0.21
1207,Liga I (RO),4491,3.57,Islam Slimani,I. Slimani,4.86,0.14,0.29,1.57,1.14,2.71,0.29,1.0,0.0
1207,Liga I (RO),6012,0.0,Kurt Zouma,K. Zouma,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2.5
1207,Liga I (RO),6063,,László Kleinheisler,L. Kleinheisler,,,,,,,,,
1207,Liga I (RO),6848,0.14,Marcus Coco,M. Coco,0.14,2.0,0.43,0.0,0.0,2.57,2.14,4.29,2.14
1207,Liga I (RO),7584,1.0,Mihai Roman,M. Roman,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
1207,Liga I (RO),8475,0.07,Paul Papp,P. Papp,0.07,0.21,0.0,0.43,0.0,0.71,0.36,0.57,2.43
1207,Liga I (RO),8582,1.62,Pedro Nuno Fernandes Ferreira,Pedro Nuno,2.88,0.12,0.25,6.0,1.0,5.62,1.12,6.5,0.88
1207,Liga I (RO),10140,2.86,Stipe Perica,S. Perica,3.0,0.0,0.0,0.43,0.0,0.86,0.0,0.71,0.0
1207,Liga I (RO),10756,0.0,Vlad Iulian  Chiricheș,V. Chiricheș,0.0,0.14,0.86,4.14,0.14,2.29,0.29,3.0,0.71
1207,Liga I (RO),11177,0.07,Ionuț Larie,I. Larie,0.07,0.07,0.0,0.4,0.0,0.13,0.6,0.6,6.27
1207,Liga I (RO),11179,0.08,Ovidiu Popescu,O. Popescu,0.08,0.25,0.08,3.17,0.25,2.33,0.58,2.75,1.5
1207,Liga I (RO),11181,4.53,Florin Tănase,F. Tănase,4.67,0.33,1.07,3.07,0.8,8.67,1.6,3.73,0.6
1207,Liga I (RO),11229,0.8,Jordan Ikoko,J. Ikoko,0.8,2.0,0.6,0.2,0.0,6.6,2.0,5.6,1.6
1207,Liga I (RO),12208,0.69,Eddy Gnahoré,E. Gnahoré,1.38,0.46,0.92,9.54,0.62,4.54,0.54,7.85,2.77
1207,Liga I (RO),12638,5.4,Antoine Baroan,A. Baroan,3.1,0.2,0.1,1.2,0.4,4.1,0.1,0.3,0.2
1207,Liga I (RO),12933,0.0,Boban Nikolov,B. Nikolov,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.5,1.5
1207,Liga I (RO),13046,,Luka Zahovič,L. Zahovič,,,,,,,,,
1207,Liga I (RO),13054,0.0,Alin Toșca,A. Toșca,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1207,Liga I (RO),13056,0.08,Tudor Băluţă,T. Băluţă,0.08,0.23,0.08,2.31,0.15,0.77,0.23,1.85,0.77
1207,Liga I (RO),13061,0.0,Romario Benzar,R. Benzar,0.0,1.5,0.0,0.5,0.0,0.5,1.0,3.0,1.0
1207,Liga I (RO),13063,2.3,Nicușor Bancu,N. Bancu,1.4,3.2,0.8,1.5,0.1,9.0,1.5,4.3,2.2
1207,Liga I (RO),13125,0.0,Lucas Pellegrini,L. Pellegrini,0.75,2.0,0.0,0.25,0.0,1.5,0.0,1.5,0.5
1207,Liga I (RO),13287,0.0,Jérôme Junior Onguéné,J. Onguéné,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,Liga I (RO),13315,5.5,Andrei Ivan,A. Ivan,6.5,0.0,0.0,0.0,0.5,2.5,0.0,0.0,0.0
1207,Liga I (RO),13626,1.18,Jakub Hromada,J. Hromada,1.45,0.27,1.0,6.18,0.64,2.82,0.64,3.64,0.45
1207,Liga I (RO),13835,2.18,Adrian Păun,A. Păun,1.27,0.27,1.09,2.73,1.27,5.73,1.09,3.0,0.09
1207,Liga I (RO),13837,3.0,Ciprian Deac,C. Deac,3.0,0.0,1.33,2.33,0.67,5.0,2.33,3.33,0.33
1207,Liga I (RO),13839,4.5,Valentin Costache,V. Costache,2.28,0.78,0.22,0.89,0.33,6.33,0.94,3.17,0.39
1207,Liga I (RO),13846,0.08,Mihai Bordeianu,M. Bordeianu,0.69,0.38,0.38,3.0,0.46,3.23,0.62,6.77,0.77
1207,Liga I (RO),13847,0.33,Mário Jorge Malico Paulino,Mario Camora,0.33,4.25,1.25,0.08,0.25,4.08,2.5,6.42,1.25
1207,Liga I (RO),13848,2.69,Claudiu Petrila,C. Petrila,1.44,1.06,0.19,3.19,0.19,6.69,2.0,2.5,0.69
1207,Liga I (RO),13896,0.5,Cristian Ganea,C. Ganea,0.12,2.69,0.81,0.5,0.12,4.25,2.38,4.81,1.94
1207,Liga I (RO),14045,4.94,Mihai Alexandru Dobre,A. Dobre,5.47,1.06,0.35,2.18,0.29,8.47,1.94,2.82,0.24
1207,Liga I (RO),14083,0.7,Alessandro Murgia,A. Murgia,1.8,0.0,0.1,6.0,1.1,2.8,0.8,5.3,1.0
1207,Liga I (RO),14207,5.73,Hakim Djamel Abdallah,H. Abdallah,6.0,0.36,0.27,0.82,0.64,6.09,0.73,1.45,0.0
1207,Liga I (RO),14261,0.0,Lars Kramer,L. Kramer,0.07,0.0,0.0,0.14,0.0,0.14,0.14,0.5,2.71
1207,Liga I (RO),14410,0.33,Christopher Braun,C. Braun,0.08,1.67,0.58,0.25,0.0,3.67,0.67,2.67,0.67
1207,Liga I (RO),14573,0.08,Vladimir Screciu,V. Screciu,0.0,0.15,0.0,0.31,0.0,0.15,0.0,0.77,4.46
1207,Liga I (RO),14769,0.54,Benjamin Van Durmen,B. Van Durmen,1.54,0.46,1.08,7.69,1.08,3.77,1.15,5.0,2.0
1207,Liga I (RO),15477,2.0,Cristian Ioan Ponde,Cristian Ponde,6.0,0.0,0.0,4.0,1.0,8.0,5.0,2.0,0.0
1207,Liga I (RO),15497,,Joyskim Ayrelien Dawa Tchakonte,J. Dawa,,,,,,,,,
1207,Liga I (RO),15877,3.75,Eric Bicfalvi,E. Bicfalvi,5.25,0.25,0.0,1.0,1.0,3.0,0.25,1.0,0.0
1207,Liga I (RO),16077,1.0,Fabrício Santos de Jesus,Fabricio Baiano,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1207,Liga I (RO),16355,0.21,Charalampos Kyriakou,C. Kyriakou,0.21,0.14,0.14,2.79,0.0,1.36,0.14,1.57,0.36
1207,Liga I (RO),16428,0.08,Sheriff Sinyan,S. Sinyan,0.17,0.0,0.0,0.25,0.08,0.5,0.08,0.67,3.83
1207,Liga I (RO),16450,0.0,Filip Blažek,F. Blažek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,Liga I (RO),16563,1.5,Said Ahmed Said,A. Said,2.25,0.0,0.12,0.5,0.75,3.12,0.12,0.62,0.0
1207,Liga I (RO),16831,1.62,Desley Ubbink,D. Ubbink,1.23,0.31,0.38,1.85,1.08,3.92,0.92,3.0,0.08
1207,Liga I (RO),16922,2.88,Alexandru Crețu,A. Crețu,1.12,0.62,0.75,5.62,1.0,6.0,0.75,4.12,0.75
1207,Liga I (RO),17036,3.54,Sergiu Florin Buș,S. Buș,2.69,0.0,0.08,2.0,0.92,4.46,0.38,1.15,0.0
1207,Liga I (RO),17083,,Bozhidar Chorbadzhiyski,B. Chorbadzhiyski,,,,,,,,,
1207,Liga I (RO),17103,1.0,Olimpiu Moruţan,O. Moruţan,2.67,0.0,0.0,0.33,1.33,5.33,1.67,2.0,1.0
1207,Liga I (RO),17113,4.0,Ianis Stoica,I. Stoica,2.0,0.0,0.5,1.0,0.5,4.5,2.0,1.0,0.0
1207,Liga I (RO),17397,0.88,Ionuț Vînă,I. Vînă,2.31,1.31,0.94,2.88,0.94,7.12,2.38,10.25,1.62
1207,Liga I (RO),17399,0.0,Bogdan Țîru,B. Țîru,0.36,0.14,0.0,0.64,0.07,0.29,0.14,1.29,4.79
1207,Liga I (RO),17401,0.6,Andrei Ciobanu,A. Ciobanu,1.4,1.0,0.33,2.0,0.6,3.47,1.13,4.2,0.2
1207,Liga I (RO),17404,0.11,Paul Iacob,P. Iacob,0.33,0.33,0.11,0.78,0.0,0.44,0.0,1.22,2.44
1207,Liga I (RO),17409,4.67,Alexandru Pop,A. Pop,2.92,0.08,0.17,1.08,0.58,2.17,0.33,0.25,0.0
1207,Liga I (RO),17413,0.0,Andrei Artean,A. Artean,0.33,0.25,0.08,3.92,0.25,0.75,0.67,3.5,1.33
1207,Liga I (RO),17414,0.55,Lyes Houri,L. Houri,1.64,0.18,1.73,5.18,1.91,6.18,1.36,3.18,0.55
1207,Liga I (RO),17419,0.23,Marius Briceag,M. Briceag,0.23,1.46,0.15,0.23,0.0,1.85,0.62,3.31,0.92
1207,Liga I (RO),17423,0.0,Alexandru Mateiu,A. Mateiu,0.0,0.0,0.2,4.2,0.2,2.3,0.4,1.7,1.2
1207,Liga I (RO),17425,0.73,Alexandru Cicâldău,A. Cicâldău,3.0,0.18,0.64,4.55,0.73,3.27,0.64,4.55,0.36
1207,Liga I (RO),17428,2.14,Jovan Marković,J. Marković,2.14,0.0,0.0,0.14,0.57,1.57,0.0,0.29,0.0
1207,Liga I (RO),17429,0.73,Ovidiu Bic,O. Bic,0.87,1.2,1.0,6.53,0.87,5.6,1.8,5.47,0.6
1207,Liga I (RO),17430,5.62,Elvir Koljič,E. Koljič,4.92,0.08,0.0,1.31,0.08,3.23,0.31,1.08,0.0
