competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,offballrun_count_total,offballrun_count,offballrun_count_shotwithin10s,offballrun_count_goalwithin10s,offballrun_count_targeted,offballrun_count_received,offballrun_avgdistance,offballrun_count_abovehsr,offballrun_count_penaltyarea,offballrun_count_dangerous,offballrun_count_dangerous_targeted,offballrun_count_dangerous_received
1215,1. HNL (HR),433,Aleksandar Trajkovski,A. Trajkovski,1992-09-05,61.32,15.75,17.47,9,8,1,186.0,23.25,0.5,0.0,7.62,4.75,14.69,6.25,5.0,11.88,2.88,0.62
1215,1. HNL (HR),903,Ante Rebić,A. Rebić,1993-09-21,74.67,22.68,16.71,26,25,1,715.0,28.6,1.68,0.16,11.24,7.96,14.31,9.04,6.44,14.12,4.6,2.48
1215,1. HNL (HR),2343,Dario Melnjak,D. Melnjak,1992-10-31,45.14,13.96,10.39,22,20,2,368.0,18.4,0.8,0.05,6.95,5.4,15.38,5.2,1.75,4.75,1.7,0.95
1215,1. HNL (HR),2882,Duje Čop,D. Čop,1990-02-01,41.79,11.1,10.15,25,25,0,387.0,15.48,0.4,0.0,4.4,2.16,13.31,3.8,5.36,9.8,2.48,0.88
1215,1. HNL (HR),3442,Filip Krovinović,F. Krovinović,1995-08-29,79.95,24.43,17.84,29,27,2,699.0,25.89,0.78,0.0,9.0,7.44,12.31,4.22,3.22,8.93,2.63,1.59
1215,1. HNL (HR),5483,Josip Posavec,J. Posavec,1996-03-10,98.09,26.7,25.42,32,31,1,35.0,1.13,0.0,0.0,0.52,0.52,7.85,0.03,0.0,0.0,0.0,0.0
1215,1. HNL (HR),5484,Josip Radošević,J. Radošević,1994-04-03,96.41,25.15,26.82,32,32,0,466.0,14.56,0.12,0.0,4.41,3.97,11.15,1.88,0.44,2.03,0.47,0.38
1215,1. HNL (HR),6908,Mario Tičinović,M. Tičinović,1991-08-20,78.22,18.11,22.31,24,22,2,360.0,16.36,0.45,0.09,5.91,4.86,14.68,5.09,1.05,2.73,0.77,0.59
1215,1. HNL (HR),6975,Marko Livaja,M. Livaja,1993-08-26,73.07,22.28,17.44,26,25,1,470.0,18.8,1.28,0.28,7.64,4.64,14.22,5.76,7.04,12.84,5.0,2.48
1215,1. HNL (HR),9610,Scott McKenna,S. McKenna,1996-11-12,94.91,29.26,22.93,30,30,0,236.0,7.87,0.0,0.0,3.1,3.03,10.45,0.6,0.03,0.1,0.0,0.0
