competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,offballrun_count_total,offballrun_count,offballrun_count_shotwithin10s,offballrun_count_goalwithin10s,offballrun_count_targeted,offballrun_count_received,offballrun_avgdistance,offballrun_count_abovehsr,offballrun_count_penaltyarea,offballrun_count_dangerous,offballrun_count_dangerous_targeted,offballrun_count_dangerous_received
1196,Super League (CH),390,Albian Ajeti,A. Ajeti,1997-02-26,52.82,15.36,12.51,32,32,0,718.0,22.44,1.0,0.03,7.97,4.16,14.08,7.62,9.09,16.03,5.44,2.38
1196,Super League (CH),535,Alexander Hack,A. Hack,1993-09-08,93.59,21.14,22.9,13,13,0,87.0,6.69,0.15,0.0,1.62,1.46,11.19,0.46,0.08,0.31,0.0,0.0
1196,Super League (CH),673,Amir Abrashi,A. Abrashi,1990-03-27,50.02,10.89,15.01,11,11,0,55.0,5.0,0.0,0.0,1.45,1.09,11.48,0.73,0.36,0.73,0.27,0.09
1196,Super League (CH),943,Anto Grgić,A. Grgić,1996-11-28,95.69,28.24,23.0,36,36,0,818.0,22.72,0.31,0.03,8.72,8.28,10.89,2.36,0.36,1.31,0.42,0.31
1196,Super League (CH),1287,Benjamin Kololli,B. Kololli,1992-05-15,50.78,13.51,13.58,28,28,0,550.0,19.64,0.75,0.11,6.11,4.25,14.73,5.79,5.18,9.04,2.39,1.21
1196,Super League (CH),2509,David von Ballmoos,D. von Ballmoos,1994-12-30,98.54,28.89,24.33,15,15,0,10.0,0.67,0.0,0.0,0.33,0.33,6.42,0.0,0.0,0.0,0.0,0.0
1196,Super League (CH),3228,Ezgjan Alioski,E. Alioski,1992-02-12,49.23,14.49,11.06,20,20,0,374.0,18.7,0.9,0.0,6.8,6.1,16.37,6.1,1.85,4.45,1.2,1.0
1196,Super League (CH),4090,Gregory Wüthrich,G. Wüthrich,1994-12-04,83.06,24.48,19.72,25,25,0,185.0,7.4,0.0,0.0,3.0,2.88,10.75,0.64,0.56,0.64,0.16,0.08
1196,Super League (CH),4521,Ivan Ricardo Neves Abreu Cavaleiro,I. Cavaleiro,1993-10-18,70.61,16.18,17.73,13,13,0,284.0,21.85,1.23,0.23,9.62,7.85,14.33,6.62,2.69,7.31,2.38,1.62
1196,Super League (CH),4702,Jan Bamert,J. Bamert,1998-03-09,86.03,18.84,22.23,33,31,2,168.0,5.42,0.0,0.0,1.61,1.52,13.05,0.71,0.35,0.45,0.06,0.0
1196,Super League (CH),5123,Joël Mall,J. Mall,1991-04-05,93.72,27.25,24.15,28,28,0,3.0,0.11,0.0,0.0,0.0,0.0,5.84,0.0,0.0,0.0,0.0,0.0
