competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,offballrun_count_total,offballrun_count,offballrun_count_shotwithin10s,offballrun_count_goalwithin10s,offballrun_count_targeted,offballrun_count_received,offballrun_avgdistance,offballrun_count_abovehsr,offballrun_count_penaltyarea,offballrun_count_dangerous,offballrun_count_dangerous_targeted,offballrun_count_dangerous_received
1212,2. Bundesliga (DE),670,Amin Younes,A. Younes,1993-08-06,48.7,12.16,12.12,5,5,0,62.0,12.4,0.4,0.4,3.6,2.2,12.63,1.8,1.6,2.8,0.8,0.4
1212,2. Bundesliga (DE),1442,Branimir Hrgota,B. Hrgota,1993-01-12,93.61,22.77,25.51,31,29,2,607.0,20.93,1.21,0.14,7.83,6.07,13.7,5.14,3.07,8.07,2.59,1.59
1212,2. Bundesliga (DE),1697,Cédric Itten,C. Itten,1996-12-27,96.2,26.19,26.72,30,29,1,764.0,26.34,1.17,0.17,10.41,5.1,13.85,6.66,6.52,14.28,5.28,1.93
1212,2. Bundesliga (DE),1841,Christian Mathenia,C. Mathenia,1992-03-31,98.36,22.92,26.12,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1212,2. Bundesliga (DE),2290,Danilo Teodoro Soares,Danilo Soares,1991-10-29,74.97,18.88,20.38,3,3,0,58.0,19.33,1.0,0.0,8.33,7.67,13.64,3.67,1.33,2.0,1.33,1.33
1212,2. Bundesliga (DE),2454,David Kinsombi,D. Kinsombi,1995-12-12,7.2,1.01,1.93,3,3,0,4.0,1.33,0.0,0.0,0.0,0.0,11.87,0.0,0.33,0.33,0.0,0.0
1212,2. Bundesliga (DE),2553,Dawid Kownacki,D. Kownacki,1997-03-14,55.69,14.89,14.42,21,21,0,422.0,20.1,0.62,0.19,6.33,3.43,15.91,7.1,7.43,13.33,3.9,1.38
1212,2. Bundesliga (DE),2938,Edin Džeko,E. Džeko,1986-03-17,59.56,15.37,13.95,11,11,0,175.0,15.91,1.0,0.36,6.09,3.45,13.1,3.55,5.18,9.73,3.45,1.55
1212,2. Bundesliga (DE),3235,Fabian Holland,F. Holland,1990-07-11,35.83,9.08,10.07,21,20,1,128.0,6.4,0.15,0.0,3.15,2.75,15.83,1.8,0.7,0.95,0.3,0.2
1212,2. Bundesliga (DE),3372,Felix Klaus,F. Klaus,1992-09-13,95.1,22.71,25.76,25,23,2,799.0,34.74,1.96,0.52,13.57,9.57,14.26,9.39,4.57,11.0,3.7,2.35
1212,2. Bundesliga (DE),3375,Felix Passlack,F. Passlack,1998-05-29,36.9,7.67,10.8,15,15,0,170.0,11.33,0.4,0.07,4.8,4.07,16.05,3.87,0.93,2.6,0.8,0.73
1212,2. Bundesliga (DE),4168,Håvard Kallevik Nielsen,H. Nielsen,1993-07-15,14.61,3.5,3.74,10,10,0,45.0,4.5,0.2,0.1,1.7,1.0,13.33,1.3,1.7,2.9,1.0,0.5
1212,2. Bundesliga (DE),4864,Jean-Paul Boëtius,J. Boëtius,1994-03-22,39.5,9.19,11.35,4,4,0,33.0,8.25,0.25,0.0,1.5,1.5,11.45,0.75,0.25,0.5,0.0,0.0
1212,2. Bundesliga (DE),5168,John Anthony Brooks,J. Brooks,1993-01-28,8.06,1.3,2.33,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1212,2. Bundesliga (DE),5375,Jorrit Hendrix,J. Hendrix,1995-02-06,94.83,24.41,24.19,31,30,1,801.0,26.7,0.43,0.07,8.2,6.67,12.98,5.37,2.47,6.73,1.6,0.83
1212,2. Bundesliga (DE),5573,Julian Green,J. Green,1995-06-06,54.08,13.22,13.71,21,19,2,235.0,12.37,0.42,0.05,3.68,3.11,11.4,1.47,0.63,1.89,0.37,0.16
1212,2. Bundesliga (DE),5775,Kenan Karaman,K. Karaman,1994-03-05,94.27,21.76,24.01,31,31,0,848.0,27.35,1.55,0.32,10.03,6.97,13.77,7.97,5.0,12.29,4.16,2.39
1212,2. Bundesliga (DE),5880,Kevin Vogt,K. Vogt,1991-09-23,67.75,17.16,16.72,9,9,0,45.0,5.0,0.0,0.0,2.44,2.44,12.02,0.44,0.22,0.33,0.0,0.0
1212,2. Bundesliga (DE),6298,Loris Karius,L. Karius,1993-06-22,101.11,22.43,26.71,29,29,0,1.0,0.03,0.0,0.0,0.03,0.03,5.37,0.0,0.0,0.0,0.0,0.0
1212,2. Bundesliga (DE),6915,Marius Gersbeck,M. Gersbeck,1995-06-20,99.13,29.31,17.42,1,1,0,2.0,2.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0
1212,2. Bundesliga (DE),7086,Marvin Marcel  Schulz,M. Schulz,1995-01-15,57.59,14.87,14.59,24,23,1,375.0,16.3,0.61,0.09,4.3,3.09,12.75,3.35,1.35,4.96,1.35,0.74
1212,2. Bundesliga (DE),7268,Matthias Zimmermann,M. Zimmermann,1992-06-16,54.22,14.48,15.13,23,22,1,326.0,14.82,0.27,0.0,5.91,4.14,13.76,3.59,0.95,1.82,0.55,0.18
1212,2. Bundesliga (DE),8108,Noah Joel Sarenren Bazee,N. Sarenren Bazee,1996-08-21,44.4,10.87,11.6,25,25,0,309.0,12.36,0.32,0.04,3.88,2.12,15.53,4.28,3.76,6.44,1.64,0.56
1212,2. Bundesliga (DE),8484,Paul Seguin,P. Seguin,1995-03-29,95.27,25.64,24.88,25,25,0,537.0,21.48,0.36,0.08,7.4,7.08,11.86,3.4,0.52,1.36,0.28,0.2
1212,2. Bundesliga (DE),9159,Robin Knoche,R. Knoche,1992-05-22,70.61,17.13,17.25,23,23,0,127.0,5.52,0.04,0.0,2.3,2.17,11.47,0.35,0.39,0.57,0.13,0.04
1212,2. Bundesliga (DE),9648,Sebastian Jung,S. Jung,1990-06-22,81.18,21.16,24.3,28,28,0,493.0,17.61,0.46,0.04,6.21,5.29,14.21,4.68,1.36,1.93,0.5,0.39
