competition_edition,league,player_id,runtype_run_in_behind,player_name,player_short_name,runtype_run_ahead_of_the_ball
1208,1. SNL (SI),1302,5.94,Benjamin Tetteh,B. Tetteh,2.65
1208,1. SNL (SI),2587,1.5,Dejan Lazarević,D. Lazarević,0.5
1208,1. SNL (SI),2990,4.06,Hillel El Arbi Soudani,H. Soudani,5.22
1208,1. SNL (SI),3494,1.12,Florian  Hartherz,F. Hartherz,3.62
1208,1. SNL (SI),4212,2.0,Haris Vučkič,H. Vučkič,4.77
1208,1. SNL (SI),4757,0.62,Jasmin Kurtič,J. Kurtič,0.88
1208,1. SNL (SI),5482,2.58,Josip Iličić,J. Iličić,3.32
1208,1. SNL (SI),6459,0.17,Luka Krajnc,L. Krajnc,0.33
1208,1. SNL (SI),9811,2.16,Sheyi Ojo,S. Ojo,5.47
1208,1. SNL (SI),10497,4.88,Tomi Jurić,T. Jurić,3.12
1208,1. SNL (SI),10594,0.33,Uroš Korun,U. Korun,0.0
1208,1. SNL (SI),11165,0.0,Jean Michaël Seri,J. Seri,0.38
1208,1. SNL (SI),11505,1.24,Jan Repas,J. Repas,3.53
1208,1. SNL (SI),13045,3.89,Rudi Požeg Vancaš,R. Požeg Vancaš,4.44
1208,1. SNL (SI),13584,3.59,Antonio Marin,A. Marin,4.47
1208,1. SNL (SI),13709,0.0,Macky Frank Bagnack Mouegni,M. Bagnack,0.0
1208,1. SNL (SI),13724,0.07,Jan Gorenc,J. Gorenc,0.36
1208,1. SNL (SI),15359,0.6,Alexandros Parras,A. Parras,5.0
1208,1. SNL (SI),15443,0.15,Ivan Borna Jelić Balta,I. Jelić Balta,0.77
1208,1. SNL (SI),15742,0.0,Matija Boben,M. Boben,0.2
1208,1. SNL (SI),16273,2.25,Toni Domgjoni,T. Domgjoni,6.0
1208,1. SNL (SI),16575,9.31,Franko Kovačević,F. Kovačević,2.46
1208,1. SNL (SI),16876,0.0,Haris Dedič,H. Dedič,0.25
1208,1. SNL (SI),16896,0.26,Tilen Klemenčič,T. Klemenčič,3.95
1208,1. SNL (SI),16897,1.53,Jošt Urbančič,J. Urbančič,4.87
1208,1. SNL (SI),16902,0.38,Gregor Sikošek,G. Sikošek,3.25
1208,1. SNL (SI),16927,9.25,Luka Štor,L. Štor,6.0
1208,1. SNL (SI),17040,1.33,Bogdan Vaštšuk,B. Vaštšuk,1.33
1208,1. SNL (SI),17262,5.82,Alex Matthias Tamm,A. Tamm,1.36
1208,1. SNL (SI),19260,0.93,Nik Omladič,N. Omladič,2.29
1208,1. SNL (SI),19322,2.19,Mario Kvesić,M. Kvesić,6.86
1208,1. SNL (SI),19428,0.33,Kangni Frederic Ananou,F. Ananou,1.0
1208,1. SNL (SI),19852,0.14,Felipe Castaldo Curcio,Felipe Curcio,2.0
1208,1. SNL (SI),20034,7.6,Damjan Bohar,D. Bohar,2.6
1208,1. SNL (SI),20140,1.0,Dejan Vokič,D. Vokič,4.0
1208,1. SNL (SI),22088,1.53,Alejandro Blanco Sánchez,Álex Blanco,4.76
1208,1. SNL (SI),22147,4.23,Isaac Matondo,I. Matondo,7.23
1208,1. SNL (SI),22909,0.69,Robert Murić,R. Murić,3.15
1208,1. SNL (SI),23737,3.25,Kelvin Ofori,K. Ofori,3.5
1208,1. SNL (SI),24130,3.89,Vitaliy Lisakovich,V. Lisakovich,6.33
1208,1. SNL (SI),24637,2.15,Brian Safo Oddei,B. Oddei,4.08
1208,1. SNL (SI),25827,0.0,Omar Rekik,O. Rekik,0.89
1208,1. SNL (SI),26588,1.35,Juan José Nieto Zarzoso,Juanjo Nieto,3.47
1208,1. SNL (SI),27254,2.5,Bruno Miguel Ponces Lourenço,Bruno Lourenço,8.5
1208,1. SNL (SI),27540,2.88,Diogo Costa Pinto,Diogo Pinto,5.56
1208,1. SNL (SI),27799,0.0,Ahmet Muhamedbegovic,A. Muhamedbegovic,0.38
1208,1. SNL (SI),29133,0.0,Daniel Pavlev,D. Pavlev,0.0
1208,1. SNL (SI),29670,0.06,Ognjen Gnjatić,O. Gnjatić,2.38
1208,1. SNL (SI),29881,6.62,Nikita Iosifov,N. Iosifov,9.57
1208,1. SNL (SI),30203,0.8,Mark Pabai,M. Pabai,5.6
1208,1. SNL (SI),31074,1.7,Nino Kouter,N. Kouter,5.45
1208,1. SNL (SI),31238,0.06,Łukasz  Bejger,Ł. Bejger,0.76
1208,1. SNL (SI),31748,2.67,Pedro Lucas Schwaizer,Pedro Lucas,3.44
1208,1. SNL (SI),32174,0.0,Mihael Žaper,M. Žaper,0.25
1208,1. SNL (SI),32741,10.62,Dario Vizinger,D. Vizinger,6.14
1208,1. SNL (SI),33162,0.0,Scotty Sadzoute,S. Sadzoute,4.0
1208,1. SNL (SI),33176,0.0,Nathan Monzango,N. Monzango,0.0
1208,1. SNL (SI),33180,3.56,Patrick orphe M'bina,P. M'bina,2.11
1208,1. SNL (SI),33188,0.0,Bradley Matufueni M'Bondo,B. M'bondo,0.29
1208,1. SNL (SI),33766,6.06,Matej Poplatnik,M. Poplatnik,1.75
1208,1. SNL (SI),34131,1.56,Ivijan  Svržnjak,I. Svržnjak,4.83
1208,1. SNL (SI),34223,5.32,Stanislav Krapukhin,S. Krapukhin,3.05
1208,1. SNL (SI),34619,0.0,Amir Feratovič,A. Feratovič,0.43
1208,1. SNL (SI),34895,1.08,Check-Oumar Diakité,C. Diakité,3.75
1208,1. SNL (SI),35186,2.0,György Komáromi,G. Komáromi,0.0
1208,1. SNL (SI),36943,0.2,Niko Rak,N. Rak,1.2
1208,1. SNL (SI),36948,7.2,Deni Jurić,D. Jurić,5.6
1208,1. SNL (SI),37031,0.0,Jasmin Čeliković,J. Čeliković,0.5
1208,1. SNL (SI),37301,0.2,Pijus Sirvys,P. Sirvys,3.2
1208,1. SNL (SI),39201,2.22,Felipe Felício Silva Reis,Felipe Felício,5.0
1208,1. SNL (SI),41545,15.0,Bamba Susso,B. Susso,10.67
1208,1. SNL (SI),45977,0.05,Kenan Toibibou,K. Toibibou,0.42
1208,1. SNL (SI),49433,0.0,Žan Flis,Ž. Flis,0.82
1208,1. SNL (SI),49676,0.11,Enrik Ostrc,E. Ostrc,1.33
1208,1. SNL (SI),49890,0.18,Jurgen Çelhaka,J. Çelhaka,0.82
1208,1. SNL (SI),58585,3.64,Luka Bobičanec,L. Bobičanec,8.91
1208,1. SNL (SI),58587,0.31,Žan Karničnik,Ž. Karničnik,4.44
1208,1. SNL (SI),58594,5.0,Amadej Maroša,A. Maroša,4.0
1208,1. SNL (SI),58596,4.0,Tio Cipot,T. Cipot,8.5
1208,1. SNL (SI),58626,0.47,Filip Kosi,F. Kosi,4.24
1208,1. SNL (SI),60546,0.0,Dominik Ivkić,D. Ivkić,0.0
1208,1. SNL (SI),60823,0.0,Marko Mrvaljević,M. Mrvaljević,4.0
1208,1. SNL (SI),63000,0.35,Ivan Ćalušić,I. Ćalušić,3.4
1208,1. SNL (SI),63134,0.05,Artemijus Tutyškinas,A. Tutyškinas,1.0
1208,1. SNL (SI),64331,1.27,Maj Fogec,M. Fogec,3.2
1208,1. SNL (SI),64336,4.5,Svit Sešlar,S. Sešlar,11.25
1208,1. SNL (SI),64424,0.09,Damjan Vukliševič,D. Vukliševič,0.0
1208,1. SNL (SI),64434,0.67,Žiga Repas,Z. Repas,4.17
1208,1. SNL (SI),64435,4.67,Emir Saitoski,E. Saitoski,5.48
1208,1. SNL (SI),65385,8.25,Nick Perc,N. Perc,9.25
1208,1. SNL (SI),66238,7.0,Danijel Šturm,D. Šturm,9.5
1208,1. SNL (SI),66248,2.25,Vid Koderman,V. Koderman,5.95
1208,1. SNL (SI),66252,0.0,Mirko Mutavčić,M. Mutavčić,1.5
1208,1. SNL (SI),66253,0.0,Rok Maher,R. Maher,1.4
1208,1. SNL (SI),66293,1.67,Andrej Kotnik,A. Kotnik,3.42
1208,1. SNL (SI),66402,5.19,Roger Andretty Murillo Soto,R. Murillo,5.05
1208,1. SNL (SI),67910,0.0,Franck Ahmed Sidibé,F. Sidibé,1.0
1208,1. SNL (SI),71089,0.6,Óscar Steven Zambrano Preciado,Ó. Zambrano,3.4
1208,1. SNL (SI),71648,0.56,Denis Bošnjak,D. Bošnjak,1.89
1208,1. SNL (SI),73089,3.25,Veljko Mijailović,V. Mijailović,7.7
1208,1. SNL (SI),91243,11.75,Armandas Kučys,A. Kučys,3.75
1208,1. SNL (SI),99672,1.9,Nemanja Motika,Nem. Motika,4.8
1208,1. SNL (SI),109874,2.0,Ivica Vidović,I. Vidović,8.0
1208,1. SNL (SI),110327,6.2,Admir Bristrić,A. Bristrić,4.0
1208,1. SNL (SI),120302,0.0,Christalino Atemona,C. Atemona,0.19
1208,1. SNL (SI),145567,3.86,Martin Pečar,M. Pečar,7.62
1208,1. SNL (SI),159665,0.47,Eric Taylor,E. Taylor,3.13
1208,1. SNL (SI),162543,1.14,Karol Borys,K. Borys,3.29
1208,1. SNL (SI),163291,6.2,Ishaq Kayode Rafiu,I. Kayode Rafiu,3.8
1208,1. SNL (SI),167212,3.0,Nikola Jojić,N. Jojić,5.05
1208,1. SNL (SI),170486,0.71,Aljaž Antolin,A. Antolin,2.07
1208,1. SNL (SI),172043,1.75,Niko  Kasalo ,N. Kasalo,5.06
1208,1. SNL (SI),173956,0.5,Luka Božičković,L. Božičković,2.5
1208,1. SNL (SI),174302,0.44,Agustín Doffo,A. Doffo,4.94
1208,1. SNL (SI),175469,1.33,Marcel Lorber,M. Lorber,6.0
1208,1. SNL (SI),180835,0.0,Maj Mittendorfer,M. Mittendorfer,0.42
1208,1. SNL (SI),180840,0.45,Luka Kambič,L. Kambič,2.64
1208,1. SNL (SI),180908,2.29,Dimitar Mitrovski,D. Mitrovski,4.29
1208,1. SNL (SI),186509,0.86,Tine Čuk,T. Čuk,3.0
1208,1. SNL (SI),208441,0.0,Luis Felipe Rabelo Costa,Pará,0.83
1208,1. SNL (SI),220916,1.1,Fran Tomek,F. Tomek,5.35
1208,1. SNL (SI),333779,3.25,Barnabás Tanyi,B. Tanyi,2.25
1208,1. SNL (SI),486541,1.32,Diogo Miguel Guedes de Almeida,Diga Almeida,7.05
1208,1. SNL (SI),507711,0.07,Raphael Hofer,R. Hofer,1.4
1208,1. SNL (SI),507740,0.73,Cedomir Bumbic,C. Bumbic,4.45
1208,1. SNL (SI),514711,0.0,Luka Lukanić,L. Lukanić,3.8
1208,1. SNL (SI),516908,8.0,Ivan Durdov,I. Durdov,3.2
1208,1. SNL (SI),531561,0.0,David Castro Pazos,David Castro,1.0
1208,1. SNL (SI),533100,0.0,Filip Damjanović,F. Damjanović,0.38
1208,1. SNL (SI),568693,1.74,Isaac Tshipamba Mulowati,I. Tshipamba,4.79
1208,1. SNL (SI),576852,0.0,Stefan Melentijevic,S. Melentijevic,0.19
1208,1. SNL (SI),578499,0.0,Luka Guček,L. Guček,0.0
1208,1. SNL (SI),584930,10.65,Haris Kadrić,H. Kadric,9.05
1208,1. SNL (SI),617829,3.13,Ali Reghba,A. Reghba,3.67
