competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,offballrun_count_total,offballrun_count,offballrun_count_shotwithin10s,offballrun_count_goalwithin10s,offballrun_count_targeted,offballrun_count_received,offballrun_avgdistance,offballrun_count_abovehsr,offballrun_count_penaltyarea,offballrun_count_dangerous,offballrun_count_dangerous_targeted,offballrun_count_dangerous_received
1209,Niké Liga (SK),1445,Branislav Ňinaj,B. Ňinaj,1994-05-17,77.72,19.4,19.87,16,14,2,102.0,7.29,0.07,0.0,2.71,2.57,9.76,0.21,0.43,0.5,0.07,0.0
1209,Niké Liga (SK),4147,Guram Kashia,G. Kashia,1987-07-04,81.47,24.8,18.56,15,14,1,99.0,7.07,0.0,0.0,2.5,2.36,10.01,0.5,0.29,0.36,0.07,0.0
1209,Niké Liga (SK),5882,Kevin Wimmer,K. Wimmer,1992-11-15,68.24,23.24,14.96,15,15,0,177.0,11.8,0.0,0.0,4.67,4.6,12.11,2.2,0.93,1.8,0.13,0.13
1209,Niké Liga (SK),9107,Róbert Mak,R. Mak,1991-03-08,44.82,15.31,9.56,30,29,1,642.0,22.14,0.69,0.1,7.28,5.0,13.62,6.17,4.45,10.34,2.86,1.31
1209,Niké Liga (SK),9522,Samuel  Štefánik,S. Štefánik,1991-11-16,80.12,21.61,21.76,32,28,4,563.0,20.11,0.64,0.18,5.79,4.82,13.06,3.32,1.21,4.96,1.04,0.64
1209,Niké Liga (SK),10767,Vladimír Weiss,V. Weiss,1989-11-30,54.54,17.79,11.82,27,26,1,537.0,20.65,0.5,0.08,8.73,7.54,12.51,6.12,1.92,5.54,1.85,1.19
1209,Niké Liga (SK),12281,Adam Jakubech,A. Jakubech,1997-01-02,90.74,24.37,22.18,9,8,1,2.0,0.25,0.0,0.0,0.12,0.12,6.18,0.0,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),12567,Erik Sabo,E. Sabo,1991-11-22,89.09,24.69,20.17,28,26,2,279.0,10.73,0.31,0.0,3.96,3.65,13.01,1.92,0.77,1.54,0.27,0.12
1209,Niké Liga (SK),12570,Michal Ďuriš,M. Ďuriš,1988-06-01,37.23,9.44,8.15,24,21,3,245.0,11.67,0.57,0.1,3.62,2.14,14.82,3.95,3.52,7.71,2.24,1.05
1209,Niké Liga (SK),12721,Miloš Kratochvíl,M. Kratochvíl,1996-04-26,84.94,23.54,19.21,22,20,2,425.0,21.25,0.75,0.0,6.25,5.85,12.9,3.0,1.75,4.45,1.4,1.25
1209,Niké Liga (SK),13037,Andraž Šporar,A. Šporar,1994-02-27,78.68,24.24,18.07,13,12,1,369.0,30.75,1.25,0.42,11.42,6.5,12.28,9.25,6.67,18.5,6.67,2.67
1209,Niké Liga (SK),13224,Roman Procházka,R. Procházka,1989-03-14,63.34,17.5,13.43,20,18,2,208.0,11.56,0.5,0.0,3.61,2.78,12.47,1.61,1.0,3.39,0.78,0.56
1209,Niké Liga (SK),13517,Dominik Sváček,D. Sváček,1997-02-24,82.8,23.51,21.45,4,4,0,1.0,0.25,0.0,0.0,0.25,0.25,5.84,0.0,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),13627,Martin Vantruba,M. Vantruba,1998-02-07,98.45,26.04,22.44,10,7,3,1.0,0.14,0.0,0.0,0.14,0.14,15.1,0.0,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),13707,Ivan Rehák,I. Rehák,2001-04-27,97.51,27.43,22.31,6,5,1,5.0,1.0,0.0,0.0,0.8,0.8,6.39,0.0,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),13708,Dominik Takáč,D. Takáč,1999-01-12,97.74,29.04,22.8,22,21,1,15.0,0.71,0.0,0.0,0.38,0.38,6.48,0.0,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),13805,Markus Poom,M. Poom,1999-02-27,90.83,25.34,21.72,13,13,0,250.0,19.23,0.38,0.0,6.85,6.08,10.67,2.08,1.08,3.31,1.0,0.54
1209,Niké Liga (SK),14380,Hilary Gong Chukwah,H. Gong,1998-10-10,60.3,16.65,13.19,17,14,3,254.0,18.14,1.0,0.36,7.29,5.36,13.85,6.79,3.36,6.5,1.64,1.14
1209,Niké Liga (SK),14578,Philip Azango Elayo,P. Azango,1997-05-21,57.49,15.67,12.85,24,23,1,469.0,20.39,1.04,0.09,9.52,7.0,14.5,7.17,2.61,7.3,2.52,1.35
1209,Niké Liga (SK),14672,Kingsley Madu,K. Madu,1995-12-12,39.47,10.13,9.85,5,5,0,33.0,6.6,0.0,0.0,1.6,1.6,12.34,1.4,0.2,0.4,0.0,0.0
1209,Niké Liga (SK),15520,Danylo Ignatenko,D. Ignatenko,1997-03-13,59.38,20.14,12.13,25,25,0,330.0,13.2,0.2,0.0,4.52,4.08,11.84,1.84,0.44,0.76,0.08,0.08
1209,Niké Liga (SK),16129,Martin Chrien,M. Chrien,1995-09-08,58.34,13.78,16.52,20,19,1,316.0,16.63,1.05,0.11,5.16,3.53,13.99,4.53,3.37,7.11,1.63,0.95
1209,Niké Liga (SK),16450,Filip Blažek,F. Blažek,1998-03-11,67.39,17.23,16.4,21,19,2,93.0,4.89,0.05,0.0,1.63,1.47,12.08,1.05,0.26,0.53,0.16,0.11
1209,Niké Liga (SK),16785,Maciej Kevin Dąbrowski,K. Dąbrowski,1998-06-09,96.05,23.54,27.26,13,13,0,1.0,0.08,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),16822,Lukáš Skovajsa,L. Skovajsa,1994-03-27,66.1,17.02,14.98,18,18,0,175.0,9.72,0.22,0.06,3.06,2.78,14.88,2.22,0.83,1.94,0.39,0.33
1209,Niké Liga (SK),16827,Abdul Musa Zubairu,A. Zubairu,1998-10-03,73.03,20.42,18.52,28,27,1,350.0,12.96,0.33,0.0,4.15,3.74,11.82,1.56,1.11,1.74,0.52,0.41
1209,Niké Liga (SK),16830,Jakub Paur,J. Paur,1992-07-04,53.95,14.33,11.94,23,22,1,473.0,21.5,0.41,0.09,6.82,4.32,14.13,5.23,3.59,8.82,2.73,1.18
1209,Niké Liga (SK),16838,Adrián Slávik,A. Slávik,1999-04-12,29.97,6.16,8.05,11,11,0,72.0,6.55,0.27,0.0,1.45,1.0,13.38,2.27,1.0,2.91,0.55,0.27
1209,Niké Liga (SK),16861,Dávid Strelec,D. Strelec,2001-04-04,51.86,15.63,11.53,3,3,0,75.0,25.0,1.0,0.33,9.0,4.33,16.75,9.67,8.33,16.67,5.67,1.67
1209,Niké Liga (SK),16863,Kenan Bajrič,K. Bajrič,1994-12-20,98.3,29.7,22.38,27,26,1,322.0,12.38,0.19,0.0,4.15,3.65,11.22,1.42,0.81,1.54,0.54,0.23
1209,Niké Liga (SK),17002,Łukasz Wolsztyński,Ł. Wolsztyński,1994-12-08,41.32,10.01,12.2,8,8,0,100.0,12.5,0.75,0.12,3.12,2.12,12.72,2.62,1.62,6.38,1.75,1.12
1209,Niké Liga (SK),17170,Nikita Mihhailov,N. Mihhailov,2002-06-20,38.19,8.56,9.5,3,3,0,40.0,13.33,0.0,0.0,3.67,3.0,14.89,2.67,3.0,4.33,0.33,0.0
1209,Niké Liga (SK),17203,Svetozar Marković,S. Marković,2000-03-23,97.79,27.64,22.61,13,12,1,123.0,10.25,0.08,0.0,2.83,2.67,10.63,0.83,0.58,0.83,0.33,0.25
1209,Niké Liga (SK),17213,Aleksandar Popović,A. Popović,1999-09-27,96.22,27.08,22.9,23,21,2,7.0,0.33,0.0,0.0,0.14,0.14,7.86,0.0,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),17294,Benjamín Szaráz,B. Száraz,1998-03-09,93.8,21.5,28.64,16,15,1,3.0,0.2,0.0,0.0,0.13,0.13,5.2,0.0,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),17307,Kristóf Domonkos,K. Domonkos,1998-08-17,46.38,9.28,12.62,10,10,0,122.0,12.2,0.6,0.1,5.2,4.2,14.55,3.0,1.5,3.9,1.4,0.8
1209,Niké Liga (SK),17308,Christián Herc,C. Herc,1998-09-30,32.15,9.68,7.2,8,7,1,82.0,11.71,0.71,0.14,2.86,1.86,14.05,3.14,1.57,5.29,1.14,0.57
1209,Niké Liga (SK),17309,Kristián Koštrna,K. Koštrna,1993-12-15,82.09,22.76,18.41,20,19,1,213.0,11.21,0.32,0.0,4.32,4.0,11.95,2.11,0.32,0.58,0.37,0.32
1209,Niké Liga (SK),17314,Martin Bednár,M. Bednár,1999-04-22,92.09,25.22,23.81,31,30,1,232.0,7.73,0.2,0.0,2.57,2.2,11.69,1.03,0.97,1.97,0.3,0.1
1209,Niké Liga (SK),17316,César Rodolfo Blackman Camarena ,C. Blackman,1998-04-02,87.47,26.36,19.46,27,26,1,632.0,24.31,1.0,0.19,10.04,8.38,13.16,6.15,1.58,3.62,1.23,0.77
1209,Niké Liga (SK),17328,Taras Bondarenko,T. Bondarenko,1992-09-23,87.97,21.98,23.96,27,27,0,167.0,6.19,0.11,0.0,2.48,2.37,10.9,0.63,0.26,0.44,0.19,0.15
1209,Niké Liga (SK),17859,Tigran Barseghyan,T. Barseghyan,1993-09-22,68.83,19.46,15.51,25,24,1,417.0,17.38,1.17,0.21,7.67,6.21,13.9,5.21,2.21,6.58,2.0,1.25
1209,Niké Liga (SK),18683,Sean Goss,S. Goss,1995-10-01,68.93,18.14,14.87,7,7,0,62.0,8.86,0.29,0.0,3.43,3.14,9.55,0.29,0.0,0.43,0.14,0.14
1209,Niké Liga (SK),18693,Osman Kakay,O. Kakay,1997-08-25,62.01,16.19,15.9,29,28,1,516.0,18.43,0.64,0.11,5.5,4.46,13.69,4.68,1.71,4.46,1.18,0.71
1209,Niké Liga (SK),19307,Jan-Christoph Bartels,J. Bartels,1999-01-13,98.5,26.87,24.16,6,6,0,2.0,0.33,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),20060,Michal Sipľak,M. Sipľak,1996-02-02,93.05,22.45,26.11,27,27,0,386.0,14.3,0.41,0.0,5.85,5.37,12.82,3.04,0.93,2.3,0.56,0.33
1209,Niké Liga (SK),20064,Milan Dimun,M. Dimun,1996-09-19,72.84,18.17,21.68,15,14,1,127.0,9.07,0.29,0.07,3.5,3.07,10.97,1.5,0.07,0.86,0.36,0.29
1209,Niké Liga (SK),22117,Loïc Bessilé,L. Bessilé,1999-02-19,94.9,26.07,22.63,21,21,0,116.0,5.52,0.1,0.0,2.0,1.86,11.78,0.29,0.29,0.38,0.24,0.19
1209,Niké Liga (SK),23737,Kelvin Ofori,K. Ofori,2001-07-27,50.3,18.33,10.05,14,14,0,331.0,23.64,1.21,0.29,8.93,6.79,12.73,5.21,3.79,8.57,2.5,1.36
1209,Niké Liga (SK),24017,Erik Daniel,E. Daniel,1992-02-04,85.64,19.55,24.3,29,28,1,762.0,27.21,1.61,0.21,11.71,7.79,14.65,9.54,4.36,10.11,3.5,1.89
1209,Niké Liga (SK),24096,Martin Trnovský,M. Trnovský,2000-06-07,99.43,33.66,18.96,6,6,0,10.0,1.67,0.0,0.0,1.0,1.0,6.96,0.0,0.0,0.0,0.0,0.0
1209,Niké Liga (SK),24104,Michal Škvarka,M. Škvarka,1992-08-19,44.55,13.01,13.68,2,2,0,32.0,16.0,0.5,0.0,5.5,4.0,11.42,3.5,1.0,4.0,1.0,0.5
1209,Niké Liga (SK),24209,Peter Pokorný,P. Pokorný,2001-08-08,62.89,18.87,13.94,20,19,1,201.0,10.58,0.11,0.0,3.0,2.84,10.94,0.79,0.53,0.84,0.05,0.0
