competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,possession_count_total,possession_count,possession_count_retained,possession_pct_retained,possession_count_shotwithin10s,possession_count_goalwithin10s,possession_avgdistance,possession_avgduration,reception_count_total,reception_count,reception_count_retained,reception_pct_retained,reception_count_intensepressure_tightspace,reception_count_intensepressure_tightspace_retained,reception_pct_intensepressure_tightspace_retained,reception_count_inspace,longcarry_count_total,longcarry_count,longcarry_count_retained,longcarry_count_forwardtrajectory,longcarry_count_forwardtrajectory_retained,longcarry_count_abovehsr,longcarry_count_forwardtrajectory_abovehsr,longcarry_count_forwardtrajectory_abovehsr_retained,longcarry_pct_forwardtrajectory_abovehsr_retained,longcarry_pct_retained,longcarry_pct_forwardtrajectory_retained,possession_count_forwardmomentum,giveandgo_count,possession_count_beatbymovement,possession_count_beatbypossession,possession_count_drawnpressure,possession_count_drawnpressure_retained,possession_pct_drawnpressure_retained,reception_count_intensepressure_constrainedspace,possession_count_escapedpressure,possession_pct_escapedpressure,reception_count_intensepressure,possession_count_intensepressure_progressed,possession_pct_intensepressure_progressed,possession_count_intensepressure_dangercreated,possession_pct_intensepressure_dangercreated
1191,Czech Liga (CZ),574,Alexis Alégué Elandi,A. Alégué,1996-12-23,64.64,15.82,16.81,29,26,3,625.0,24.04,14.81,61.6,3.5,0.46,8.5,2.18,431.0,16.58,10.42,62.88,2.46,1.38,56.25,11.08,221.0,8.5,4.81,4.23,2.08,2.08,1.62,0.62,38.1,56.56,49.09,0.35,1.69,0.23,1.65,0.65,0.23,35.29,3.46,0.5,14.44,6.23,1.31,20.99,0.77,12.35
1191,Czech Liga (CZ),5690,Kamil Vacek,K. Vacek,1987-05-18,54.51,13.17,16.35,4,3,1,63.0,21.0,18.0,85.71,0.67,0.0,3.38,1.42,46.0,15.33,13.67,89.13,0.0,0.0,,14.0,8.0,2.67,2.67,1.33,1.33,0.0,0.0,0.0,,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.33,0.0,0.0,0.67,0.0,0.0,0.0,0.0
1191,Czech Liga (CZ),6467,Lukáš Haraslín,L. Haraslín,1996-05-26,72.12,24.46,12.79,27,26,1,790.0,30.38,19.88,65.44,5.38,0.65,7.45,2.01,615.0,23.65,16.27,68.78,2.46,1.46,59.38,18.73,278.0,10.69,5.65,6.38,3.08,2.19,1.62,0.62,38.09,52.88,48.19,0.54,2.31,0.69,2.12,1.08,0.46,42.86,3.88,0.5,12.87,6.35,1.54,24.24,1.54,24.24
1191,Czech Liga (CZ),6472,Lukáš Mareček,L. Mareček,1990-04-17,79.09,16.13,22.87,16,15,1,413.0,27.53,19.8,71.91,1.53,0.27,3.98,1.26,213.0,14.2,11.6,81.69,0.73,0.47,63.64,12.27,63.0,4.2,3.33,1.27,0.93,0.47,0.07,0.0,0.0,79.37,73.68,0.27,0.4,0.07,0.13,0.07,0.07,100.0,1.2,0.33,27.78,1.73,0.4,23.08,0.0,0.0
1191,Czech Liga (CZ),7118,Matěj Vydra,M. Vydra,1992-05-01,57.3,14.56,13.49,23,22,1,343.0,15.59,8.95,57.44,3.77,0.55,4.83,1.23,225.0,10.23,6.36,62.22,1.91,0.77,40.48,5.91,68.0,3.09,1.77,1.68,0.95,1.27,0.95,0.55,57.14,57.35,56.76,0.77,1.73,0.45,0.32,0.0,0.0,,3.0,0.36,12.12,4.73,0.73,15.38,1.27,26.92
1191,Czech Liga (CZ),7534,Mick van Buren,M. van Buren,1992-08-24,70.74,16.93,19.95,23,23,0,507.0,22.04,11.35,51.48,2.74,0.26,6.89,1.78,312.0,13.57,7.3,53.85,2.74,1.0,36.51,9.39,138.0,6.0,3.09,3.48,1.09,1.91,1.57,0.35,22.22,51.45,31.25,0.57,2.26,0.39,0.83,0.22,0.04,20.0,3.57,0.52,14.63,6.13,1.09,17.73,0.57,9.22
1191,Czech Liga (CZ),8523,Pavel Kadeřábek,P. Kadeřábek,1992-04-25,69.52,21.44,13.1,22,21,1,623.0,29.67,23.05,77.69,1.57,0.29,4.08,1.28,481.0,22.9,18.86,82.33,1.52,0.81,53.12,20.48,98.0,4.67,3.81,2.86,2.19,1.19,0.71,0.52,73.33,81.63,76.67,0.19,1.95,0.29,0.14,0.33,0.1,28.57,2.0,0.29,14.29,2.76,0.38,13.79,0.43,15.52
1191,Czech Liga (CZ),10603,Václav Pilař,V. Pilař,1988-10-13,54.94,14.09,15.17,24,24,0,444.0,18.5,11.0,59.46,1.88,0.25,7.51,2.1,307.0,12.79,7.88,61.56,1.5,0.46,30.56,9.62,154.0,6.42,3.92,3.12,1.62,0.83,0.67,0.21,31.25,61.04,52.0,0.67,0.92,0.5,0.79,0.62,0.33,53.33,2.29,0.33,14.55,4.25,0.79,18.63,0.58,13.73
1191,Czech Liga (CZ),10762,Vladimír Darida,V. Darida,1990-08-08,92.69,21.89,26.34,32,32,0,1507.0,47.09,33.81,71.8,4.0,0.59,4.5,1.39,934.0,29.19,21.84,74.84,2.38,1.03,43.42,23.12,250.0,7.81,6.09,2.84,2.09,0.88,0.31,0.19,60.0,78.0,73.63,0.88,3.25,0.28,0.41,0.25,0.19,75.0,3.88,0.53,13.71,6.0,1.09,18.23,0.78,13.02
1191,Czech Liga (CZ),11273,Tomáš Koubek,T. Koubek,1992-08-26,98.41,21.95,22.89,33,32,1,884.0,27.62,18.25,66.06,0.25,0.03,4.71,3.5,464.0,14.5,10.53,72.63,0.22,0.09,42.86,13.84,179.0,5.59,2.97,3.38,1.78,0.0,0.0,0.0,,53.07,52.78,0.0,0.0,0.0,0.0,0.22,0.09,42.86,0.31,0.06,20.0,0.69,0.19,27.27,0.0,0.0
1191,Czech Liga (CZ),12651,Michal Sadílek,M. Sadílek,1999-05-31,79.06,19.21,15.77,29,28,1,840.0,30.0,23.0,76.67,3.32,0.18,3.85,1.27,512.0,18.29,14.89,81.44,1.36,0.82,60.53,14.82,122.0,4.36,3.82,1.82,1.43,0.5,0.32,0.18,55.56,87.7,78.43,0.29,0.96,0.21,0.18,0.04,0.0,0.0,1.89,0.29,15.09,3.04,0.46,15.29,0.57,18.82
1191,Czech Liga (CZ),12704,Giannis-Fivos Botos,G. Botos,2000-12-20,54.99,12.84,13.85,20,20,0,348.0,17.4,10.3,59.2,2.1,0.05,5.69,1.55,229.0,11.45,7.05,61.57,2.25,0.95,42.22,8.0,81.0,4.05,1.65,2.4,0.75,1.2,1.0,0.2,20.0,40.74,31.25,1.05,1.7,0.45,0.65,0.1,0.0,0.0,2.85,0.4,14.03,4.6,1.15,25.0,1.0,21.74
1191,Czech Liga (CZ),12710,Jan Hanuš,J. Hanuš,1988-04-28,98.66,24.01,24.67,26,23,3,469.0,20.39,13.22,64.82,0.0,0.0,4.6,2.84,257.0,11.17,8.52,76.26,0.09,0.0,0.0,10.87,84.0,3.65,1.87,2.09,0.91,0.0,0.0,0.0,,51.19,43.75,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.22,0.04,20.0,0.39,0.09,22.22,0.0,0.0
1191,Czech Liga (CZ),12715,David Lischka,D. Lischka,1997-08-15,93.15,23.35,24.29,22,21,1,800.0,38.1,31.48,82.62,1.1,0.29,4.29,1.48,434.0,20.67,19.52,94.47,0.05,0.0,0.0,19.43,146.0,6.95,5.86,3.67,3.14,0.95,0.29,0.24,83.33,84.25,85.72,0.05,0.29,0.0,0.0,0.24,0.1,40.0,0.1,0.0,0.0,0.38,0.05,12.5,0.0,0.0
1191,Czech Liga (CZ),12716,Eduard Sobol,E. Sobol,1995-04-20,77.23,17.82,20.65,12,10,2,255.0,25.5,16.7,65.49,1.9,0.1,4.45,1.39,164.0,16.4,11.5,70.12,1.3,0.4,30.77,14.8,47.0,4.7,3.0,2.8,1.6,1.2,0.9,0.3,33.33,63.83,57.14,0.2,1.3,0.1,0.3,0.5,0.4,80.0,1.6,0.2,12.5,2.2,0.6,27.27,0.1,4.55
