competition_edition,league,player_name,player_short_name,player_id,player_birthdate,minutes_full_all,count_match,count_match_failed,total_distance_full_all,total_metersperminute_full_all,running_distance_full_all,hsr_distance_full_all,hsr_count_full_all,sprint_distance_full_all,sprint_count_full_all,hi_distance_full_all,hi_count_full_all,psv99,psv99_top5,peak_velocity,peak_velocity_top3,medaccel_count_full_all,highaccel_count_full_all,meddecel_count_full_all,highdecel_count_full_all,explacceltohsr_count_full_all,timetohsr_top3,timetohsrpostcod_top3,explacceltosprint_count_full_all,timetosprint_top3,timetosprintpostcod_top3,cod_count_full_all,timeto505around90_top3,timeto505around180_top3
1171,Ekstraklasa (PL),Antonio Milić,A. Milić,988,1994-03-10,91.59,24,0,9598.12,104.79,1216.88,352.46,31.12,82.58,4.54,435.04,35.67,27.71,29.84,29.4,31.57,104.58,4.12,85.38,10.88,2.71,0.75,0.82,0.62,1.44,1.65,23.71,1.83,2.97
1171,Ekstraklasa (PL),Antonio-Mirko Čolak,A. Čolak,1001,1993-09-17,27.01,12,1,3278.58,121.38,557.5,225.83,18.75,40.25,2.33,266.08,21.08,25.86,27.5,26.95,29.1,36.25,1.67,28.92,5.25,0.58,0.86,,0.17,,,19.42,2.24,2.81
1171,Ekstraklasa (PL),Arkadiusz Woźniak,A. Woźniak,1034,1990-06-01,11.18,3,0,1204.67,107.77,154.0,73.0,8.33,32.0,1.33,105.0,9.67,27.1,27.1,27.47,27.47,13.33,0.33,9.67,1.67,0.0,,,0.0,,,7.33,,
1171,Ekstraklasa (PL),Artem Putivtsev,A. Putivtsev,1069,1988-08-29,63.6,17,0,6814.59,107.14,838.71,302.29,27.29,105.47,5.29,407.76,32.59,28.44,30.86,29.56,32.53,72.47,3.12,58.24,7.18,1.71,0.75,0.81,0.88,1.62,1.66,16.59,1.92,2.86
1171,Ekstraklasa (PL),Artur Jędrzejczyk,A. Jędrzejczyk,1081,1987-11-04,48.98,11,0,5156.55,105.29,716.55,207.18,17.91,47.18,2.18,254.36,20.09,27.12,28.88,28.26,30.5,61.09,3.55,47.36,8.45,2.55,0.68,0.88,0.73,1.51,1.85,16.64,2.07,2.9
1171,Ekstraklasa (PL),Bartlomiej Pawłowski,B. Pawłowski,1208,1992-11-13,30.68,19,0,3538.79,115.36,570.32,235.58,20.74,58.16,3.58,293.74,24.32,27.53,29.16,28.62,30.67,41.95,2.0,33.68,7.11,1.42,0.73,0.81,0.53,1.41,1.75,15.79,2.1,2.74
1171,Ekstraklasa (PL),Bartosz Kapustka,B. Kapustka,1214,1996-12-23,73.42,26,1,8980.08,122.31,1512.54,531.27,45.27,117.35,6.23,648.62,51.5,27.81,29.8,29.74,31.83,93.15,3.62,77.35,11.5,2.08,0.68,0.78,0.42,1.5,1.71,39.65,1.91,2.75
1171,Ekstraklasa (PL),Benjamin Mendy,B. Mendy,1292,1994-07-17,38.93,11,0,4047.09,103.96,500.64,229.0,23.91,112.45,5.73,341.45,29.64,29.24,30.96,30.16,32.43,48.09,3.36,41.64,8.91,2.73,0.8,0.8,0.73,1.55,,10.55,2.23,2.83
1171,Ekstraklasa (PL),Christos Donis,C. Donis,1904,1994-10-09,56.01,27,0,6091.44,108.75,841.56,248.33,21.0,53.22,2.59,301.56,23.59,27.49,30.38,28.79,31.37,54.96,1.59,46.3,5.81,0.89,0.72,0.82,0.15,1.77,,18.7,2.09,2.89
1171,Ekstraklasa (PL),Damian Dąbrowski,D. Dąbrowski,2115,1992-08-27,82.09,25,0,9589.28,116.81,1566.32,407.84,32.36,71.88,3.72,479.72,36.08,26.54,28.46,28.32,31.03,95.56,2.44,83.16,8.04,1.72,0.77,0.82,0.44,1.63,,32.48,1.88,2.61
