competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,onballengagement_count_total,onballengagement_count,onballengagement_count_directregain,onballengagement_pct_directregain,onballengagement_count_indirectregain,onballengagement_pct_indirectregain,onballengagement_count_directdisruption,onballengagement_pct_directdisruption,onballengagement_count_indirectdisruption,onballengagement_pct_indirectdisruption,onballengagement_count_abovehsr,onballengagement_count_forcedbackward,onballengagement_pct_forcedbackward,onballengagement_count_beatenbymovement,onballengagement_pct_beatenbymovement,onballengagement_count_beatenbypossession,onballengagement_pct_beatenbypossession,onballengagement_count_pressingchain,onballengagement_count_consecutive,onballengagement_count_forwardtrajectory,onballengagement_count_dangeroussituation,onballengagement_count_dangeroussituation_dangermitigated,onballengagement_pct_dangermitigated,onballengagement_count_linebreakaffected,onballengagement_pct_linebreakaffected
1212,2. Bundesliga (DE),670,Amin Younes,A. Younes,1993-08-06,48.7,12.16,12.12,5,5,0,108.0,21.6,0.4,1.85,3.4,15.74,0.2,0.93,1.4,6.48,3.8,1.4,6.48,0.0,0.0,0.0,0.0,8.8,2.2,8.4,0.8,0.2,0.76,1.4,6.48
1212,2. Bundesliga (DE),1442,Branimir Hrgota,B. Hrgota,1993-01-12,93.61,22.77,25.51,31,29,2,1575.0,54.31,1.55,2.86,6.97,12.83,0.38,0.7,2.1,3.87,8.03,4.34,8.0,0.17,0.32,0.34,0.63,21.1,9.21,16.97,10.28,1.0,2.99,5.55,10.22
1212,2. Bundesliga (DE),1697,Cédric Itten,C. Itten,1996-12-27,96.2,26.19,26.72,30,29,1,1084.0,37.38,0.45,1.2,4.59,12.27,0.03,0.09,1.34,3.6,6.03,2.14,5.72,0.03,0.09,0.17,0.46,17.28,4.03,10.9,3.03,0.34,1.73,2.66,7.1
1212,2. Bundesliga (DE),1841,Christian Mathenia,C. Mathenia,1992-03-31,98.36,22.92,26.12,1,1,0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
1212,2. Bundesliga (DE),2290,Danilo Teodoro Soares,Danilo Soares,1991-10-29,74.97,18.88,20.38,3,3,0,70.0,23.33,0.33,1.43,3.0,12.86,0.67,2.86,2.0,8.57,5.0,1.33,5.71,0.0,0.0,0.67,2.86,11.0,2.33,10.67,6.0,1.33,5.65,2.33,10.0
1212,2. Bundesliga (DE),2454,David Kinsombi,D. Kinsombi,1995-12-12,7.2,1.01,1.93,3,3,0,17.0,5.67,0.0,0.0,0.33,5.88,0.0,0.0,0.0,0.0,0.33,0.33,5.88,0.0,0.0,0.33,5.88,1.33,1.33,0.67,3.67,0.0,0.0,0.67,11.76
1212,2. Bundesliga (DE),2553,Dawid Kownacki,D. Kownacki,1997-03-14,55.69,14.89,14.42,21,21,0,543.0,25.86,0.24,0.92,3.57,13.81,0.1,0.37,1.19,4.6,7.1,1.24,4.79,0.1,0.37,0.05,0.18,14.0,4.14,8.86,1.81,0.1,0.65,3.67,14.18
1212,2. Bundesliga (DE),2938,Edin Džeko,E. Džeko,1986-03-17,59.56,15.37,13.95,11,11,0,219.0,19.91,0.09,0.46,4.18,21.01,0.0,0.0,1.27,6.39,2.73,1.55,7.76,0.0,0.0,0.27,1.37,9.09,1.91,8.64,1.27,0.09,0.93,1.18,5.94
1212,2. Bundesliga (DE),3235,Fabian Holland,F. Holland,1990-07-11,35.83,9.08,10.07,21,20,1,220.0,11.0,0.35,3.18,2.25,20.45,0.2,1.82,0.55,5.0,1.4,0.25,2.27,0.25,2.27,0.65,5.91,1.7,1.35,3.7,5.3,0.75,8.54,0.3,2.73
1212,2. Bundesliga (DE),3372,Felix Klaus,F. Klaus,1992-09-13,95.1,22.71,25.76,25,23,2,1146.0,49.83,1.35,2.71,5.91,11.87,0.26,0.52,1.65,3.32,5.96,4.17,8.38,0.13,0.26,0.52,1.05,18.3,8.13,16.48,8.7,1.0,3.03,5.3,10.65
1212,2. Bundesliga (DE),3375,Felix Passlack,F. Passlack,1998-05-29,36.9,7.67,10.8,15,15,0,216.0,14.4,0.33,2.31,1.67,11.57,0.2,1.39,0.87,6.02,1.8,0.93,6.48,0.2,1.39,0.47,3.24,4.13,1.8,4.93,3.73,0.8,7.99,0.8,5.55
1212,2. Bundesliga (DE),4168,Håvard Kallevik Nielsen,H. Nielsen,1993-07-15,14.61,3.5,3.74,10,10,0,66.0,6.6,0.0,0.0,0.5,7.58,0.0,0.0,0.2,3.03,0.6,0.2,3.03,0.0,0.0,0.0,0.0,2.6,1.2,1.6,1.4,0.1,3.95,0.6,9.09
1212,2. Bundesliga (DE),4864,Jean-Paul Boëtius,J. Boëtius,1994-03-22,39.5,9.19,11.35,4,4,0,92.0,23.0,0.0,0.0,2.75,11.96,0.0,0.0,1.5,6.52,5.25,1.5,6.52,0.25,1.09,0.5,2.17,6.25,3.0,6.25,9.75,0.75,3.33,2.0,8.69
1212,2. Bundesliga (DE),5168,John Anthony Brooks,J. Brooks,1993-01-28,8.06,1.3,2.33,1,1,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0
1212,2. Bundesliga (DE),5375,Jorrit Hendrix,J. Hendrix,1995-02-06,94.83,24.41,24.19,31,30,1,1409.0,46.97,1.1,2.34,7.93,16.89,0.57,1.21,1.77,3.76,7.1,2.63,5.61,0.27,0.57,0.73,1.56,13.57,8.8,13.27,12.0,1.13,2.6,3.3,7.03
