competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,passopportunity_count_total,passopportunity_count,pass_count_goalwithin10s,pass_count_shotwithin10s,pass_count_attempted_total,pass_count_attempted,pass_count_completed,pass_pct_completed,pass_avgxpass_attempted,pass_avgdistance,pass_count_longrange_attempted,pass_count_onetouch_attempted,pass_count_quickpass_attempted,pass_count_onetouch_dangerous_attempted,pass_count_quickpass_dangerous_attempted,passopportunity_count_linebreak,pass_count_linebreak_attempted,pass_count_linebreak_completed,passopportunity_count_torun,pass_count_torun_attempted,pass_count_torun_completed,pass_pct_torun_completed,pass_avgxpass_torun_attempted,pass_count_torun_shotwithin10s,pass_count_torun_goalwithin10s,passopportunity_count_dangerous,pass_count_dangerous_attempted,pass_pct_dangerous_completed,pass_count_dangerous_completed,pass_count_difficultpass_attempted
1173,Super Liga (RS),222,Adem Ljajić,A. Ljajić,1991-09-29,75.62,26.0,13.62,2,2,0,391.0,195.5,0.5,6.5,112.0,56.0,50.5,90.18,89.64,16.88,3.0,9.5,9.5,1.5,1.0,23.5,5.0,5.0,41.0,12.5,11.0,88.0,85.23,0.5,0.0,40.5,7.5,60.0,4.5,5.5
1173,Super Liga (RS),397,Aldo Kalulu Kyatengwa,A. Kalulu,1996-01-21,44.79,13.15,7.79,2,2,0,81.0,40.5,0.0,1.5,31.0,15.5,13.5,87.1,84.75,13.17,0.5,4.5,2.0,0.5,0.0,1.5,1.0,0.5,13.0,4.0,3.5,87.5,77.69,1.0,0.0,10.0,1.5,66.67,1.0,3.5
1173,Super Liga (RS),6969,Marko Arnautović,M. Arnautović,1989-04-19,64.83,22.35,13.21,16,15,1,787.0,52.47,0.53,2.6,267.0,17.8,14.13,79.4,77.74,13.74,0.87,6.67,2.47,1.73,0.73,2.67,1.27,0.8,21.47,7.67,6.07,79.13,73.38,1.47,0.33,21.53,6.4,72.92,4.67,4.47
1173,Super Liga (RS),6984,Marko Poletanović,M. Poletanović,1993-07-20,38.64,9.58,10.48,19,19,0,1192.0,62.74,0.16,1.05,364.0,19.16,16.89,88.19,89.18,15.27,0.58,5.63,3.58,0.21,0.26,10.89,2.26,1.79,8.63,3.11,2.68,86.44,80.49,0.42,0.11,6.05,1.26,75.0,0.95,2.16
1173,Super Liga (RS),7149,Matheus Lima Magalhães,Matheus,1992-03-29,98.47,33.39,19.52,31,29,2,1823.0,62.86,0.03,0.07,708.0,24.41,21.21,86.86,90.5,23.13,3.9,7.07,3.38,0.0,0.0,18.66,4.31,2.52,17.69,7.69,7.41,96.41,95.74,0.0,0.0,0.0,0.0,,0.0,2.28
1173,Super Liga (RS),7652,Miloš Kosanović,M. Kosanović,1990-05-28,85.03,25.77,21.63,10,9,1,1342.0,149.11,0.0,0.33,504.0,56.0,50.44,90.08,90.83,20.28,6.67,9.11,9.89,0.22,0.0,44.0,12.67,9.22,18.22,7.11,5.67,79.69,78.44,0.0,0.0,2.56,0.78,57.14,0.44,7.11
1173,Super Liga (RS),7659,Miloš Veljković,M. Veljković,1995-09-26,93.99,30.56,18.25,15,14,1,2164.0,154.57,0.07,1.14,815.0,58.21,54.07,92.88,93.35,19.3,4.0,8.93,13.5,0.29,0.14,39.79,10.0,8.29,20.93,7.29,6.57,90.2,87.1,0.21,0.0,6.07,1.57,45.46,0.71,4.07
1173,Super Liga (RS),7809,Muhamed Bešić,M. Bešić,1992-09-10,76.87,19.52,22.46,21,20,1,2760.0,138.0,0.1,0.95,759.0,37.95,32.75,86.3,87.66,17.97,3.35,6.15,4.05,0.2,0.05,32.5,7.7,6.0,21.4,7.55,6.1,80.79,77.46,0.55,0.1,6.95,2.15,51.16,1.1,5.6
1173,Super Liga (RS),7922,Nenad Tomović,N. Tomović,1987-08-30,89.66,21.69,23.67,29,27,2,2805.0,103.89,0.04,0.81,997.0,36.93,32.15,87.06,89.19,19.62,3.96,8.33,3.78,0.22,0.11,29.33,7.67,5.56,14.22,5.3,4.59,86.71,84.57,0.19,0.04,5.81,1.11,53.33,0.59,5.37
1173,Super Liga (RS),8772,Rade Krunić,R. Krunić,1993-10-07,77.31,26.42,15.16,25,23,2,3722.0,161.83,0.35,3.74,1166.0,50.7,45.52,89.79,88.0,15.38,2.26,15.3,9.13,1.35,0.74,32.13,8.7,7.26,22.26,7.78,6.3,81.01,78.02,1.04,0.04,19.13,4.96,70.18,3.48,6.3
