competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,optionoffered_count_total,optionoffered_count,optionoffered_count_targeted,optionoffered_count_received,optionoffered_count_shotwithin10s,optionoffered_count_goalwithin10s,optionoffered_count_linebreak,optionoffered_count_dangerous,optionoffered_count_inspace,optionoffered_count_wide,optionoffered_count_insidedefensiveshape,optionoffered_count_outsidedefensiveshape,optionoffered_count_penaltyarea,optionoffered_count_penaltyarea_received,optionoffered_count_penaltyarea_shotwithin10s,optionoffered_count_penaltyarea_goalwithin10s
1207,Liga I (RO),78,Alexandru Chipciu,A. Chipciu,1989-05-18,90.27,25.13,23.81,33,31,2,2937.0,94.74,36.32,33.61,1.32,0.13,8.32,5.61,32.06,67.39,12.74,82.0,1.39,0.13,0.03,0.0
1207,Liga I (RO),2049,Cristian Manea,C. Manea,1997-08-09,65.22,17.83,16.52,21,20,1,1590.0,79.5,25.25,22.2,1.05,0.25,11.8,8.3,20.55,58.45,11.95,67.55,5.0,0.45,0.2,0.1
1207,Liga I (RO),2149,Damjan Djoković,D. Djoković,1990-04-18,73.12,17.65,21.03,29,29,0,2276.0,78.48,21.93,20.69,0.59,0.03,5.0,2.59,19.24,18.86,39.93,38.55,1.0,0.07,0.0,0.0
1207,Liga I (RO),2153,Dan Nistor,D. Nistor,1988-05-06,63.2,19.03,15.02,28,27,1,2618.0,96.96,31.26,27.48,1.89,0.56,23.07,9.81,21.85,29.78,73.48,23.48,3.04,0.41,0.22,0.07
1207,Liga I (RO),2609,Denis Alibec,D. Alibec,1991-01-05,64.03,19.28,15.39,19,18,1,1544.0,85.78,28.28,16.72,3.11,0.28,23.61,24.94,10.11,22.83,55.11,30.67,10.89,0.78,0.33,0.0
1207,Liga I (RO),3514,Florin Bejan,F. Bejan,1991-03-28,62.13,12.63,21.68,11,10,1,341.0,34.1,10.0,8.9,0.0,0.0,0.2,1.3,8.5,6.7,3.0,31.1,0.9,0.1,0.0,0.0
1207,Liga I (RO),3830,George Pușcaș,G. Pușcaș,1996-04-08,58.07,14.99,14.2,7,7,0,493.0,70.43,20.57,10.14,1.43,0.0,17.86,24.71,3.43,14.71,54.29,16.14,10.29,1.14,0.86,0.0
1207,Liga I (RO),3836,Georgi Milanov,G. Milanov,1992-02-19,33.47,9.69,7.33,32,31,1,1548.0,49.94,16.84,14.74,0.74,0.1,9.13,5.06,12.45,25.1,22.58,27.35,1.94,0.26,0.1,0.0
1207,Liga I (RO),3876,Gheorghe Grozav,G. Grozav,1990-09-29,81.62,20.28,21.63,37,35,2,2893.0,82.66,25.49,18.14,2.23,0.11,22.37,20.11,11.43,28.2,54.37,28.29,8.54,0.94,0.43,0.0
1207,Liga I (RO),4491,Islam Slimani,I. Slimani,1988-06-18,40.02,10.18,10.33,13,13,0,680.0,52.31,18.08,11.54,2.08,0.31,13.0,19.46,5.46,9.08,42.38,9.92,7.92,1.15,0.77,0.08
1207,Liga I (RO),6012,Kurt Zouma,K. Zouma,1994-10-27,41.61,9.77,9.07,3,3,0,101.0,33.67,13.0,13.0,0.0,0.0,0.0,0.33,14.0,2.67,1.33,32.33,0.33,0.0,0.0,0.0
1207,Liga I (RO),6063,László Kleinheisler,L. Kleinheisler,1994-04-08,66.73,16.93,20.12,8,8,0,614.0,76.75,19.62,15.75,1.25,0.12,19.25,12.38,12.75,17.75,62.0,14.75,3.5,0.25,0.0,0.0
1207,Liga I (RO),6848,Marcus Coco,M. Coco,1996-06-24,79.33,22.71,19.76,8,8,0,725.0,90.62,34.88,33.88,0.62,0.0,3.88,0.88,33.0,63.25,8.38,82.25,0.5,0.0,0.0,0.0
