competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,possession_count_total,possession_count,possession_count_retained,possession_pct_retained,possession_count_shotwithin10s,possession_count_goalwithin10s,possession_avgdistance,possession_avgduration,reception_count_total,reception_count,reception_count_retained,reception_pct_retained,reception_count_intensepressure_tightspace,reception_count_intensepressure_tightspace_retained,reception_pct_intensepressure_tightspace_retained,reception_count_inspace,longcarry_count_total,longcarry_count,longcarry_count_retained,longcarry_count_forwardtrajectory,longcarry_count_forwardtrajectory_retained,longcarry_count_abovehsr,longcarry_count_forwardtrajectory_abovehsr,longcarry_count_forwardtrajectory_abovehsr_retained,longcarry_pct_forwardtrajectory_abovehsr_retained,longcarry_pct_retained,longcarry_pct_forwardtrajectory_retained,possession_count_forwardmomentum,giveandgo_count,possession_count_beatbymovement,possession_count_beatbypossession,possession_count_drawnpressure,possession_count_drawnpressure_retained,possession_pct_drawnpressure_retained,reception_count_intensepressure_constrainedspace,possession_count_escapedpressure,possession_pct_escapedpressure,reception_count_intensepressure,possession_count_intensepressure_progressed,possession_pct_intensepressure_progressed,possession_count_intensepressure_dangercreated,possession_pct_intensepressure_dangercreated
1189,Superliga (DK),173,Adam Buksa,A. Buksa,1996-07-12,80.04,21.9,16.31,3,3,0,43.0,14.33,9.33,65.12,4.67,1.0,5.09,1.42,24.0,8.0,5.67,70.83,3.0,2.0,66.67,4.33,9.0,3.0,2.33,1.0,0.33,0.33,0.33,0.0,0.0,77.78,33.33,0.0,1.33,0.33,0.33,0.0,0.0,,3.0,1.0,33.33,4.0,0.67,16.66,1.0,25.0
1189,Superliga (DK),2217,Daniel Mathias Høegh,D. Høegh,1991-01-06,95.16,27.8,28.71,30,28,2,1743.0,62.25,52.96,85.08,1.64,0.21,3.95,1.42,1213.0,43.32,39.39,90.93,0.36,0.18,50.0,41.36,245.0,8.75,7.64,4.18,3.64,1.11,0.18,0.11,60.0,87.35,87.18,0.0,0.11,0.0,0.0,0.57,0.36,62.5,0.46,0.04,7.69,0.75,0.21,28.57,0.04,4.76
1189,Superliga (DK),2252,Daniel Wass,D. Wass,1989-05-31,61.92,16.53,18.12,26,25,1,767.0,30.68,24.44,79.66,2.76,0.12,2.72,1.07,510.0,20.4,17.12,83.92,0.76,0.28,36.84,16.92,72.0,2.88,2.36,0.92,0.8,0.52,0.28,0.24,85.71,81.95,86.96,0.52,0.6,0.08,0.08,0.16,0.04,25.0,1.56,0.12,7.69,2.76,0.32,11.59,0.28,10.15
1189,Superliga (DK),4286,Henrik Dalsgaard,H. Dalsgaard,1989-07-27,82.86,24.76,21.32,32,32,0,1707.0,53.34,44.41,83.25,1.12,0.19,4.3,1.67,1187.0,37.09,33.22,89.55,0.19,0.09,50.0,35.88,310.0,9.69,7.94,5.75,4.97,0.97,0.5,0.44,87.5,81.94,86.41,0.16,0.03,0.16,0.06,0.47,0.31,66.67,0.25,0.09,37.5,0.41,0.09,23.08,0.03,7.69
1189,Superliga (DK),4830,Jay-Roy Grot,J. Grot,1998-03-13,78.98,22.8,22.9,29,28,1,518.0,18.5,9.71,52.51,3.21,0.46,6.09,1.71,329.0,11.75,6.54,55.62,3.29,1.46,44.57,5.25,122.0,4.36,2.68,2.14,1.11,1.11,0.89,0.25,28.0,61.48,51.67,1.0,1.29,0.64,0.79,0.21,0.07,33.33,4.29,1.04,24.17,6.5,1.21,18.68,1.68,25.82
1189,Superliga (DK),4983,Jesper Hansen,J. Hansen,1985-03-31,99.16,29.88,25.75,30,30,0,807.0,26.9,18.93,70.38,0.07,0.0,5.16,3.3,447.0,14.9,11.47,76.96,0.17,0.03,20.0,14.67,190.0,6.33,4.33,2.9,2.17,0.03,0.0,0.0,,68.42,74.71,0.0,0.0,0.0,0.0,0.33,0.2,60.0,0.47,0.13,28.57,0.63,0.17,26.31,0.0,0.0
1189,Superliga (DK),5224,Jonas Lössl,J. Lössl,1989-02-01,102.62,26.58,28.04,5,5,0,167.0,33.4,24.8,74.25,0.2,0.0,4.45,3.19,95.0,19.0,14.8,77.9,0.2,0.0,0.0,19.0,31.0,6.2,4.8,3.0,2.2,0.0,0.0,0.0,,77.42,73.33,0.0,0.0,0.0,0.0,0.4,0.2,50.0,0.6,0.2,33.33,0.6,0.2,33.33,0.0,0.0
1189,Superliga (DK),5334,Jordi Vanlerberghe,J. Vanlerberghe,1996-06-27,59.65,17.64,17.63,15,14,1,516.0,36.86,30.07,81.59,1.5,0.07,4.68,1.63,359.0,25.64,21.5,83.85,0.64,0.36,55.56,24.71,91.0,6.5,4.71,3.29,2.0,1.21,0.5,0.21,42.86,72.53,60.87,0.07,0.79,0.07,0.07,0.86,0.43,50.0,0.86,0.07,8.33,1.07,0.57,53.33,0.0,0.0
1189,Superliga (DK),5843,Kevin Mbabu,K. Mbabu,1995-04-19,54.61,15.37,14.0,25,25,0,699.0,27.96,19.44,69.53,1.36,0.08,5.74,1.94,514.0,20.56,15.0,72.96,0.84,0.36,42.86,18.56,162.0,6.48,3.56,4.0,1.88,1.16,0.96,0.28,29.17,54.94,47.0,0.08,1.64,0.16,0.92,0.76,0.24,31.58,1.28,0.16,12.5,1.96,0.44,22.45,0.04,2.04
1189,Superliga (DK),5899,Kian Hansen,K. Hansen,1989-03-03,41.06,14.33,11.22,5,5,0,215.0,43.0,37.8,87.91,0.6,0.0,3.16,1.44,181.0,36.2,32.6,90.05,0.2,0.2,100.0,35.2,16.0,3.2,2.6,1.6,1.2,0.0,0.0,0.0,,81.25,75.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2,0.0,0.0,0.6,0.2,33.33,0.0,0.0
1189,Superliga (DK),6058,Lasse Nielsen,L. Nielsen,1988-01-08,96.56,25.81,28.45,27,27,0,1368.0,50.67,40.78,80.48,1.19,0.04,3.79,1.49,886.0,32.81,29.41,89.62,0.19,0.0,0.0,31.22,200.0,7.41,6.04,4.07,3.52,0.85,0.07,0.04,50.0,81.5,86.36,0.04,0.26,0.0,0.04,0.48,0.07,15.38,0.33,0.04,11.11,0.56,0.15,26.67,0.07,13.33
1189,Superliga (DK),7040,Martin Hansen,M. Hansen,1990-06-15,102.02,26.1,29.0,3,3,0,100.0,33.33,22.67,68.0,0.0,0.0,3.81,2.82,49.0,16.33,12.67,77.55,0.33,0.0,0.0,15.67,11.0,3.67,2.67,1.33,1.0,0.0,0.0,0.0,,72.73,75.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1189,Superliga (DK),7157,Mathias Jattah-Njie Jørgensen,M. Jørgensen,1990-04-23,102.19,31.83,24.87,12,12,0,800.0,66.67,57.42,86.13,2.33,0.17,3.81,1.95,550.0,45.83,42.08,91.82,0.17,0.08,50.0,44.75,114.0,9.5,8.33,5.0,4.33,0.75,0.17,0.17,100.0,87.72,86.67,0.08,0.0,0.0,0.0,0.33,0.08,25.0,0.25,0.0,0.0,0.5,0.08,16.67,0.0,0.0
1189,Superliga (DK),7429,Michael Gregoritsch,M. Gregoritsch,1994-04-18,39.0,10.99,10.86,11,11,0,86.0,7.82,4.27,54.65,1.64,0.27,4.61,1.41,46.0,4.18,2.27,54.35,1.09,0.55,50.0,3.36,17.0,1.55,0.91,0.82,0.36,0.0,0.0,0.0,,58.82,44.44,0.73,0.45,0.36,0.09,0.09,0.0,0.0,1.64,0.36,22.22,2.09,0.27,13.04,0.36,17.39
1189,Superliga (DK),8352,Pantelis Hatzidiakos,P. Hatzidiakos,1997-01-18,85.62,28.28,21.27,28,28,0,1964.0,70.14,61.93,88.29,1.61,0.25,4.39,1.87,1483.0,52.96,48.89,92.31,0.25,0.11,42.86,51.04,353.0,12.61,11.04,6.96,6.0,1.0,0.29,0.25,87.5,87.54,86.15,0.0,0.32,0.0,0.04,0.61,0.46,76.47,0.57,0.11,18.75,0.93,0.11,11.54,0.0,0.0
1189,Superliga (DK),9624,Sean Klaiber,S. Klaiber,1994-07-31,95.01,27.65,27.71,13,13,0,748.0,57.54,44.15,76.74,3.54,0.38,3.74,1.49,534.0,41.08,33.85,82.4,2.23,1.15,51.73,38.08,101.0,7.77,6.0,3.69,2.54,1.23,0.54,0.15,28.57,77.23,68.75,0.15,1.77,0.0,0.54,0.77,0.69,90.0,3.38,0.31,9.09,5.0,1.46,29.23,0.38,7.69
