competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,possession_count_total,possession_count,possession_count_retained,possession_pct_retained,possession_count_shotwithin10s,possession_count_goalwithin10s,possession_avgdistance,possession_avgduration,reception_count_total,reception_count,reception_count_retained,reception_pct_retained,reception_count_intensepressure_tightspace,reception_count_intensepressure_tightspace_retained,reception_pct_intensepressure_tightspace_retained,reception_count_inspace,longcarry_count_total,longcarry_count,longcarry_count_retained,longcarry_count_forwardtrajectory,longcarry_count_forwardtrajectory_retained,longcarry_count_abovehsr,longcarry_count_forwardtrajectory_abovehsr,longcarry_count_forwardtrajectory_abovehsr_retained,longcarry_pct_forwardtrajectory_abovehsr_retained,longcarry_pct_retained,longcarry_pct_forwardtrajectory_retained,possession_count_forwardmomentum,giveandgo_count,possession_count_beatbymovement,possession_count_beatbypossession,possession_count_drawnpressure,possession_count_drawnpressure_retained,possession_pct_drawnpressure_retained,reception_count_intensepressure_constrainedspace,possession_count_escapedpressure,possession_pct_escapedpressure,reception_count_intensepressure,possession_count_intensepressure_progressed,possession_pct_intensepressure_progressed,possession_count_intensepressure_dangercreated,possession_pct_intensepressure_dangercreated
1265,Primeira Liga (PT),223,Aderllan Leandro de Jesus Santos,A. Santos,1989-04-09,65.9,12.72,20.48,17,16,1,356.0,22.25,16.44,73.88,0.81,0.06,3.09,1.39,214.0,13.38,10.94,81.78,0.06,0.06,100.0,12.88,36.0,2.25,1.62,0.88,0.69,0.38,0.0,0.0,,72.22,78.57,0.0,0.0,0.0,0.0,0.25,0.06,25.0,0.06,0.0,0.0,0.12,0.06,50.0,0.0,0.0
1265,Primeira Liga (PT),728,André Geraldes de Barros,André Geraldes,1991-05-02,85.07,17.6,23.04,26,25,1,654.0,26.16,19.28,73.7,0.44,0.0,4.15,1.37,405.0,16.2,13.64,84.2,0.52,0.24,46.15,14.68,103.0,4.12,3.2,1.32,0.96,1.4,0.52,0.32,61.54,77.67,72.73,0.0,1.08,0.16,0.12,0.32,0.2,62.5,0.76,0.08,10.53,1.56,0.44,28.2,0.16,10.26
1265,Primeira Liga (PT),751,André Alexandre Carreira Sousa,André Sousa,1990-07-09,17.24,3.15,4.22,12,12,0,70.0,5.83,4.0,68.57,0.42,0.08,3.95,1.31,35.0,2.92,2.58,88.57,0.25,0.08,33.33,2.25,9.0,0.75,0.42,0.33,0.25,0.0,0.0,0.0,,55.56,75.0,0.17,0.08,0.08,0.0,0.08,0.0,0.0,0.42,0.0,0.0,0.58,0.0,0.0,0.0,0.0
1265,Primeira Liga (PT),1223,Bas Kuipers,B. Kuipers,1994-08-17,86.8,23.25,22.06,17,17,0,458.0,26.94,20.18,74.89,1.71,0.35,3.52,1.32,345.0,20.29,15.59,76.81,0.71,0.29,41.67,18.71,57.0,3.35,2.35,2.0,1.18,0.71,0.59,0.24,40.0,70.18,58.82,0.18,1.59,0.24,0.12,0.12,0.06,50.0,0.94,0.35,37.5,2.53,0.53,20.93,0.24,9.3
1265,Primeira Liga (PT),1484,Armindo Tué Na Bangna,Bruma,1994-10-24,11.5,2.89,2.49,3,3,0,17.0,5.67,3.33,58.82,0.33,0.0,6.89,2.41,10.0,3.33,2.0,60.0,0.0,0.0,,2.67,6.0,2.0,1.67,1.0,0.67,0.33,0.33,0.33,100.0,83.33,66.67,0.33,0.67,0.0,0.0,0.33,0.0,0.0,0.33,0.33,100.0,0.67,0.33,50.0,0.33,50.0
1265,Primeira Liga (PT),1652,Carlos dos Santos Rodrigues,Ponck,1995-01-13,67.99,12.91,21.19,16,15,1,295.0,19.67,15.4,78.31,0.73,0.0,3.8,1.41,148.0,9.87,8.87,89.86,0.13,0.13,100.0,9.13,45.0,3.0,2.2,0.93,0.8,0.47,0.07,0.07,100.0,73.33,85.72,0.0,0.0,0.0,0.0,0.4,0.33,83.33,0.2,0.0,0.0,0.47,0.13,28.57,0.0,0.0
1265,Primeira Liga (PT),1946,Cláudio Pires Morais Ramos,Cláudio Ramos,1991-11-16,72.18,25.17,13.5,2,2,0,31.0,15.5,10.5,67.74,0.0,0.0,3.16,2.23,21.0,10.5,7.5,71.43,0.0,0.0,,10.0,3.0,1.5,0.5,0.5,0.0,0.0,0.0,0.0,,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.0,0.5,0.5,100.0,0.0,0.0
1265,Primeira Liga (PT),2492,David  Martins Simão,David Simão,1990-05-15,56.78,13.87,14.95,12,11,1,364.0,33.09,27.82,84.07,1.0,0.18,3.21,1.46,259.0,23.55,20.73,88.03,0.18,0.0,0.0,21.09,39.0,3.55,3.36,1.36,1.27,0.0,0.0,0.0,,94.87,93.33,0.36,0.27,0.0,0.09,0.36,0.09,25.0,0.55,0.0,0.0,1.36,0.18,13.33,0.09,6.67
1265,Primeira Liga (PT),2803,Dodi Lukébakio,D. Lukébakio,1997-09-24,48.89,14.55,10.59,17,17,0,376.0,22.12,13.71,61.97,4.18,0.24,8.41,2.44,304.0,17.88,11.47,64.14,1.82,0.94,51.61,14.82,132.0,7.76,3.65,5.06,1.94,1.24,1.0,0.12,11.76,46.97,38.37,0.53,1.18,0.65,1.94,1.29,0.53,40.91,2.47,0.65,26.19,4.47,0.76,17.11,1.18,26.31
1265,Primeira Liga (PT),3493,Florian Grillitsch,F. Grillitsch,1995-08-07,62.54,20.93,14.11,20,20,0,969.0,48.45,41.95,86.58,1.5,0.2,3.81,1.5,748.0,37.4,33.55,89.71,1.25,0.5,40.0,32.65,134.0,6.7,6.25,2.8,2.4,0.5,0.35,0.2,57.14,93.28,85.71,0.8,1.2,0.2,0.1,0.15,0.15,100.0,2.25,0.25,11.11,3.1,0.55,17.74,0.15,4.84
