competition_edition,league,player_id,player_name,player_short_name,player_birthdate,minutes,minutes_tip,minutes_otip,performance_count,performance_included_count,performance_failed_count,optionoffered_count_total,optionoffered_count,optionoffered_count_targeted,optionoffered_count_received,optionoffered_count_shotwithin10s,optionoffered_count_goalwithin10s,optionoffered_count_linebreak,optionoffered_count_dangerous,optionoffered_count_inspace,optionoffered_count_wide,optionoffered_count_insidedefensiveshape,optionoffered_count_outsidedefensiveshape,optionoffered_count_penaltyarea,optionoffered_count_penaltyarea_received,optionoffered_count_penaltyarea_shotwithin10s,optionoffered_count_penaltyarea_goalwithin10s
1227,Bundesliga (AT),528,Aleksandar Dragović,A. Dragović,1991-03-06,93.99,22.54,24.96,28,27,1,1597.0,59.15,27.15,26.41,0.37,0.07,0.48,1.19,26.81,5.41,4.04,55.11,1.19,0.11,0.07,0.04
1227,Bundesliga (AT),813,Andreas Weimann,A. Weimann,1991-08-05,81.85,23.48,19.17,16,16,0,1467.0,91.69,23.12,12.56,1.12,0.0,31.81,33.06,7.12,12.5,69.69,22.0,15.31,1.44,0.56,0.0
1227,Bundesliga (AT),2594,Dejan Stojanović,D. Stojanović,1993-07-19,96.87,24.66,23.1,32,31,1,1185.0,38.23,14.29,14.13,0.0,0.0,0.0,0.0,14.32,0.0,0.03,38.19,0.0,0.0,0.0,0.0
1227,Bundesliga (AT),5718,Karim Onisiwo,K. Onisiwo,1992-03-17,32.81,8.75,7.36,21,20,1,928.0,46.4,13.2,6.1,0.8,0.15,13.15,18.9,1.3,7.65,37.65,8.75,9.75,0.95,0.4,0.05
1227,Bundesliga (AT),6468,Lukas Hinterseer,L. Hinterseer,1991-03-28,32.53,7.0,8.08,28,27,1,1004.0,37.19,11.15,6.67,0.67,0.04,10.52,11.81,2.56,8.19,27.0,10.19,4.78,0.56,0.11,0.0
1227,Bundesliga (AT),11298,Stefan Lainer,S. Lainer,1992-08-27,89.75,27.47,19.95,25,24,1,3007.0,125.29,41.92,39.33,2.08,0.33,15.29,8.17,37.08,87.04,16.21,109.08,4.0,0.42,0.17,0.0
1227,Bundesliga (AT),11299,Valon Berisha,V. Berisha,1993-02-07,61.43,16.17,15.84,8,8,0,653.0,81.62,27.88,24.88,0.62,0.0,18.5,6.25,20.0,30.88,50.38,31.25,1.25,0.12,0.0,0.0
1227,Bundesliga (AT),11536,Jannes Horn,J. Horn,1997-02-06,80.27,23.45,18.5,20,20,0,1975.0,98.75,35.7,33.25,1.05,0.05,13.15,3.85,32.3,64.45,5.45,93.3,1.05,0.15,0.0,0.0
1227,Bundesliga (AT),11546,Dominik Prokop,D. Prokop,1997-06-02,27.23,5.94,8.74,14,14,0,367.0,26.21,7.86,6.0,0.5,0.07,6.79,5.43,4.36,6.43,19.64,6.57,1.57,0.29,0.14,0.0
1227,Bundesliga (AT),12051,Alessandro Schöpf,A. Schöpf,1994-02-07,78.15,21.16,19.94,25,25,0,2875.0,115.0,34.08,29.4,1.96,0.36,23.32,14.08,23.88,36.56,90.92,24.08,4.32,0.84,0.36,0.04
1227,Bundesliga (AT),12053,Stefan Hierländer,S. Hierländer,1991-02-03,22.33,5.56,4.29,13,13,0,353.0,27.15,5.46,4.69,0.23,0.0,5.85,5.23,3.31,12.69,13.08,14.08,1.77,0.31,0.08,0.0
1227,Bundesliga (AT),12150,Jon Gorenc- tankovič,J. Gorenc Stankovič,1996-01-14,94.08,22.98,19.93,29,29,0,2739.0,94.45,24.21,21.52,1.55,0.17,9.31,5.48,18.1,27.14,59.24,35.21,4.24,0.62,0.41,0.03
1227,Bundesliga (AT),12351,Aleksa Terzić,A. Terzić,1999-08-17,53.94,16.61,11.14,21,21,0,1582.0,75.33,27.81,25.95,1.14,0.05,10.57,6.33,24.14,56.9,5.67,69.67,1.95,0.33,0.05,0.0
1227,Bundesliga (AT),12820,Lenny Pintor,L. Pintor,2000-08-05,9.93,3.8,1.42,2,2,0,43.0,21.5,6.5,5.5,0.0,0.0,8.5,1.0,5.0,6.0,17.0,4.5,0.5,0.0,0.0,0.0
1227,Bundesliga (AT),13344,Jean Harisson Marcelin,J. Marcelin,2000-02-12,62.9,12.55,18.73,2,2,0,66.0,33.0,9.0,9.0,0.0,0.0,0.0,0.0,8.0,9.5,1.0,32.0,0.0,0.0,0.0,0.0
1227,Bundesliga (AT),13597,Otar Kiteishvili,O. Kiteishvili,1996-03-26,76.48,18.57,15.84,28,28,0,3176.0,113.43,36.04,27.82,3.64,0.46,23.68,22.14,17.75,32.64,86.14,27.29,9.32,1.11,0.64,0.14
1227,Bundesliga (AT),13599,Markus Pink,M. Pink,1991-02-24,60.62,16.03,15.9,22,22,0,1569.0,71.32,17.14,9.0,1.27,0.27,22.91,26.36,2.36,11.68,44.68,26.64,11.59,1.0,0.45,0.09
1227,Bundesliga (AT),13603,Tobias Koch,T. Koch,2001-04-06,75.88,16.39,19.54,27,26,1,1854.0,71.31,17.08,13.62,0.88,0.04,12.31,6.35,10.81,21.81,53.04,18.27,2.23,0.35,0.15,0.0
1227,Bundesliga (AT),13604,Lukas  Spendlhofer,L. Spendlhofer,1993-06-02,93.1,20.27,30.35,27,27,0,1594.0,59.04,23.0,22.44,0.19,0.04,0.96,1.07,22.48,6.15,5.81,53.22,1.0,0.11,0.07,0.04
1227,Bundesliga (AT),14132,Jacob Rasmussen,J. Rasmussen,1997-05-28,88.48,27.23,20.14,16,16,0,1711.0,106.94,43.31,42.62,0.56,0.06,1.12,1.81,43.31,17.31,4.38,102.56,1.69,0.25,0.0,0.0
1227,Bundesliga (AT),14360,Donis Avdijaj,D. Avdijaj,1996-08-25,41.78,11.41,10.32,24,24,0,1360.0,56.67,15.33,10.38,0.96,0.12,17.08,16.17,6.08,17.58,32.42,24.25,7.38,0.75,0.17,0.08
1227,Bundesliga (AT),16271,Hakim Guenouche,H. Guenouche,2000-05-30,43.95,12.62,8.78,4,4,0,192.0,48.0,15.0,13.25,0.25,0.0,7.5,6.5,12.5,27.0,7.0,41.0,1.5,0.0,0.0,0.0
1227,Bundesliga (AT),16477,Nikolai Baden Frederiksen,N. Baden Frederiksen,2000-05-18,76.31,16.75,20.77,25,24,1,1804.0,75.17,20.33,13.04,2.38,0.25,20.25,17.21,8.62,20.58,50.0,25.17,3.54,0.33,0.25,0.0
1227,Bundesliga (AT),16588,Alexander Gorgon,A. Gorgon,1988-10-28,17.97,4.71,4.33,16,16,0,347.0,21.69,6.56,5.0,0.75,0.06,5.69,5.69,3.62,5.56,15.81,5.88,2.25,0.38,0.12,0.0
1227,Bundesliga (AT),16631,Andreas Leitner,A. Leitner,1994-03-25,98.79,22.38,21.89,35,34,1,1053.0,30.97,13.03,12.82,0.06,0.03,0.0,0.0,13.03,0.0,0.09,30.88,0.0,0.0,0.0,0.0
1227,Bundesliga (AT),16632,Fabio Strauss,F. Strauß,1994-08-06,81.51,18.92,20.27,13,13,0,783.0,60.23,18.62,17.62,0.69,0.23,1.08,5.15,16.77,23.85,9.62,50.62,4.92,0.38,0.23,0.0
1227,Bundesliga (AT),16637,Sasa Kalajdžić,S. Kalajdžić,1997-07-07,64.59,16.6,16.44,21,21,0,1753.0,83.48,22.48,14.9,2.33,0.33,20.19,33.05,6.48,12.81,68.76,14.71,18.38,1.57,0.81,0.14
1227,Bundesliga (AT),16644,Jonathan Scherzer,J. Scherzer,1995-07-22,38.9,7.82,9.78,10,9,1,265.0,29.44,8.44,6.89,0.0,0.0,3.0,4.22,6.0,15.56,6.0,23.44,1.22,0.0,0.0,0.0
1227,Bundesliga (AT),16652,Emanuel Aiwu,E. Aiwu,2000-12-25,79.64,20.77,16.3,14,14,0,872.0,62.29,18.21,17.36,0.21,0.0,0.57,1.29,18.36,9.43,2.64,59.64,1.21,0.07,0.07,0.0
1227,Bundesliga (AT),16657,Alexander Schlager,A. Schlager,1996-02-01,97.7,30.25,21.11,31,30,1,1152.0,38.4,13.27,13.17,0.0,0.0,0.0,0.0,13.37,0.03,0.07,38.33,0.0,0.0,0.0,0.0
1227,Bundesliga (AT),16659,Philipp Wiesinger,P. Wiesinger,1994-05-23,92.29,22.61,22.76,29,28,1,2137.0,76.32,25.43,24.21,0.61,0.11,2.54,1.61,24.18,34.93,8.54,67.79,1.68,0.21,0.07,0.0
1227,Bundesliga (AT),16670,Reinhold Ranftl,R. Ranftl,1992-01-24,95.61,23.16,24.69,32,31,1,3091.0,99.71,31.74,26.97,1.94,0.26,20.48,7.9,23.52,70.97,14.77,84.94,3.32,0.55,0.19,0.03
